"ID Fiche Terrain";"Libellé Sortie";"ID Fiche Fréquentation";"Libellé Territoire";"Code Habitat";"Libellé Habitat";"Heure Comptage";"Nb Total";"Nb Adultes";"Nb Enfants";"Autres usages";"Commentaires"
243509;"Perharidy_01/02/2014_13:20_Orélie Rosec_4830";243510;"Pays de Morlaix";"MORL_03_CDB";"Perharidy (champ de blocs)";"01:20";14;14;0;"Promeneurs, joggeurs";
244021;"Perharidy_02/03/2014_12:30_Orélie Rosec_4849";244022;"Pays de Morlaix";"MORL_03_CDB";"Perharidy (champ de blocs)";"12:30";42;42;0;"";
244149;"Champeaux_03/03/2014_NC_NC_6810";244150;"Golfe Normand Breton";"GONB_04B_HRM";"Récifs d'hermelles de Champeaux (Plage St Michel à  la cabane Vauban de Champeaux)";;86;;;"";
244243;"Beg Lann_CDB_19/03/2014_12:15_NA_10810";244244;"Golfe du Morbihan";"GDMO_04_CDB";"Beg Lann (champ de blocs)";"12:15";0;;;"";
244249;"Perharidy_19/03/2014_14:15_Florine Even_4859";244250;"Pays de Morlaix";"MORL_03_CDB";"Perharidy (champ de blocs)";"02:15";5;3;2;"Promeneurs, joggeurs";
244277;"Perharidy_29/03/2014_11:10_Florine Even_4866";244278;"Pays de Morlaix";"MORL_03_CDB";"Perharidy (champ de blocs)";"11:10";24;20;4;"Promeneurs, joggeurs";
244321;"Beg Lann_CDB_31/03/2014_12:20_NA_10811";244322;"Golfe du Morbihan";"GDMO_04_CDB";"Beg Lann (champ de blocs)";"12:20";12;;;"";
244345;"Champeaux_01/04/2014_15:10_AAMP_6813";244346;"Golfe Normand Breton";"GONB_04B_HRM";"Récifs d'hermelles de Champeaux (Plage St Michel à  la cabane Vauban de Champeaux)";"03:10";74;;;"";
244347;"Champeaux_01/04/2014_15:30_AAMP_6814";244348;"Golfe Normand Breton";"GONB_04B_HRM";"Récifs d'hermelles de Champeaux (Plage St Michel à  la cabane Vauban de Champeaux)";"03:30";90;;;"";
244385;"Perharidy_04/04/2014_16:10_Florine Even_4872";244386;"Pays de Morlaix";"MORL_03_CDB";"Perharidy (champ de blocs)";"04:10";0;;;"Promeneurs, joggeurs";
244409;"Champeaux_13/04/2014_NC_NC_6816";244410;"Golfe Normand Breton";"GONB_04B_HRM";"Récifs d'hermelles de Champeaux (Plage St Michel à  la cabane Vauban de Champeaux)";;137;;;"";
244415;"Beg Lann_CDB_14/04/2014_12:30_NA_10812";244416;"Golfe du Morbihan";"GDMO_04_CDB";"Beg Lann (champ de blocs)";"12:30";3;;;"";
244421;"Champeaux_14/04/2014_NC_NC_6818";244422;"Golfe Normand Breton";"GONB_04B_HRM";"Récifs d'hermelles de Champeaux (Plage St Michel à  la cabane Vauban de Champeaux)";;34;;;"";
244519;"Champeaux_22/04/2014_NC_NC_6819";244520;"Golfe Normand Breton";"GONB_04B_HRM";"Récifs d'hermelles de Champeaux (Plage St Michel à  la cabane Vauban de Champeaux)";;0;;;"";
244521;"Champeaux_22/04/2014_NC_NC_6820";244522;"Golfe Normand Breton";"GONB_04B_HRM";"Récifs d'hermelles de Champeaux (Plage St Michel à  la cabane Vauban de Champeaux)";;6;;;"";
244697;"Perharidy_30/04/2014_13:00_Florine Even_4880";244698;"Pays de Morlaix";"MORL_03_CDB";"Perharidy (champ de blocs)";"01:00";6;4;2;"Pêche à pied professionnelle | Promeneurs, joggeurs | Autres pêches de loisir";
244789;"Perharidy_03/05/2014_15:15_Florine Even_4885";244790;"Pays de Morlaix";"MORL_03_CDB";"Perharidy (champ de blocs)";"03:15";4;;;"Promeneurs, joggeurs";
244921;"La Falaise_CDB_15/05/2014_11:56_NA_10910";244922;"Golfe du Morbihan";"GDMO_01_CDB";"Locmariaquer (champ de blocs)";"11:56";14;;;"";
245121;"Beg Lann_CDB_16/05/2014_13:00_NA_10813";245122;"Golfe du Morbihan";"GDMO_04_CDB";"Beg Lann (champ de blocs)";"01:00";4;;;"";
245157;"Perharidy_16/05/2014_14:50_Elise Quéré_4897";245158;"Pays de Morlaix";"MORL_03_CDB";"Perharidy (champ de blocs)";"02:50";18;;;"Promeneurs, joggeurs";
245211;"Beg Lann_CDB_18/05/2014_14:10_NA_10814";245212;"Golfe du Morbihan";"GDMO_04_CDB";"Beg Lann (champ de blocs)";"02:10";5;;;"";
245341;"Beg Lann_CDB_26/05/2014_09:35_NA_10815";245342;"Golfe du Morbihan";"GDMO_04_CDB";"Beg Lann (champ de blocs)";"09:35";1;;;"";
245381;"Perharidy_28/05/2014_13:00_Florine Even_4905";245382;"Pays de Morlaix";"MORL_03_CDB";"Perharidy (champ de blocs)";"01:00";1;;;"Promeneurs, joggeurs";
245391;"Herbier_des_Haas_29/05/2014_NC_NC_6826";245392;"Golfe Normand Breton";"GONB_01C_HRB";"Les Haas (herbier)";;25;;;"";
245589;"Beg Lann_CDB_13/06/2014_11:35_NA_10816";245590;"Golfe du Morbihan";"GDMO_04_CDB";"Beg Lann (champ de blocs)";"11:35";9;;;"";
245645;"Beg Lann_CDB_14/06/2014_12:50_NA_10817";245646;"Golfe du Morbihan";"GDMO_04_CDB";"Beg Lann (champ de blocs)";"12:50";8;;;"";
245727;"La Falaise_CDB_14/06/2014_11:45_NA_10911";245728;"Golfe du Morbihan";"GDMO_01_CDB";"Locmariaquer (champ de blocs)";"11:45";20;;;"";
245795;"Perharidy_14/06/2014_14:10_Michael Tanghe_4921";245796;"Pays de Morlaix";"MORL_03_CDB";"Perharidy (champ de blocs)";"02:10";8;;;"Promeneurs, joggeurs";
245893;"Herbier_des_Haas_15/06/2014_NC_NC_6832";245894;"Golfe Normand Breton";"GONB_01C_HRB";"Les Haas (herbier)";;20;;;"";
245923;"La_Rairie_16/06/2014_15:30_SYMEL_6833";245924;"Golfe Normand Breton";"GONB_05G_HRB";"La Rairie (herbier)";"03:30";0;;;"";
245971;"Beg Lann_CDB_19/06/2014_16:45_NA_10818";245972;"Golfe du Morbihan";"GDMO_04_CDB";"Beg Lann (champ de blocs)";"04:45";11;;;"";
246035;"Beg Lann_CDB_25/06/2014_09:50_NA_10819";246036;"Golfe du Morbihan";"GDMO_04_CDB";"Beg Lann (champ de blocs)";"09:50";2;;;"";
246039;"Boed_HRB_25/06/2014_12:10_NA_10679";246040;"Golfe du Morbihan";"GDMO_03_HRB";"Boëd (herbier)";"12:10";4;;;"";
246079;"Beg Lann_CDB_28/06/2014_11:50_NA_10820";246080;"Golfe du Morbihan";"GDMO_04_CDB";"Beg Lann (champ de blocs)";"11:50";0;;;"";
246083;"Boed_HRB_28/06/2014_14:05_NA_10680";246084;"Golfe du Morbihan";"GDMO_03_HRB";"Boëd (herbier)";"02:05";0;;;"";
246363;"Perharidy_12/07/2014_13:00_Florine Even_4937";246364;"Pays de Morlaix";"MORL_03_CDB";"Perharidy (champ de blocs)";"01:00";9;9;0;"Promeneurs, joggeurs";
246385;"Herbier_des_Haas_13/07/2014_NC_NC_6837";246386;"Golfe Normand Breton";"GONB_01C_HRB";"Les Haas (herbier)";;74;;;"";
246557;"Herbier_des_Haas_14/07/2014_NC_NC_6839";246558;"Golfe Normand Breton";"GONB_01C_HRB";"Les Haas (herbier)";;60;;;"";
246727;"Sainte-Anne_14/07/2014_NC_NC_6838";246728;"Golfe Normand Breton";"GONB_03E_HRM";"Récifs d'hermelles de Sainte-Anne";;70;;;"";
246759;"Beg Lann_CDB_15/07/2014_12:54_NA_10821";246760;"Golfe du Morbihan";"GDMO_04_CDB";"Beg Lann (champ de blocs)";"12:54";23;;;"";
246841;"La Falaise_CDB_17/07/2014_15:10_NA_10912";246842;"Golfe du Morbihan";"GDMO_01_CDB";"Locmariaquer (champ de blocs)";"03:10";6;;;"";
246851;"Perharidy_17/07/2014_17:30_Florine Even_4946";246852;"Pays de Morlaix";"MORL_03_CDB";"Perharidy (champ de blocs)";"05:30";7;;;"Promeneurs, joggeurs";
246925;"Perharidy_23/07/2014_10:30_Florine Even_4951";246926;"Pays de Morlaix";"MORL_03_CDB";"Perharidy (champ de blocs)";"10:30";7;6;1;"Promeneurs, joggeurs";
246969;"Boed_HRB_25/07/2014_12:30_NA_10681";246970;"Golfe du Morbihan";"GDMO_03_HRB";"Boëd (herbier)";"12:30";8;;;"";
246993;"Perharidy_26/07/2014_NA_Florine Even_4955";246994;"Pays de Morlaix";"MORL_03_CDB";"Perharidy (champ de blocs)";;3;;;"Promeneurs, joggeurs";
247005;"Beg Lann_CDB_28/07/2014_12:07_NA_10822";247006;"Golfe du Morbihan";"GDMO_04_CDB";"Beg Lann (champ de blocs)";"12:07";9;;;"";
247023;"La Falaise_CDB_28/07/2014_12:15_NA_10913";247024;"Golfe du Morbihan";"GDMO_01_CDB";"Locmariaquer (champ de blocs)";"12:15";23;;;"";
247039;"Beg Lann_CDB_29/07/2014_12:35_NA_10823";247040;"Golfe du Morbihan";"GDMO_04_CDB";"Beg Lann (champ de blocs)";"12:35";18;;;"";
247043;"Boed_HRB_29/07/2014_15:50_NA_10682";247044;"Golfe du Morbihan";"GDMO_03_HRB";"Boëd (herbier)";"03:50";2;;;"";
247047;"Perharidy_29/07/2014_14:50_Florine Even_4961";247048;"Pays de Morlaix";"MORL_03_CDB";"Perharidy (champ de blocs)";"02:50";8;7;1;"Promeneurs, joggeurs";
247099;"La Falaise_CDB_31/07/2014_14:00_NA_10914";247100;"Golfe du Morbihan";"GDMO_01_CDB";"Locmariaquer (champ de blocs)";"02:00";6;;;"";
247117;"Beg Lann_CDB_01/08/2014_14:15_NA_10824";247118;"Golfe du Morbihan";"GDMO_04_CDB";"Beg Lann (champ de blocs)";"02:15";9;;;"";
247209;"Beg Lann_CDB_08/08/2014_09:35_NA_10825";247210;"Golfe du Morbihan";"GDMO_04_CDB";"Beg Lann (champ de blocs)";"09:35";1;;;"";
247213;"Boëd_CDB_08/08/2014_11:10_NA_10750";247214;"Golfe du Morbihan";"GDMO_03_HRB";"Boëd (herbier)";"11:10";0;;;"";
247233;"Boed_HRB_10/08/2014_12:40_NA_10683";247234;"Golfe du Morbihan";"GDMO_03_HRB";"Boëd (herbier)";"12:40";1;;;"";
247245;"La Falaise_CDB_10/08/2014_10:33_NA_10915";247246;"Golfe du Morbihan";"GDMO_01_CDB";"Locmariaquer (champ de blocs)";"10:33";12;;;"";
247271;"Boed_HRB_11/08/2014_13:30_NA_10684";247272;"Golfe du Morbihan";"GDMO_03_HRB";"Boëd (herbier)";"01:30";14;;;"";
247461;"Beg Lann_CDB_12/08/2014_12:44_NA_10826";247462;"Golfe du Morbihan";"GDMO_04_CDB";"Beg Lann (champ de blocs)";"12:44";21;;;"";
247485;"Champeaux_12/08/2014_NC_NC_6843";247486;"Golfe Normand Breton";"GONB_04B_HRM";"Récifs d'hermelles de Champeaux (Plage St Michel à  la cabane Vauban de Champeaux)";;512;;;"";
247651;"Perharidy_12/08/2014_14:30_Florine Even_4983";247652;"Pays de Morlaix";"MORL_03_CDB";"Perharidy (champ de blocs)";"02:30";35;30;5;"";
247741;"Sainte-Anne_12/08/2014_NC_NC_6844";247742;"Golfe Normand Breton";"GONB_03E_HRM";"Récifs d'hermelles de Sainte-Anne";;200;;;"";
247807;"Herbier_des_Haas_13/08/2014_NC_NC_6846";247808;"Golfe Normand Breton";"GONB_01C_HRB";"Les Haas (herbier)";;180;;;"";
247821;"La Falaise_CDB_13/08/2014_13:00_NA_10916";247822;"Golfe du Morbihan";"GDMO_01_CDB";"Locmariaquer (champ de blocs)";"01:00";35;;;"";
247857;"SAINT-NICOLAS / BANNANEC_HRBHAB_13/08/2014_13:08_MD - AL - FB - CG_11112";247858;"Finistère Sud";"FINS_12_HRB";"Saint-Nicolas des Glénan (herbier)";"01:08";20;;;"";
247883;"Herbier_des_Haas_14/08/2014_NC_NC_6847";247884;"Golfe Normand Breton";"GONB_01C_HRB";"Les Haas (herbier)";;55;;;"";
247971;"Perharidy_24/08/2014_12:15_andreas lauro_4995";247972;"Pays de Morlaix";"MORL_03_CDB";"Perharidy (champ de blocs)";"12:15";1;1;0;"Promeneurs, joggeurs";
247981;"Beg Lann_CDB_25/08/2014_11:20_NA_10827";247982;"Golfe du Morbihan";"GDMO_04_CDB";"Beg Lann (champ de blocs)";"11:20";0;;;"";
248015;"Perharidy_26/08/2014_13:45_Florine Even_4999";248016;"Pays de Morlaix";"MORL_03_CDB";"Perharidy (champ de blocs)";"01:45";3;3;0;"";
248049;"Beg Lann_CDB_28/08/2014_13:00_NA_10828";248050;"Golfe du Morbihan";"GDMO_04_CDB";"Beg Lann (champ de blocs)";"01:00";10;;;"";
248057;"La Falaise_CDB_28/08/2014_13:10_NA_10917";248058;"Golfe du Morbihan";"GDMO_01_CDB";"Locmariaquer (champ de blocs)";"01:10";1;;;"";
248065;"Perharidy_28/08/2014_14:45_Florine Even_5003";248066;"Pays de Morlaix";"MORL_03_CDB";"Perharidy (champ de blocs)";"02:45";20;20;0;"Promeneurs, joggeurs";
248207;"La Falaise_CDB_09/09/2014_11:20_NA_10918";248208;"Golfe du Morbihan";"GDMO_01_CDB";"Locmariaquer (champ de blocs)";"11:20";34;;;"";
248397;"Beg Lann_CDB_10/09/2014_12:40_NA_10829";248398;"Golfe du Morbihan";"GDMO_04_CDB";"Beg Lann (champ de blocs)";"12:40";22;;;"";
248483;"Herbier_des_Haas_10/09/2014_NC_NC_6857";248484;"Golfe Normand Breton";"GONB_01C_HRB";"Les Haas (herbier)";;108;;;"";
248525;"La Falaise_CDB_10/09/2014_12:00_NA_10919";248526;"Golfe du Morbihan";"GDMO_01_CDB";"Locmariaquer (champ de blocs)";"12:00";50;;;"";
248609;"Perharidy_10/09/2014_14:10_Florine Even_5013";248610;"Pays de Morlaix";"MORL_03_CDB";"Perharidy (champ de blocs)";"02:10";24;24;0;"Promeneurs, joggeurs";
248715;"Sainte-Anne_10/09/2014_NC_NC_6855";248716;"Golfe Normand Breton";"GONB_03E_HRM";"Récifs d'hermelles de Sainte-Anne";;85;;;"";
248771;"Herbier_des_Haas_11/09/2014_NC_NC_6860";248772;"Golfe Normand Breton";"GONB_01C_HRB";"Les Haas (herbier)";;53;;;"";
248791;"MOUSTERLIN_CDB_11/09/2014_12:30_AL_11040";248792;"Finistère Sud";"FINS_02_CDB";"Pointe de Mousterlin (champ de blocs)";"12:30";3;;;"";
248811;"Beg Lann_CDB_12/09/2014_13:01_NA_10830";248812;"Golfe du Morbihan";"GDMO_04_CDB";"Beg Lann (champ de blocs)";"01:01";10;;;"";
248815;"Boëd_CDB_12/09/2014_15:36_NA_10751";248816;"Golfe du Morbihan";"GDMO_03_HRB";"Boëd (herbier)";"03:36";6;;;"";
248973;"Champeaux_19/09/2014_NC_NC_6861";248974;"Golfe Normand Breton";"GONB_04B_HRM";"Récifs d'hermelles de Champeaux (Plage St Michel à  la cabane Vauban de Champeaux)";;0;;;"";
249015;"Herbier_des_Haas_23/09/2014_NC_NC_6862";249016;"Golfe Normand Breton";"GONB_01C_HRB";"Les Haas (herbier)";;19;;;"";
249035;"Champeaux_24/09/2014_NC_NC_6863";249036;"Golfe Normand Breton";"GONB_04B_HRM";"Récifs d'hermelles de Champeaux (Plage St Michel à  la cabane Vauban de Champeaux)";;103;;;"";
249065;"MOUSTERLIN_CDB_24/09/2014_11:40_AL_11041";249066;"Finistère Sud";"FINS_02_CDB";"Pointe de Mousterlin (champ de blocs)";"11:40";-999;;;"";
249069;"Perharidy_24/09/2014_13:40_Florine Even_5041";249070;"Pays de Morlaix";"MORL_03_CDB";"Perharidy (champ de blocs)";"01:40";7;7;0;"Promeneurs, joggeurs";
249133;"Beg Lann_CDB_26/09/2014_12:25_NA_10831";249134;"Golfe du Morbihan";"GDMO_04_CDB";"Beg Lann (champ de blocs)";"12:25";5;;;"";
249139;"La Falaise_CDB_26/09/2014_12:45_NA_10920";249140;"Golfe du Morbihan";"GDMO_01_CDB";"Locmariaquer (champ de blocs)";"12:45";2;;;"";
249157;"Perharidy_27/09/2014_14:55_Michael Tanghe_5043";249158;"Pays de Morlaix";"MORL_03_CDB";"Perharidy (champ de blocs)";"02:55";15;10;5;"Promeneurs, joggeurs";
249181;"Beg Lann_CDB_28/09/2014_13:35_NA_10832";249182;"Golfe du Morbihan";"GDMO_04_CDB";"Beg Lann (champ de blocs)";"01:35";1;;;"";
249185;"Boëd_CDB_28/09/2014_15:55_NA_10752";249186;"Golfe du Morbihan";"GDMO_03_HRB";"Boëd (herbier)";"03:55";2;;;"";
249197;"La Falaise_CDB_28/09/2014_13:45_NA_10921";249198;"Golfe du Morbihan";"GDMO_01_CDB";"Locmariaquer (champ de blocs)";"01:45";1;;;"";
249261;"Herbier_des_Haas_07/10/2014_NC_NC_6867";249262;"Golfe Normand Breton";"GONB_01C_HRB";"Les Haas (herbier)";;20;;;"";
249263;"Perharidy_07/10/2014_11:45_Florine Even_5047";249264;"Pays de Morlaix";"MORL_03_CDB";"Perharidy (champ de blocs)";"11:45";4;4;0;"";
249295;"Perharidy_08/10/2014_12:10_Michael Tanghe_5048";249296;"Pays de Morlaix";"MORL_03_CDB";"Perharidy (champ de blocs)";"12:10";8;8;0;"Promeneurs, joggeurs";
249357;"MOUSTERLIN_CDB_09/10/2014_NA_AL_11042";249358;"Finistère Sud";"FINS_02_CDB";"Pointe de Mousterlin (champ de blocs)";;3;;;"";
249399;"Champeaux_10/10/2014_15:33_NC_6869";249400;"Golfe Normand Breton";"GONB_04B_HRM";"Récifs d'hermelles de Champeaux (Plage St Michel à  la cabane Vauban de Champeaux)";"03:33";111;;;"";
249401;"Champeaux_10/10/2014_16:03_NC_6870";249402;"Golfe Normand Breton";"GONB_04B_HRM";"Récifs d'hermelles de Champeaux (Plage St Michel à  la cabane Vauban de Champeaux)";"04:03";125;;;"";
249403;"Champeaux_10/10/2014_16:33_NC_6871";249404;"Golfe Normand Breton";"GONB_04B_HRM";"Récifs d'hermelles de Champeaux (Plage St Michel à  la cabane Vauban de Champeaux)";"04:33";102;;;"";
249419;"MOUSTERLIN_CDB_10/10/2014_NA_AL_11043";249420;"Finistère Sud";"FINS_02_CDB";"Pointe de Mousterlin (champ de blocs)";;4;;;"";
249433;"MOUSTERLIN_CDB_11/10/2014_NA_AL_11044";249434;"Finistère Sud";"FINS_02_CDB";"Pointe de Mousterlin (champ de blocs)";;3;;;"";
249437;"Perharidy_11/10/2014_13:45_Florine Even_5050";249438;"Pays de Morlaix";"MORL_03_CDB";"Perharidy (champ de blocs)";"01:45";8;8;0;"Promeneurs, joggeurs";
249507;"MOUSTERLIN_CDB_23/10/2014_10:55_AL_11045";249508;"Finistère Sud";"FINS_02_CDB";"Pointe de Mousterlin (champ de blocs)";"10:55";-999;;;"";
249655;"Champeaux_04/11/2014_NC_NC_6873";249656;"Golfe Normand Breton";"GONB_04B_HRM";"Récifs d'hermelles de Champeaux (Plage St Michel à  la cabane Vauban de Champeaux)";;37;;;"";
249689;"Champeaux_06/11/2014_NC_NC_6874";249690;"Golfe Normand Breton";"GONB_04B_HRM";"Récifs d'hermelles de Champeaux (Plage St Michel à  la cabane Vauban de Champeaux)";;150;;;"";
249831;"Champeaux_07/11/2014_13:28_NC_6876";249832;"Golfe Normand Breton";"GONB_04B_HRM";"Récifs d'hermelles de Champeaux (Plage St Michel à  la cabane Vauban de Champeaux)";"01:28";97;;;"";
249833;"Champeaux_07/11/2014_13:58_NC_6877";249834;"Golfe Normand Breton";"GONB_04B_HRM";"Récifs d'hermelles de Champeaux (Plage St Michel à  la cabane Vauban de Champeaux)";"01:58";124;;;"";
249835;"Champeaux_07/11/2014_14:28_NC_6878";249836;"Golfe Normand Breton";"GONB_04B_HRM";"Récifs d'hermelles de Champeaux (Plage St Michel à  la cabane Vauban de Champeaux)";"02:28";135;;;"";
249849;"Herbier_des_Haas_07/11/2014_NC_NC_6884";249850;"Golfe Normand Breton";"GONB_01C_HRB";"Les Haas (herbier)";;17;;;"";
249865;"Perharidy_07/11/2014_12:20_Michael Tanghe_5067";249866;"Pays de Morlaix";"MORL_03_CDB";"Perharidy (champ de blocs)";"12:20";0;0;0;"";
249887;"Sainte-Anne_07/11/2014_NC_NC_6883";249888;"Golfe Normand Breton";"GONB_03E_HRM";"Récifs d'hermelles de Sainte-Anne";;4;;;"";
249937;"MOUSTERLIN_CDB_13/11/2014_14:50_AL_11046";249938;"Finistère Sud";"FINS_02_CDB";"Pointe de Mousterlin (champ de blocs)";"02:50";-999;;;"";
249957;"Herbier_des_Haas_19/11/2014_NC_NC_6886";249958;"Golfe Normand Breton";"GONB_01C_HRB";"Les Haas (herbier)";;1;;;"";
249959;"Perharidy_20/11/2014_10:10_Michael Tanghe_5068";249960;"Pays de Morlaix";"MORL_03_CDB";"Perharidy (champ de blocs)";"10:10";0;0;0;"";
250047;"Champeaux_02/12/2014_NC_NC_6887";250048;"Golfe Normand Breton";"GONB_04B_HRM";"Récifs d'hermelles de Champeaux (Plage St Michel à  la cabane Vauban de Champeaux)";;6;;;"";
250049;"Perharidy_03/12/2014_09:25_Michael Tanghe_5073";250050;"Pays de Morlaix";"MORL_03_CDB";"Perharidy (champ de blocs)";"09:25";1;1;0;"Promeneurs, joggeurs";
250081;"MOUSTERLIN_CDB_05/12/2014_09:18_AL_11047";250082;"Finistère Sud";"FINS_02_CDB";"Pointe de Mousterlin (champ de blocs)";"09:18";-999;;;"";
250111;"MOUSTERLIN_CDB_06/12/2014_09:45_AL_11048";250112;"Finistère Sud";"FINS_02_CDB";"Pointe de Mousterlin (champ de blocs)";"09:45";-999;;;"";
250135;"Herbier_des_Haas_09/12/2014_NC_NC_6891";250136;"Golfe Normand Breton";"GONB_01C_HRB";"Les Haas (herbier)";;2;;;"";
250239;"Perharidy_20/12/2014_10:50_Michael Tanghe_5081";250240;"Pays de Morlaix";"MORL_03_CDB";"Perharidy (champ de blocs)";"10:50";1;1;0;"";
250279;"MOUSTERLIN_CDB_24/12/2014_11:50_AL_11049";250280;"Finistère Sud";"FINS_02_CDB";"Pointe de Mousterlin (champ de blocs)";"11:50";-999;;;"";
250339;"Herbier_des_Haas_21/01/2015_NC_NC_6898";250340;"Golfe Normand Breton";"GONB_01C_HRB";"Les Haas (herbier)";;1;;;"";
250359;"MOUSTERLIN_CDB_21/01/2015_11:08_AL_11050";250360;"Finistère Sud";"FINS_02_CDB";"Pointe de Mousterlin (champ de blocs)";"11:08";4;;;"";
250379;"Champeaux_22/01/2015_14:48_NC_6900";250380;"Golfe Normand Breton";"GONB_04B_HRM";"Récifs d'hermelles de Champeaux (Plage St Michel à  la cabane Vauban de Champeaux)";"02:48";39;;;"";
250381;"Champeaux_22/01/2015_15:18_NC_6901";250382;"Golfe Normand Breton";"GONB_04B_HRM";"Récifs d'hermelles de Champeaux (Plage St Michel à  la cabane Vauban de Champeaux)";"03:18";44;;;"";
250383;"Champeaux_22/01/2015_15:48_NC_6902";250384;"Golfe Normand Breton";"GONB_04B_HRM";"Récifs d'hermelles de Champeaux (Plage St Michel à  la cabane Vauban de Champeaux)";"03:48";40;;;"";
250399;"Herbier_des_Haas_22/01/2015_NC_NC_6904";250400;"Golfe Normand Breton";"GONB_01C_HRB";"Les Haas (herbier)";;13;;;"";
250419;"MOUSTERLIN_CDB_22/01/2015_11:36_AL_11051";250420;"Finistère Sud";"FINS_02_CDB";"Pointe de Mousterlin (champ de blocs)";"11:36";2;;;"";
250443;"Beg Lann_CDB_23/01/2015_12:25_JP_10833";250444;"Golfe du Morbihan";"GDMO_04_CDB";"Beg Lann (champ de blocs)";"12:25";5;;;"";
250449;"Champ de blocs de Kéraliou_23/01/2015_12:14_C.Le Jeune_5571";250450;"Rade de Brest";"BRES_03_CDB";"Keraliou (champ de blocs)";"12:14";9;;;"";
250453;"Herbier de Kernisi_23/01/2015_12:14_C.Le Jeune_5572";250454;"Rade de Brest";"BRES_03_HRB";"Kernisi (herbier)";"12:14";2;;;"";
250545;"Champ de blocs de Kéraliou_08/02/2015_NA_C.Le Jeune_5575";250546;"Rade de Brest";"BRES_03_CDB";"Keraliou (champ de blocs)";;0;;;"";
250547;"Herbier de Kernisi_08/02/2015_NA_C.Le Jeune_5576";250548;"Rade de Brest";"BRES_03_HRB";"Kernisi (herbier)";;0;;;"";
250625;"Beg Lann_CDB_18/02/2015_09:25_JP_10834";250626;"Golfe du Morbihan";"GDMO_04_CDB";"Beg Lann (champ de blocs)";"09:25";12;;;"";
250627;"Champ de blocs de Kéraliou_18/02/2015_10:15_C.Le Jeune_5579";250628;"Rade de Brest";"BRES_03_CDB";"Keraliou (champ de blocs)";"10:15";1;;;"";
250631;"Herbier de Kernisi_18/02/2015_10:15_C.Le Jeune_5580";250632;"Rade de Brest";"BRES_03_HRB";"Kernisi (herbier)";"10:15";4;;;"";
250681;"MOUSTERLIN_CDB_19/02/2015_10:20_LM_11054";250682;"Finistère Sud";"FINS_02_CDB";"Pointe de Mousterlin (champ de blocs)";"10:20";0;;;"";
250705;"Champeaux_20/02/2015_14:36_NC_6913";250706;"Golfe Normand Breton";"GONB_04B_HRM";"Récifs d'hermelles de Champeaux (Plage St Michel à  la cabane Vauban de Champeaux)";"02:36";47;;;"";
250707;"Champeaux_20/02/2015_15:06_NC_6914";250708;"Golfe Normand Breton";"GONB_04B_HRM";"Récifs d'hermelles de Champeaux (Plage St Michel à  la cabane Vauban de Champeaux)";"03:06";57;;;"";
250709;"Champeaux_20/02/2015_15:36_NC_6915";250710;"Golfe Normand Breton";"GONB_04B_HRM";"Récifs d'hermelles de Champeaux (Plage St Michel à  la cabane Vauban de Champeaux)";"03:36";55;;;"";
250729;"Herbier_des_Haas_20/02/2015_NC_NC_6920";250730;"Golfe Normand Breton";"GONB_01C_HRB";"Les Haas (herbier)";;19;;;"";
250769;"MOUSTERLIN_CDB_20/02/2015_11:04_GG - LM_11055";250770;"Finistère Sud";"FINS_02_CDB";"Pointe de Mousterlin (champ de blocs)";"11:04";0;;;"";
250783;"Sainte-Anne_20/02/2015_NC_NC_6919";250784;"Golfe Normand Breton";"GONB_03E_HRM";"Récifs d'hermelles de Sainte-Anne";;117;;;"";
250945;"MOUSTERLIN_CDB_26/02/2015_16:24_PP_11056";250946;"Finistère Sud";"FINS_02_CDB";"Pointe de Mousterlin (champ de blocs)";"04:24";-999;;;"";
250963;"Herbier_des_Haas_03/03/2015_NC_NC_6925";250964;"Golfe Normand Breton";"GONB_01C_HRB";"Les Haas (herbier)";;0;;;"";
250973;"Herbier_des_Haas_05/03/2015_NC_NC_6926";250974;"Golfe Normand Breton";"GONB_01C_HRB";"Les Haas (herbier)";;2;;;"";
250981;"Champ de blocs de Kéraliou_06/03/2015_11:15_A.Postollec_5613";250982;"Rade de Brest";"BRES_03_CDB";"Keraliou (champ de blocs)";"11:15";4;;;"";
250987;"Herbier de Kernisi_06/03/2015_11:15_A.Postollec_5614";250988;"Rade de Brest";"BRES_03_HRB";"Kernisi (herbier)";"11:15";2;;;"";
250999;"MOUSTERLIN_CDB_06/03/2015_10:45_HY_11057";251000;"Finistère Sud";"FINS_02_CDB";"Pointe de Mousterlin (champ de blocs)";"10:45";-999;;;"";
251025;"MOUSTERLIN_CDB_10/03/2015_12:35_HY_11058";251026;"Finistère Sud";"FINS_02_CDB";"Pointe de Mousterlin (champ de blocs)";"12:35";-999;;;"";
251035;"Perharidy_11/03/2015_15:10_Michael Tanghe_5115";251036;"Pays de Morlaix";"MORL_03_CDB";"Perharidy (champ de blocs)";"03:10";1;;;"Promeneurs, joggeurs";
251063;"MOUSTERLIN_CDB_18/03/2015_08:40_HY_11059";251064;"Finistère Sud";"FINS_02_CDB";"Pointe de Mousterlin (champ de blocs)";"08:40";-999;;;"";
251091;"MOUSTERLIN_CDB_19/03/2015_10:05_HY_11060";251092;"Finistère Sud";"FINS_02_CDB";"Pointe de Mousterlin (champ de blocs)";"10:05";2;;;"";
