"ID Fiche Terrain";"Libellé Sortie";"ID Fiche Fréquentation";"Libellé Territoire";"Code Site";"Libellé Site";"Code Sous Site";"Libellé Sous Site";"Heure Comptage";"Type Activite";"Nb Total";"Nb Adultes";"Nb Enfants";"Autres usages";"Commentaires"
242961;"ARMO_042_40563_NA_1026";242962;"Côtes d'Armor";"ARMO_042-043";"Piégu / Verdelet";"ARMO_042";"Piégu";;;3;3;0;"";
242963;"ARMO_043_40563_NA_1091";242964;"Côtes d'Armor";"ARMO_042-043";"Piégu / Verdelet";"ARMO_043";"Verdelet";;;7;7;0;"";
242971;"ARMO_042_40620_NA_1027";242972;"Côtes d'Armor";"ARMO_042-043";"Piégu / Verdelet";"ARMO_042";"Piégu";"12:15";;6;6;0;"";
242973;"ARMO_043_40620_NA_1092";242974;"Côtes d'Armor";"ARMO_042-043";"Piégu / Verdelet";"ARMO_043";"Verdelet";"12:15";;24;24;0;"";
242975;"ARMO_078_40622_NA_972";242976;"Côtes d'Armor";"ARMO_078-082-153";"Port Lazo / Pointe de Bilfot";"ARMO_078";"Pointe de Bilfot";"13:23";;97;90;7;"";
242977;"ARMO_082_40622_NA_943";242978;"Côtes d'Armor";"ARMO_078-082-153";"Port Lazo / Pointe de Bilfot";"ARMO_082";"Port Lazo - parcs à  huîtres";"13:23";;30;24;6;"";
242979;"ARMO_136_40622_NA_881";242980;"Côtes d'Armor";"ARMO_136-137-138";"Goaz Trez / Toëno";"ARMO_136";"Toëno";"13:00";;0;;;"";
242981;"ARMO_138_40622_NA_859";242982;"Côtes d'Armor";"ARMO_136-137-138";"Goaz Trez / Toëno";"ARMO_138";"Goaz Trez";"13:00";;0;;;"";
242983;"ARMO_153_40622_NA_1001";242984;"Côtes d'Armor";"ARMO_078-082-153";"Port Lazo / Pointe de Bilfot";"ARMO_153";"Port-Lazo - banc de praires, La Chèvre";"13:23";;309;298;11;"";
242991;"ARMO_042_40624_NA_1028";242992;"Côtes d'Armor";"ARMO_042-043";"Piégu / Verdelet";"ARMO_042";"Piégu";"15:40";;30;30;0;"";
242993;"ARMO_043_40624_NA_1093";242994;"Côtes d'Armor";"ARMO_042-043";"Piégu / Verdelet";"ARMO_043";"Verdelet";"15:40";;68;68;0;"";
242995;"ARMO_042_40649_NA_1029";242996;"Côtes d'Armor";"ARMO_042-043";"Piégu / Verdelet";"ARMO_042";"Piégu";;;17;16;1;"";
242997;"ARMO_043_40649_NA_1094";242998;"Côtes d'Armor";"ARMO_042-043";"Piégu / Verdelet";"ARMO_043";"Verdelet";;;25;22;3;"";
243005;"ARMO_042_40651_NA_1030";243006;"Côtes d'Armor";"ARMO_042-043";"Piégu / Verdelet";"ARMO_042";"Piégu";"14:10";;60;;;"";
243007;"ARMO_043_40651_NA_1095";243008;"Côtes d'Armor";"ARMO_042-043";"Piégu / Verdelet";"ARMO_043";"Verdelet";"14:10";;270;;;"";
243009;"ARMO_078_40652_NA_973";243010;"Côtes d'Armor";"ARMO_078-082-153";"Port Lazo / Pointe de Bilfot";"ARMO_078";"Pointe de Bilfot";;;43;41;2;"";
243011;"ARMO_082_40652_NA_944";243012;"Côtes d'Armor";"ARMO_078-082-153";"Port Lazo / Pointe de Bilfot";"ARMO_082";"Port Lazo - parcs à  huîtres";;;3;3;0;"";
243013;"ARMO_153_40652_NA_1002";243014;"Côtes d'Armor";"ARMO_078-082-153";"Port Lazo / Pointe de Bilfot";"ARMO_153";"Port-Lazo - banc de praires, La Chèvre";;;110;100;10;"";
243015;"ARMO_042_40653_NA_1031";243016;"Côtes d'Armor";"ARMO_042-043";"Piégu / Verdelet";"ARMO_042";"Piégu";"16:04";;32;28;4;"";
243017;"ARMO_043_40653_NA_1096";243018;"Côtes d'Armor";"ARMO_042-043";"Piégu / Verdelet";"ARMO_043";"Verdelet";"16:04";;68;55;13;"";
243019;"ARMO_136_40653_NA_882";243020;"Côtes d'Armor";"ARMO_136-137-138";"Goaz Trez / Toëno";"ARMO_136";"Toëno";;;50;45;5;"";
243021;"ARMO_138_40653_NA_860";243022;"Côtes d'Armor";"ARMO_136-137-138";"Goaz Trez / Toëno";"ARMO_138";"Goaz Trez";;;190;166;24;"";
243029;"ARMO_042_40679_NA_1032";243030;"Côtes d'Armor";"ARMO_042-043";"Piégu / Verdelet";"ARMO_042";"Piégu";;;5;5;0;"";
243031;"ARMO_043_40679_NA_1097";243032;"Côtes d'Armor";"ARMO_042-043";"Piégu / Verdelet";"ARMO_043";"Verdelet";;;8;8;0;"";
243033;"ARMO_042_40680_NA_1033";243034;"Côtes d'Armor";"ARMO_042-043";"Piégu / Verdelet";"ARMO_042";"Piégu";"14:05";;54;54;0;"";
243035;"ARMO_043_40680_NA_1098";243036;"Côtes d'Armor";"ARMO_042-043";"Piégu / Verdelet";"ARMO_043";"Verdelet";"14:05";;35;35;0;"";
243037;"ARMO_078_40681_NA_974";243038;"Côtes d'Armor";"ARMO_078-082-153";"Port Lazo / Pointe de Bilfot";"ARMO_078";"Pointe de Bilfot";"14:07";;21;20;1;"";
243039;"ARMO_082_40681_NA_945";243040;"Côtes d'Armor";"ARMO_078-082-153";"Port Lazo / Pointe de Bilfot";"ARMO_082";"Port Lazo - parcs à  huîtres";"14:07";;2;2;0;"";
243041;"ARMO_136_40681_NA_883";243042;"Côtes d'Armor";"ARMO_136-137-138";"Goaz Trez / Toëno";"ARMO_136";"Toëno";"14:15";;1;1;0;"";
243043;"ARMO_138_40681_NA_861";243044;"Côtes d'Armor";"ARMO_136-137-138";"Goaz Trez / Toëno";"ARMO_138";"Goaz Trez";"14:15";;29;29;0;"";
243045;"ARMO_153_40681_NA_1003";243046;"Côtes d'Armor";"ARMO_078-082-153";"Port Lazo / Pointe de Bilfot";"ARMO_153";"Port-Lazo - banc de praires, La Chèvre";"14:07";;22;22;0;"";
243047;"ARMO_042_40682_NA_1034";243048;"Côtes d'Armor";"ARMO_042-043";"Piégu / Verdelet";"ARMO_042";"Piégu";;;15;15;0;"";
243049;"ARMO_043_40682_NA_1099";243050;"Côtes d'Armor";"ARMO_042-043";"Piégu / Verdelet";"ARMO_043";"Verdelet";;;30;30;0;"";
243051;"ARMO_042_40740_NA_1035";243052;"Côtes d'Armor";"ARMO_042-043";"Piégu / Verdelet";"ARMO_042";"Piégu";;;20;;;"";
243053;"ARMO_043_40740_NA_1100";243054;"Côtes d'Armor";"ARMO_042-043";"Piégu / Verdelet";"ARMO_043";"Verdelet";;;0;;;"";
243055;"ARMO_042_40741_NA_1036";243056;"Côtes d'Armor";"ARMO_042-043";"Piégu / Verdelet";"ARMO_042";"Piégu";;;20;;;"";
243057;"ARMO_043_40741_NA_1101";243058;"Côtes d'Armor";"ARMO_042-043";"Piégu / Verdelet";"ARMO_043";"Verdelet";;;0;;;"";
243059;"ARMO_042_40755_NA_1037";243060;"Côtes d'Armor";"ARMO_042-043";"Piégu / Verdelet";"ARMO_042";"Piégu";"14:40";;38;22;16;"";
243061;"ARMO_043_40755_NA_1102";243062;"Côtes d'Armor";"ARMO_042-043";"Piégu / Verdelet";"ARMO_043";"Verdelet";"14:40";;60;;;"";
243069;"ARMO_042_40756_NA_1038";243070;"Côtes d'Armor";"ARMO_042-043";"Piégu / Verdelet";"ARMO_042";"Piégu";;;130;;;"";
243071;"ARMO_043_40756_NA_1103";243072;"Côtes d'Armor";"ARMO_042-043";"Piégu / Verdelet";"ARMO_043";"Verdelet";;;290;;;"";
243073;"ARMO_136_40757_NA_884";243074;"Côtes d'Armor";"ARMO_136-137-138";"Goaz Trez / Toëno";"ARMO_136";"Toëno";"15:05";;300;;;"";
243075;"ARMO_138_40757_NA_862";243076;"Côtes d'Armor";"ARMO_136-137-138";"Goaz Trez / Toëno";"ARMO_138";"Goaz Trez";"15:05";;400;;;"";
243083;"ARMO_042_40758_NA_1039";243084;"Côtes d'Armor";"ARMO_042-043";"Piégu / Verdelet";"ARMO_042";"Piégu";;;23;16;7;"";
243085;"ARMO_043_40758_NA_1104";243086;"Côtes d'Armor";"ARMO_042-043";"Piégu / Verdelet";"ARMO_043";"Verdelet";;;95;67;28;"";
243087;"ARMO_078_40758_NA_975";243088;"Côtes d'Armor";"ARMO_078-082-153";"Port Lazo / Pointe de Bilfot";"ARMO_078";"Pointe de Bilfot";"16:20";;54;33;21;"";
243089;"ARMO_082_40758_NA_946";243090;"Côtes d'Armor";"ARMO_078-082-153";"Port Lazo / Pointe de Bilfot";"ARMO_082";"Port Lazo - parcs à  huîtres";"16:20";;0;0;0;"";
243091;"ARMO_153_40758_NA_1004";243092;"Côtes d'Armor";"ARMO_078-082-153";"Port Lazo / Pointe de Bilfot";"ARMO_153";"Port-Lazo - banc de praires, La Chèvre";"16:20";;15;12;3;"";
243093;"ARMO_042_40759_NA_1040";243094;"Côtes d'Armor";"ARMO_042-043";"Piégu / Verdelet";"ARMO_042";"Piégu";;;3;;;"";
243095;"ARMO_043_40759_NA_1105";243096;"Côtes d'Armor";"ARMO_042-043";"Piégu / Verdelet";"ARMO_043";"Verdelet";;;3;;;"";
243097;"ARMO_042_40783_NA_1041";243098;"Côtes d'Armor";"ARMO_042-043";"Piégu / Verdelet";"ARMO_042";"Piégu";;;7;7;0;"";
243099;"ARMO_043_40783_NA_1106";243100;"Côtes d'Armor";"ARMO_042-043";"Piégu / Verdelet";"ARMO_043";"Verdelet";;;7;7;0;"";
243101;"ARMO_042_40784_NA_1042";243102;"Côtes d'Armor";"ARMO_042-043";"Piégu / Verdelet";"ARMO_042";"Piégu";"15:27";;15;15;0;"";
243103;"ARMO_043_40784_NA_1107";243104;"Côtes d'Armor";"ARMO_042-043";"Piégu / Verdelet";"ARMO_043";"Verdelet";"15:27";;88;88;0;"";
243111;"ARMO_078_40785_NA_976";243112;"Côtes d'Armor";"ARMO_078-082-153";"Port Lazo / Pointe de Bilfot";"ARMO_078";"Pointe de Bilfot";;;82;82;0;"";
243113;"ARMO_082_40785_NA_947";243114;"Côtes d'Armor";"ARMO_078-082-153";"Port Lazo / Pointe de Bilfot";"ARMO_082";"Port Lazo - parcs à  huîtres";;;0;0;0;"";
243115;"ARMO_136_40785_NA_885";243116;"Côtes d'Armor";"ARMO_136-137-138";"Goaz Trez / Toëno";"ARMO_136";"Toëno";"14:40";;85;76;9;"";
243117;"ARMO_138_40785_NA_863";243118;"Côtes d'Armor";"ARMO_136-137-138";"Goaz Trez / Toëno";"ARMO_138";"Goaz Trez";"14:40";;368;323;45;"";
243119;"ARMO_153_40785_NA_1005";243120;"Côtes d'Armor";"ARMO_078-082-153";"Port Lazo / Pointe de Bilfot";"ARMO_153";"Port-Lazo - banc de praires, La Chèvre";;;149;149;0;"";
243121;"ARMO_042_40786_NA_1043";243122;"Côtes d'Armor";"ARMO_042-043";"Piégu / Verdelet";"ARMO_042";"Piégu";;;52;;;"";
243123;"ARMO_043_40786_NA_1108";243124;"Côtes d'Armor";"ARMO_042-043";"Piégu / Verdelet";"ARMO_043";"Verdelet";;;363;;;"";
243125;"ARMO_136_40787_NA_886";243126;"Côtes d'Armor";"ARMO_136-137-138";"Goaz Trez / Toëno";"ARMO_136";"Toëno";"15:45";;41;;;"";
243127;"ARMO_138_40787_NA_864";243128;"Côtes d'Armor";"ARMO_136-137-138";"Goaz Trez / Toëno";"ARMO_138";"Goaz Trez";"15:45";;234;;;"";
243129;"ARMO_042_40788_NA_1044";243130;"Côtes d'Armor";"ARMO_042-043";"Piégu / Verdelet";"ARMO_042";"Piégu";"17:30";;3;3;0;"";
243131;"ARMO_043_40788_NA_1109";243132;"Côtes d'Armor";"ARMO_042-043";"Piégu / Verdelet";"ARMO_043";"Verdelet";"17:30";;14;11;3;"";
243139;"ARMO_042_40812_NA_1045";243140;"Côtes d'Armor";"ARMO_042-043";"Piégu / Verdelet";"ARMO_042";"Piégu";"13:20";;12;12;0;"";
243141;"ARMO_043_40812_NA_1110";243142;"Côtes d'Armor";"ARMO_042-043";"Piégu / Verdelet";"ARMO_043";"Verdelet";"13:20";;7;7;0;"";
243155;"ARMO_042_40814_NA_1046";243156;"Côtes d'Armor";"ARMO_042-043";"Piégu / Verdelet";"ARMO_042";"Piégu";"14:50";;38;36;2;"";
243157;"ARMO_043_40814_NA_1111";243158;"Côtes d'Armor";"ARMO_042-043";"Piégu / Verdelet";"ARMO_043";"Verdelet";"14:50";;263;246;17;"";
243159;"ARMO_078_40815_NA_977";243160;"Côtes d'Armor";"ARMO_078-082-153";"Port Lazo / Pointe de Bilfot";"ARMO_078";"Pointe de Bilfot";"15:15";;25;25;0;"";
243161;"ARMO_082_40815_NA_948";243162;"Côtes d'Armor";"ARMO_078-082-153";"Port Lazo / Pointe de Bilfot";"ARMO_082";"Port Lazo - parcs à  huîtres";"15:15";;27;27;0;"";
243163;"ARMO_153_40815_NA_1006";243164;"Côtes d'Armor";"ARMO_078-082-153";"Port Lazo / Pointe de Bilfot";"ARMO_153";"Port-Lazo - banc de praires, La Chèvre";"15:15";;145;145;0;"";
243165;"ARMO_136_40816_NA_887";243166;"Côtes d'Armor";"ARMO_136-137-138";"Goaz Trez / Toëno";"ARMO_136";"Toëno";"15:20";;23;23;0;"";
243167;"ARMO_138_40816_NA_865";243168;"Côtes d'Armor";"ARMO_136-137-138";"Goaz Trez / Toëno";"ARMO_138";"Goaz Trez";"15:20";;69;69;0;"";
243169;"ARMO_042_40817_NA_1047";243170;"Côtes d'Armor";"ARMO_042-043";"Piégu / Verdelet";"ARMO_042";"Piégu";;;20;16;4;"";
243171;"ARMO_043_40817_NA_1112";243172;"Côtes d'Armor";"ARMO_042-043";"Piégu / Verdelet";"ARMO_043";"Verdelet";;;40;37;3;"";
243173;"ARMO_042_40841_NA_1048";243174;"Côtes d'Armor";"ARMO_042-043";"Piégu / Verdelet";"ARMO_042";"Piégu";"12:00";;2;2;0;"";
243175;"ARMO_043_40841_NA_1113";243176;"Côtes d'Armor";"ARMO_042-043";"Piégu / Verdelet";"ARMO_043";"Verdelet";"12:00";;1;1;0;"";
243183;"ARMO_136_40843_NA_888";243184;"Côtes d'Armor";"ARMO_136-137-138";"Goaz Trez / Toëno";"ARMO_136";"Toëno";"13:30";;1;1;0;"";
243185;"ARMO_138_40843_NA_866";243186;"Côtes d'Armor";"ARMO_136-137-138";"Goaz Trez / Toëno";"ARMO_138";"Goaz Trez";"13:30";;45;45;0;"";
243187;"ARMO_042_40845_NA_1049";243188;"Côtes d'Armor";"ARMO_042-043";"Piégu / Verdelet";"ARMO_042";"Piégu";"16:05";;20;;;"";
243189;"ARMO_043_40845_NA_1114";243190;"Côtes d'Armor";"ARMO_042-043";"Piégu / Verdelet";"ARMO_043";"Verdelet";"16:05";;112;;;"";
243191;"ARMO_042_40871_NA_1050";243192;"Côtes d'Armor";"ARMO_042-043";"Piégu / Verdelet";"ARMO_042";"Piégu";;;5;5;0;"";
243193;"ARMO_043_40871_NA_1115";243194;"Côtes d'Armor";"ARMO_042-043";"Piégu / Verdelet";"ARMO_043";"Verdelet";;;4;4;0;"";
243195;"ARMO_136_40871_NA_889";243196;"Côtes d'Armor";"ARMO_136-137-138";"Goaz Trez / Toëno";"ARMO_136";"Toëno";;;0;;;"";
243197;"ARMO_138_40871_NA_867";243198;"Côtes d'Armor";"ARMO_136-137-138";"Goaz Trez / Toëno";"ARMO_138";"Goaz Trez";;;5;5;0;"";
243199;"ARMO_136_40872_NA_890";243200;"Côtes d'Armor";"ARMO_136-137-138";"Goaz Trez / Toëno";"ARMO_136";"Toëno";"12:00";;6;6;0;"";
243201;"ARMO_138_40872_NA_868";243202;"Côtes d'Armor";"ARMO_136-137-138";"Goaz Trez / Toëno";"ARMO_138";"Goaz Trez";"12:00";;31;31;0;"";
243209;"ARMO_078_40873_NA_978";243210;"Côtes d'Armor";"ARMO_078-082-153";"Port Lazo / Pointe de Bilfot";"ARMO_078";"Pointe de Bilfot";"13:25";;9;9;0;"";
243211;"ARMO_082_40873_NA_949";243212;"Côtes d'Armor";"ARMO_078-082-153";"Port Lazo / Pointe de Bilfot";"ARMO_082";"Port Lazo - parcs à  huîtres";"13:25";;2;2;0;"";
243213;"ARMO_153_40873_NA_1007";243214;"Côtes d'Armor";"ARMO_078-082-153";"Port Lazo / Pointe de Bilfot";"ARMO_153";"Port-Lazo - banc de praires, La Chèvre";"13:25";;44;43;1;"";
243215;"ARMO_042_40874_NA_1051";243216;"Côtes d'Armor";"ARMO_042-043";"Piégu / Verdelet";"ARMO_042";"Piégu";"14:30";;10;10;0;"";
243217;"ARMO_043_40874_NA_1116";243218;"Côtes d'Armor";"ARMO_042-043";"Piégu / Verdelet";"ARMO_043";"Verdelet";"14:30";;12;11;1;"";
243219;"ARMO_043_40905_NA_1117";243220;"Côtes d'Armor";"ARMO_042-043";"Piégu / Verdelet";"ARMO_043";"Verdelet";"15:50";;1;1;0;"";
243227;"ARMO_078_41094_NA_979";243228;"Côtes d'Armor";"ARMO_078-082-153";"Port Lazo / Pointe de Bilfot";"ARMO_078";"Pointe de Bilfot";"14:00";;9;2;7;"";
243229;"ARMO_082_41094_NA_950";243230;"Côtes d'Armor";"ARMO_078-082-153";"Port Lazo / Pointe de Bilfot";"ARMO_082";"Port Lazo - parcs à  huîtres";"14:00";;0;0;0;"";
243231;"ARMO_153_41094_NA_1008";243232;"Côtes d'Armor";"ARMO_078-082-153";"Port Lazo / Pointe de Bilfot";"ARMO_153";"Port-Lazo - banc de praires, La Chèvre";"14:00";;0;0;0;"";
243233;"ARMO_042_41095_NA_1052";243234;"Côtes d'Armor";"ARMO_042-043";"Piégu / Verdelet";"ARMO_042";"Piégu";"14:45";;14;;;"";
243235;"ARMO_043_41095_NA_1118";243236;"Côtes d'Armor";"ARMO_042-043";"Piégu / Verdelet";"ARMO_043";"Verdelet";"14:45";;22;;;"";
243237;"ARMO_136_41095_NA_891";243238;"Côtes d'Armor";"ARMO_136-137-138";"Goaz Trez / Toëno";"ARMO_136";"Toëno";;;0;;;"";
243239;"ARMO_138_41095_NA_869";243240;"Côtes d'Armor";"ARMO_136-137-138";"Goaz Trez / Toëno";"ARMO_138";"Goaz Trez";;;0;;;"";
243247;"ARMO_042_41124_NA_1053";243248;"Côtes d'Armor";"ARMO_042-043";"Piégu / Verdelet";"ARMO_042";"Piégu";"15:15";;42;;;"";
243249;"ARMO_043_41124_NA_1119";243250;"Côtes d'Armor";"ARMO_042-043";"Piégu / Verdelet";"ARMO_043";"Verdelet";"15:15";;139;;;"";
243251;"ARMO_136_41125_NA_892";243252;"Côtes d'Armor";"ARMO_136-137-138";"Goaz Trez / Toëno";"ARMO_136";"Toëno";"14:50";;85;;;"";
243253;"ARMO_138_41125_NA_870";243254;"Côtes d'Armor";"ARMO_136-137-138";"Goaz Trez / Toëno";"ARMO_138";"Goaz Trez";"14:50";;182;;;"";
243255;"ARMO_078_41140_NA_980";243256;"Côtes d'Armor";"ARMO_078-082-153";"Port Lazo / Pointe de Bilfot";"ARMO_078";"Pointe de Bilfot";"15:00";;38;;;"";
243257;"ARMO_082_41140_NA_951";243258;"Côtes d'Armor";"ARMO_078-082-153";"Port Lazo / Pointe de Bilfot";"ARMO_082";"Port Lazo - parcs à  huîtres";"15:00";;18;;;"";
243259;"ARMO_153_41140_NA_1009";243260;"Côtes d'Armor";"ARMO_078-082-153";"Port Lazo / Pointe de Bilfot";"ARMO_153";"Port-Lazo - banc de praires, La Chèvre";"15:00";;11;;;"";
243261;"ARMO_136_41141_NA_893";243262;"Côtes d'Armor";"ARMO_136-137-138";"Goaz Trez / Toëno";"ARMO_136";"Toëno";"15:00";;89;;;"";
243263;"ARMO_138_41141_NA_871";243264;"Côtes d'Armor";"ARMO_136-137-138";"Goaz Trez / Toëno";"ARMO_138";"Goaz Trez";"15:00";;183;;;"";
243265;"ARMO_078_41168_NA_981";243266;"Côtes d'Armor";"ARMO_078-082-153";"Port Lazo / Pointe de Bilfot";"ARMO_078";"Pointe de Bilfot";"14:20";;40;;;"";
243267;"ARMO_082_41168_NA_952";243268;"Côtes d'Armor";"ARMO_078-082-153";"Port Lazo / Pointe de Bilfot";"ARMO_082";"Port Lazo - parcs à  huîtres";"14:20";;10;;;"";
243269;"ARMO_153_41168_NA_1010";243270;"Côtes d'Armor";"ARMO_078-082-153";"Port Lazo / Pointe de Bilfot";"ARMO_153";"Port-Lazo - banc de praires, La Chèvre";"14:20";;50;;;"";
243271;"ARMO_136_41169_NA_894";243272;"Côtes d'Armor";"ARMO_136-137-138";"Goaz Trez / Toëno";"ARMO_136";"Toëno";"14:15";;59;;;"";
243273;"ARMO_138_41169_NA_872";243274;"Côtes d'Armor";"ARMO_136-137-138";"Goaz Trez / Toëno";"ARMO_138";"Goaz Trez";"14:15";;159;;;"";
243275;"ARMO_042_41170_NA_1054";243276;"Côtes d'Armor";"ARMO_042-043";"Piégu / Verdelet";"ARMO_042";"Piégu";"14:20";;30;;;"";
243277;"ARMO_043_41170_NA_1120";243278;"Côtes d'Armor";"ARMO_042-043";"Piégu / Verdelet";"ARMO_043";"Verdelet";"14:20";;133;;;"";
243285;"ARMO_042_41197_NA_1055";243286;"Côtes d'Armor";"ARMO_042-043";"Piégu / Verdelet";"ARMO_042";"Piégu";"13:00";;24;;;"";
243287;"ARMO_043_41197_NA_1121";243288;"Côtes d'Armor";"ARMO_042-043";"Piégu / Verdelet";"ARMO_043";"Verdelet";"13:00";;50;;;"";
243289;"ARMO_078_41198_NA_982";243290;"Côtes d'Armor";"ARMO_078-082-153";"Port Lazo / Pointe de Bilfot";"ARMO_078";"Pointe de Bilfot";"14:28";;25;25;0;"";
243291;"ARMO_082_41198_NA_953";243292;"Côtes d'Armor";"ARMO_078-082-153";"Port Lazo / Pointe de Bilfot";"ARMO_082";"Port Lazo - parcs à  huîtres";"14:28";;6;6;0;"";
243293;"ARMO_153_41198_NA_1011";243294;"Côtes d'Armor";"ARMO_078-082-153";"Port Lazo / Pointe de Bilfot";"ARMO_153";"Port-Lazo - banc de praires, La Chèvre";"14:28";;140;140;0;"";
243301;"ARMO_136_41200_NA_895";243302;"Côtes d'Armor";"ARMO_136-137-138";"Goaz Trez / Toëno";"ARMO_136";"Toëno";;;18;18;0;"";
243303;"ARMO_138_41200_NA_873";243304;"Côtes d'Armor";"ARMO_136-137-138";"Goaz Trez / Toëno";"ARMO_138";"Goaz Trez";;;40;40;0;"";
243305;"ARMO_043_41374_NA_1122";243306;"Côtes d'Armor";"ARMO_042-043";"Piégu / Verdelet";"ARMO_043";"Verdelet";;;2;2;0;"";
243307;"ARMO_089a_41389_NA_911";243308;"Côtes d'Armor";"ARMO_089";"Arcouest";"ARMO_089a";"Arcouest- Est embarcadère";"13:25";;15;14;1;"";
243309;"ARMO_089b_41389_NA_909";243310;"Côtes d'Armor";"ARMO_089";"Arcouest";"ARMO_089b";"Arcouest- Ouest embarcadère";"13:25";;8;8;0;"";
243311;"ARMO_042_41390_NA_1056";243312;"Côtes d'Armor";"ARMO_042-043";"Piégu / Verdelet";"ARMO_042";"Piégu";"14:30";;13;;;"";
243313;"ARMO_043_41390_NA_1123";243314;"Côtes d'Armor";"ARMO_042-043";"Piégu / Verdelet";"ARMO_043";"Verdelet";"14:30";;124;;;"";
243315;"ARMO_078_41478_NA_983";243316;"Côtes d'Armor";"ARMO_078-082-153";"Port Lazo / Pointe de Bilfot";"ARMO_078";"Pointe de Bilfot";"14:23";;19;15;4;"";
243317;"ARMO_082_41478_NA_954";243318;"Côtes d'Armor";"ARMO_078-082-153";"Port Lazo / Pointe de Bilfot";"ARMO_082";"Port Lazo - parcs à  huîtres";"14:23";;5;4;1;"";
243319;"ARMO_153_41478_NA_1012";243320;"Côtes d'Armor";"ARMO_078-082-153";"Port Lazo / Pointe de Bilfot";"ARMO_153";"Port-Lazo - banc de praires, La Chèvre";"14:23";;104;;;"";
243321;"ARMO_089a_41479_NA_912";243322;"Côtes d'Armor";"ARMO_089";"Arcouest";"ARMO_089a";"Arcouest- Est embarcadère";"15:00";;54;;;"";
243323;"ARMO_089b_41479_NA_910";243324;"Côtes d'Armor";"ARMO_089";"Arcouest";"ARMO_089b";"Arcouest- Ouest embarcadère";"15:00";;35;;;"";
243335;"ARMO_043_41508_NA_40";243336;"Côtes d'Armor";"ARMO_042-043";"Piégu / Verdelet";"ARMO_043";"Verdelet";;;400;;;"";
243341;"ARMO_049_41508_NA_43";243342;"Côtes d'Armor";"ARMO_049-050-051-052";"Baie de Saint-Brieuc";"ARMO_049";"Anse de Morieux";;;36;;;"";
243343;"ARMO_050_41508_NA_44";243344;"Côtes d'Armor";"ARMO_049-050-051-052";"Baie de Saint-Brieuc";"ARMO_050";"Pointe des Guettes";;;82;;;"";
243345;"ARMO_051_41508_NA_45";243346;"Côtes d'Armor";"ARMO_049-050-051-052";"Baie de Saint-Brieuc";"ARMO_051";"Anse d'Yffiniac";;;10;;;"";
243347;"ARMO_052_41508_NA_46";243348;"Côtes d'Armor";"ARMO_049-050-051-052";"Baie de Saint-Brieuc";"ARMO_052";"Saint-Laurent-de-la-Mer";;;224;;;"";
243365;"ARMO_078_41508_NA_55";243366;"Côtes d'Armor";"ARMO_078-082-153";"Port Lazo / Pointe de Bilfot";"ARMO_078";"Pointe de Bilfot";;;97;;;"";
243375;"ARMO_089a_41508_NA_60";243376;"Côtes d'Armor";"ARMO_089";"Arcouest";"ARMO_089a";"Arcouest- Est embarcadère";;;81;;;"";
243433;"Les Conches Nord_22/08/2013_NA_Doriane Brenon_4430";243434;"Estuaire de la Gironde et Mer des Pertuis";"EGMP_010-011-012";"Les Conches Nord - Plage des Conches - Les Conches Sud";"EGMP_010";"Les Conches Nord";;;3;;;"";
243435;"Les Conches Sud_22/08/2013_NA_Doriane Brenon_4448";243436;"Estuaire de la Gironde et Mer des Pertuis";"EGMP_010-011-012";"Les Conches Nord - Plage des Conches - Les Conches Sud";"EGMP_012";"Les Conches Sud";;;26;;;"";
243439;"Pointe du Grouin du Cou_22/08/2013_NA_Laurence Férré Charles Ricard Nicole Yerles Catherine Minguet_1184";243440;"Estuaire de la Gironde et Mer des Pertuis";"EGMP_014-015";"Pointes du Grouin du Cou et de la République";"EGMP_014";"Pointe du Grouin du Cou";;;548;;;"";
243551;"La Balise_02/02/2014_11:20_Sarah Olivier_2480";243552;"Estuaire de la Gironde et Mer des Pertuis";"EGMP_114";"La Brée et la Balise";"EGMP_114_2";"La Balise";"11:20";;7;7;0;"";
243553;"La Bree_02/02/2014_11:00_Sarah Olivier_2512";243554;"Estuaire de la Gironde et Mer des Pertuis";"EGMP_114";"La Brée et la Balise";"EGMP_114_1";"La Brée";"11:00";;11;11;0;"";
243587;"Besselue_18/02/2014_11:30_Olivia Coulon_3499";243588;"Estuaire de la Gironde et Mer des Pertuis";"EGMP_072-073";"Besselue - Sud Minimes";"EGMP_073";"Besselue";"11:30";;0;;;"";
243607;"Besselue_28/02/2014_09:57_Olivia Coulon_3500";243608;"Estuaire de la Gironde et Mer des Pertuis";"EGMP_072-073";"Besselue - Sud Minimes";"EGMP_073";"Besselue";"09:57";;31;;;"";
243615;"Arcouest - Est Embarcadère_01/03/2014_13:35_Franck Delisle_8389";243616;"Côtes d'Armor";"ARMO_089";"Arcouest";"ARMO_089a";"Arcouest- Est embarcadère";"01:35";;166;;;"";"4 dans l_eau avec fourche"
243617;"Arcouest - Ouest Embarcadère_01/03/2014_13:35_Franck Delisle_8388";243618;"Côtes d'Armor";"ARMO_089";"Arcouest";"ARMO_089b";"Arcouest- Ouest embarcadère";"01:35";;27;;;"";
243657;"Arcouest - Est Embarcadère_02/03/2014_NA_Enora Feillet & Claire Maerten_8391";243658;"Côtes d'Armor";"ARMO_089";"Arcouest";"ARMO_089a";"Arcouest- Est embarcadère";;;150;;;"";
