"ID Fiche Terrain";"Libellé Sortie";"ID Fiche Fréquentation";"Libellé Territoire";"Code Site";"Libellé Site";"Heure Comptage";"Nb Total";"Nb Adultes";"Nb Enfants";"Nb Pecheurs Site";"Nb Pecheurs Arrivee";"Nb Pecheurs Départ";"Présence Zone Interdite";"Nb Pecheurs Zone Interdite";"Type Interdiction";"Autres usages";"Commentaires"
242965;"GONB_01C_40565_NA_1148";242966;"Golfe Normand Breton";"GONB_01C";"Pointe du Bay à la Pointe du Chevet";;39;39;0;;;;;;;"";
242967;"GONB_01D_40565_NA_1222";242968;"Golfe Normand Breton";"GONB_01D";"Pointe du Chevet à la Charbotière et Ile des Hébihens";;46;46;0;;;;;;;"";
242969;"GONB_01E_40565_NA_1187";242970;"Golfe Normand Breton";"GONB_01E";"La Charbotière à l'Islet (Baie de Lancieux)";;178;;;;;;;;;"";
242985;"GONB_01C_40623_NA_1149";242986;"Golfe Normand Breton";"GONB_01C";"Pointe du Bay à la Pointe du Chevet";"15:10";125;125;0;;;;;;;"";
242987;"GONB_01D_40623_NA_1223";242988;"Golfe Normand Breton";"GONB_01D";"Pointe du Chevet à la Charbotière et Ile des Hébihens";"15:10";216;216;0;;;;;;;"";
242989;"GONB_01E_40623_NA_1188";242990;"Golfe Normand Breton";"GONB_01E";"La Charbotière à l'Islet (Baie de Lancieux)";"15:10";892;;;;;;;;;"";
242999;"GONB_01C_40650_NA_1150";243000;"Golfe Normand Breton";"GONB_01C";"Pointe du Bay à la Pointe du Chevet";"13:20";117;;;;;;;;;"";
243001;"GONB_01D_40650_NA_1224";243002;"Golfe Normand Breton";"GONB_01D";"Pointe du Chevet à la Charbotière et Ile des Hébihens";"13:20";58;;;;;;;;;"";
243003;"GONB_01E_40650_NA_1189";243004;"Golfe Normand Breton";"GONB_01E";"La Charbotière à l'Islet (Baie de Lancieux)";"13:20";260;;;;;;;;;"";
243023;"GONB_01C_40654_NA_1151";243024;"Golfe Normand Breton";"GONB_01C";"Pointe du Bay à la Pointe du Chevet";"16:50";21;21;0;;;;;;;"";
243025;"GONB_01D_40654_NA_1225";243026;"Golfe Normand Breton";"GONB_01D";"Pointe du Chevet à la Charbotière et Ile des Hébihens";"16:50";25;23;2;;;;;;;"";
243027;"GONB_01E_40654_NA_1190";243028;"Golfe Normand Breton";"GONB_01E";"La Charbotière à l'Islet (Baie de Lancieux)";"16:50";62;;;;;;;;;"";
243063;"GONB_01C_40755_NA_1152";243064;"Golfe Normand Breton";"GONB_01C";"Pointe du Bay à la Pointe du Chevet";;98;;;;;;;;;"";
243065;"GONB_01D_40755_NA_1226";243066;"Golfe Normand Breton";"GONB_01D";"Pointe du Chevet à la Charbotière et Ile des Hébihens";;40;;;;;;;;;"";
243067;"GONB_01E_40755_NA_1191";243068;"Golfe Normand Breton";"GONB_01E";"La Charbotière à l'Islet (Baie de Lancieux)";;230;;;;;;;;;"";
243077;"GONB_01C_40757_NA_1153";243078;"Golfe Normand Breton";"GONB_01C";"Pointe du Bay à la Pointe du Chevet";"17:20";133;;;;;;;;;"";
243079;"GONB_01D_40757_NA_1227";243080;"Golfe Normand Breton";"GONB_01D";"Pointe du Chevet à la Charbotière et Ile des Hébihens";"17:20";100;;;;;;;;;"";
243081;"GONB_01E_40757_NA_1192";243082;"Golfe Normand Breton";"GONB_01E";"La Charbotière à l'Islet (Baie de Lancieux)";"17:20";200;;;;;;;;;"";
243105;"GONB_01C_40784_NA_1154";243106;"Golfe Normand Breton";"GONB_01C";"Pointe du Bay à la Pointe du Chevet";"14:45";186;;;;;;;;;"";
243107;"GONB_01D_40784_NA_1228";243108;"Golfe Normand Breton";"GONB_01D";"Pointe du Chevet à la Charbotière et Ile des Hébihens";"14:45";53;;;;;;;;;"";
243109;"GONB_01E_40784_NA_1193";243110;"Golfe Normand Breton";"GONB_01E";"La Charbotière à l'Islet (Baie de Lancieux)";"14:45";446;;;;;;;;;"";
243133;"GONB_01C_40788_NA_1155";243134;"Golfe Normand Breton";"GONB_01C";"Pointe du Bay à la Pointe du Chevet";"18:35";30;;;;;;;;;"";
243135;"GONB_01D_40788_NA_1229";243136;"Golfe Normand Breton";"GONB_01D";"Pointe du Chevet à la Charbotière et Ile des Hébihens";"18:35";5;;;;;;;;;"";
243137;"GONB_01E_40788_NA_1194";243138;"Golfe Normand Breton";"GONB_01E";"La Charbotière à l'Islet (Baie de Lancieux)";"18:35";40;;;;;;;;;"";
243143;"GONB_01C_40812_NA_1156";243144;"Golfe Normand Breton";"GONB_01C";"Pointe du Bay à la Pointe du Chevet";"14:25";15;;;;;;;;;"";
243145;"GONB_01D_40812_NA_1230";243146;"Golfe Normand Breton";"GONB_01D";"Pointe du Chevet à la Charbotière et Ile des Hébihens";"14:25";5;;;;;;;;;"";
243147;"GONB_01E_40812_NA_1195";243148;"Golfe Normand Breton";"GONB_01E";"La Charbotière à l'Islet (Baie de Lancieux)";"14:25";20;;;;;;;;;"";
243149;"GONB_01C_40813_NA_1157";243150;"Golfe Normand Breton";"GONB_01C";"Pointe du Bay à la Pointe du Chevet";"14:25";138;;;;;;;;;"";
243151;"GONB_01D_40813_NA_1231";243152;"Golfe Normand Breton";"GONB_01D";"Pointe du Chevet à la Charbotière et Ile des Hébihens";"14:25";180;;;;;;;;;"";
243153;"GONB_01E_40813_NA_1196";243154;"Golfe Normand Breton";"GONB_01E";"La Charbotière à l'Islet (Baie de Lancieux)";"14:25";398;;;;;;;;;"";
243177;"GONB_01C_40842_NA_1158";243178;"Golfe Normand Breton";"GONB_01C";"Pointe du Bay à la Pointe du Chevet";"13:45";54;;;;;;;;;"";
243179;"GONB_01D_40842_NA_1232";243180;"Golfe Normand Breton";"GONB_01D";"Pointe du Chevet à la Charbotière et Ile des Hébihens";"13:45";20;;;;;;;;;"";
243181;"GONB_01E_40842_NA_1197";243182;"Golfe Normand Breton";"GONB_01E";"La Charbotière à l'Islet (Baie de Lancieux)";"13:45";116;;;;;;;;;"";
243203;"GONB_01C_40872_NA_1159";243204;"Golfe Normand Breton";"GONB_01C";"Pointe du Bay à la Pointe du Chevet";"13:15";44;;;;;;;;;"";
243205;"GONB_01D_40872_NA_1233";243206;"Golfe Normand Breton";"GONB_01D";"Pointe du Chevet à la Charbotière et Ile des Hébihens";"13:15";8;;;;;;;;;"";
243207;"GONB_01E_40872_NA_1198";243208;"Golfe Normand Breton";"GONB_01E";"La Charbotière à l'Islet (Baie de Lancieux)";"13:15";82;;;;;;;;;"";
243221;"GONB_01C_41093_NA_1160";243222;"Golfe Normand Breton";"GONB_01C";"Pointe du Bay à la Pointe du Chevet";"13:15";13;;;;;;;;;"";
243223;"GONB_01D_41093_NA_1234";243224;"Golfe Normand Breton";"GONB_01D";"Pointe du Chevet à la Charbotière et Ile des Hébihens";"13:15";8;;;;;;;;;"";
243225;"GONB_01E_41093_NA_1199";243226;"Golfe Normand Breton";"GONB_01E";"La Charbotière à l'Islet (Baie de Lancieux)";"13:15";20;;;;;;;;;"";
243241;"GONB_01C_41123_NA_1161";243242;"Golfe Normand Breton";"GONB_01C";"Pointe du Bay à la Pointe du Chevet";"14:50";101;;;;;;;;;"";
243243;"GONB_01D_41123_NA_1235";243244;"Golfe Normand Breton";"GONB_01D";"Pointe du Chevet à la Charbotière et Ile des Hébihens";"14:50";66;;;;;;;;;"";
243245;"GONB_01E_41123_NA_1200";243246;"Golfe Normand Breton";"GONB_01E";"La Charbotière à l'Islet (Baie de Lancieux)";"14:50";208;;;;;;;;;"";
243279;"GONB_01C_41171_NA_1162";243280;"Golfe Normand Breton";"GONB_01C";"Pointe du Bay à la Pointe du Chevet";"16:40";116;;;;;;;;;"";
243281;"GONB_01D_41171_NA_1236";243282;"Golfe Normand Breton";"GONB_01D";"Pointe du Chevet à la Charbotière et Ile des Hébihens";"16:40";36;;;;;;;;;"";
243283;"GONB_01E_41171_NA_1201";243284;"Golfe Normand Breton";"GONB_01E";"La Charbotière à l'Islet (Baie de Lancieux)";"16:40";290;;;;;;;;;"";
243295;"GONB_01C_41199_NA_1163";243296;"Golfe Normand Breton";"GONB_01C";"Pointe du Bay à la Pointe du Chevet";"15:35";110;;;;;;;;;"";
243297;"GONB_01D_41199_NA_1237";243298;"Golfe Normand Breton";"GONB_01D";"Pointe du Chevet à la Charbotière et Ile des Hébihens";"15:35";113;;;;;;;;;"";
243299;"GONB_01E_41199_NA_1202";243300;"Golfe Normand Breton";"GONB_01E";"La Charbotière à l'Islet (Baie de Lancieux)";"15:35";328;;;;;;;;;"";
243325;"Anse de la Republique_22/08/2013_NA_Daviaud_4168";243326;"Estuaire de la Gironde et Mer des Pertuis";"EGMP_002";"Anse de la République";;83;;;;;;;;;"";
243327;"ARMO_036_41508_NA_36";243328;"Côtes d'Armor";"ARMO_036";"Port d'Erquy";;26;;;;;;;;;"";
243329;"ARMO_037_41508_NA_37";243330;"Côtes d'Armor";"ARMO_037";"Pointe de la Houssaye";;18;;;;;;;;;"";
243331;"ARMO_039_41508_NA_38";243332;"Côtes d'Armor";"ARMO_039";"Rochers de St-Pabu";;80;;;;;;;;;"";
243333;"ARMO_040_41508_NA_39";243334;"Côtes d'Armor";"ARMO_040";"Ville Berneuf";;0;;;;;;;;;"";
243337;"ARMO_046_41508_NA_41";243338;"Côtes d'Armor";"ARMO_046";"Dahouët";;30;;;;;;;;;"";
243339;"ARMO_048_41508_NA_42";243340;"Côtes d'Armor";"ARMO_048";"Jospinet/Cotentin";;80;;;;;;;;;"";
243349;"ARMO_070_41508_NA_47";243350;"Côtes d'Armor";"ARMO_070";"Le Palus";;59;;;;;;;;;"";
243351;"ARMO_071_41508_NA_48";243352;"Côtes d'Armor";"ARMO_071";"Beg-Hastel";;3;;;;;;;;;"";
243353;"ARMO_072_41508_NA_49";243354;"Côtes d'Armor";"ARMO_072";"Gwinn Zegal";;62;;;;;;;;;"";
243355;"ARMO_073_41508_NA_50";243356;"Côtes d'Armor";"ARMO_073";"Port Moguer";;65;;;;;;;;;"";
243357;"ARMO_074_41508_NA_51";243358;"Côtes d'Armor";"ARMO_074";"Bréhec";;22;;;;;;;;;"";
243359;"ARMO_075_41508_NA_52";243360;"Côtes d'Armor";"ARMO_075";"Berjul";;0;;;;;;;;;"";
243361;"ARMO_076_41508_NA_53";243362;"Côtes d'Armor";"ARMO_076";"Minard";;39;;;;;;;;;"";
243363;"ARMO_077_41508_NA_54";243364;"Côtes d'Armor";"ARMO_077";"Armor Izel";;13;;;;;;;;;"";
243367;"ARMO_083_41508_NA_56";243368;"Côtes d'Armor";"ARMO_083";"Beauport";;89;;;;;;;;;"";
243369;"ARMO_084_41508_NA_57";243370;"Côtes d'Armor";"ARMO_084";"Pointe de Guilben";;6;;;;;;;;;"";
243371;"ARMO_085_41508_NA_58";243372;"Côtes d'Armor";"ARMO_085";"Baie de Paimpol";;70;;;;;;;;;"";
243373;"ARMO_087_41508_NA_59";243374;"Côtes d'Armor";"ARMO_087";"Anse de Launay";;175;;;;;;;;;"";
243377;"ARMO_096_41508_NA_61";243378;"Côtes d'Armor";"ARMO_096";"Sillon noir";;112;;;;;;;;;"";
243379;"ARMO_097_41508_NA_62";243380;"Côtes d'Armor";"ARMO_097";"Sillon de Talbert";;14;;;;;;;;;"";
243381;"ARMO_102_41508_NA_63";243382;"Côtes d'Armor";"ARMO_102";"Anse de Gouermel";;125;;;;;;;;;"";
243383;"ARMO_103_41508_NA_64";243384;"Côtes d'Armor";"ARMO_103";"Buguélès";;0;;;;;;;;;"";
243385;"ARMO_104_41508_NA_65";243386;"Côtes d'Armor";"ARMO_104";"Anse de Pellinec";;0;;;;;;;;;"";
243387;"ARMO_133_41508_NA_67";243388;"Côtes d'Armor";"ARMO_133";"Baie de Kéralie";;205;;;;;;;;;"";
243389;"ARMO_134_41508_NA_68";243390;"Côtes d'Armor";"ARMO_134";"Île Grande";;25;;;;;;;;;"";
243391;"ARMO_135_41508_NA_69";243392;"Côtes d'Armor";"ARMO_135";"Île Losquet_Canton";;127;;;;;;;;;"";
243393;"ARMO_140_41508_NA_70";243394;"Côtes d'Armor";"ARMO_140";"Île Miliau";;0;;;;;;;;;"";
243395;"ARMO_152_41508_NA_66";243396;"Côtes d'Armor";"ARMO_152";"Sept Îles";;51;;;;;;;;;"";
243397;"boisvinet_22/08/2013_NA_Roxane Rouillé Estelle Kerbelec_4188";243398;"Estuaire de la Gironde et Mer des Pertuis";"EGMP_006";"Boisvinet";;201;;;;;;;;;"";
243399;"Clemenceau_22/08/2013_NA_Roxane Rouillé Estelle Kerbelec_4205";243400;"Estuaire de la Gironde et Mer des Pertuis";"EGMP_007";"Clémenceau";;112;;;;;;;;;"";
243401;"GONB_00A_41508_NA_35";243402;"Golfe Normand Breton";"GONB_00A";"Cap d'Erquy à la Pointe de la mare aux Rets";;52;;;;;;;;;"";
243403;"GONB_00B_41508_NA_34";243404;"Golfe Normand Breton";"GONB_00B";"Pointe de la mare aux rets à la pointe de la Fosse Eyrand";;117;;;;;;;;;"";
243405;"GONB_00C_41508_NA_33";243406;"Golfe Normand Breton";"GONB_00C";"Pointe de la Fosse Eyrand à la Pointe du Champ du Port";;500;;;;;;;;;"";
243407;"GONB_00D_41508_NA_32";243408;"Golfe Normand Breton";"GONB_00D";"Pointe du champ du Port au port Barrier";;20;;;;;;;;;"";
243409;"GONB_00E_41508_NA_31";243410;"Golfe Normand Breton";"GONB_00E";"Port Barrier à la Pointe aux Chèvres";;102;;;;;;;;;"";
243411;"GONB_00F_41508_NA_30";243412;"Golfe Normand Breton";"GONB_00F";"Anse du Croc";;15;;;;;;;;;"";
243413;"GONB_00G_41508_NA_29";243414;"Golfe Normand Breton";"GONB_00G";"De la ville Men à la Pointe de la Guette";;86;;;;;;;;;"";
243415;"GONB_00H_41508_NA_28";243416;"Golfe Normand Breton";"GONB_00H";"Pointe de la Guette au Cap Fréhel";;32;;;;;;;;;"";
243417;"GONB_00I_41508_NA_27";243418;"Golfe Normand Breton";"GONB_00I";"Cap Fréhel à la Pointe de la latte";;12;;;;;;;;;"";
243419;"GONB_01A_41508_NA_26";243420;"Golfe Normand Breton";"GONB_01A";"Pointe de la Latte à la Pointe de Saint-Cast-le-guildo";;370;;;;;;;;;"";
243421;"GONB_01B_41508_NA_25";243422;"Golfe Normand Breton";"GONB_01B";"Pointe de Saint-Cast-le-guildo à la Pointe du Bay";;142;;;;;;;;;"";
243423;"GONB_01C_41508_NA_24";243424;"Golfe Normand Breton";"GONB_01C";"Pointe du Bay à la Pointe du Chevet";;1043;;;;;;;;;"";
243425;"GONB_01D_41508_NA_23";243426;"Golfe Normand Breton";"GONB_01D";"Pointe du Chevet à la Charbotière et Ile des Hébihens";;318;;;;;;;;;"";
243427;"GONB_01E_41508_NA_22";243428;"Golfe Normand Breton";"GONB_01E";"La Charbotière à l'Islet (Baie de Lancieux)";;1362;;;;;;;;;"";
243429;"GONB_03F_41508_NA_21";243430;"Golfe Normand Breton";"GONB_03F";"Cherrueix - Bec d'Andaine";;263;;;;;;;;;"";
243431;"la Terriere_22/08/2013_NA_Laurence Férré Charles Ricard Nicole Yerles Catherine Minguet_1157";243432;"Estuaire de la Gironde et Mer des Pertuis";"EGMP_013";"La Terrière";;52;;;;;;;;;"";
243437;"plage du goulet_22/08/2013_NA_Roxane Rouillé Estelle Kerbelec_4527";243438;"Estuaire de la Gironde et Mer des Pertuis";"EGMP_008";"Plage du Goulet";;221;;;;;;;;;"";
243441;"Port Bourgenay_22/08/2013_NA_Daviaud_4675";243442;"Estuaire de la Gironde et Mer des Pertuis";"EGMP_001";"Port Bourgenay";;0;;;;;;;;;"";
243443;"Rochers et port de Jard_22/08/2013_NA_Roxane Rouillé Estelle Kerbelec_4710";243444;"Estuaire de la Gironde et Mer des Pertuis";"EGMP_005";"Rochers et port de Jard";;398;;;;;;;;;"";
243445;"ARMO_053_41509_NA_913";243446;"Côtes d'Armor";"ARMO_053";"Martin Plage";"15:15";162;;;;;;;;;"";
243447;"Fond de la baie_20/09/2013_14:40_Bénévole_5405";243448;"Pays de Morlaix";"MORL_19";"Locquirec - Fond de la baie";"02:40";128;;;;;;;;;"Promeneurs, joggeurs";
243449;"Sainte Anne_20/09/2013_13:40_Maïween Inizan_5407";243450;"Pays de Morlaix";"MORL_07";"Ilot Sainte Anne";"01:40";422;422;0;;;;;;;"Promeneurs, joggeurs";
243451;"Chauveau_03/01/2014_NA_Ecogardes_1237";243452;"Estuaire de la Gironde et Mer des Pertuis";"EGMP_197";"Chauveau";;25;;;;;;;;;"";
243453;"Le Vert Clos_17/01/2014_NA_Ecogardes_1338";243454;"Estuaire de la Gironde et Mer des Pertuis";"EGMP_189";"Vert Clos";;9;;;;;;;;;"";
243455;"La falaise_30/01/2014_09:00_NA_7234";243456;"Golfe du Morbihan";"GDMO_01";"La falaise";"09:00";84;;;;;;;;;"";
243457;"Le Vert Clos_30/01/2014_NA_Ecogardes_1339";243458;"Estuaire de la Gironde et Mer des Pertuis";"EGMP_189";"Vert Clos";;38;;;;;;;;;"";
243459;"Pointe du Bil _31/01/2014_09:45_NA_7235";243460;"Golfe du Morbihan";"GDMO_05";"Pointe du Bill";"09:45";200;;;;;;;;;"Pêche à pied professionnelle";
243461;"(Rivère) Hôpital-Camfrout_01/02/2014_11:45_A.Beaudouard_5423";243462;"Rade de Brest";"BRES_16";"(Rivère) Hôpital-Camfrout";"11:45";23;;;;;;;;;"";
243463;"4 pompes à limite de Plouzané_01/02/2014_12:30_D.LeSter_5431";243464;"Rade de Brest";"BRES_Plou";"4 pompes à limite de Plouzané";"12:30";29;;;;;;;;;"";
243465;"Anse de l_aber_01/02/2014_13:26_Orélie Rosec_4829";243466;"Pays de Morlaix";"MORL_04";"Roscoff - Anse de l'aber";"01:26";0;0;0;;;;;;;"";
243467;"Anse de l’Auberlac’h_01/02/2014_11:45_F.Oppermann_5411";243468;"Rade de Brest";"BRES_04";"Anse de l'Auberlac'h";"11:45";50;;;;;;;;;"";
243469;"Anse du Bourg > Moulin Mer_01/02/2014_12:00_A.Beaudouard_5422";243470;"Rade de Brest";"BRES_15";"Anse du Bourg > Cale de Moulin-Mer";"12:00";9;;;;;;;;;"";
243471;"Anse du Moulin du Pont > Chateau_01/02/2014_12:10_G.Véron_5418";243472;"Rade de Brest";"BRES_11";"Anse du Moulin du Pont > Chateau";"12:10";31;;;;;;;;;"";
243473;"Anse du Moulin Neuf_01/02/2014_11:55_A.Larzillière_5413";243474;"Rade de Brest";"BRES_06";"Anse du Moulin Neuf";"11:55";25;;;;;;;;;"";
243475;"Anse du Roz > Pointe du Bindy_01/02/2014_11:45_A.Lazennec_5420";243476;"Rade de Brest";"BRES_13";"Anse du Roz > Pointe du Bindy";"11:45";36;;;;;;;;;"";
243477;"Banc des Bris_01/02/2014_11:00_Adrien Privat_1962";243478;"Estuaire de la Gironde et Mer des Pertuis";"EGMP_139";"Banc des Bris";"11:00";3;3;0;3;0;;"Non";;;"";
243479;"Barnenez_01/02/2014_13:15_Michel Clech_4823";243480;"Pays de Morlaix";"MORL_09";"Plouezoch - Barnenez / Ile Sterec";"01:15";65;62;3;;;;;;;"";
243481;"Brest_Elorn_01/02/2014_NA_A.Postec_5432";243482;"Rade de Brest";"BRES_Er";"Rives de l'Elorn";;36;;;;;;;;;"";
243483;"Château > Pointe de l’Anse du Roz_01/02/2014_11:45_R.Daras_5419";243484;"Rade de Brest";"BRES_12";"Château > Pointe de l'Anse du Roz";"11:45";85;;;;;;;;;"";
243485;"Estacade_01/02/2014_13:33_Orélie Rosec_4831";243486;"Pays de Morlaix";"MORL_05";"Roscoff - Estacade";"01:33";8;8;0;;;;;;;"Promeneurs, joggeurs";
243487;"Fond de la baie_01/02/2014_14:00_Elise Quéré_4825";243488;"Pays de Morlaix";"MORL_19";"Locquirec - Fond de la baie";"02:00";89;81;8;;;;;;;"Sports de glisse (surf, body-board, kite surf, etc.)";
243489;"Gatseau_01/02/2014_11:10_Adrien Privat_2348";243490;"Estuaire de la Gironde et Mer des Pertuis";"EGMP_137";"Gatseau";"11:10";48;48;0;42;2;;;;;"";
243491;"Ile Callot_01/02/2014_13:00_Maïween Inizan_4824";243492;"Pays de Morlaix";"MORL_08";"Ile Callot";"01:00";238;236;2;228;10;;;;;"Sports de glisse (surf, body-board, kite surf, etc.) | Promeneurs, joggeurs";
243493;"Kergarvan > Port du Tinduff_01/02/2014_12:00_A.M.LeHir_5412";243494;"Rade de Brest";"BRES_05";"Kergarvan > Port du Tinduff (Pen A lan)";"12:00";43;;;;;;;;;"";
243495;"Kersanton > Anse du Moulin du Pont_01/02/2014_11:45_E.Merceron_5417";243496;"Rade de Brest";"BRES_10";"Kersanton > Anse du Moulin du Pont";"11:45";12;;;;;;;;;"";
243497;"Kersimon > calle bois du Roz_01/02/2014_12:00_J.LeGuirriec_5427";243498;"Rade de Brest";"BRES_20";"Kersimon > calle bois du Roz";"12:00";20;;;;;;;;;"";
243499;"Lanvéoc jusqu’au pont de l’Aulne _01/02/2014_11:45_Multiple_5430";243500;"Rade de Brest";"BRES_B";"Lanvéoc jusqu'au pont de l'Aulne";"11:45";67;;;;;;;;;"";
243501;"Le Cosquer Passage > Kernisi_01/02/2014_11:30_A.Bars_5410";243502;"Rade de Brest";"BRES_03";"Le Cosquer Passage > Kernisi (Keraliou)";"11:30";110;;;;;;;;;"";
243503;"Les Bris_01/02/2014_11:00_Adrien Privat_2870";243504;"Estuaire de la Gironde et Mer des Pertuis";"EGMP_138";"Les Bris";"11:00";10;10;0;9;1;;"Non";;;"";
243505;"Manson_01/02/2014_10:30_Adrien Privat_3016";243506;"Estuaire de la Gironde et Mer des Pertuis";"EGMP_140";"Manson";"10:30";21;21;0;8;0;;"Non";;;"";
243507;"Moulin Blanc > Pont de l’Iroise_01/02/2014_11:30_S.Cabillic_5408";243508;"Rade de Brest";"BRES_01";"Moulin Blanc > Pont de l'Iroise";"11:30";62;;;;;;;;;"";
243511;"Pointe de Kerdréolet > Pointe de Gluziau (Anse de Keroullé)_01/02/2014_11:40_G.Tizon_5425";243512;"Rade de Brest";"BRES_18";"Pointe de Kerdréolet > Pointe de Gluziau (Anse de Keroullé)";"11:40";29;;;;;;;;;"";
243513;"Pointe de Rostiviec > Kersanton_01/02/2014_12:15_D.Gautherot_5416";243514;"Rade de Brest";"BRES_09";"Pointe de Rostiviec > Kersanton";"12:15";24;;;;;;;;;"";
243515;"Pointe du Bindy > Anse du Bourg_01/02/2014_12:30_A.Beaudouard_5421";243516;"Rade de Brest";"BRES_14";"Pointe du Bindy > Anse du Bourg";"12:30";13;;;;;;;;;"";
243517;"Pointe du Gluziau > Kersimon (Ria du Faou)_01/02/2014_NA_G.Viard_5426";243518;"Rade de Brest";"BRES_19";"Pointe du Gluziau > Kersimon (Ria du Faou)";;12;;;;;;;;;"";
243519;"Pointe Goasquellou > Pointe de Kerdréolet (Troaon)_01/02/2014_11:45_Mr.Boulier_5424";243520;"Rade de Brest";"BRES_17";"Pointe Goasquellou > Pointe de Kerdréolet (Troaon)";"11:45";35;;;;;;;;;"";
243521;"Pont de l’Iroise > Passage_01/02/2014_11:50_S.Cabillic_5409";243522;"Rade de Brest";"BRES_02";"Pont de l'Iroise > Passage";"11:50";20;;;;;;;;;"";
243523;"Pont Scorff à Ile Longue _01/02/2014_11:30_G.Martin_5428";243524;"Rade de Brest";"BRES_A6";"Pont Scorff à Ile Longue";"11:30";39;;;;;;;;;"";
243525;"Pors ar Villec_01/02/2014_13:50_Elise Quéré_4826";243526;"Pays de Morlaix";"MORL_18";"Locquirec - Plage de Porz ar Villec";"01:50";20;17;3;;;;;;;"Promeneurs, joggeurs";
243527;"Porsguen _01/02/2014_11:30_A.Larzillière_5414";243528;"Rade de Brest";"BRES_07";"Porsguen";"11:30";19;;;;;;;;;"";
243529;"Porsguen >  Pointe de Rostiviec_01/02/2014_12:00_F.Sénéchal_5415";243530;"Rade de Brest";"BRES_08";"Porsguen >  Pointe de Rostiviec";"12:00";45;;;;;;;;;"";
243531;"Poul rodou_01/02/2014_13:00_Elise Quéré_4827";243532;"Pays de Morlaix";"MORL_16";"Guimaëc - Poul Rodou";"01:00";17;16;1;;;;;;;"Promeneurs, joggeurs";
243533;"Pouldu_01/02/2014_13:08_Orélie Rosec_4834";243534;"Pays de Morlaix";"MORL_02";"Santec - Le Pouldu";"01:08";28;28;0;;;;;;;"Promeneurs, joggeurs";
243535;"Primel_01/02/2014_13:15_Michel Clech_4821";243536;"Pays de Morlaix";"MORL_13";"Plougasnou - Primel";"01:15";8;7;1;;;;;;;"";
243537;"Rostellec à digue de Lanvéoc « la petite grève » _01/02/2014_11:45_C.Devaine_5429";243538;"Rade de Brest";"BRES_A7";"Rostellec à digue de Lanvéoc - la petite grève";"11:45";66;;;;;;;;;"";
243539;"Sainte Anne_01/02/2014_13:15_Joy Toupet_4835";243540;"Pays de Morlaix";"MORL_07";"Ilot Sainte Anne";"01:15";77;;;;;;;;;"";
243541;"Sainte Barbe_01/02/2014_13:50_Orélie Rosec_4832";243542;"Pays de Morlaix";"MORL_06";"Roscoff - Sainte Barbe";"01:50";18;18;0;;;;;;;"Promeneurs, joggeurs";
243543;"Samson_01/02/2014_13:15_Michel Clech_4828";243544;"Pays de Morlaix";"MORL_11";"Plougasnou - Saint Samson";"01:15";22;20;2;;;;;;;"Promeneurs, joggeurs";
243545;"Terenez_01/02/2014_13:15_Michel Clech_4822";243546;"Pays de Morlaix";"MORL_10";"Plougasnou - Térénez";"01:15";22;22;0;;;;;;;"";
243547;"Theven_01/02/2014_13:01_Orélie Rosec_4833";243548;"Pays de Morlaix";"MORL_01";"Santec - Le Theven";"01:01";10;10;0;;;;;;;"Promeneurs, joggeurs";
243549;"Concession Scientifique_02/02/2014_12:00_Sarah Olivier_2209";243550;"Estuaire de la Gironde et Mer des Pertuis";"EGMP_119";"Concession scientifique";"12:00";1;1;0;1;0;;"Non";;;"";
243555;"La Petite Negrerie_02/02/2014_11:50_Sarah Olivier_2764";243556;"Estuaire de la Gironde et Mer des Pertuis";"EGMP_121";"La Petite Nègrerie";"11:50";8;8;0;4;0;;"Non";;;"";
243557;"La Petite Negrerie_02/02/2014_12:00_Sarah Olivier_2765";243558;"Estuaire de la Gironde et Mer des Pertuis";"EGMP_121";"La Petite Nègrerie";"12:00";35;35;0;30;1;;"Non";;;"";
243559;"Les Boulassiers_02/02/2014_10:15_Sarah Olivier_2840";243560;"Estuaire de la Gironde et Mer des Pertuis";"EGMP_113";"Les Boulassiers";"10:15";12;12;0;9;3;;"Non";;;"";
243561;"Perre d_Antiochat_02/02/2014_11:30_Sarah Olivier_3203";243562;"Estuaire de la Gironde et Mer des Pertuis";"EGMP_116";"Perré d'Antiochat";"11:30";21;21;0;21;0;;"Non";;;"";
243563;"Pointe de Chassiron_02/02/2014_11:30_Sarah Olivier_3342";243564;"Estuaire de la Gironde et Mer des Pertuis";"EGMP_118";"Pointe de Chassiron";"11:30";19;19;0;17;0;;"Non";;;"";
243565;"Bonne Anse_03/02/2014_12:15_Sarah Olivier_2003";243566;"Estuaire de la Gironde et Mer des Pertuis";"EGMP_105";"Bonne Anse";"12:15";0;0;0;0;0;;"Non";;;"";
243567;"Boyardville_03/02/2014_12:45_Jean-Baptiste Bonnin_2098";243568;"Estuaire de la Gironde et Mer des Pertuis";"EGMP_148";"Boyardville";"12:45";4;4;0;4;0;;"Non";;;"";
243569;"Galon d_or_03/02/2014_12:45_Sarah Olivier_2260";243570;"Estuaire de la Gironde et Mer des Pertuis";"EGMP_102";"Galon d'Or";"12:45";11;11;0;3;8;;"Non";;;"";
