"Libellé Sortie";"Code Enquète";"Membre Association";"Nom Association";"Espéce maille";"declaration Connaissance";"Taille déclarée";"connaissance réglementation";"Utilisation outil";"Source outil";"Type d'outil";"Outil Conforme";"Espèce quantité";"Connaissance quota";"Quantité déclarée";"Unite";"Reglementation Quantité";"Espèce période";"Connaissance Période";"Périodes Déclarées";"Connaissance Règlementation Période";"Informé Législation";"Source information législation";"Conseils consommation"
"2018-05-16-GONB-SEN-001";"2018-05-16_GONB_08C_356326";;;"Palourdes croisées";"Oui";30;"Réponse incorrecte ou NSP";"Oui";"Artisanal";"Artisanal";"Oui";"Palourdes croisées";"Oui";100;"Nb";"Réponse correcte";"Palourdes croisées";"Pas de période";;"Réponse correcte";"Oui";"Internet / Applications mobiles";
"2018-05-16-GONB-SEN-003";"2018-05-16_GONB_08C_356337";;;"Palourdes";"Oui";40;"Réponse correcte";"Oui";"Artisanal";"Marque engin de pêche";"Oui";"Palourdes";"Oui";100;"Nb";"Réponse correcte";"Palourdes";"Pas de période";;"Réponse correcte";"Oui";"Annuaire des marées";
"2018-05-16-GONB-SEN-004";"2018-05-16_GONB_08C_356344";"Non renseigné";;"Palourdes";"Oui";40;"Réponse correcte";"Oui";"Autre type de réglette";"Pied à coulisse FNPPSF";"Oui";;"Oui";100;"Nb";"Réponse correcte";"Palourdes";"Pas de période";;"Réponse correcte";"Oui";"Panneau d'information/affichage | Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";
"2018-05-16-GONB-SEN-005";"2018-05-16_GONB_08C_356352";;;"Palourdes";"Oui";40;"Réponse correcte";"Oui";"Autre type de réglette";"Pied à coulisse FNPPSF";"Oui";"Palourdes";"Oui";100;"Nb";"Réponse correcte";;"Pas de période";;"Réponse correcte";"Oui";"Panneau d'information/affichage | Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";
"2018-05-16-GONB-SEN-006";"2018-05-16_GONB_08C_356359";;;"Palourdes";"Oui";40;"Réponse correcte";"Oui";"Autre type de réglette";"Pied à coulisse FNPPSF";"Oui";"Palourdes";"Oui";100;"Nb";"Réponse correcte";"Palourdes";"Pas de période";;"Réponse correcte";"Oui";"Médias (journaux, radios, tv)";
"2018-05-16-GONB-SEN-007";"2018-05-16_GONB_08C_356365";;;"Palourdes";"Oui";40;"Réponse correcte";"Oui";"Autre type de réglette";"Pied à coulisse FNPPSF";"Oui";"Palourdes";"Oui";100;"Nb";"Réponse correcte";"Palourdes";"Ne sait pas";;"Ne sait pas";"Oui";"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";
"2018-05-16-GONB-SEN-008";"2018-05-16_GONB_08C_356373";;;"Palourdes";"Oui";40;"Réponse correcte";"Oui";"Autre type de réglette";"Pied à coulisse FNPPSF";"Oui";"Palourdes";"Oui";100;"Nb";"Réponse correcte";"Palourdes";"Pas de période";;"Réponse correcte";"Oui";"Médias (journaux, radios, tv)";
"2018-05-16-GONB-SEN-009";"2018-05-16_GONB_08C_356379";;;"Palourdes";"Oui";40;"Réponse correcte";"Oui";"Campagne de sensibilisation";"Reglette LIFE";"Oui";"Palourdes";"Oui";100;"Nb";"Réponse correcte";"Palourdes";"Pas de période";;"Réponse correcte";"Oui";"Panneau d'information/affichage";
"2018-05-16-GONB-SEN-010";"2018-05-16_GONB_08C_356385";;;"Palourdes";"Oui";40;"Réponse correcte";"Oui mais pas aujourd'hui";;;;"Palourdes";"Oui";100;"Nb";"Réponse correcte";"Palourdes";"Pas de période";;"Réponse correcte";"Oui";"Médias (journaux, radios, tv)";
"2018-05-16-GONB-SEN-011";"2018-05-16_GONB_08C_356391";;;"Palourdes";"Oui";40;"Réponse correcte";"Oui";"Autre type de réglette";"Pied à coulisse FNPPSF";"Oui";"Palourdes";"Oui";100;"Nb";"Réponse correcte";"Palourdes";"Pas de période";;"Réponse correcte";"Oui";"Panneau d'information/affichage | Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";
"2018-05-17-GONB-SEN-001";"2018-05-17_GONB_06D_356397";"Non renseigné";;"Palourdes";"Ne sait pas";;;"Non";;;;"Palourdes";"Ne sait pas";;;"Réponse correcte";"Palourdes";"Ne sait pas";;;"Oui";"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";
"2018-05-17-GONB-SEN-003";"2018-05-17_GONB_06D_356403";"Non renseigné";;"Palourdes";"Oui";48;"Réponse supérieure";"Non";;;;"Palourdes";"Oui";100;"Nb";"Réponse correcte";"Palourdes";"Oui";"pas de période";"Réponse correcte";;"Médias (journaux, radios, tv)";
"2018-05-17-GONB-SEN-004";"2018-05-17_GONB_06D_356408";"Non renseigné";;"Palourdes";"Oui";40;"Réponse correcte";"Oui";"Artisanal";;"Oui";"Palourdes";"Oui";100;"Nb";"Réponse correcte";"Palourdes";"Oui";"toute l'année";"Réponse correcte";"Oui";"Association de plaisanciers";
"2018-05-17-GONB-SEN-005";"2018-05-17_GONB_06D_356419";;;"Palourdes";"Ne sait pas";;;"Non";;;;"Palourdes";"Ne sait pas";;;"Réponse correcte";"Palourdes";"Pas de période";;"Réponse correcte";"Oui";"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";
"2018-05-17-GONB-SEN-006";"2018-05-17_GONB_06D_356426";;;"Palourdes";"Oui";45;"Réponse incorrecte ou NSP";"Non";;;;"Palourdes";"Oui";40;"Nb";"Réponse incorrecte ou NSP";"Palourdes";"Ne sait pas";;;"Oui";"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";
"2018-05-17-GONB-SEN-007";"2018-05-17_GONB_06D_356434";;;"Palourdes";"Oui";40;"Réponse correcte";"Oui";"Campagne de sensibilisation";"Reglette LIFE";"Oui";"Palourdes";"Oui";100;"Nb";"Réponse correcte";"Palourdes";"Pas de période";;"Réponse correcte";"Oui";"Guides du commerce / Livres / Revues | Internet / Applications mobiles";
"2018-05-17-GONB-SEN-008";"2018-05-17_GONB_06D_356442";;;"Palourdes croisées";"Oui";40;"Réponse correcte";"Oui";"Artisanal";"Marque engin de pêche";"Oui";"Palourdes croisées";"Oui";100;"Nb";"Réponse correcte";"Palourdes croisées";"Pas de période";;"Réponse correcte";"Oui";"Panneau d'information/affichage";
"2018-05-17-GONB-SEN-009";"2018-05-17_GONB_06D_356448";;;"Palourdes";"Oui";40;"Réponse correcte";"Oui";"Autre type de réglette";"Pied à coulisse FNPPSF";"Oui";"Palourdes";"Oui";100;"Nb";"Réponse correcte";"Palourdes";"Pas de période";;"Réponse correcte";"Oui";"Internet / Applications mobiles";
"2018-05-17-GONB-SEN-010";"2018-05-17_GONB_06D_356454";"Non renseigné";;"Palourdes";"Oui";40;"Réponse correcte";"Oui";"Artisanal";"Piges, toiseurs, gabarits";"Oui";"Palourdes";"Oui";100;"Nb";"Réponse correcte";"Palourdes";"Ne sait pas";;"Ne sait pas";"Oui";"Médias (journaux, radios, tv)";"Non renseigné"
"2018-05-17-GONB-SEN-011";"2018-05-17_GONB_06D_356460";"Non renseigné";;"Palourdes";"Oui";;"Réponse incorrecte ou NSP";"Oui";"Artisanal";"Marque engin de pêche";"Oui";"Palourdes";"Oui";100;"Nb";"Réponse correcte";"Palourdes";"Oui";"Toute l'année";"Réponse correcte";;"Médias (journaux, radios, tv)";"Non renseigné"
"2018-06-13-GONB-SEN-001";"2018-06-13_GONB_08A_356466";"Non renseigné";;"Araignée de mer";"Oui";60;"Réponse inférieure";"Non";;;;"Araignée de mer";"Ne sait pas";;;"Réponse correcte";"Araignée de mer";"Ne sait pas";;"Ne sait pas";"Oui";"Annuaire des marées";"Non renseigné"
"2018-06-13-GONB-SEN-003";"2018-06-13_GONB_08A_356471";"Non renseigné";;"Palourdes";"Oui";42;"Réponse supérieure";"Oui";"Campagne de sensibilisation";"Reglette LIFE";"Oui";"Palourdes";"Oui";100;"Nb";"Réponse correcte";"Palourdes";"Pas de période";;"Réponse correcte";"Oui";"Panneau d'information/affichage | Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";"Non renseigné"
"2018-06-13-GONB-SEN-004";"2018-06-13_GONB_08A_356478";;;;;;;"Oui";"Campagne de sensibilisation";"Reglette LIFE";"Oui";;;;;"Réponse correcte";;;;;;"";
"2018-06-13-GONB-SEN-005";"2018-06-13_GONB_08A_356484";"Non renseigné";;"Coques";"Oui";30;"Réponse ancienne valeur";"Oui";"Autre type de réglette";;"Oui";"Coques";"Ne sait pas";;;"Réponse correcte";"Coques";"Pas de période";;"Réponse correcte";"Oui";"Annuaire des marées";"Non renseigné"
"2018-06-13-GONB-SEN-006";"2018-06-13_GONB_08A_356491";"Non renseigné";;"Palourdes";"Oui";40;"Réponse correcte";"Oui";"Artisanal";;"Oui";"Palourdes";"Oui";100;"Nb";"Réponse correcte";"Palourdes";"Ne sait pas";;"Ne sait pas";"Oui";"Panneau d'information/affichage | Internet / Applications mobiles";"Non renseigné"
"2018-06-13-GONB-SEN-007";"2018-06-13_GONB_08A_356498";"Non renseigné";;"Palourdes";"Oui";40;"Réponse correcte";"Oui";"Artisanal";"Marque engin de pêche";"Oui";"Palourdes";"Oui";100;"Nb";"Réponse correcte";"Palourdes";"Pas de période";;"Réponse correcte";"Oui";"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …) | Médias (journaux, radios, tv)";"Non renseigné"
"2018-06-13-GONB-SEN-008";"2018-06-13_GONB_08A_356505";"Non renseigné";;"Palourdes";"Oui";40;"Réponse correcte";"Oui";"Artisanal";"Marque engin de pêche";"Oui";"Palourdes";"Oui";100;"Nb";"Réponse correcte";"Palourdes";"Ne sait pas";;"Ne sait pas";"Oui";"Panneau d'information/affichage | Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";"Non renseigné"
"2018-06-13-GONB-SEN-009";"2018-06-13_GONB_08A_356513";"Non renseigné";;"Palourdes";"Oui";40;"Réponse correcte";"Non";;;;"Palourdes";"Ne sait pas";;;"Réponse correcte";"Palourdes";"Ne sait pas";;"Ne sait pas";"Oui";"Internet / Applications mobiles";"Non renseigné"
"2018-06-13-GONB-SEN-010";"2018-06-13_GONB_08A_356519";"Non renseigné";;"Palourdes";"Oui";40;"Réponse correcte";"Oui";"Artisanal";"Marque engin de pêche";"Oui";"Palourdes";"Oui";100;"Nb";"Réponse correcte";"Palourdes";"Ne sait pas";;"Ne sait pas";"Oui";"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";"Non renseigné"
"2018-06-13-GONB-SEN-011";"2018-06-13_GONB_08A_356526";"Non renseigné";;"Palourdes";"Oui";40;"Réponse correcte";"Non";;;;"Palourdes";"Oui";100;"Nb";"Réponse correcte";"Palourdes";"Ne sait pas";;"Ne sait pas";"Oui";"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";"Non renseigné"
"2018-06-13-GONB-SEN-012";"2018-06-13_GONB_08A_356533";"Non renseigné";;"Bigorneaux";"espèce sans maille";;"Réponse correcte";"Non";;;;"Bigorneaux";"Pas de quota";;;"Réponse correcte";"Bigorneaux";"Pas de période";;"Réponse correcte";"Oui";"Panneau d'information/affichage";"Non renseigné"
"2018-06-13-GONB-SEN-013";"2018-06-13_GONB_08A_356539";"Non renseigné";;"Moules";"Oui";40;"Réponse correcte";"Non";;;;"Moules";"Oui";300;"Nb";"Réponse inférieure";"Moules";"Pas de période";;"Réponse correcte";"Oui";"Annuaire des marées";"Non renseigné"
"2018-06-13-GONB-SEN-014";"2018-06-13_GONB_08A_356547";"Non renseigné";;"Palourdes";"Oui";40;"Réponse correcte";"Oui";"Artisanal";;"Oui";"Palourdes";"Oui";100;"Nb";"Réponse correcte";"Palourdes";"Pas de période";;"Réponse correcte";"Oui";"Panneau d'information/affichage | Annuaire des marées";"Non renseigné"
"2018-04-01-EGMP-SEN-001";"2018-04-01_EGMP_129_356753";;;;;;;"Non";;;"Non renseigné";;;;;;;;;;;"";
"2018-04-01-EGMP-SEN-003";"2018-04-01_EGMP_129_356759";;;;;;;"Non";;;"Non renseigné";;;;;;;;;;;"";
"2018-04-01-EGMP-SEN-003";"2018-04-01_EGMP_129_356766";;;;;;;"Non";;;"Non renseigné";;;;;;;;;;;"";
"2018-04-01-EGMP-SEN-005";"2018-04-01_EGMP_129_356772";;;;;;;"Non";;;"Non renseigné";;;;;;;;;;;"";
"2018-04-01-EGMP-SEN-006";"2018-04-01_EGMP_129_356780";;;;;;;"Non";;;"Non renseigné";;;;;;;;;;;"";
"2018-04-16-EGMP-SEN-004";"2018-04-16_EGMP_116_356786";;;;;;;"Non";;;"Non renseigné";;;;;;;;;;;"";
"2018-04-16-EGMP-SEN-006";"2018-04-16_EGMP_116_356792";;;;;;;"Oui";"Campagne de sensibilisation";"Reglette LIFE";"Non renseigné";;;;;;;;;;;"";
"2018-04-16-EGMP-SEN-007";"2018-04-16_EGMP_116_356798";;;;;;;"Non";;;"Non renseigné";;;;;;;;;;;"";
"2018-04-16-EGMP-SEN-008";"2018-04-16_EGMP_116_356804";;;;;;;"Oui";"Campagne de sensibilisation";"Reglette LIFE";"Non renseigné";;;;;;;;;;;"";
"2018-04-16-EGMP-SEN-009";"2018-04-16_EGMP_116_356810";;;;;;;"Non";;;"Non renseigné";;;;;;;;;;;"";
"2018-04-16-EGMP-SEN-010";"2018-04-16_EGMP_116_356816";;;;;;;"Non";;;"Non renseigné";;;;;;;;;;;"";
"2018-04-16-EGMP-SEN-011";"2018-04-16_EGMP_116_356822";;;;;;;"Non";;;"Non renseigné";;;;;;;;;;;"";
"2018-04-16-EGMP-SEN-012";"2018-04-16_EGMP_116_356828";;;;;;;"Non";;;"Non renseigné";;;;;;;;;;;"";
"2018-04-16-EGMP-SEN-013";"2018-04-16_EGMP_116_356834";;;;;;;"Non";;;"Non renseigné";;;;;;;;;;;"";
"2018-04-16-EGMP-SEN-014";"2018-04-16_EGMP_116_356840";;;;;;;"Non";;;"Non renseigné";;;;;;;;;;;"";
"2018-04-16-EGMP-SEN-041";"2018-04-16_EGMP_116_356847";;;;;;;"Non";;;"Non renseigné";;;;;;;;;;;"";
"2018-04-16-EGMP-SEN-041";"2018-04-16_EGMP_116_356853";;;;;;;"Non";;;"Non renseigné";;;;;;;;;;;"";
"2018-04-16-EGMP-SEN-041";"2018-04-16_EGMP_116_356859";;;;;;;"Non";;;"Non renseigné";;;;;;;;;;;"";
"2018-04-16-EGMP-SEN-041";"2018-04-16_EGMP_116_356865";;;;;;;"Oui";"Campagne de sensibilisation";"Reglette LIFE";"Non";;;;;;;;;;;"";
"2018-04-16-EGMP-SEN-041";"2018-04-16_EGMP_116_356871";;;;;;;"Non";;;"Non renseigné";;;;;;;;;;;"";
"2018-04-16-EGMP-SEN-041";"2018-04-16_EGMP_116_356877";;;;;;;"Oui mais pas aujourd'hui";"Campagne de sensibilisation";"Reglette LIFE";"Non renseigné";;;;;;;;;;;"";
"2018-05-23-BERR-SEN-001";"2018-05-23_BERR_03_356942";"Non";;"Palourde croisée japonaise";"Ne sait pas";;;"Non";;;"Non renseigné";"Palourde croisée japonaise";"Ne sait pas";;;"Réponse incorrecte ou NSP";;"Ne sait pas";;"Ne sait pas";"Non";"Aucune";"Non renseigné"
"2018-05-23-BERR-SEN-003";"2018-05-23_BERR_02_356951";"Non";;;"Oui";30;"Réponse correcte";"Non";;"Aucun outil";"Non";;"Oui";2;"kg";"Réponse correcte";;"Ne sait pas";;"Ne sait pas";"Oui";"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";"Non renseigné"
"2018-05-23-BERR-SEN-004";"2018-05-23_BERR_02_356963";"Non";;;"Oui";25;"Réponse incorrecte ou NSP";"Non";;;;;"Oui";2;"kg";"Réponse correcte";;"Ne sait pas";;;"Oui";"Internet / Applications mobiles";
"2018-05-23-BERR-SEN-005";"2018-05-23_BERR_02_356971";"Non";;;"Oui";30;"Réponse correcte";"Non";;;;;"Ne sait pas";;;"Réponse correcte";;"Ne sait pas";;"Ne sait pas";"Non";"Aucune";
"2018-05-23-BERR-SEN-006";"2018-05-23_BERR_02_356981";"Non";;;"Oui";20;"Réponse incorrecte ou NSP";"Non";;;;;"Oui";2;"kg";"Réponse correcte";;"Oui";"avril - mai";"Réponse incorrecte";"Oui";"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";
"2018-05-24-BERR-SEN-001";"2018-05-24_BERR_01_356989";"Non";;;"Ne sait pas";;;"Oui";"Anatomique (phalange, largeur de paume, pouce…)";;"Oui";;"Pas de quota";;;"Réponse incorrecte ou NSP";;"Ne sait pas";;"Ne sait pas";"Oui";"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";"Oui"
"2018-05-24-BERR-SEN-003";"2018-05-24_BERR_01_356998";"Non";;;"Oui";30;"Réponse correcte";"Oui";"Anatomique (phalange, largeur de paume, pouce…)";;"Oui";;"Oui";3;"kg";"Réponse incorrecte ou NSP";;;;"Ne sait pas";"Oui";"Internet / Applications mobiles";"Oui"
"2018-05-24-BERR-SEN-004";"2018-05-24_BERR_01_357005";"Non";;;"Oui";45;"Réponse incorrecte ou NSP";"Oui";"Anatomique (phalange, largeur de paume, pouce…)";;"Oui";;"Oui";2;"kg";"Réponse correcte";;"Ne sait pas";;"Ne sait pas";"Oui";"Internet / Applications mobiles";"Oui"
"2018-05-23-BERR-SEN-007";"2018-05-23_BERR_03_357012";"Non";;;"Ne sait pas";;;"Non";;;;;"Ne sait pas";;;"Réponse incorrecte ou NSP";;"Ne sait pas";;;"Non";"Aucune";
"2018-06-26-BERR-SEN-001";"2018-06-26_BERR_03_357028";"Non";;;"Oui";40;"Réponse incorrecte ou NSP";"Non";;;;;"Oui";2;"kg";"Réponse correcte";;"Ne sait pas";;"Ne sait pas";"Non";"Aucune";"Oui"
"2018-06-26-BERR-SEN-003";"2018-06-26_BERR_03_357041";"Non";;;"Oui";30;"Réponse correcte";"Non";;;;;"Oui";3;"kg";"Réponse incorrecte ou NSP";;"Oui";;"Réponse incorrecte";;"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";"Oui"
"2018-07-02-BERR-SEN-001";"2018-07-02_BERR_01_357076";"Non";;;"Oui";30;"Réponse correcte";"Non";"Aucun outil";"Aucun outil";"Non";;"Oui";2;"kg";"Réponse correcte";;"Pas de période";;"Réponse correcte";"Oui";"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";"Oui"
"2018-07-02-BERR-SEN-003";"2018-07-02_BERR_02_357091";"Non";;;"Ne sait pas";;"Réponse incorrecte ou NSP";"Non";;;"Non";;"Oui";2;"kg";"Réponse correcte";;"Pas de période";;"Réponse correcte";"Oui";"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";"Oui"
"2018-06-29-GONB-SEN-001";"2018-06-29_GONB_01A_357103";"Non renseigné";;;;;;;;;;;;;;"Réponse correcte";;;;;;"";
"2018-05-14-EGMP-SEN-001";"2018-05-14_EGMP_148_357135";;;;;;;"Non";;;"Non renseigné";;;;;;;;;;;"";
"2018-05-14-EGMP-SEN-013";"2018-05-14_EGMP_148_357141";;;;;;;"Non";;;"Non renseigné";;;;;;;;;;;"";
"2018-05-14-EGMP-SEN-013";"2018-05-14_EGMP_148_357147";;;;;;;"Non";;;"Non renseigné";;;;;;;;;;;"";
"2018-05-14-EGMP-SEN-013";"2018-05-14_EGMP_148_357153";;;;;;;"Non";;;"Non renseigné";;;;;;;;;;;"";
"2018-05-14-EGMP-SEN-013";"2018-05-14_EGMP_148_357159";;;;;;;"Non";;;"Non renseigné";;;;;;;;;;;"";
"2018-05-14-EGMP-SEN-013";"2018-05-14_EGMP_148_357165";;;;;;;"Non";;;"Non renseigné";;;;;;;;;;;"";
"2018-05-14-EGMP-SEN-013";"2018-05-14_EGMP_148_357171";;;;;;;"Non";;;"Non renseigné";;;;;;;;;;;"";
"2018-05-14-EGMP-SEN-013";"2018-05-14_EGMP_148_357177";;;;;;;"Non";;;"Non renseigné";;;;;;;;;;;"";
"2018-05-14-EGMP-SEN-013";"2018-05-14_EGMP_148_357183";;;;;;;"Non";;;"Non renseigné";;;;;;;;;;;"";
"2018-05-14-EGMP-SEN-013";"2018-05-14_EGMP_148_357189";;;;;;;"Oui mais pas aujourd'hui";"Campagne de sensibilisation";"Reglette LIFE";"Non";;;;;;;;;;;"";
"2018-05-14-EGMP-SEN-013";"2018-05-14_EGMP_148_357195";;;;;;;"Oui mais pas aujourd'hui";"Campagne de sensibilisation";"Pied à coulisse FNPPSF";"Non renseigné";;;;;;;;;;;"";
"2018-05-14-EGMP-SEN-013";"2018-05-14_EGMP_148_357201";;;;;;;"Non";;;"Non renseigné";;;;;;;;;;;"";
"2018-05-15-EGMP-SEN-001";"2018-05-15_EGMP_137_357207";;;;;;;"Oui mais pas aujourd'hui";"Campagne de sensibilisation";"Reglette LIFE";"Non";;;;;;;;;;;"";
"2018-05-15-EGMP-SEN-030";"2018-05-15_EGMP_137_357213";;;;;;;"Non";;;"Non renseigné";;;;;;;;;;;"";
"2018-05-15-EGMP-SEN-030";"2018-05-15_EGMP_137_357219";;;;;;;"Oui mais pas aujourd'hui";"Campagne de sensibilisation";"Reglette LIFE";"Non renseigné";;;;;;;;;;;"";
"2018-05-15-EGMP-SEN-030";"2018-05-15_EGMP_137_357225";;;;;;;"Oui";"Campagne de sensibilisation";"Reglette LIFE";"Non";;;;;;;;;;;"";
"2018-05-15-EGMP-SEN-030";"2018-05-15_EGMP_137_357231";;;;;;;"Non";;;"Non renseigné";;;;;;;;;;;"";
"2018-05-15-EGMP-SEN-030";"2018-05-15_EGMP_137_357237";;;;;;;"Non";;;"Non renseigné";;;;;;;;;;;"";
"2018-05-15-EGMP-SEN-030";"2018-05-15_EGMP_137_357243";;;;;;;"Non";;;"Non renseigné";;;;;;;;;;;"";
"2018-05-15-EGMP-SEN-030";"2018-05-15_EGMP_137_357250";;;;;;;"Non";;;"Non renseigné";;;;;;;;;;;"";
"2018-05-15-EGMP-SEN-030";"2018-05-15_EGMP_137_357256";;;;;;;"Non";;;"Non renseigné";;;;;;;;;;;"";
"2018-05-15-EGMP-SEN-030";"2018-05-15_EGMP_137_357262";;;;;;;"Oui mais pas aujourd'hui";"Campagne de sensibilisation";"Reglette LIFE";"Non renseigné";;;;;;;;;;;"";
"2018-05-15-EGMP-SEN-030";"2018-05-15_EGMP_137_357269";;;;;;;"Non";;;"Non renseigné";;;;;;;;;;;"";
"2018-05-15-EGMP-SEN-030";"2018-05-15_EGMP_137_357280";;;;;;;"Non";;;"Non renseigné";;;;;;;;;;;"";
"2018-05-15-EGMP-SEN-030";"2018-05-15_EGMP_137_357287";;;;;;;"Non";;;"Non renseigné";;;;;;;;;;;"";
"2018-05-16-EGMP-SEN-011";"2018-05-16_EGMP_121_357298";;;;;;;"Oui mais pas aujourd'hui";"Campagne de sensibilisation";"Reglette LIFE";"Non renseigné";;;;;;;;;;;"";
"2018-05-16-EGMP-SEN-060";"2018-05-16_EGMP_121_357304";;;;;;;"Non";;;"Non renseigné";;;;;;;;;;;"";
"2018-05-16-EGMP-SEN-060";"2018-05-16_EGMP_121_357310";;;;;;;"Non";;;"Non renseigné";;;;;;;;;;;"";
"2018-05-16-EGMP-SEN-060";"2018-05-16_EGMP_121_357316";;;;;;;"Oui mais pas aujourd'hui";"Campagne de sensibilisation";"Reglette LIFE";"Oui";;;;;;;;;;;"";
"2018-05-16-EGMP-SEN-060";"2018-05-16_EGMP_121_357322";;;;;;;"Non";;;"Non renseigné";;;;;;;;;;;"";
"2018-05-16-EGMP-SEN-060";"2018-05-16_EGMP_121_357328";;;;;;;"Non";;;"Non renseigné";;;;;;;;;;;"";
"2018-05-16-EGMP-SEN-060";"2018-05-16_EGMP_121_357334";;;;;;;"Non";;;"Non renseigné";;;;;;;;;;;"";
"2018-05-16-EGMP-SEN-060";"2018-05-16_EGMP_121_357340";;;;;;;"Non";;;"Non renseigné";;;;;;;;;;;"";
"2018-05-16-EGMP-SEN-060";"2018-05-16_EGMP_121_357346";;;;;;;"Non";;;"Non renseigné";;;;;;;;;;;"";
"2018-05-16-EGMP-SEN-020";"2018-05-16_EGMP_121_357352";;;;;;;"Non";;;"Non renseigné";;;;;;;;;;;"";
"2018-05-16-EGMP-SEN-060";"2018-05-16_EGMP_121_357358";;;;;;;"Non";;;"Non renseigné";;;;;;;;;;;"";
"2018-05-16-EGMP-SEN-060";"2018-05-16_EGMP_121_357364";;;;;;;"Non";;;"Non renseigné";;;;;;;;;;;"";
"2018-05-16-EGMP-SEN-060";"2018-05-16_EGMP_121_357370";;;;;;;"Oui mais pas aujourd'hui";"Campagne de sensibilisation";"Reglette LIFE";"Non";;;;;;;;;;;"";
"2018-05-16-EGMP-SEN-060";"2018-05-16_EGMP_121_357376";;;;;;;"Oui mais pas aujourd'hui";"Campagne de sensibilisation";"Reglette LIFE";"Non";;;;;;;;;;;"";
"2018-05-16-EGMP-SEN-060";"2018-05-16_EGMP_121_357384";;;;;;;"Non";;;"Non renseigné";;;;;;;;;;;"";
"2018-05-16-EGMP-SEN-060";"2018-05-16_EGMP_121_357392";;;;;;;"Non";;;"Non renseigné";;;;;;;;;;;"";
"2018-05-16-EGMP-SEN-060";"2018-05-16_EGMP_121_357398";;;;;;;"Non";;;"Non renseigné";;;;;;;;;;;"";
"2018-05-16-EGMP-SEN-028";"2018-05-16_EGMP_116_357404";;;;;;;"Oui";"Campagne de sensibilisation";"Reglette LIFE";"Non";;;;;;;;;;;"";
"2018-05-16-EGMP-SEN-060";"2018-05-16_EGMP_116_357410";;;;;;;"Non";;;"Non renseigné";;;;;;;;;;;"";
"2018-05-16-EGMP-SEN-060";"2018-05-16_EGMP_116_357416";;;;;;;"Oui mais pas aujourd'hui";"Campagne de sensibilisation";"Réglette à trou (type IODDE)";"Non";;;;;;;;;;;"";
"2018-05-16-EGMP-SEN-060";"2018-05-16_EGMP_116_357422";;;;;;;"Non";;;"Non renseigné";;;;;;;;;;;"";
"2018-05-16-EGMP-SEN-060";"2018-05-16_EGMP_116_357428";;;;;;;"Oui";;"Reglette LIFE";"Non";;;;;;;;;;;"";
"2018-05-16-EGMP-SEN-060";"2018-05-16_EGMP_116_357434";;;;;;;"Non";;;"Non renseigné";;;;;;;;;;;"";
"2018-05-16-EGMP-SEN-060";"2018-05-16_EGMP_116_357440";;;;;;;"Non";;;"Non renseigné";;;;;;;;;;;"";
"2018-05-16-EGMP-SEN-060";"2018-05-16_EGMP_116_357447";;;;;;;"Non";;;"Non renseigné";;;;;;;;;;;"";
"2018-05-16-EGMP-SEN-060";"2018-05-16_EGMP_116_357478";;;;;;;"Oui";"Campagne de sensibilisation";"Reglette LIFE";"Non renseigné";;;;;;;;;;;"";
"2018-05-16-EGMP-SEN-060";"2018-05-16_EGMP_116_357484";;;;;;;"Oui";"Campagne de sensibilisation";"Reglette LIFE";"Non renseigné";;;;;;;;;;;"";
"2018-05-16-EGMP-SEN-060";"2018-05-16_EGMP_116_357490";;;;;;;"Non";;;"Non renseigné";;;;;;;;;;;"";
"2018-05-16-EGMP-SEN-060";"2018-05-16_EGMP_116_357496";;;;;;;"Oui";"Artisanal";;"Oui";;;;;;;;;;;"";
"2018-05-16-EGMP-SEN-041";"2018-05-16_EGMP_116_357502";;;;;;;"Non";;;"Non renseigné";;;;;;;;;;;"";
"2018-05-16-EGMP-SEN-060";"2018-05-16_EGMP_116_357508";;;;;;;"Oui mais pas aujourd'hui";"Autre type de réglette";;"Non";;;;;;;;;;;"";
"2018-05-16-EGMP-SEN-060";"2018-05-16_EGMP_116_357516";;;;;;;"Oui mais pas aujourd'hui";"Autre type de réglette";;"Non";;;;;;;;;;;"";
