departement;nom;commune;nom_reel;code_postal;num_INSEE;longitude;latitude
53;VIMARCE;vimarce;Vimarcé;53160;53274;-0.216667;48.2
53;LESBOIS;lesbois;Lesbois;53120;53131;-0.8;48.4333
53;MEZANGERS;mezangers;Mézangers;53600;53153;-0.433333;48.1833
53;LE HOUSSEAU-BRETIGNOLLES;le housseau bretignolles;Le Housseau-Brétignolles;53110;53118;-0.521944;48.4684
53;LAUBRIERES;laubrieres;Laubrières;53540;53128;-1.08333;47.95
53;VILLIERS-CHARLEMAGNE;villiers charlemagne;Villiers-Charlemagne;53170;53273;-0.666667;47.9167
53;BOUCHAMPS-LES-CRAON;bouchamps les craon;Bouchamps-lès-Craon;53800;53035;-1;47.8167
53;SAINT-DENIS-D'ANJOU;saint denis d anjou;Saint-Denis-d'Anjou;53290;53210;-0.45;47.7833
53;SAINT-GERMAIN-D'ANXURE;saint germain d anxure;Saint-Germain-d'Anxure;53240;53222;-0.733333;48.2167
53;OLIVET;olivet;Olivet;53410;53169;-0.916667;48.1167
53;GESNES;gesnes;Gesnes;53150;53105;-0.583333;48.15
53;HAMBERS;hambers;Hambers;53160;53113;-0.416667;48.25
53;VIEUVY;vieuvy;Vieuvy;53120;53270;-0.866667;48.45
53;GRAZAY;grazay;Grazay;53440;53109;-0.483333;48.2833
53;SAINT-SULPICE;saint sulpice;Saint-Sulpice;53360;53254;-0.716667;47.9
53;SAINT-LEGER;saint leger;Saint-Léger;53480;53232;-0.455833;48.0825
53;NEUILLY-LE-VENDIN;neuilly le vendin;Neuilly-le-Vendin;53250;53164;-0.333333;48.5
53;SAINT-PIERRE-SUR-ERVE;saint pierre sur erve;Saint-Pierre-sur-Erve;53270;53248;-0.4;48.0167
53;L'HUISSERIE;l huisserie;L'Huisserie;53970;53119;-0.766667;48.0167
53;MONTREUIL-POULAY;montreuil poulay;Montreuil-Poulay;53640;53160;-0.524167;48.3823
53;LASSAY-LES-CHATEAUX;lassay les chateaux;Lassay-les-Châteaux;53110;53127;-0.496111;48.4375
53;SAINT-SATURNIN-DU-LIMET;saint saturnin du limet;Saint-Saturnin-du-Limet;53800;53253;-1.06667;47.8167
53;MONTJEAN;montjean;Montjean;53320;53158;-0.966667;48.0167
53;SAINT-CYR-LE-GRAVELAIS;saint cyr le gravelais;Saint-Cyr-le-Gravelais;53320;53209;-1.03333;48.0333
53;LA CHAPELLE-ANTHENAISE;la chapelle anthenaise;La Chapelle-Anthenaise;53950;53056;-0.683333;48.1333
53;SAINT-GEORGES-LE-FLECHARD;saint georges le flechard;Saint-Georges-le-Fléchard;53480;53220;-0.516667;48.0333
53;BRAINS-SUR-LES-MARCHES;brains sur les marches;Brains-sur-les-Marches;53350;53041;-1.18333;47.8833
53;SAINT-DENIS-DU-MAINE;saint denis du maine;Saint-Denis-du-Maine;53170;53212;-0.533333;47.9667
53;LE BURET;le buret;Le Buret;53170;53046;-0.516667;47.9167
53;CHEMERE-LE-ROI;chemere le roi;Chémeré-le-Roi;53340;53067;-0.433333;47.9833
53;CONTEST;contest;Contest;53100;53074;-0.65;48.2667
53;LIVRE-LA-TOUCHE;livre la touche;Livré-la-Touche;53400;53135;-0.966667;47.8833
53;LOIGNE-SUR-MAYENNE;loigne sur mayenne;Loigné-sur-Mayenne;53200;53136;-0.75;47.8667
53;SAINT-MARS-SUR-COLMONT;saint mars sur colmont;Saint-Mars-sur-Colmont;53300;53237;-0.7;48.3667
53;RENNES-EN-GRENOUILLES;rennes en grenouilles;Rennes-en-Grenouilles;53110;53189;-0.483333;48.4833
53;GREZ-EN-BOUERE;grez en bouere;Grez-en-Bouère;53290;53110;-0.516667;47.8833
53;SAINT-MARTIN-DU-LIMET;saint martin du limet;Saint-Martin-du-Limet;53800;53240;-1.01667;47.8167
53;LA CROIXILLE;la croixille;La Croixille;53380;53086;-1.06667;48.2
53;SAINT-SAMSON;saint samson;Saint-Samson;53140;53252;-0.183333;48.4833
53;BIERNE;bierne;Bierné;53290;53029;-0.533333;47.8167
53;ARQUENAY;arquenay;Arquenay;53170;53009;-0.566667;47.9833
53;POMMERIEUX;pommerieux;Pommerieux;53400;53180;-0.9;47.8333
53;CHATELAIN;chatelain;Châtelain;53200;53063;-0.6;47.8167
53;HARDANGES;hardanges;Hardanges;53640;53114;-0.4;48.3333
53;COURCITE;courcite;Courcité;53700;53083;-0.25;48.3167
53;ASSE-LE-BERENGER;asse le berenger;Assé-le-Bérenger;53600;53010;-0.316667;48.15
53;HERCE;herce;Hercé;53120;53115;-0.85;48.4167
53;MONTFLOURS;montflours;Montflours;53240;53156;-0.733333;48.1667
53;LE PAS;le pas;Le Pas;53300;53176;-0.7;48.4333
53;LE HORPS;le horps;Le Horps;53640;53116;-0.466667;48.4
53;VAIGES;vaiges;Vaiges;53480;53267;-0.466667;48.05
53;LOUVIGNE;louvigne;Louvigné;53210;53141;-0.633333;48.0667
53;SAINT-LOUP-DU-GAST;saint loup du gast;Saint-Loup-du-Gast;53300;53234;-0.583333;48.3833
53;SIMPLE;simple;Simplé;53360;53260;-0.85;47.8833
53;CHATILLON-SUR-COLMONT;chatillon sur colmont;Châtillon-sur-Colmont;53100;53064;-0.75;48.3167
53;BLANDOUET;blandouet;Blandouet;53270;53032;-0.333333;48.05
53;EPINEUX-LE-SEGUIN;epineux le seguin;Épineux-le-Seguin;53340;53095;-0.366667;47.95
53;PONTMAIN;pontmain;Pontmain;53220;53181;-1.05;48.4333
53;FROMENTIERES;fromentieres;Fromentières;53200;53101;-0.666667;47.8667
53;EVRON;evron;Évron;53600;53097;-0.4;48.1667
53;BONCHAMP-LES-LAVAL;bonchamp les laval;Bonchamp-lès-Laval;53960;53034;-0.7;48.0667
53;ANDOUILLE;andouille;Andouillé;53240;53005;-0.783333;48.1833
53;NEAU;neau;Neau;53150;53163;-0.466667;48.15
53;MONTAUDIN;montaudin;Montaudin;53220;53154;-1;48.3833
53;SAINT-GEORGES-BUTTAVENT;saint georges buttavent;Saint-Georges-Buttavent;53100;53219;-0.7;48.3167
53;BOURGON;bourgon;Bourgon;53410;53040;-1.06667;48.1667
53;JUBLAINS;jublains;Jublains;53160;53122;-0.5;48.25
53;CHALONS-DU-MAINE;chalons du maine;Châlons-du-Maine;53470;53049;-0.65;48.1667
53;BEAULIEU-SUR-OUDON;beaulieu sur oudon;Beaulieu-sur-Oudon;53320;53026;-1;48.0167
53;NIAFLES;niafles;Niafles;53400;53165;-1;47.85
53;VAUTORTE;vautorte;Vautorte;53500;53269;-0.833333;48.3
53;CHAMPEON;champeon;Champéon;53640;53051;-0.516667;48.3667
53;CONGRIER;congrier;Congrier;53800;53073;-1.11667;47.8167
53;MONTSURS;montsurs;Montsûrs;53150;53161;-0.55;48.1333
53;SAINT-AIGNAN-SUR-ROE;saint aignan sur roe;Saint-Aignan-sur-Roë;53390;53197;-1.13333;47.85
53;LAVAL;laval;Laval;53000;53130;-0.766667;48.0667
53;LA BACONNIERE;la baconniere;La Baconnière;53240;53015;-0.883333;48.1833
53;MAISONCELLES-DU-MAINE;maisoncelles du maine;Maisoncelles-du-Maine;53170;53143;-0.65;47.9667
53;SAINT-CALAIS-DU-DESERT;saint calais du desert;Saint-Calais-du-Désert;53140;53204;-0.266667;48.4833
53;LA CROPTE;la cropte;La Cropte;53170;53087;-0.5;47.9667
53;COMMER;commer;Commer;53470;53072;-0.616667;48.2333
53;LA CHAPELLE-RAINSOUIN;la chapelle rainsouin;La Chapelle-Rainsouin;53150;53059;-0.516667;48.1
53;LA PELLERINE;la pellerine;La Pellerine;53220;53177;0.94889;48.3148
53;HOUSSAY;houssay;Houssay;53360;53117;-0.733333;47.9167
53;NUILLE-SUR-VICOIN;nuille sur vicoin;Nuillé-sur-Vicoin;53970;53168;-0.783333;47.9833
53;ENTRAMMES;entrammes;Entrammes;53260;53094;-0.716667;48
53;SAINT-MARS-DU-DESERT;saint mars du desert;Saint-Mars-du-Désert;53700;53236;-0.158611;48.2939
54;BERTRAMBOIS;bertrambois;Bertrambois;54480;54064;6.98333;48.6
54;ROVILLE-DEVANT-BAYON;roville devant bayon;Roville-devant-Bayon;54290;54465;6.28333;48.4667
54;MILLERY;millery;Millery;54670;54369;6.13333;48.8167
54;NORROY-LE-SEC;norroy le sec;Norroy-le-Sec;54150;54402;5.81667;49.2833
54;GERBEVILLER;gerbeviller;Gerbéviller;54830;54222;6.51667;48.5
54;FILLIERES;fillieres;Fillières;54560;54194;5.83333;49.4
54;HAIGNEVILLE;haigneville;Haigneville;54290;54245;6.35;48.4833
54;REHAINVILLER;rehainviller;Rehainviller;54300;54449;6.46667;48.5667
54;JOEUF;joeuf;Jœuf;54240;54280;6.01667;49.2333
54;PIENNES;piennes;Piennes;54490;54425;5.78333;49.3167
54;BEUVEZIN;beuvezin;Beuvezin;54115;54068;5.96667;48.3833
54;MERVILLER;merviller;Merviller;54120;54365;6.78333;48.4833
54;MANONCOURT-EN-VERMOIS;manoncourt en vermois;Manoncourt-en-Vermois;54210;54345;6.26667;48.6
54;VILLE-AU-VAL;ville au val;Ville-au-Val;54380;54569;6.11667;48.85
54;BLAMONT;blamont;Blamont;54450;54077;6.85;48.5833
54;BRUVILLE;bruville;Bruville;54800;54103;5.91667;49.1333
54;ROYAUMEIX;royaumeix;Royaumeix;54200;54466;5.86667;48.7833
54;URUFFE;uruffe;Uruffe;54112;54538;5.75;48.5667
54;DENEUVRE;deneuvre;Deneuvre;54120;54154;6.73333;48.45
54;HAUCOURT-MOULAINE;haucourt moulaine;Haucourt-Moulaine;54860;54254;5.8;49.4833
54;SAINT-JEAN-LES-LONGUYON;saint jean les longuyon;Saint-Jean-lès-Longuyon;54260;54476;5.46667;49.45
54;CLEREY-SUR-BRENON;clerey sur brenon;Clérey-sur-Brenon;54330;54132;6.13333;48.5
54;TOMBLAINE;tomblaine;Tomblaine;54510;54526;6.21667;48.6833
54;GONDRECOURT-AIX;gondrecourt aix;Gondrecourt-Aix;54800;54231;5.76667;49.25
54;DOMMARTEMONT;dommartemont;Dommartemont;54130;54165;6.21667;48.7167
54;HAGEVILLE;hageville;Hagéville;54470;54244;5.86667;49.0333
54;XIROCOURT;xirocourt;Xirocourt;54740;54597;6.16667;48.4333
54;GEMONVILLE;gemonville;Gémonville;54115;54220;5.88333;48.4167
54;FROVILLE;froville;Froville;54290;54216;6.35;48.4667
54;VANNES-LE-CHATEL;vannes le chatel;Vannes-le-Châtel;54112;54548;5.78333;48.55
54;MONCEL-SUR-SEILLE;moncel sur seille;Moncel-sur-Seille;54280;54374;6.41667;48.7667
54;LOROMONTZEY;loromontzey;Loromontzey;54290;54325;6.38333;48.4333
54;FRANCHEVILLE;francheville;Francheville;54200;54208;5.93333;48.7333
54;DOMEVRE-EN-HAYE;domevre en haye;Domèvre-en-Haye;54385;54160;5.91667;48.8167
54;CREZILLES;crezilles;Crézilles;54113;54146;5.88333;48.5833
54;LEBEUVILLE;lebeuville;Lebeuville;54740;54307;6.25;48.4333
54;THIEBAUMENIL;thiebaumenil;Thiébauménil;54300;54520;6.61667;48.5833
54;SEICHEPREY;seicheprey;Seicheprey;54470;54499;5.8;48.8667
54;PAREY-SAINT-CESAIRE;parey saint cesaire;Parey-Saint-Césaire;54330;54417;6.06667;48.5333
54;DOMEVRE-SUR-VEZOUZE;domevre sur vezouze;Domèvre-sur-Vezouze;54450;54161;6.8;48.5667
54;PETITMONT;petitmont;Petitmont;54480;54421;6.95;48.55
54;LAY-SAINT-CHRISTOPHE;lay saint christophe;Lay-Saint-Christophe;54690;54305;6.2;48.75
54;VANDELEVILLE;vandeleville;Vandeléville;54115;54545;6;48.4333
54;MOINEVILLE;moineville;Moineville;54580;54371;5.95;49.2
54;FAVIERES;favieres;Favières;54115;54189;5.95;48.4667
54;MARTHEMONT;marthemont;Marthemont;54330;54354;6.03333;48.5667
54;FORCELLES-SOUS-GUGNEY;forcelles sous gugney;Forcelles-sous-Gugney;54930;54204;6.08333;48.4
54;PULLIGNY;pulligny;Pulligny;54160;54437;6.15;48.55
54;GERMINY;germiny;Germiny;54170;54223;6;48.55
54;SAINT-SAUVEUR;saint sauveur;Saint-Sauveur;54480;54488;6.98333;48.5333
54;HERIMENIL;herimenil;Hériménil;54300;54260;6.5;48.5667
54;HAMONVILLE;hamonville;Hamonville;54470;54248;5.81667;48.8333
54;VAUCOURT;vaucourt;Vaucourt;54370;54551;6.7;48.6667
54;ABBEVILLE-LES-CONFLANS;abbeville les conflans;Abbéville-lès-Conflans;54800;54002;5.85;49.2
54;TONNOY;tonnoy;Tonnoy;54210;54527;6.25;48.55
54;JUVRECOURT;juvrecourt;Juvrecourt;54370;54285;6.56667;48.7333
54;VELAINE-EN-HAYE;velaine en haye;Velaine-en-Haye;54840;54557;6.01667;48.7
54;THEZEY-SAINT-MARTIN;thezey saint martin;Thézey-Saint-Martin;54610;54517;6.3;48.9
54;HAUDONVILLE;haudonville;Haudonville;54830;54255;6.5;48.5
54;BEZAUMONT;bezaumont;Bezaumont;54380;54072;6.1;48.85
54;NONHIGNY;nonhigny;Nonhigny;54450;54401;6.88333;48.55
54;HERSERANGE;herserange;Herserange;54440;54261;5.78333;49.5167
54;FRANCONVILLE;franconville;Franconville;54830;54209;6.45;48.5
54;LANDREMONT;landremont;Landremont;54380;54294;6.13333;48.85
54;FLIN;flin;Flin;54122;54199;6.65;48.5
54;VAUDEVILLE;vaudeville;Vaudeville;54740;54553;6.2;48.4667
54;BAZAILLES;bazailles;Bazailles;54620;54056;5.76528;49.4084
54;VIEVILLE-EN-HAYE;vieville en haye;Viéville-en-Haye;54470;54564;5.93333;48.9333
54;CHAMBLEY-BUSSIERES;chambley bussieres;Chambley-Bussières;54890;54112;5.898;49.05
54;SANZEY;sanzey;Sanzey;54200;54492;5.83333;48.7667
54;THIAVILLE-SUR-MEURTHE;thiaville sur meurthe;Thiaville-sur-Meurthe;54120;54519;6.8;48.4167
54;BERNECOURT;bernecourt;Bernécourt;54470;54063;5.83333;48.85
54;LANDRES;landres;Landres;54970;54295;5.8;49.3167
54;ERBEVILLER-SUR-AMEZULE;erbeviller sur amezule;Erbéviller-sur-Amezule;54280;54180;6.38333;48.7333
54;MONTREUX;montreux;Montreux;54450;54381;6.88333;48.5333
54;PANNES;pannes;Pannes;54470;54416;5.8;48.9333
54;ECROUVES;ecrouves;Écrouves;54200;54174;5.85;48.6833
54;MONTAUVILLE;montauville;Montauville;54700;54375;6.01667;48.9
54;PHLIN;phlin;Phlin;54610;54424;6.28333;48.9167
54;TRAMONT-LASSUS;tramont lassus;Tramont-Lassus;54115;54530;5.96667;48.4
54;BARISEY-AU-PLAIN;barisey au plain;Barisey-au-Plain;54170;54046;5.85;48.5333
54;XOUSSE;xousse;Xousse;54370;54600;6.70833;48.6583
54;HUSSIGNY-GODBRANGE;hussigny godbrange;Hussigny-Godbrange;54590;54270;5.86667;49.4833
54;CHOLOY-MENILLOT;choloy menillot;Choloy-Ménillot;54200;54128;5.81917;48.662
54;TRONDES;trondes;Trondes;54570;54534;5.76667;48.7167
54;VAL-ET-CHATILLON;val et chatillon;Val-et-Châtillon;54480;54540;6.96667;48.5667
54;DOMMARIE-EULMONT;dommarie eulmont;Dommarie-Eulmont;54115;54164;6.03333;48.4333
54;MALZEVILLE;malzeville;Malzéville;54220;54339;6.2;48.7167
54;EPIEZ-SUR-CHIERS;epiez sur chiers;Épiez-sur-Chiers;54260;54178;5.5;49.4833
54;BOUCQ;boucq;Boucq;54200;54086;5.76667;48.75
54;MESSEIN;messein;Messein;54850;54366;6.15;48.6167
54;AVRICOURT;avricourt;Avricourt;54450;54035;6.80584;48.6448
54;MONT-SAINT-MARTIN;mont saint martin;Mont-Saint-Martin;54350;54382;5.78333;49.5333
54;GROSROUVRES;grosrouvres;Grosrouvres;54470;54240;5.83333;48.8333
54;LONGLAVILLE;longlaville;Longlaville;54810;54321;5.78333;49.5333
54;PULNOY;pulnoy;Pulnoy;54420;54439;6.26667;48.7
54;ANTHELUPT;anthelupt;Anthelupt;54110;54020;6.41667;48.6167
54;PULNEY;pulney;Pulney;54115;54438;6.03333;48.4
54;ANCERVILLER;ancerviller;Ancerviller;54450;54014;6.83333;48.5333
54;DIARVILLE;diarville;Diarville;54930;54156;6.13333;48.4
54;GONDREVILLE;gondreville;Gondreville;54840;54232;5.96667;48.7
54;HOUDEMONT;houdemont;Houdemont;54180;54265;6.18333;48.65
54;AZELOT;azelot;Azelot;54210;54037;6.23333;48.5833
54;GEZONCOURT;gezoncourt;Gézoncourt;54380;54225;6;48.8333
54;DEUXVILLE;deuxville;Deuxville;54370;54155;6.45;48.6167
54;ALLAIN;allain;Allain;54170;54008;5.91667;48.55
54;ANDERNY;anderny;Anderny;54560;54015;5.86667;49.3333
54;BURTHECOURT-AUX-CHENES;burthecourt aux chenes;Burthecourt-aux-Chênes;54210;54108;6.25;48.5833
54;BARISEY-LA-COTE;barisey la cote;Barisey-la-Côte;54170;54047;5.85;48.55
54;SERRES;serres;Serres;54370;54502;6.46667;48.6833
54;MINORVILLE;minorville;Minorville;54385;54370;5.9;48.8167
54;OMELMONT;omelmont;Omelmont;54330;54409;6.11667;48.5
54;BATILLY;batilly;Batilly;54980;54051;5.96667;49.1667
54;MEHONCOURT;mehoncourt;Méhoncourt;54360;54359;6.38333;48.5167
54;TANCONVILLE;tanconville;Tanconville;54480;54512;6.93333;48.6
54;NEUFMAISONS;neufmaisons;Neufmaisons;54540;54396;6.85;48.4667
54;BICQUELEY;bicqueley;Bicqueley;54200;54073;5.91667;48.6333
54;LEMENIL-MITRY;lemenil mitry;Leménil-Mitry;54740;54310;6.25;48.45
54;LANEUVEVILLE-DEVANT-NANCY;laneuveville devant nancy;Laneuveville-devant-Nancy;54410;54300;6.23333;48.65
54;PREUTIN-HIGNY;preutin higny;Preutin-Higny;54490;54436;5.8;49.35
54;SANCY;sancy;Sancy;54560;54491;5.925;49.3475
54;DAMPVITOUX;dampvitoux;Dampvitoux;54470;54153;5.85;49.0167
54;SAINT-NICOLAS-DE-PORT;saint nicolas de port;Saint-Nicolas-de-Port;54210;54483;6.3;48.6333
54;VARANGEVILLE;varangeville;Varangéville;54110;54549;6.31667;48.6333
54;JARVILLE-LA-MALGRANGE;jarville la malgrange;Jarville-la-Malgrange;54140;54274;6.21667;48.6667
54;VENNEZEY;vennezey;Vennezey;54830;54561;6.46667;48.45
54;FAULX;faulx;Faulx;54760;54188;6.2;48.8
54;ETREVAL;etreval;Étreval;54330;54185;6.05;48.45
54;BONCOURT;boncourt;Boncourt;54800;54082;5.83333;49.1667
54;GELAUCOURT;gelaucourt;Gélaucourt;54115;54218;5.98333;48.45
54;VRONCOURT;vroncourt;Vroncourt;54330;54592;6.08333;48.4667
54;DONCOURT-LES-LONGUYON;doncourt les longuyon;Doncourt-lès-Longuyon;54620;54172;5.71667;49.4333
54;PIERREVILLE;pierreville;Pierreville;54160;54429;6.11667;48.55
54;LABRY;labry;Labry;54800;54286;5.86667;49.1667
54;BLENOD-LES-PONT-A-MOUSSON;blenod les pont a mousson;Blénod-lès-Pont-à-Mousson;54700;54079;6.05;48.8833
54;BASLIEUX;baslieux;Baslieux;54620;54049;5.76667;49.4333
54;MAGNIERES;magnieres;Magnières;54129;54331;6.56667;48.45
54;DAMELEVIERES;damelevieres;Damelevières;54360;54152;6.38333;48.55
54;JOUAVILLE;jouaville;Jouaville;54800;54283;5.95;49.1667
54;FREMONVILLE;fremonville;Frémonville;54450;54211;6.88333;48.6
54;LARONXE;laronxe;Laronxe;54950;54303;6.6;48.55
54;SAINT-MARTIN;saint martin;Saint-Martin;54450;54480;6.75278;48.5681
54;DIEULOUARD;dieulouard;Dieulouard;54380;54157;6.06667;48.85
54;DOMMARTIN-LA-CHAUSSEE;dommartin la chaussee;Dommartin-la-Chaussée;54470;54166;5.86223;49.0114
54;VAUDEMONT;vaudemont;Vaudémont;54330;54552;6.05;48.4167
54;BOUXIERES-AUX-DAMES;bouxieres aux dames;Bouxières-aux-Dames;54136;54090;6.16667;48.75
54;ROUVES;rouves;Rouves;54610;54464;6.2;48.9
54;JOLIVET;jolivet;Jolivet;54300;54281;6.5;48.6
54;SAFFAIS;saffais;Saffais;54210;54468;6.31667;48.55
54;JARNY;jarny;Jarny;54800;54273;5.88333;49.15
54;REHERREY;reherrey;Reherrey;54120;54450;6.76667;48.5167
54;RECLONVILLE;reclonville;Réclonville;54450;54447;6.73333;48.5333
54;MANDRES-AUX-QUATRE-TOURS;mandres aux quatre tours;Mandres-aux-Quatre-Tours;54470;54343;5.79917;48.8403
54;MARBACHE;marbache;Marbache;54820;54351;6.08333;48.8
54;MOYEN;moyen;Moyen;54118;54393;6.56667;48.4833
54;VILLERS-SOUS-PRENY;villers sous preny;Villers-sous-Prény;54700;54579;6;48.95
54;LESMENILS;lesmenils;Lesménils;54700;54312;6.1;48.9333
54;MORFONTAINE;morfontaine;Morfontaine;54920;54385;5.8;49.45
54;MAIZIERES;maizieres;Maizières;54550;54336;6.06667;48.5833
54;DOMPTAIL-EN-L'AIR;domptail en l air;Domptail-en-l'Air;54290;54170;6.33333;48.5167
54;GONDREXON;gondrexon;Gondrexon;54450;54233;6.76667;48.6
54;BORVILLE;borville;Borville;54290;54085;6.4;48.45
54;MALAVILLERS;malavillers;Malavillers;54560;54337;5.86667;49.35
54;HANNONVILLE-SUZEMONT;hannonville suzemont;Hannonville-Suzémont;54800;54249;5.83333;49.1
54;HOUDELMONT;houdelmont;Houdelmont;54330;54264;6.08333;48.5333
54;FOUG;foug;Foug;54570;54205;5.78333;48.6833
54;DROUVILLE;drouville;Drouville;54370;54173;6.4;48.6667
54;DOMMARTIN-SOUS-AMANCE;dommartin sous amance;Dommartin-sous-Amance;54770;54168;6.25528;48.7409
54;ARNAVILLE;arnaville;Arnaville;54530;54022;6.03333;49
54;EUVEZIN;euvezin;Euvezin;54470;54187;5.83333;48.9167
54;SELAINCOURT;selaincourt;Selaincourt;54170;54500;5.96667;48.5
54;BUISSONCOURT;buissoncourt;Buissoncourt;54110;54104;6.35;48.6833
54;VENEY;veney;Veney;54540;54560;6.81667;48.4667
54;SEXEY-AUX-FORGES;sexey aux forges;Sexey-aux-Forges;54550;54505;6.05;48.6167
54;MAIDIERES;maidieres;Maidières;54700;54332;6.03333;48.9
54;ATHIENVILLE;athienville;Athienville;54370;54026;6.5;48.7167
54;MARTINCOURT;martincourt;Martincourt;54380;54355;5.95;48.85
54;VALHEY;valhey;Valhey;54370;54541;6.5;48.6833
54;SAULXURES-LES-VANNES;saulxures les vannes;Saulxures-lès-Vannes;54170;54496;5.8;48.5333
54;SAULXURES-LES-NANCY;saulxures les nancy;Saulxures-lès-Nancy;54420;54495;6.25;48.6833
54;SAINT-BOINGT;saint boingt;Saint-Boingt;54290;54471;6.43333;48.4333
54;ROSIERES-AUX-SALINES;rosieres aux salines;Rosières-aux-Salines;54110;54462;6.33333;48.6
54;VILLERUPT;villerupt;Villerupt;54190;54580;5.93333;49.4667
54;LAY-SAINT-REMY;lay saint remy;Lay-Saint-Remy;54570;54306;5.76667;48.6833
54;LAITRE-SOUS-AMANCE;laitre sous amance;Laître-sous-Amance;54770;54289;6.28333;48.75
54;ERROUVILLE;errouville;Errouville;54680;54181;5.9;49.4167
54;BARBONVILLE;barbonville;Barbonville;54360;54045;6.35;48.55
54;AUTREPIERRE;autrepierre;Autrepierre;54450;54030;6.8;48.6167
54;HALLOVILLE;halloville;Halloville;54450;54246;6.86667;48.55
54;SAINT-MAURICE-AUX-FORGES;saint maurice aux forges;Saint-Maurice-aux-Forges;54540;54481;6.85;48.5167
54;EULMONT;eulmont;Eulmont;54690;54186;6.23333;48.75
54;LALOEUF;laloeuf;Lalœuf;54115;54291;6.01667;48.4667
54;SOMMERVILLER;sommerviller;Sommerviller;54110;54509;6.38333;48.6333
54;NOMENY;nomeny;Nomeny;54610;54400;6.23333;48.9
54;ARRAYE-ET-HAN;arraye et han;Arraye-et-Han;54760;54024;6.3;48.8333
54;ROZELIEURES;rozelieures;Rozelieures;54290;54467;6.43333;48.45
54;REMBERCOURT-SUR-MAD;rembercourt sur mad;Rembercourt-sur-Mad;54470;54453;5.9;48.9833
54;GOVILLER;goviller;Goviller;54330;54235;6.01667;48.5
54;VALLOIS;vallois;Vallois;54830;54543;6.55;48.4667
54;WAVILLE;waville;Waville;54890;54593;5.95;49
54;CREVIC;crevic;Crévic;54110;54145;6.4;48.6333
54;BAINVILLE-SUR-MADON;bainville sur madon;Bainville-sur-Madon;54550;54043;6.08333;48.5833
54;BATHELEMONT;bathelemont;Bathelémont;54370;54050;6.53333;48.7
54;SORNEVILLE;sorneville;Sornéville;54280;54510;6.41667;48.75
54;FROUARD;frouard;Frouard;54390;54215;6.13333;48.7667
54;LANDECOURT;landecourt;Landécourt;54360;54293;6.41667;48.5
54;VILLEY-SAINT-ETIENNE;villey saint etienne;Villey-Saint-Étienne;54200;54584;5.98333;48.7333
54;THIAUCOURT-REGNIEVILLE;thiaucourt regnieville;Thiaucourt-Regniéville;54470;54518;5.86612;48.9542
54;BAUZEMONT;bauzemont;Bauzemont;54370;54053;6.53333;48.6667
54;XAMMES;xammes;Xammes;54470;54594;5.85;48.9667
54;GOGNEY;gogney;Gogney;54450;54230;6.86667;48.6167
54;BEAUMONT;beaumont;Beaumont;54470;54057;5.78333;48.85
54;PRAYE;praye;Praye;54116;54434;6.1;48.4333
54;VILCEY-SUR-TREY;vilcey sur trey;Vilcey-sur-Trey;54700;54566;5.98333;48.9333
54;VITTONVILLE;vittonville;Vittonville;54700;54589;6.05;48.9667
54;FLAINVAL;flainval;Flainval;54110;54195;6.4;48.6167
54;RAUCOURT;raucourt;Raucourt;54610;54444;6.21667;48.9333
54;BOUXIERES-SOUS-FROIDMONT;bouxieres sous froidmont;Bouxières-sous-Froidmont;54700;54091;6.08333;48.95
54;CHAREY;charey;Charey;54470;54119;5.88333;49
54;PRENY;preny;Prény;54530;54435;6;48.9833
54;REMEREVILLE;remereville;Réméréville;54110;54456;6.38333;48.7
54;BADONVILLER;badonviller;Badonviller;54540;54040;6.9;48.5
54;LIMEY-REMENAUVILLE;limey remenauville;Limey-Remenauville;54470;54316;5.89528;48.8864
54;BENAMENIL;benamenil;Bénaménil;54450;54061;6.66667;48.5667
54;CONS-LA-GRANDVILLE;cons la grandville;Cons-la-Grandville;54870;54137;5.7;49.4833
54;CRANTENOY;crantenoy;Crantenoy;54740;54142;6.23333;48.4667
54;LEINTREY;leintrey;Leintrey;54450;54308;6.73333;48.6167
54;SIVRY;sivry;Sivry;54610;54508;6.2;48.8333
54;MONT-BONVILLERS;mont bonvillers;Mont-Bonvillers;54111;54084;5.85;49.3333
54;CERVILLE;cerville;Cerville;54420;54110;6.31667;48.7
54;CUTRY;cutry;Cutry;54720;54151;5.75;49.4833
54;FONTENOY-LA-JOUTE;fontenoy la joute;Fontenoy-la-Joûte;54122;54201;6.66667;48.45
54;BETTAINVILLERS;bettainvillers;Bettainvillers;54640;54066;5.9;49.3
54;MANONCOURT-EN-WOEVRE;manoncourt en woevre;Manoncourt-en-Woëvre;54385;54346;5.93333;48.7833
54;BARBAS;barbas;Barbas;54450;54044;6.85;48.5667
54;ROGEVILLE;rogeville;Rogéville;54380;54460;5.98333;48.8167
