"Libellé Sortie";"Code Enquète";"Membre Association";"Nom Association";"Espéce maille";"declaration Connaissance";"Taille déclarée";"connaissance réglementation";"Utilisation outil";"Source outil";"Type d'outil";"Outil Conforme";"Espèce quantité";"Connaissance quota";"Quantité déclarée";"Unite";"Reglementation Quantité";"Espèce période";"Connaissance Période";"Périodes Déclarées";"Connaissance Règlementation Période";"Informé Législation";"Source information législation";"Conseils consommation"
"Arcouest_28/09/2015_JeanPierre Guillosson_9";;"Non renseigné";;;"espèce sans maille";;;;;;;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Arcouest_28/09/2015_Jérémy Allain_1";;"Non renseigné";;;"espèce sans maille";;;;;;;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Arcouest_28/09/2015_Jérémy Allain_10";;"Non renseigné";;;"espèce sans maille";;;;;;;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Arcouest_28/09/2015_Jérémy Allain_2";;"Non renseigné";;;"espèce sans maille";;;;;;;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Arcouest_28/09/2015_Jérémy Allain_3";;"Non renseigné";;;"espèce sans maille";;;"Oui";"Campagne de sensibilisation";"Reglette LIFE";;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Arcouest_28/09/2015_Jérémy Allain_4";;"Non renseigné";;;"espèce sans maille";;;;;;;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Arcouest_28/09/2015_Jérémy Allain_5";;"Non renseigné";;;"espèce sans maille";;;;;;;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Arcouest_28/09/2015_Jérémy Allain_6";;"Non renseigné";;;"espèce sans maille";;;;;;;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Arcouest_28/09/2015_Jérémy Allain_7";;"Non renseigné";;;"espèce sans maille";;;"Oui";"Artisanal";"Artisanal";;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Arcouest_28/09/2015_Jérémy Allain_8";;"Non renseigné";;;"espèce sans maille";;;"Oui";"Campagne de sensibilisation";"Reglette LIFE";;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Arcouest_28/09/2015_Jérémy Allain_9";;"Non renseigné";;;"espèce sans maille";;;"Oui";"Artisanal";"Artisanal";;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_1";;"Non renseigné";;;"espèce sans maille";;;"Non";"Aucun outil";;;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_10";;"Non renseigné";;;"espèce sans maille";;;;;;;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_11";;"Non renseigné";;;"espèce sans maille";;;;;;;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_12";;"Non renseigné";;;"espèce sans maille";;;;;;;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_13";;"Non renseigné";;;"espèce sans maille";;;;;;;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_14";;"Non renseigné";;;"espèce sans maille";;;;;;;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_15";;"Non renseigné";;;"espèce sans maille";;;;;;;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_16";;"Non renseigné";;;"espèce sans maille";;;"Oui";"Commerce";;;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_17";;"Non renseigné";;;"espèce sans maille";;;;;;;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_18";;"Non renseigné";;;"espèce sans maille";;;"Oui";"Artisanal";;;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_19";;"Non renseigné";;;"espèce sans maille";;;;;;;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_2";;"Non renseigné";;;"espèce sans maille";;;"Oui mais pas aujourd'hui";"Campagne de sensibilisation";"Reglette LIFE";;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_20";;"Non renseigné";;;"espèce sans maille";;;"Oui";"Artisanal";;;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_21";;"Non renseigné";;;"espèce sans maille";;;;;;;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_22";;"Non renseigné";;;"espèce sans maille";;;;;;;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_23";;"Non renseigné";;;"espèce sans maille";;;"Oui";"Campagne de sensibilisation";"Reglette LIFE";;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_24";;"Non renseigné";;;"espèce sans maille";;;;;;;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_25";;"Non renseigné";;;"espèce sans maille";;;"Oui mais pas aujourd'hui";"Campagne de sensibilisation";"Reglette LIFE";;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_26";;"Non renseigné";;;"espèce sans maille";;;;;;;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_27";;"Non renseigné";;;"espèce sans maille";;;;;;;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_28";;"Non renseigné";;;"espèce sans maille";;;;;;;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_29";;"Non renseigné";;;"espèce sans maille";;;;;;;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_3";;"Non renseigné";;;"espèce sans maille";;;;;;;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_4";;"Non renseigné";;;"espèce sans maille";;;"Oui";"Campagne de sensibilisation";"Reglette LIFE";;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_5";;"Non renseigné";;;"espèce sans maille";;;;;;;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_6";;"Non renseigné";;;"espèce sans maille";;;"Oui";"Artisanal";"Marque engin de pêche";;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_7";;"Non renseigné";;;"espèce sans maille";;;"Oui";"Campagne de sensibilisation";"Réglette à visuels (Type Vivarmor)";;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_8";;"Non renseigné";;;"espèce sans maille";;;;;;;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_9";;"Non renseigné";;;"espèce sans maille";;;;;;;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Goaz Trez/Toëno_01/08/2015_OdileGuerin+Nathalie DuboisLavergne_3";;"Non renseigné";;;"espèce sans maille";;;"Oui";"Commerce";;;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Goaz Trez/Toëno_01/08/2015_OdileGuerin+NathalieDuboisLavergne_1";;"Non renseigné";;;"espèce sans maille";;;"Oui";"Campagne de sensibilisation";"Reglette LIFE";;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Goaz Trez/Toëno_01/08/2015_OdileGuerin+NathalieDuboisLavergne_2";;"Non renseigné";;;"espèce sans maille";;;"Oui";"Campagne de sensibilisation";"Reglette LIFE";;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Goaz Trez/Toëno_02/08/2015_Franck Delisle&Jean-Pierre Guillosson_11";;"Non renseigné";;;"espèce sans maille";;;"Oui";"Campagne de sensibilisation";"Reglette LIFE";;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Goaz Trez/Toëno_02/08/2015_Franck Delisle&Jean-Pierre Guillosson_12";;"Non renseigné";;;"espèce sans maille";;"Réponse inférieure";"Non";"Aucun outil";;;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Goaz Trez/Toëno_02/09/2015_Anne Priac&Periline Tournant_1";;"Non renseigné";;;"espèce sans maille";;"Réponse inférieure";"Non";"Aucun outil";;;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Goaz Trez/Toëno_02/09/2015_Anne Priac&Periline Tournant_10";;"Non renseigné";;;"espèce sans maille";;"Réponse inférieure";"Non";"Aucun outil";;;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Goaz Trez/Toëno_02/09/2015_Anne Priac&Periline Tournant_11";;"Non renseigné";;;"espèce sans maille";;"Réponse inférieure";"Non";"Aucun outil";;;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Goaz Trez/Toëno_02/09/2015_Anne Priac&Periline Tournant_12";;"Non renseigné";;;"espèce sans maille";;"Réponse inférieure";"Non";"Aucun outil";;;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Goaz Trez/Toëno_02/09/2015_Anne Priac&Periline Tournant_13";;"Non renseigné";;;"espèce sans maille";;"Réponse inférieure";"Non";"Aucun outil";;;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Goaz Trez/Toëno_02/09/2015_Anne Priac&Periline Tournant_2";;"Non renseigné";;;"espèce sans maille";;"Réponse inférieure";"Non";"Aucun outil";;;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Goaz Trez/Toëno_02/09/2015_Anne Priac&Periline Tournant_3";;"Non renseigné";;;"espèce sans maille";;"Réponse inférieure";"Oui";"Artisanal";"Marque engin de pêche";;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Goaz Trez/Toëno_02/09/2015_Anne Priac&Periline Tournant_4";;"Non renseigné";;;"espèce sans maille";;;"Oui";"Campagne de sensibilisation";"Reglette LIFE";;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Goaz Trez/Toëno_02/09/2015_Anne Priac&Periline Tournant_5";;"Non renseigné";;;"espèce sans maille";;;"Oui mais pas aujourd'hui";;;;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Goaz Trez/Toëno_02/09/2015_Anne Priac&Periline Tournant_6";;"Non renseigné";;;"espèce sans maille";;;"Oui";"Campagne de sensibilisation";"Reglette LIFE";;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Goaz Trez/Toëno_02/09/2015_Anne Priac&Periline Tournant_7";;"Non renseigné";;;"espèce sans maille";;;"Oui mais pas aujourd'hui";"Campagne de sensibilisation";"Reglette LIFE";;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Goaz Trez/Toëno_02/09/2015_Anne Priac&Periline Tournant_8";;"Non renseigné";;;"espèce sans maille";;"Réponse inférieure";"Non";"Aucun outil";;;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Goaz Trez/Toëno_02/09/2015_Franck Delisle&Jean-Pierre Guillosson_1";;"Non renseigné";;;"espèce sans maille";;;"Non";"Aucun outil";;;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Goaz Trez/Toëno_02/09/2015_Franck Delisle&Jean-Pierre Guillosson_10";;"Non renseigné";;;"espèce sans maille";;;"Oui";;;;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Goaz Trez/Toëno_02/09/2015_Franck Delisle&Jean-Pierre Guillosson_2";;"Non renseigné";;;"espèce sans maille";;"Réponse inférieure";"Non";"Aucun outil";;;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Goaz Trez/Toëno_02/09/2015_Franck Delisle&Jean-Pierre Guillosson_3";;"Non renseigné";;;"espèce sans maille";;"Réponse inférieure";"Non";"Aucun outil";;;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Goaz Trez/Toëno_02/09/2015_Franck Delisle&Jean-Pierre Guillosson_4";;"Non renseigné";;;"espèce sans maille";;"Réponse inférieure";"Non";"Aucun outil";;;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Goaz Trez/Toëno_02/09/2015_Franck Delisle&Jean-Pierre Guillosson_5";;"Non renseigné";;;"espèce sans maille";;"Réponse inférieure";"Non";"Aucun outil";;;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Goaz Trez/Toëno_02/09/2015_Franck Delisle&Jean-Pierre Guillosson_6";;"Non renseigné";;;"espèce sans maille";;"Réponse inférieure";"Non";"Aucun outil";;;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Goaz Trez/Toëno_02/09/2015_Franck Delisle&Jean-Pierre Guillosson_7";;"Non renseigné";;;"espèce sans maille";;"Réponse inférieure";"Non";"Aucun outil";;;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Goaz Trez/Toëno_02/09/2015_Franck Delisle&Jean-Pierre Guillosson_8";;"Non renseigné";;;"espèce sans maille";;"Réponse inférieure";"Non";"Aucun outil";;;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Goaz Trez/Toëno_02/09/2015_Franck Delisle&Jean-Pierre Guillosson_9";;"Non renseigné";;;"espèce sans maille";;;;;;;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Goaz Trez/Toëno_04/03/2014_Franck Delisle_1";;"Non renseigné";;"Coques";"espèce sans maille";20;"Réponse incorrecte ou NSP";"Non";"Aucun outil";;;;"Ne sait pas";;;;;;;;"Oui";"Internet / Applications mobiles";"Oui"
"Goaz Trez/Toëno_04/03/2014_Franck Delisle_2";;"Non renseigné";;"Coques";"espèce sans maille";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";;;"Coques";"Oui";;;;;;;;"Oui";"Internet / Applications mobiles";"Oui"
"Goaz Trez/Toëno_04/03/2014_Franck Delisle_3";;"Non renseigné";;"Vernis";"espèce sans maille";46;"Réponse incorrecte ou NSP";"Oui";"Anatomique (phalange, largeur de paume, pouce…)";;;;;;;;;;;;"Oui";"Campagne de sensibilisation";"Non renseigné"
"Goaz Trez/Toëno_04/03/2014_Franck Delisle_4";;"Oui";;"Coques";"espèce sans maille";30;"Réponse correcte";"Oui";"Campagne de sensibilisation";"Réglette à trou (type IODDE)";;;;;;;;;;;"Oui";"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";"Oui"
"Goaz Trez/Toëno_04/03/2014_Olivier Massard & Claire Kervarrec_1";;"Non renseigné";;"Palourdes";"espèce sans maille";40;"Réponse correcte";"Non";"Aucun outil";;;;"Ne sait pas";;;;;;;;"Non renseigné";"";"Oui"
"Goaz Trez/Toëno_04/03/2014_Olivier Massard & Claire Kervarrec_2";;"Non renseigné";;"Palourdes";"espèce sans maille";40;"Réponse correcte";"Oui";"Artisanal";;;;"Ne sait pas";;;;;;;;"Non renseigné";"";"Oui"
"Goaz Trez/Toëno_04/03/2014_Olivier Massard & Claire Kervarrec_3";;"Non renseigné";;"Palourdes";"espèce sans maille";40;"Réponse correcte";"Oui";"Anatomique (phalange, largeur de paume, pouce…)";;;"Coques";"Oui";;;"Réponse correcte";;;;;"Oui";"Annuaire des marées";"Oui"
"Goaz Trez/Toëno_04/03/2014_Olivier Massard & Claire Kervarrec_4";;"Non renseigné";;"Palourdes";"espèce sans maille";40;"Réponse correcte";"Non";"Aucun outil";;;;"Ne sait pas";;;;;;;;"Non renseigné";"";"Oui"
"Goaz Trez/Toëno_04/03/2014_Olivier Massard & Claire Kervarrec_5";;"Non renseigné";;"Palourdes";"espèce sans maille";40;"Réponse correcte";"Non";"Aucun outil";;;;"Ne sait pas";;;;;;;;"Non renseigné";"";"Non"
"Goaz Trez/Toëno_04/07/2016_Franck Delisle_1";;"Non renseigné";;;"espèce sans maille";;"Réponse incorrecte ou NSP";;;;;;"Ne sait pas";;;;;;;;"Oui";"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";"Non renseigné"
"Goaz Trez/Toëno_04/07/2016_Franck Delisle_10";;"Non renseigné";;"Palourdes";"espèce sans maille";40;"Réponse correcte";"Oui";"Artisanal";;;"Palourdes";"Oui";;;"Réponse correcte";;;;;"Non renseigné";"";"Non renseigné"
"Goaz Trez/Toëno_04/07/2016_Franck Delisle_11";;"Non renseigné";;;"espèce sans maille";;;"Non";"Aucun outil";;;"Palourdes";"Oui";;;"Réponse correcte";;;;;"Oui";"Panneau d'information/affichage | Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";"Non renseigné"
"Goaz Trez/Toëno_04/07/2016_Franck Delisle_2";;"Non renseigné";;"Palourdes";"espèce sans maille";40;"Réponse correcte";"Oui";"Artisanal";;;;;;;;;;;;"Oui";"Panneau d'information/affichage";"Non renseigné"
"Goaz Trez/Toëno_04/07/2016_Franck Delisle_3";;"Non renseigné";;"Coques";"espèce sans maille";30;"Réponse correcte";"Oui";"Campagne de sensibilisation";"Reglette LIFE";;;"Ne sait pas";;;;;;;;"Oui";"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";"Non renseigné"
"Goaz Trez/Toëno_04/07/2016_Franck Delisle_4&5";;"Non renseigné";;;"espèce sans maille";;"Réponse correcte";"Non";"Aucun outil";;;;"Ne sait pas";;;;;;;;"Oui";"Panneau d'information/affichage";"Non renseigné"
"Goaz Trez/Toëno_04/07/2016_Franck Delisle_6";;"Non renseigné";;;"espèce sans maille";;;"Oui";"Campagne de sensibilisation";"Reglette LIFE";;;;;;;;;;;"Non renseigné";"";"Non renseigné"
"Goaz Trez/Toëno_04/07/2016_Franck Delisle_7";;"Non renseigné";;"Coques";"espèce sans maille";30;"Réponse correcte";"Non";"Aucun outil";;;;"Ne sait pas";;;;;;;;"Oui";"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …) | Professionnels du tourisme";"Non renseigné"
"Goaz Trez/Toëno_04/07/2016_Franck Delisle_8";;"Non renseigné";;"Coques";"espèce sans maille";30;"Réponse correcte";"Oui";"Anatomique (phalange, largeur de paume, pouce…)";;;;"Ne sait pas";;;;;;;;"Oui";"Panneau d'information/affichage";"Non renseigné"
"Goaz Trez/Toëno_04/07/2016_Franck Delisle_9";;"Non renseigné";;;"espèce sans maille";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";;;;"Ne sait pas";;;;;;;;"Oui";"Professionnels du tourisme";"Non renseigné"
"Goaz Trez/Toëno_04/07/2016_Morgane Declerck_1";;"Non renseigné";;"Coques";"espèce sans maille";27;"Réponse ancienne valeur";"Non";"Aucun outil";;;"Coques";"Oui";;;"Réponse correcte";;;;;"Oui";"Panneau d'information/affichage";"Non renseigné"
"Goaz Trez/Toëno_04/07/2016_Morgane Declerck_10";;"Non renseigné";;"Coques";"espèce sans maille";30;"Réponse correcte";"Non";"Aucun outil";;;"Coques";"Oui";;;"Réponse correcte";;;;;"Oui";"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";"Non renseigné"
"Goaz Trez/Toëno_04/07/2016_Morgane Declerck_11";;"Non renseigné";;;"espèce sans maille";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";;;;"Ne sait pas";;;;;;;;"Non renseigné";"";"Non renseigné"
"Goaz Trez/Toëno_04/07/2016_Morgane Declerck_12";;"Non renseigné";;;"espèce sans maille";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";;;;"Ne sait pas";;;;;;;;"Non renseigné";"";"Non renseigné"
"Goaz Trez/Toëno_04/07/2016_Morgane Declerck_2";;"Non renseigné";;"Coques";"espèce sans maille";27;"Réponse ancienne valeur";"Oui";"Campagne de sensibilisation";"Réglette à visuels (Type Vivarmor)";;"Coques";"Oui";;;"Réponse correcte";;;;;"Oui";"Campagne de sensibilisation";"Non renseigné"
"Goaz Trez/Toëno_04/07/2016_Morgane Declerck_3";;"Non renseigné";;"Palourdes";"espèce sans maille";40;"Réponse correcte";"Oui";"Artisanal";"Marque engin de pêche";;"Coques";"Oui";;;"Réponse correcte";;;;;"Oui";"Internet / Applications mobiles";"Non renseigné"
"Goaz Trez/Toëno_04/07/2016_Morgane Declerck_4";;"Non renseigné";;;"espèce sans maille";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";;;;"Ne sait pas";;;;;;;;"Non renseigné";"";"Non renseigné"
"Goaz Trez/Toëno_04/07/2016_Morgane Declerck_5";;"Non renseigné";;;"espèce sans maille";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";;;;"Ne sait pas";;;;;;;;"Non renseigné";"";"Non renseigné"
"Goaz Trez/Toëno_04/07/2016_Morgane Declerck_6";;"Non renseigné";;"Coques";"espèce sans maille";27;"Réponse ancienne valeur";"Oui";"Campagne de sensibilisation";"Réglette à visuels (Type Vivarmor)";;"Coques";"Oui";;;"Réponse correcte";;;;;"Oui";"Campagne de sensibilisation";"Non renseigné"
"Goaz Trez/Toëno_04/07/2016_Morgane Declerck_7";;"Non renseigné";;;"espèce sans maille";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";;;;"Ne sait pas";;;;;;;;"Non renseigné";"";"Non renseigné"
"Goaz Trez/Toëno_04/07/2016_Morgane Declerck_8";;"Non renseigné";;;"espèce sans maille";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";;;;"Ne sait pas";;;;;;;;"Non renseigné";"";"Non renseigné"
"Goaz Trez/Toëno_04/07/2016_Morgane Declerck_9";;"Non renseigné";;"Coques";"espèce sans maille";30;"Réponse correcte";"Non";"Aucun outil";;;"Coques";"Oui";;;"Réponse correcte";;;;;"Oui";"Médias (journaux, radios, tv)";"Non renseigné"
"Goaz Trez/Toëno_05/07/2016_Franck Delisle&Didier Lucas_1";;"Non renseigné";;"Coques";"espèce sans maille";30;"Réponse correcte";"Non";"Aucun outil";;;;"Ne sait pas";;;;;;;;"Oui";"Panneau d'information/affichage | Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …) | Professionnels du tourisme";"Non renseigné"
"Goaz Trez/Toëno_05/07/2016_Franck Delisle&Didier Lucas_10";;"Non renseigné";;;"espèce sans maille";;"Réponse incorrecte ou NSP";"Oui";"Artisanal";"Marque engin de pêche";;;"Oui";;;;;;;;"Oui";"Panneau d'information/affichage | Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";"Non renseigné"
