"ID Fiche Terrain";"Libellé Sortie";"ID Fiche Fréquentation";"Libellé Territoire";"Code Habitat";"Libellé Habitat";"Heure Comptage";"Nb Total";"Nb Adultes";"Nb Enfants";"Autres usages";"Commentaires"
408525;"2019-08-02-BRES-FRE-238";408537;"Rade de Brest";"BRES_03_HRB";"Kernisi (herbier)";"11:50";1;1;0;"";
408525;"2019-08-02-BRES-FRE-238";408534;"Rade de Brest";"BRES_03_CDB";"Keraliou (champ de blocs)";"11:50";1;1;0;"";
