"Libellé Sortie";"Code Enquète";"Commune résidence";"Département";"Pays";"De passage";"Commune séjour";"Durée séjour";"Hebergement";"Premier Séjour";"Fréquence Visites";"Influence Destination";"Influence Date";"Sexe - Pécheur";"Annee Naissance - Pécheur";"CSP - Pécheur";"Sexe - Autre membre";"Annee Naissance - Autre membre";"CSP - Autre membre";"Tri récolte";"Accueil";"Sensibilisation";"Remarques pécheur";"Précisions remarques"
"2018-09-10-EGMP-SEN-074";"2018-09-10_EGMP_116_369812";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-10-EGMP-SEN-075";"2018-09-10_EGMP_116_369818";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-10-EGMP-SEN-076";"2018-09-10_EGMP_116_369824";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-10-EGMP-SEN-077";"2018-09-10_EGMP_116_369830";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-10-EGMP-SEN-078";"2018-09-10_EGMP_116_369836";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-10-EGMP-SEN-079";"2018-09-10_EGMP_116_369845";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-10-EGMP-SEN-080";"2018-09-10_EGMP_116_369853";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-10-EGMP-SEN-081";"2018-09-10_EGMP_116_369861";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-10-EGMP-SEN-082";"2018-09-10_EGMP_116_369867";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-10-EGMP-SEN-083";"2018-09-10_EGMP_116_369873";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-10-EGMP-SEN-084";"2018-09-10_EGMP_116_369879";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-10-EGMP-SEN-085";"2018-09-10_EGMP_116_369885";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-10-EGMP-SEN-086";"2018-09-10_EGMP_116_369893";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-10-EGMP-SEN-087";"2018-09-10_EGMP_116_369901";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-10-EGMP-SEN-088";"2018-09-10_EGMP_116_369908";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-08-30-EGMP-SEN-001";"2018-08-30_EGMP_098_369919";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-08-30-EGMP-SEN-003";"2018-08-30_EGMP_098_369925";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-08-30-EGMP-SEN-004";"2018-08-30_EGMP_098_369931";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-08-30-EGMP-SEN-005";"2018-08-30_EGMP_098_369937";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-08-30-EGMP-SEN-006";"2018-08-30_EGMP_098_369952";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Moyen";;"Réglementation";
"2018-08-30-EGMP-SEN-007";"2018-08-30_EGMP_098_369958";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";"Sont pour la fermeture de la pêche"
"2018-08-30-EGMP-SEN-008";"2018-08-30_EGMP_098_369964";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-08-30-EGMP-SEN-009";"2018-08-30_EGMP_098_369970";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-08-30-EGMP-SEN-010";"2018-08-30_EGMP_098_369976";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-08-30-EGMP-SEN-011";"2018-08-30_EGMP_098_369982";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-08-30-EGMP-SEN-012";"2018-08-30_EGMP_098_369988";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-08-30-EGMP-SEN-012";"2018-08-30_EGMP_102_369994";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-08-30-EGMP-SEN-014";"2018-08-30_EGMP_102_370000";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-08-30-EGMP-SEN-015";"2018-08-30_EGMP_102_370006";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-08-30-EGMP-SEN-016";"2018-08-30_EGMP_102_370012";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-08-30-EGMP-SEN-017";"2018-08-30_EGMP_102_370018";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-08-30-EGMP-SEN-018";"2018-08-30_EGMP_102_370024";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-08-30-EGMP-SEN-019";"2018-08-30_EGMP_102_370030";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-08-30-EGMP-SEN-020";"2018-08-30_EGMP_102_370036";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-08-30-EGMP-SEN-021";"2018-08-30_EGMP_102_370042";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-09-EGMP-SEN-001";"2018-09-09_EGMP_132_370048";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-09-EGMP-SEN-003";"2018-09-09_EGMP_132_370054";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-09-EGMP-SEN-004";"2018-09-09_EGMP_132_370060";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-09-EGMP-SEN-005";"2018-09-09_EGMP_132_370066";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-09-EGMP-SEN-006";"2018-09-09_EGMP_132_370072";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-09-EGMP-SEN-007";"2018-09-09_EGMP_132_370078";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-09-EGMP-SEN-008";"2018-09-09_EGMP_132_370084";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-09-EGMP-SEN-009";"2018-09-09_EGMP_132_370090";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-11-EGMP-SEN-045";"2018-09-11_EGMP_121_370096";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-11-EGMP-SEN-047";"2018-09-11_EGMP_121_370102";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-11-EGMP-SEN-048";"2018-09-11_EGMP_121_370108";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-11-EGMP-SEN-049";"2018-09-11_EGMP_121_370114";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-11-EGMP-SEN-050";"2018-09-11_EGMP_121_370120";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-11-EGMP-SEN-051";"2018-09-11_EGMP_121_370126";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-11-EGMP-SEN-052";"2018-09-11_EGMP_121_370132";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-11-EGMP-SEN-053";"2018-09-11_EGMP_121_370138";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-11-EGMP-SEN-054";"2018-09-11_EGMP_121_370144";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-11-EGMP-SEN-055";"2018-09-11_EGMP_121_370150";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-11-EGMP-SEN-056";"2018-09-11_EGMP_121_370156";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-11-EGMP-SEN-057";"2018-09-11_EGMP_121_370162";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-13-EGMP-SEN-005";"2018-09-13_EGMP_142_370200";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-13-EGMP-SEN-007";"2018-09-13_EGMP_142_370206";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-13-EGMP-SEN-008";"2018-09-13_EGMP_142_370212";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-13-EGMP-SEN-009";"2018-09-13_EGMP_142_370218";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-13-EGMP-SEN-010";"2018-09-13_EGMP_142_370224";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-13-EGMP-SEN-011";"2018-09-13_EGMP_142_370230";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-13-EGMP-SEN-012";"2018-09-13_EGMP_142_370236";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-13-EGMP-SEN-013";"2018-09-13_EGMP_142_370242";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-13-EGMP-SEN-014";"2018-09-13_EGMP_142_370248";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-13-EGMP-SEN-015";"2018-09-13_EGMP_142_370254";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-13-EGMP-SEN-016";"2018-09-13_EGMP_142_370260";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-13-EGMP-SEN-017";"2018-09-13_EGMP_142_370266";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-13-EGMP-SEN-018";"2018-09-13_EGMP_142_370272";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-13-EGMP-SEN-019";"2018-09-13_EGMP_142_370278";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-13-EGMP-SEN-020";"2018-09-13_EGMP_142_370284";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-13-EGMP-SEN-021";"2018-09-13_EGMP_142_370290";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-13-EGMP-SEN-022";"2018-09-13_EGMP_142_370296";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-13-EGMP-SEN-023";"2018-09-13_EGMP_142_370302";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-12-EGMP-SEN-008";"2018-09-12_EGMP_129_370308";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-12-EGMP-SEN-010";"2018-09-12_EGMP_129_370314";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-12-EGMP-SEN-011";"2018-09-12_EGMP_129_370320";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-12-EGMP-SEN-012";"2018-09-12_EGMP_129_370326";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-12-EGMP-SEN-013";"2018-09-12_EGMP_129_370333";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-12-EGMP-SEN-014";"2018-09-12_EGMP_129_370340";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-12-EGMP-SEN-015";"2018-09-12_EGMP_129_370346";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-10-EGMP-SEN-088";"2018-09-10_EGMP_102_370380";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-10-EGMP-SEN-090";"2018-09-10_EGMP_102_370386";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Mauvais";;"Réglementation";
"2018-09-10-EGMP-SEN-091";"2018-09-10_EGMP_102_370392";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-10-EGMP-SEN-092";"2018-09-10_EGMP_102_370398";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-10-EGMP-SEN-093";"2018-09-10_EGMP_102_370404";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-10-EGMP-SEN-095";"2018-09-10_EGMP_102_370411";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-10-EGMP-SEN-096";"2018-09-10_EGMP_102_370417";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-10-EGMP-SEN-097";"2018-09-10_EGMP_102_370430";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-10-EGMP-SEN-098";"2018-09-10_EGMP_102_370436";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-10-EGMP-SEN-099";"2018-09-10_EGMP_102_370442";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-10-EGMP-SEN-100";"2018-09-10_EGMP_102_370449";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-10-EGMP-SEN-101";"2018-09-10_EGMP_102_370455";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-10-EGMP-SEN-102";"2018-09-10_EGMP_102_370461";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-10-EGMP-SEN-103";"2018-09-10_EGMP_102_370467";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-10-EGMP-SEN-104";"2018-09-10_EGMP_102_370473";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-10-EGMP-SEN-105";"2018-09-10_EGMP_102_370479";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-10-EGMP-SEN-106";"2018-09-10_EGMP_102_370485";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-10-EGMP-SEN-107";"2018-09-10_EGMP_102_370491";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-10-EGMP-SEN-108";"2018-09-10_EGMP_102_370497";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-11-EGMP-SEN-057";"2018-09-11_EGMP_132_370503";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-11-EGMP-SEN-059";"2018-09-11_EGMP_132_370509";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-11-EGMP-SEN-060";"2018-09-11_EGMP_132_370516";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-11-EGMP-SEN-061";"2018-09-11_EGMP_132_370522";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-11-EGMP-SEN-062";"2018-09-11_EGMP_132_370528";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-11-EGMP-SEN-063";"2018-09-11_EGMP_132_370534";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-11-EGMP-SEN-064";"2018-09-11_EGMP_132_370540";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";""
"2018-09-11-EGMP-SEN-065";"2018-09-11_EGMP_132_370546";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-11-EGMP-SEN-066";"2018-09-11_EGMP_132_370552";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-11-EGMP-SEN-067";"2018-09-11_EGMP_132_370558";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-11-EGMP-SEN-068";"2018-09-11_EGMP_132_370564";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-12-EGMP-SEN-015";"2018-09-12_EGMP_142_370570";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-12-EGMP-SEN-017";"2018-09-12_EGMP_142_370576";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-12-EGMP-SEN-018";"2018-09-12_EGMP_142_370582";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-12-EGMP-SEN-019";"2018-09-12_EGMP_142_370588";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-12-EGMP-SEN-020";"2018-09-12_EGMP_142_370594";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-12-EGMP-SEN-021";"2018-09-12_EGMP_142_370600";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-12-EGMP-SEN-022";"2018-09-12_EGMP_142_370606";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-12-EGMP-SEN-023";"2018-09-12_EGMP_142_370612";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-12-EGMP-SEN-024";"2018-09-12_EGMP_142_370618";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-12-EGMP-SEN-025";"2018-09-12_EGMP_142_370624";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-12-EGMP-SEN-026";"2018-09-12_EGMP_142_370630";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-12-EGMP-SEN-027";"2018-09-12_EGMP_142_370636";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-12-EGMP-SEN-028";"2018-09-12_EGMP_142_370642";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-12-EGMP-SEN-029";"2018-09-12_EGMP_142_370648";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-12-EGMP-SEN-030";"2018-09-12_EGMP_142_370654";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-12-EGMP-SEN-031";"2018-09-12_EGMP_142_370660";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-12-EGMP-SEN-032";"2018-09-12_EGMP_142_370666";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-12-EGMP-SEN-033";"2018-09-12_EGMP_142_370672";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-12-EGMP-SEN-034";"2018-09-12_EGMP_142_370678";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-12-EGMP-SEN-035";"2018-09-12_EGMP_142_370684";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-12-EGMP-SEN-036";"2018-09-12_EGMP_142_370690";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-12-EGMP-SEN-037";"2018-09-12_EGMP_142_370696";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-25-EGMP-SEN-004";"2018-09-25_EGMP_140_370702";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-25-EGMP-SEN-006";"2018-09-25_EGMP_140_370708";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-25-EGMP-SEN-007";"2018-09-25_EGMP_140_370714";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-25-EGMP-SEN-008";"2018-09-25_EGMP_140_370720";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-25-EGMP-SEN-009";"2018-09-25_EGMP_140_370726";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-25-EGMP-SEN-010";"2018-09-25_EGMP_140_370733";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-25-EGMP-SEN-011";"2018-09-25_EGMP_140_370739";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-25-EGMP-SEN-012";"2018-09-25_EGMP_140_370745";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-25-EGMP-SEN-013";"2018-09-25_EGMP_140_370751";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-25-EGMP-SEN-014";"2018-09-25_EGMP_140_370757";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-25-EGMP-SEN-015";"2018-09-25_EGMP_140_370763";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-25-EGMP-SEN-016";"2018-09-25_EGMP_140_370769";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-25-EGMP-SEN-017";"2018-09-25_EGMP_140_370775";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-25-EGMP-SEN-018";"2018-09-25_EGMP_140_370781";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-28-EGMP-SEN-001";"2018-09-28_EGMP_148_370788";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-28-EGMP-SEN-003";"2018-09-28_EGMP_148_370794";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-28-EGMP-SEN-004";"2018-09-28_EGMP_148_370800";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-28-EGMP-SEN-005";"2018-09-28_EGMP_148_370806";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-28-EGMP-SEN-006";"2018-09-28_EGMP_148_370812";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-28-EGMP-SEN-007";"2018-09-28_EGMP_148_370818";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-28-EGMP-SEN-008";"2018-09-28_EGMP_148_370824";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-28-EGMP-SEN-009";"2018-09-28_EGMP_148_370830";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-28-EGMP-SEN-010";"2018-09-28_EGMP_148_370836";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-28-EGMP-SEN-011";"2018-09-28_EGMP_148_370842";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-28-EGMP-SEN-012";"2018-09-28_EGMP_148_370848";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2018-09-11-GONB-SEN-069";"2018-09-11_GONB_08C_370902";"LE HAVRE";;;"en séjour sur une commune";"GOUVILLE SUR MER";8;"Camping car";"Non renseigné";;;;"M";1953;"0_Non Renseigné";;;;"Récolte conforme";"Bon";"Oui";"";
"2018-09-11-GONB-SEN-070";"2018-09-11_GONB_08C_370918";"GREZ EN BOUERE";;;"en séjour sur une commune";"GOUVILLE SUR MER";3;"Camping car";"Non renseigné";;;;"M";1954;"0_Non Renseigné";;;;"Récolte conforme";"Bon";"Oui";"";
"2018-09-11-GONB-SEN-071";"2018-09-11_GONB_08C_370928";"SETE";;;"en séjour sur une commune";"DONVILLE LES BAINS";7;"Camping car";"Non renseigné";;;;"M";1950;"0_Non Renseigné";;;;"Récolte conforme";"Bon";"Oui";"";
"2018-09-11-GONB-SEN-072";"2018-09-11_GONB_08C_370936";"CAMETOURS";;;"pour la journée";;;;;;;;"F";1964;"0_Non Renseigné";;;;"Non Triée";"Bon";"Oui";"";"Elle confondait spisule et petite palourde.
Elle s'est engagée à trier en suivant."
"2018-09-11-GONB-SEN-073";"2018-09-11_GONB_08C_370944";"REFFUVEILLE";;;"pour la journée";;;;;;;;"M";1949;"0_Non Renseigné";;;;"Panier vide";"Bon";"Oui";"";
"2018-03-02-EGMP-SEN-003";"2018-03-02_EGMP_093_370968";;;;"pour la journée";;;;;;;;;;;;;;;"Bon";;"Réglementation";"A la recherche d'infos sur la réglementation"
"2018-03-02-EGMP-SEN-004";"2018-03-02_EGMP_093_370974";;;;"pour la journée";;;;;;;;;;;;;;;"Bon";;"Réglementation";"Habitués - Infos réglementation"
"2018-03-02-EGMP-SEN-005";"2018-03-02_EGMP_093_370980";;;;"pour la journée";;;;;;;;;;;;;;;"Bon";;"Ressource/Environnement";"10kg d'huîtres pêchées - Avait un peson"
"2018-03-02-EGMP-SEN-006";"2018-03-02_EGMP_093_370986";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";"6kg d'huîtres pêchées"
"2018-03-02-EGMP-SEN-007";"2018-03-02_EGMP_093_370992";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Ressource/Environnement";"Habitués, bonne connaissance du milieu, respect de la réglementation"
"2018-03-02-EGMP-SEN-008";"2018-03-02_EGMP_093_370998";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation";"Débutant en demande d'infos générales (horaires de marées, réglementation...)"
"2018-03-02-EGMP-SEN-009";"2018-03-02_EGMP_093_371004";"PORT DES BARQUES";;;"en séjour sur une commune";;;;;;;;;;;;;;;"Moyen";;"";"10kg d'huitres pêchées - habitué"
