"Libellé Sortie";"Code Enquète";"Commune résidence";"Département";"Pays";"De passage";"Commune séjour";"Durée séjour";"Hebergement";"Premier Séjour";"Fréquence Visites";"Influence Destination";"Influence Date";"Sexe - Pécheur";"Annee Naissance - Pécheur";"CSP - Pécheur";"Sexe - Autre membre";"Annee Naissance - Autre membre";"CSP - Autre membre";"Tri récolte";"Accueil";"Sensibilisation";"Remarques pécheur";"Précisions remarques"
"2019-06-03-EGMP-SEN-021";"2019-06-03_EGMP_087_427358";;;;;;;;;;;;;;;;;;;"Refus";;"";"Refus de la sensibilisation, pêche au milieu des parcs"
"2019-06-03-EGMP-SEN-022";"2019-06-03_EGMP_087_427364";;;;;;;;;;;;;;;;;;;"Bon";;"Ressource/Environnement | Conflits d'usage";"Pensait que la pêche aux huitres était interdite. Problème de cohérence du discours avec l'affichage en place (""pêche aux huîtres interdite""...)."
"2019-06-03-EGMP-SEN-023";"2019-06-03_EGMP_087_427370";;;;;;;;;;;;;;;;;;;"Bon";;"Conflits d'usage";"Habitué mais outil non conforme (petit rateau)"
"2019-06-03-EGMP-SEN-024";"2019-06-03_EGMP_087_427376";;;;;;;;;;;;;;;;;;;"Bon";;"Conflits d'usage";"Outil non conforme griffe à 6 dents"
"2019-06-03-EGMP-SEN-025";"2019-06-03_EGMP_087_427382";;;;;;;;;;;;;;;;;;;"Bon";;"Conflits d'usage";
"2019-07-19-EGMP-SEN-007";"2019-07-19_EGMP_093_427486";;;;;;;;;;;;;;;;;;;"Bon";;"Ressource/Environnement";
"2019-09-28-EGMP-SEN-110";"2019-09-28_EGMP_087_427389";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-09-28-EGMP-SEN-111";"2019-09-28_EGMP_087_427395";;;;"Non renseigné";;;;;;;;;;;;;;;"Bon";;"Réglementation";"Comme tout le monde pêche dans les concessions on a pensé qu'ici on avait le droit."
"2019-09-28-EGMP-SEN-112";"2019-09-28_EGMP_087_427401";;;;;;;;;;;;;;;;;;;"Bon";;"Conflits d'usage";"Je croyais que c'était interdit à -25m des concessions mais comme tout le monde y va, j'ai pensé qu'il y 'avait des autorisations particulières ici."
"2019-09-28-EGMP-SEN-113";"2019-09-28_EGMP_087_427407";;;;;;;;;;;;;;;;;;;"Bon";;"Conflits d'usage";"Plein de monde dans les concessions..."
"2019-09-28-EGMP-SEN-114";"2019-09-28_EGMP_087_427413";;;;;;;;;;;;;;;;;;;"Bon";;"Conflits d'usage";
"2019-09-27-EGMP-SEN-115";"2019-09-28_EGMP_087_427419";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-09-28-EGMP-SEN-116";"2019-09-28_EGMP_087_427425";;;;;;;;;;;;;;;;;;;"Bon";;"Conflits d'usage";
"2019-09-28-EGMP-SEN-117";"2019-09-28_EGMP_087_427431";;;;;;;;;;;;;;;;;;;"Bon";;"Conflits d'usage";
"2019-09-28-EGMP-SEN-118";"2019-09-28_EGMP_087_427437";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation | Conflits d'usage";"Rien n'est clair, entre la réglementation affichée et les consignes des professionnels (ostréiculteurs) les infos se contredisent."
"2019-09-28-EGMP-SEN-119";"2019-09-28_EGMP_087_427443";;;;;;;;;;;;;;;;;;;"Bon";;"Conflits d'usage";
"2019-09-28-EGMP-SEN-120";"2019-09-28_EGMP_087_427449";;;;;;;;;;;;;;;;;;;"Bon";;"Conflits d'usage";
"2019-09-28-EGMP-SEN-121";"2019-09-28_EGMP_087_427455";;;;;;;;;;;;;;;;;;;"Bon";;"Conflits d'usage";
"2019-09-28-EGMP-SEN-122";"2019-09-28_EGMP_087_427464";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-09-28-EGMP-SEN-125";"2019-09-28_EGMP_087_427480";;;;;;;;;;;;;;;;;;;"Bon";;"Conflits d'usage";"Les gens pêchent n'importe où"
"2019-09-28-EGMP-SEN-126";"2019-09-28_EGMP_087_427603";;;;;;;;;;;;;;;;;;;"Moyen";;"";
"2019-07-19-EGMP-SEN-009";"2019-07-19_EGMP_093_427492";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation | Ressource/Environnement";
"2019-07-19-EGMP-SEN-010";"2019-07-19_EGMP_093_427498";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation";"Peu de crevettes"
"2019-07-19-EGMP-SEN-011";"2019-07-19_EGMP_093_427504";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation | Ressource/Environnement";"En famille, découvre la pêche pour la première fois, en demande  d'infos..."
"2019-07-19-EGMP-SEN-012";"2019-07-19_EGMP_093_427510";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation";"N'avaient pas connaissance de la nouvelle réglementation concernant la quantité des crevettes autorisées."
"2019-07-19-EGMP-SEN-013";"2019-07-19_EGMP_093_427516";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation";"Vacanciers en demande d'infos sur la réglementation dans le département"
"2019-07-19-EGMP-SEN-014";"2019-07-19_EGMP_093_427522";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation | Ressource/Environnement";"Famille qui découvre la pêche, peu outillée et pas vraiment bien équipée (petites chaussures..) mais en demande d'infos. Peu de la marée, donc restent au bord "
"2019-07-19-EGMP-SEN-015";"2019-07-19_EGMP_093_427528";;;;;;;;;;;;;;;;;;;"Bon";;"Ressource/Environnement | Conflits d'usage";"Habitués viennent régulièrement pour les vacances"
"2019-07-19-EGMP-SEN-016";"2019-07-19_EGMP_093_427534";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation | Ressource/Environnement";"Infos sur la nouvelle réglementation, habitué que l'on voit régulièrement sur site"
"2019-07-19-EGMP-SEN-017";"2019-07-19_EGMP_093_427540";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation | Ressource/Environnement";
"2019-07-19-EGMP-SEN-018";"2019-07-19_EGMP_093_427546";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation | Ressource/Environnement";
"2019-07-19-EGMP-SEN-020";"2019-07-19_EGMP_093_427553";;;;;;;;;;;;;;;;;;;"Bon";;"Ressource/Environnement";"Infos nv reglementation - Habitués pêchent au bout des palles"
"2019-07-19-EGMP-SEN-021";"2019-07-19_EGMP_093_427559";;;;;;;;;;;;;;;;;;;"Moyen";;"Ressource/Environnement";
"2019-07-19-EGMP-SEN-022";"2019-07-19_EGMP_093_427565";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation | Ressource/Environnement | Sécurité";"Infos horaires de marées - stress avec les enfants!"
"2019-07-19-EGMP-SEN-023";"2019-07-19_EGMP_093_427571";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation | Ressource/Environnement";
"2019-07-19-EGMP-SEN-024";"2019-07-19_EGMP_093_427577";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation | Ressource/Environnement";"En demande d'infos, débutant"
"2019-07-19-EGMP-SEN-025";"2019-07-19_EGMP_093_427585";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation";"Infos nouvelle réglementation et crevettes non maillées"
"2019-07-19-EGMP-SEN-026";"2019-07-19_EGMP_093_427591";;;;;;;;;;;;;;;;;;;"Bon";;"Ressource/Environnement";"Habitués, crevettes de petites tailles...faible quantité"
"2019-07-19-EGMP-SEN-027";"2019-07-19_EGMP_093_427597";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation";"Réside au camping de l'Ile Madame pour les vacances "
"2019-08-03-EGMP-SEN-115";"2019-08-03_EGMP_110_427631";;;;;;;;;;;;;;;;;;;"Bon";;"Ressource/Environnement";
"2019-09-28-EGMP-SEN-128";"2019-09-28_EGMP_087_427614";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation";"Si un parc est abandonné on peut pêcher dedans"
"2019-09-28-EGMP-SEN-130";"2019-09-28_EGMP_087_427625";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-09-28-EGMP-SEN-131";"2019-09-28_EGMP_087_427733";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-08-03-EGMP-SEN-117";"2019-08-03_EGMP_110_427637";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation | Ressource/Environnement | Sécurité";"Peu équipés, sont en tongs sur les rochers!! Ils dégustent sur place!"
"2019-08-03-EGMP-SEN-118";"2019-08-03_EGMP_110_427643";;;;;;;;;;;;;;;;;;;"Bon";;"Ressource/Environnement";"Habitués, respect de la maille"
"2019-08-03-EGMP-SEN-119";"2019-08-03_EGMP_110_427649";;;;;;;;;;;;;;;;;;;"Moyen";;"Réglementation | Ressource/Environnement";"Plus de 50 individus pêchés!"
"2019-08-03-EGMP-SEN-120";"2019-08-03_EGMP_110_427655";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation | Ressource/Environnement";"infos sur la nouvelle réglementation"
"2019-08-03-EGMP-SEN-121";"2019-08-03_EGMP_110_427661";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation";"Infos sur les outils utlisés, utilisation  marteau + burin"
"2019-08-03-EGMP-SEN-122";"2019-08-03_EGMP_110_427667";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation";"Limite au niveau de la quantité pêchée!"
"2019-08-03-EGMP-SEN-123";"2019-08-03_EGMP_110_427673";;;;;;;;;;;;;;;;;;;"Bon";;"Ressource/Environnement | Conflits d'usage";"Sont en début de pêche, les affaires maritimes leur auraient dit que les gisements de moules sont réservés aux ostréiculteurs d'Oléron!"
"2019-08-03-EGMP-SEN-124";"2019-08-03_EGMP_110_427679";;;;;;;;;;;;;;;;;;;"Bon";;"Conflits d'usage";"Remarque: ""pillage des gisements de moules par les professionnels""..."
"2019-08-03-EGMP-SEN-125";"2019-08-03_EGMP_110_427685";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation";"crevettes non maillées.."
"2019-08-03-EGMP-SEN-126";"2019-08-03_EGMP_110_427691";;;;;;;;;;;;;;;;;;;"Mauvais";;"Réglementation";"Habitante de l'île , déjà sensibilisée mais pas de respect de la maille des crevettes, mauvais accueil"
"2019-08-03-EGMP-SEN-127";"2019-08-03_EGMP_110_427697";;;;;;;;;;;;;;;;;;;"Mauvais";;"Réglementation";
"2019-08-03-EGMP-SEN-128";"2019-08-03_EGMP_110_427703";;;;;;;;;;;;;;;;;;;"Moyen";;"Ressource/Environnement | Conflits d'usage";"Habitant de l'île, viennent régulièrement pêcher la crevette, Ils se disent respecter la réglementation mais impossible de vérifier leur panier, ils ont de l'eau à la taille et nous ne pouvons approcher.
"
"2019-08-03-EGMP-SEN-129";"2019-08-03_EGMP_110_427709";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation | Ressource/Environnement";"Ne prenne pas les femelles avec oeufs, relâche les petites etrilles"
"2019-08-03-EGMP-SEN-130";"2019-08-03_EGMP_110_427715";;;;;;;;;;;;;;;;;;;"Bon";;"Ressource/Environnement";"Habitué, environ 200gr de crevettes"
"2019-08-03-EGMP-SEN-131";"2019-08-03_EGMP_110_427721";;;;;;;;;;;;;;;;;;;"Bon";;"Ressource/Environnement";"Habitué"
"2019-08-03-EGMP-SEN-132";"2019-08-03_EGMP_110_427727";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation";"respect de la ressource relachent les petites"
"2019-08-03-EGMP-SEN-133";"2019-08-03_EGMP_110_427734";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation";"Plus de 6kg de moules"
"2019-08-03-EGMP-SEN-134";"2019-08-03_EGMP_110_427741";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation";"12 kg d'huîtres à 2 + 4kg de moules dans un seau et continuaient à pêcher..."
"2019-09-28-EGMP-SEN-132";"2019-09-28_EGMP_087_427751";;;;"Non renseigné";;;;;;;;;;;;;;;"Bon";;"Réglementation | Ressource/Environnement";
"2019-08-03-EGMP-SEN-135";"2019-08-03_EGMP_110_427752";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation | Ressource/Environnement";"Habitué  viennent sur site régulièrement"
"2019-08-03-EGMP-SEN-136";"2019-08-03_EGMP_110_427761";;;;;;;;;;;;;;;;;;;"Moyen";;"Ressource/Environnement";"Pas très bon accueil , pas voulu être sensibilisé, pas le temps"
"2019-09-28-EGMP-SEN-133";"2019-09-28_EGMP_087_427779";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-08-03-EGMP-SEN-137";"2019-08-03_EGMP_110_427769";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation | Ressource/Environnement";"Habitués connaissent bien la réglementation"
"2019-08-03-EGMP-SEN-138";"2019-08-03_EGMP_110_427775";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation | Ressource/Environnement";"Habitant de l'île"
"2019-09-28-EGMP-SEN-134";"2019-09-28_EGMP_087_427788";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation | Conflits d'usage";"Pêcheurs sensibilisés qui regrettent de ne pas avoir d'infos plus précise sur le site. Incompréhension de voir autant de monde dans les concessions, dans le doute ils n'ont rien pêché..."
"2019-08-03-EGMP-SEN-139";"2019-08-03_EGMP_110_427787";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Réglementation | Ressource/Environnement";"En demande d'infos sur la réglementation, découverte "
"2019-09-28-EGMP-SEN-135";"2019-09-28_EGMP_087_427798";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-09-28-EGMP-SEN-136";"2019-09-28_EGMP_087_427804";;;;;;;;;;;;;;;;;;;"Bon";;"Ressource/Environnement | Conflits d'usage";"A part dans les concessions on trouve rien..."
"2019-09-28-EGMP-SEN-137";"2019-09-28_EGMP_087_427810";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation | Conflits d'usage";"Surpris de voir autant de monde partout et surtout dans les concessions, ne comprennent pas le partage des espaces"
"2019-09-28-EGMP-SEN-139";"2019-09-28_EGMP_087_427824";;;;;;;;;;;;;;;;;;;"Bon";;"Conflits d'usage";"Un parc sans poches on a le droit d'y venir..."
"2019-09-28-EGMP-SEN-140";"2019-09-28_EGMP_087_427830";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-09-28-EGMP-SEN-141";"2019-09-28_EGMP_087_427836";;;;;;;;;;;;;;;;;;;"Mauvais";;"";"Refus du tri. On aura bientôt plus le droit de rien faire !"
"2019-09-28-EGMP-SEN-142";"2019-09-28_EGMP_087_427842";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-09-28-EGMP-SEN-143";"2019-09-28_EGMP_087_427848";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation";"Habitués à pêcher, le site de Fouras est très mal renseigné, quand on y connait rien et que l'on voit tant de monde dans les concessions, on pense que c'est autorisé"
"2019-09-28-EGMP-SEN-144";"2019-09-28_EGMP_087_427854";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-09-28-EGMP-SEN-145";"2019-09-28_EGMP_087_427860";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation";"Zone après le fort Enet, autorisée ou pas ???"
"2019-09-28-EGMP-SEN-146";"2019-09-28_EGMP_087_427866";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-09-28-EGMP-SEN-147";"2019-09-28_EGMP_087_427872";;;;;;;;;;;;;;;;;;;"Bon";;"";"Trop de monde ici on ne reviendra pas !"
"2019-09-28-EGMP-SEN-148";"2019-09-28_EGMP_087_427878";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation | Conflits d'usage";"Pas facile de tout comprendre sur cette zone de pêche..."
"2019-08-16-EGMP-SEN-024";"2019-08-16_EGMP_093_427885";;;;"en séjour sur une commune";"PORT DES BARQUES";;;;;;;;;;;;;;"Bon";;"";
"2019-08-16-EGMP-SEN-026";"2019-08-16_EGMP_093_427891";;;;"Non renseigné";;;;;;;;;;;;;;;"Bon";;"Ressource/Environnement";"Nous venons pour la première fois ici, que peux t-on trouver ?"
"2019-08-16-EGMP-SEN-027";"2019-08-16_EGMP_093_427898";;;;;;;;;;;;;;;;;;;"Bon";;"Ressource/Environnement";
"2019-08-16-EGMP-SEN-028";"2019-08-16_EGMP_093_427904";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation | Ressource/Environnement | Sécurité";"Nous sommes débutant en pêche à pieds et ne voulons pas faire n'importe quoi"
"2019-08-16-EGMP-SEN-029";"2019-08-16_EGMP_093_427910";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation";""
"2019-08-16-EGMP-SEN-030";"2019-08-16_EGMP_093_427916";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation | Ressource/Environnement | Conflits d'usage | Etat sanitaire | Sécurité";"Une famille très demandeuse d'infos, un milieu et une pratique qu'ils ne connaissent pas du tout."
"2019-08-16-EGMP-SEN-031";"2019-08-16_EGMP_093_427922";;;;;;;;;;;;;;;;;;;"Refus";;"";
"2019-09-01-GONB-SEN-048";"2019-09-01_GONB_09B_427929";;;;;;;;;;;;;;;;;;;"Bon";;"Ressource/Environnement";"étaient contents d'avoir trouvé de petits ormeaux (qu'ils n'ont évidemment pas prélevés)"
"2019-08-16-EGMP-SEN-032";"2019-08-16_EGMP_093_427933";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-09-01-GONB-SEN-050";"2019-09-01_GONB_09B_427941";;"50 - Manche";;;;;;;;;;;;;;;;;"Bon";;"";
"2019-08-16-EGMP-SEN-033";"2019-08-16_EGMP_093_427942";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-09-01-GONB-SEN-051";"2019-09-01_GONB_09B_427950";;;;;;;;;;;;;;;;;;;"Bon";;"Ressource/Environnement";"content de voir des petits ormeaux"
"2019-08-16-EGMP-SEN-034";"2019-08-16_EGMP_093_427955";;;;;;;;;;;;;;;;;;;"Bon";;"Ressource/Environnement";"Encouragements quant à nos actions, il faut continuer !"
"2019-08-16-EGMP-SEN-035";"2019-08-16_EGMP_093_427965";;;;;;;;;;;;;;;;;;;"Bon";;"Ressource/Environnement";"On ne trouve plus rien les palourdes sont trop petites et les huîtres on les mange sur le rocher !"
"2019-09-01-GONB-SEN-052";"2019-09-01_GONB_09B_427966";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation";"obligation d'avoir une pige"
"2019-08-16-EGMP-SEN-036";"2019-08-16_EGMP_093_427977";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-09-01-GONB-SEN-053";"2019-09-01_GONB_09B_427978";;;;;;;;;;;;;;;;;;;"Bon";;"Ressource/Environnement";"remettre les rochers à leur place"
"2019-08-16-EGMP-SEN-037";"2019-08-16_EGMP_093_427987";;;;;;;;;;;;;;;;;;;"Moyen";;"";"Evoque le comportement de certains pêcheurs"
"2019-09-01-GONB-SEN-054";"2019-09-01_GONB_09B_427993";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-08-16-EGMP-SEN-038";"2019-08-16_EGMP_093_427997";;;;;;;;;;;;;;;;;;;"Bon";;"Ressource/Environnement";"Vu la taille réglementaire on va pas en manger beaucoup !"
"2019-09-01-GONB-SEN-055";"2019-09-01_GONB_09B_428007";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation";"retournement des rochers"
"2019-08-16-EGMP-SEN-039";"2019-08-16_EGMP_093_428010";;;;;;;;;;;;;;;;;;;"Bon";;"";"Très intéressant de pouvoir discuter avec quelqu'un et d'avoir des réponses à nos interrogations."
"2019-09-01-GONB-SEN-056";"2019-09-01_GONB_09B_428019";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation";"retournement des pierres"
"2019-08-16-EGMP-SEN-040";"2019-08-16_EGMP_093_428020";;;;;;;;;;;;;;;;;;;"Bon";;"";"Très bonne connaissance de la réglementation"
"2019-08-16-EGMP-SEN-041";"2019-08-16_EGMP_093_428031";;;;;;;;;;;;;;;;;;;"Bon";;"Ressource/Environnement";"On ne trouve plus que des faux bigorneaux !!"
"2019-09-01-GONB-SEN-057";"2019-09-01_GONB_09B_428032";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-09-01-GONB-SEN-058";"2019-09-01_GONB_09B_428043";;;;;;;;;;;;;;;;;;;"Refus";;"";
"2019-08-16-EGMP-SEN-042";"2019-08-16_EGMP_093_428044";;;;;;;;;;;;;;;;;;;"Bon";;"Ressource/Environnement";"Ah bon ce ne sont pas de vrais bigorneaux ???"
"2019-09-01-GONB-SEN-059";"2019-09-01_GONB_09B_428049";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-08-16-EGMP-SEN-043";"2019-08-16_EGMP_093_428058";;;;;;;;;;;;;;;;;;;"Bon";;"Ressource/Environnement";"Nous pêchons ici depuis plus de 40 ans et on trouve plus rien !"
"2019-09-01-GONB-SEN-060";"2019-09-01_GONB_09B_428061";;;;;;;;;;;;;;;;;;;"Refus";;"";
"2019-09-01-GONB-SEN-061";"2019-09-01_GONB_09B_428067";;;;;;;;;;;;;;;;;;;"Bon";;"Ressource/Environnement";"ont vu de petits ormeaux"
"2019-08-16-EGMP-SEN-044";"2019-08-16_EGMP_093_428070";;;;;;;;;;;;;;;;;;;"Bon";;"";"Ne connaissant pas le milieu on a mangé quelques huîtres sur le  mais on ne veut pas faire n'importe quoi."
"2019-08-16-EGMP-SEN-045";"2019-08-16_EGMP_093_428082";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation | Ressource/Environnement | Etat sanitaire | Sécurité";"Très bon accueil des ces personnes qui ont été très curieuses et demandeuses d'infos sur la bonne pratique !"
"2019-09-01-GONB-SEN-062";"2019-09-01_GONB_09B_428080";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation";"retournement des pierres"
"2019-09-01-GONB-SEN-063";"2019-09-01_GONB_09B_428090";;;;;;;;;;;;;;;;;;;"Bon";;"Ressource/Environnement";"peu de crustacés"
"2019-09-16-GONB-SEN-003";"2019-09-16_GONB_08I_428098";;;;;;;;;;;;;;;;;;;"Bon";;"";"remet à l'eau quand peu de crustacés... ramassés
a déjà une réglette de l'an passé, mais l'avait oublié ce jour"
"2019-09-16-GONB-SEN-005";"2019-09-16_GONB_08I_428104";;;;;;;;;;;;;;;;;;;"Bon";;"";"Pourquoi les professionnels peuvent pêcher des tailles plus petites ?
Ne connait pas les périodes des huitres"
"2019-09-16-GONB-SEN-006";"2019-09-16_GONB_08I_428110";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-09-16-GONB-SEN-007";"2019-09-16_GONB_08I_428116";;;;;;;;;;;;;;;;;;;"Moyen";;"Réglementation";"du moment qu'un organisme n'est pas pour contrôler le règlement : restriction de liberté !
Question sur la tille réglementaire. Ne connaissent pas la période des huitres
La femme s'essaie à la fourchette"
"2019-09-16-GONB-SEN-008";"2019-09-16_GONB_08I_428122";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation";"retournement des pierres"
"2019-09-16-GONB-SEN-009";"2019-09-16_GONB_08I_428128";;;;;;;;;;;;;;;;;;;"Moyen";;"";
"2019-10-29-GONB-SEN-038";"2019-10-29_GONB_09B_428184";;;;;;;;;;;;;;;;;;;"Moyen";;"";
"2019-10-29-GONB-SEN-040";"2019-10-29_GONB_09B_428190";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-10-29-GONB-SEN-041";"2019-10-29_GONB_09B_428196";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-10-29-GONB-SEN-042";"2019-10-29_GONB_09B_428202";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-10-29-GONB-SEN-043";"2019-10-29_GONB_09B_428208";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-10-29-GONB-SEN-044";"2019-10-29_GONB_09B_428214";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-10-29-GONB-SEN-045";"2019-10-29_GONB_09B_428220";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-10-29-GONB-SEN-046";"2019-10-29_GONB_09B_428226";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-10-29-GONB-SEN-047";"2019-10-29_GONB_09B_428232";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-10-29-GONB-SEN-048";"2019-10-29_GONB_09B_428238";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-09-02-EGMP-SEN-135";"2019-09-02_EGMP_087_428245";;;;;;;;;;;;;;;;;;;"Bon";;"Ressource/Environnement";"relache  les petites palourdes, pêche à proximité des parcs"
"2019-09-02-EGMP-SEN-138";"2019-09-02_EGMP_087_428252";;;;;;;;;;;;;;;;;;;"Bon";;"Ressource/Environnement | Conflits d'usage";"Après examen du panier relâche les petites palourdes"
"2019-09-02-EGMP-SEN-139";"2019-09-02_EGMP_087_428258";;;;;;;;;;;;;;;;;;;"Bon";;"Ressource/Environnement | Conflits d'usage";"Pêche au milieu des parcs!!!"
"2019-09-02-EGMP-SEN-140";"2019-09-02_EGMP_087_428264";;;;;;;;;;;;;;;;;;;"Bon";;"Ressource/Environnement | Conflits d'usage";"Autorisés par l'ostréiculteur à pêcher dans son parc... problème de cohérence du discours..."
"2019-09-02-EGMP-SEN-142";"2019-09-02_EGMP_087_428271";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation";"Ou pecher des huitres???"
"2019-09-02-EGMP-SEN-143";"2019-09-02_EGMP_087_428277";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation | Ressource/Environnement";"Ont été sensibilisés au bureau d'accueil de l'OT (réglettes + dépliant)"
"2019-09-02-EGMP-SEN-144";"2019-09-02_EGMP_087_428283";;;;;;;;;;;;;;;;;;;"Bon";;"Conflits d'usage";
"2019-09-02-EGMP-SEN-145";"2019-09-02_EGMP_087_428289";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation | Conflits d'usage";"La plupart des palourdes non maillées"
"2019-09-02-EGMP-SEN-146";"2019-09-02_EGMP_087_428295";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation | Conflits d'usage";"a été sensibilisé à l'office de tourisme"
"2019-09-02-EGMP-SEN-147";"2019-09-02_EGMP_087_428301";;;;;;;;;;;;;;;;;;;"Bon";;"Ressource/Environnement | Conflits d'usage";"Utilisation marteau/burin (non conforme) mais démanchoire conforme"
"2019-09-02-EGMP-SEN-148";"2019-09-02_EGMP_087_428307";;;;;;;;;;;;;;;;;;;"Bon";;"Ressource/Environnement";"Pesée du panier à 4kg"
"2019-09-02-EGMP-SEN-149";"2019-09-02_EGMP_087_428313";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation | Ressource/Environnement | Conflits d'usage";"Marteau de marée"
"2019-09-02-EGMP-SEN-150";"2019-09-02_EGMP_087_428319";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2019-09-02-EGMP-SEN-151";"2019-09-02_EGMP_087_428325";;;;;;;;;;;;;;;;;;;"Bon";;"Conflits d'usage";"Conflit avec les ostréiculteurs"
"2019-09-02-EGMP-SEN-152";"2019-09-02_EGMP_087_428331";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation";"Pas voulu la pesée mais plus de 15 kg dans les seaux"
"2019-09-02-EGMP-SEN-153";"2019-09-02_EGMP_087_428337";;;;;;;;;;;;;;;;;;;"Bon";;"Conflits d'usage";
"2019-09-02-EGMP-SEN-155";"2019-09-02_EGMP_087_428344";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation";"Pesée des paniers environ 8kg - par contre outils non conformes marteau + burin"
"2019-09-02-EGMP-SEN-156";"2019-09-02_EGMP_087_428351";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation | Ressource/Environnement";"Besoin d'info sur la réglementation! Ou pêcher à fouras? Pêchent les huîtres avec un rateau?!!"
"2019-09-02-EGMP-SEN-157";"2019-09-02_EGMP_087_428357";;;;;;;;;;;;;;;;;;;"Bon";;"Conflits d'usage";"Pêche non maillée, et sont au milieu des parcs..."
