"Libellé Sortie";"Code Enquète";"Heure début récolte";"Temps passé récolte";"Temps total Peche";"Nb pêcheurs récolte";"Panier vide";"Conformité maille";" Conformité quantité";"Tri du panier";"Espece";"Poids récolte";"Nb individus";"Volume récolté";"Type évaluation";"Poids maille";"Nb maille";"Volume maille";"Type évaluation maille";"Taille échantillon"
"2018-06-13-GONB-SEN-008";"2018-06-13_GONB_08A_356505";;60;80;2;"Non";;;;"Coques";;20;;"Mesurée";;20.0;;"Mesurée";100.0
"2018-06-13-GONB-SEN-008";"2018-06-13_GONB_08A_356505";;60;80;2;"Non";;;;"Palourdes croisées";;35;;"Mesurée";;35.0;;"Mesurée";100.0
"2018-06-13-GONB-SEN-009";"2018-06-13_GONB_08A_356513";;30;150;1;"Non";;;;"Coques";;1;;"Mesurée";;1.0;;"Mesurée";100.0
"2018-06-13-GONB-SEN-010";"2018-06-13_GONB_08A_356519";;120;200;;"Non";;;;"Palourdes croisées";;50;;"Estimée";;50.0;;"Estimée";100.0
"2018-06-13-GONB-SEN-010";"2018-06-13_GONB_08A_356519";;120;200;;"Non";;;;"Coques";;10;;"Estimée";;10.0;;"Estimée";100.0
"2018-06-13-GONB-SEN-011";"2018-06-13_GONB_08A_356526";;10;;1;"Non";;;;"Coques";;6;;"Mesurée";;6.0;;"Mesurée";100.0
"2018-06-13-GONB-SEN-011";"2018-06-13_GONB_08A_356526";;10;;1;"Non";;;;"Palourdes croisées";;14;;"Mesurée";;14.0;;"Mesurée";100.0
"2018-06-13-GONB-SEN-012";"2018-06-13_GONB_08A_356533";;15;45;1;"Non";;;;"Bigorneaux";;10;;"Mesurée";;10.0;;"Mesurée";100.0
"2018-06-13-GONB-SEN-013";"2018-06-13_GONB_08A_356539";;75;75;2;"Non";;;;"Moules";1000.0;;;"Estimée";1000.0;;;"Estimée";100.0
"2018-06-13-GONB-SEN-013";"2018-06-13_GONB_08A_356539";;75;75;2;"Non";;;;"Coques";;15;;"Mesurée";;15.0;;"Mesurée";100.0
"2018-06-13-GONB-SEN-014";"2018-06-13_GONB_08A_356547";;45;165;1;"Non";;;;"Palourde bleue";;5;;"Mesurée";;0.0;;"Mesurée";100.0
"2018-06-13-GONB-SEN-014";"2018-06-13_GONB_08A_356547";;45;165;1;"Non";;;;"Palourdes croisées";;20;;"Mesurée";;20.0;;"Mesurée";100.0
"2018-06-13-GONB-SEN-015";"2018-06-13_GONB_08A_356554";;45;;;;;;;"Palourdes croisées";;;;"Non renseignée";;;;"Non renseignée";
"2018-04-01-EGMP-SEN-001";"2018-04-01_EGMP_129_356753";;;;;"Non renseigné";;;
"2018-04-01-EGMP-SEN-003";"2018-04-01_EGMP_129_356759";;;;;"Non";"Conformité > 90%";;
"2018-04-01-EGMP-SEN-003";"2018-04-01_EGMP_129_356766";;;;;"Non";"Conformité > 90%";;
"2018-04-01-EGMP-SEN-005";"2018-04-01_EGMP_129_356772";;;;;"Oui";;;
"2018-04-01-EGMP-SEN-006";"2018-04-01_EGMP_129_356780";;;;;"Non";"Conformité > 90%";;
"2018-04-16-EGMP-SEN-004";"2018-04-16_EGMP_116_356786";;;;;"Oui";;;
"2018-04-16-EGMP-SEN-006";"2018-04-16_EGMP_116_356792";;;;;"Oui";;;
"2018-04-16-EGMP-SEN-007";"2018-04-16_EGMP_116_356798";;;;;"Oui";;;
"2018-04-16-EGMP-SEN-008";"2018-04-16_EGMP_116_356804";;;;;"Oui";;;
"2018-04-16-EGMP-SEN-009";"2018-04-16_EGMP_116_356810";;;;;"Non";"Conformité > 90%";;
"2018-04-16-EGMP-SEN-010";"2018-04-16_EGMP_116_356816";;;;;"Oui";;;
"2018-04-16-EGMP-SEN-011";"2018-04-16_EGMP_116_356822";;;;;"Non";"Conformité > 90%";;
"2018-04-16-EGMP-SEN-012";"2018-04-16_EGMP_116_356828";;;;;"Oui";;;
"2018-04-16-EGMP-SEN-013";"2018-04-16_EGMP_116_356834";;;;;"Oui";;;
"2018-04-16-EGMP-SEN-014";"2018-04-16_EGMP_116_356840";;;;;"Non";"Conformité > 90%";;
"2018-04-16-EGMP-SEN-041";"2018-04-16_EGMP_116_356847";;;;;"Non";"Conformité > 90%";;
"2018-04-16-EGMP-SEN-041";"2018-04-16_EGMP_116_356853";;;;;"Oui";;;
"2018-04-16-EGMP-SEN-041";"2018-04-16_EGMP_116_356859";;;;;"Non";"Conformité > 90%";;
"2018-04-16-EGMP-SEN-041";"2018-04-16_EGMP_116_356865";;;;;"Non";"Conformité > 90%";;
"2018-04-16-EGMP-SEN-041";"2018-04-16_EGMP_116_356871";;;;;"Non";"Conformité > 90%";;
"2018-04-16-EGMP-SEN-041";"2018-04-16_EGMP_116_356877";;;;;"Non";"Conformité entre 50% et 90%";;
"2018-05-23-BERR-SEN-001";"2018-05-23_BERR_03_356942";"14:41";60;70;2;"Non";;;;"Palourde croisée japonaise";300.0;45;;"Estimée";230.0;35.0;;"Estimée";15.0
"2018-05-23-BERR-SEN-003";"2018-05-23_BERR_02_356951";"15:15";60;60;4;"Non";;;;"Palourde croisée japonaise";5000.0;;;"Estimée";5000.0;;;"Estimée";
"2018-05-23-BERR-SEN-004";"2018-05-23_BERR_02_356963";"15:25";120;180;2;"Non";;;;"Palourde croisée japonaise";3000.0;;;"Estimée";2700.0;;;"Estimée";1500.0
"2018-05-23-BERR-SEN-005";"2018-05-23_BERR_02_356971";"15:25";120;150;4;"Non";;;;"Palourde croisée japonaise";800.0;110;;"Mesurée";800.0;110.0;;"Mesurée";
"2018-05-23-BERR-SEN-006";"2018-05-23_BERR_02_356981";"16:40";45;45;2;"Non";;;;"Palourde croisée japonaise";3000.0;;;"Estimée";2550.0;;;"Estimée";
"2018-05-24-BERR-SEN-001";"2018-05-24_BERR_01_356989";"10:00";120;120;2;"Non";;;;"Palourde croisée japonaise";4000.0;;;"Estimée";4000.0;;;"Estimée";
"2018-05-24-BERR-SEN-003";"2018-05-24_BERR_01_356998";"10:35";60;90;1;"Non";;;;"Palourde croisée japonaise";1500.0;;;"Estimée";1500.0;;;"Estimée";
"2018-05-24-BERR-SEN-004";"2018-05-24_BERR_01_357005";"10:15";90;90;1;"Non";;;;"Palourde croisée japonaise";2000.0;;;"Estimée";;;;"Non renseignée";
"2018-05-23-BERR-SEN-007";"2018-05-23_BERR_03_357012";"14:30";80;110;6;"Non";;;;"Coques";;5;;"Estimée";;5.0;;"Estimée";
"2018-05-23-BERR-SEN-007";"2018-05-23_BERR_03_357012";"14:30";80;110;6;"Non";;;;"Palourde croisée japonaise";10000.0;;;"Estimée";8000.0;;;"Estimée";
"2018-06-26-BERR-SEN-001";"2018-06-26_BERR_03_357028";"09:45";94;105;1;"Non";;;;"Palourde croisée japonaise";1450.0;;;"Mesurée";1450.0;;;"Estimée";73.0
"2018-06-26-BERR-SEN-003";"2018-06-26_BERR_03_357041";"10:00";80;80;3;"Non";;;;"Palourde croisée japonaise";3200.0;;;"Mesurée";3200.0;;;"Estimée";
"2018-07-02-BERR-SEN-001";"2018-07-02_BERR_01_357076";"10:15";90;90;1;"Non";;;;"Palourde croisée japonaise";200.0;;;"Mesurée";200.0;;;"Estimée";
"2018-07-02-BERR-SEN-003";"2018-07-02_BERR_02_357091";"09:00";170;180;2;"Non";;;;"Palourde croisée japonaise";5020.0;;;"Mesurée";;;;"Non renseignée";
"2018-06-29-GONB-SEN-001";"2018-06-29_GONB_01A_357103";;;;2;"Non";;;
"2018-05-14-EGMP-SEN-001";"2018-05-14_EGMP_148_357135";;;;;"Non renseigné";;;
"2018-05-14-EGMP-SEN-013";"2018-05-14_EGMP_148_357141";;;;;"Non renseigné";;;
"2018-05-14-EGMP-SEN-013";"2018-05-14_EGMP_148_357147";;;;;"Non";"Conformité > 90%";;
"2018-05-14-EGMP-SEN-013";"2018-05-14_EGMP_148_357153";;;;;"Non";"Conformité > 90%";;
"2018-05-14-EGMP-SEN-013";"2018-05-14_EGMP_148_357159";;;;;"Non";"Conformité > 90%";;
"2018-05-14-EGMP-SEN-013";"2018-05-14_EGMP_148_357165";;;;;"Non";"Conformité > 90%";;
"2018-05-14-EGMP-SEN-013";"2018-05-14_EGMP_148_357171";;;;;"Non";"Conformité entre 50% et 90%";;
"2018-05-14-EGMP-SEN-013";"2018-05-14_EGMP_148_357177";;;;;"Non";"Conformité > 90%";;
"2018-05-14-EGMP-SEN-013";"2018-05-14_EGMP_148_357183";;;;;"Oui";;;
"2018-05-14-EGMP-SEN-013";"2018-05-14_EGMP_148_357189";;;;;"Non renseigné";;;
"2018-05-14-EGMP-SEN-013";"2018-05-14_EGMP_148_357195";;;;;"Non renseigné";;;
"2018-05-14-EGMP-SEN-013";"2018-05-14_EGMP_148_357201";;;;;"Non";"Conformité entre 50% et 90%";;
"2018-05-15-EGMP-SEN-001";"2018-05-15_EGMP_137_357207";;;;;"Non";"Conformité > 90%";;
"2018-05-15-EGMP-SEN-030";"2018-05-15_EGMP_137_357213";;;;;"Non";"Conformité entre 50% et 90%";;
"2018-05-15-EGMP-SEN-030";"2018-05-15_EGMP_137_357219";;;;;"Non";"Conformité > 90%";;
"2018-05-15-EGMP-SEN-030";"2018-05-15_EGMP_137_357225";;;;;"Non";"Conformité > 90%";;
"2018-05-15-EGMP-SEN-030";"2018-05-15_EGMP_137_357231";;;;;"Non renseigné";;;
"2018-05-15-EGMP-SEN-030";"2018-05-15_EGMP_137_357237";;;;;"Non";"Conformité entre 50% et 90%";;
"2018-05-15-EGMP-SEN-030";"2018-05-15_EGMP_137_357243";;;;;"Non";"Conformité > 90%";;
"2018-05-15-EGMP-SEN-030";"2018-05-15_EGMP_137_357250";;;;;"Non";"Conformité entre 50% et 90%";;
"2018-05-15-EGMP-SEN-030";"2018-05-15_EGMP_137_357256";;;;;"Non";"Conformité < 50%";;
"2018-05-15-EGMP-SEN-030";"2018-05-15_EGMP_137_357262";;;;;"Non";"Conformité entre 50% et 90%";;
"2018-05-15-EGMP-SEN-030";"2018-05-15_EGMP_137_357269";;;;;"Non";"Conformité > 90%";;
"2018-05-15-EGMP-SEN-030";"2018-05-15_EGMP_137_357280";;;;;"Non";"Conformité < 50%";;
"2018-05-15-EGMP-SEN-030";"2018-05-15_EGMP_137_357287";;;;;"Non";"Conformité < 50%";;
"2018-05-16-EGMP-SEN-011";"2018-05-16_EGMP_121_357298";;;;;"Non renseigné";;;
"2018-05-16-EGMP-SEN-060";"2018-05-16_EGMP_121_357304";;;;;"Non";"Conformité > 90%";;
"2018-05-16-EGMP-SEN-060";"2018-05-16_EGMP_121_357310";;;;;"Non renseigné";;;
"2018-05-16-EGMP-SEN-060";"2018-05-16_EGMP_121_357316";;;;;"Non";"Conformité > 90%";;
"2018-05-16-EGMP-SEN-060";"2018-05-16_EGMP_121_357322";;;;;"Non";"Conformité > 90%";;
"2018-05-16-EGMP-SEN-060";"2018-05-16_EGMP_121_357328";;;;;"Non renseigné";;;
"2018-05-16-EGMP-SEN-060";"2018-05-16_EGMP_121_357334";;;;;"Non";"Conformité > 90%";;
"2018-05-16-EGMP-SEN-060";"2018-05-16_EGMP_121_357340";;;;;"Non";"Conformité > 90%";;
"2018-05-16-EGMP-SEN-060";"2018-05-16_EGMP_121_357346";;;;;"Non";"Conformité > 90%";;
"2018-05-16-EGMP-SEN-020";"2018-05-16_EGMP_121_357352";;;;;"Oui";;;
"2018-05-16-EGMP-SEN-060";"2018-05-16_EGMP_121_357358";;;;;"Non";"Conformité > 90%";;
"2018-05-16-EGMP-SEN-060";"2018-05-16_EGMP_121_357364";;;;;"Non";"Conformité > 90%";;
"2018-05-16-EGMP-SEN-060";"2018-05-16_EGMP_121_357370";;;;;"Non";"Conformité > 90%";;
"2018-05-16-EGMP-SEN-060";"2018-05-16_EGMP_121_357376";;;;;"Non";"Conformité > 90%";;
"2018-05-16-EGMP-SEN-060";"2018-05-16_EGMP_121_357384";;;;;"Non";"Conformité > 90%";;
"2018-05-16-EGMP-SEN-060";"2018-05-16_EGMP_121_357392";;;;;"Non";"Conformité > 90%";;
"2018-05-16-EGMP-SEN-060";"2018-05-16_EGMP_121_357398";;;;;"Non";"Conformité > 90%";;
"2018-05-16-EGMP-SEN-028";"2018-05-16_EGMP_116_357404";;;;;"Non";"Conformité > 90%";;
"2018-05-16-EGMP-SEN-060";"2018-05-16_EGMP_116_357410";;;;;"Non";"Conformité > 90%";;
"2018-05-16-EGMP-SEN-060";"2018-05-16_EGMP_116_357416";;;;;"Non";"Conformité > 90%";;
"2018-05-16-EGMP-SEN-060";"2018-05-16_EGMP_116_357422";;;;;"Non";"Conformité entre 50% et 90%";;
"2018-05-16-EGMP-SEN-060";"2018-05-16_EGMP_116_357428";;;;;"Non";"Conformité > 90%";;
"2018-05-16-EGMP-SEN-060";"2018-05-16_EGMP_116_357434";;;;;"Non";"Conformité entre 50% et 90%";;
"2018-05-16-EGMP-SEN-060";"2018-05-16_EGMP_116_357440";;;;;"Non";"Conformité > 90%";;
"2018-05-16-EGMP-SEN-060";"2018-05-16_EGMP_116_357447";;;;;"Non";"Conformité > 90%";;
"2018-05-16-EGMP-SEN-060";"2018-05-16_EGMP_116_357478";;;;;"Non";"Conformité > 90%";;
"2018-05-16-EGMP-SEN-060";"2018-05-16_EGMP_116_357484";;;;;"Non";"Conformité > 90%";;
"2018-05-16-EGMP-SEN-060";"2018-05-16_EGMP_116_357490";;;;;"Non";"Conformité > 90%";;
"2018-05-16-EGMP-SEN-060";"2018-05-16_EGMP_116_357496";;;;;"Non";"Conformité > 90%";;
"2018-05-16-EGMP-SEN-041";"2018-05-16_EGMP_116_357502";;;;;"Non";"Conformité > 90%";;
"2018-05-16-EGMP-SEN-060";"2018-05-16_EGMP_116_357508";;;;;"Non";"Conformité > 90%";;
"2018-05-16-EGMP-SEN-060";"2018-05-16_EGMP_116_357516";;;;;"Non";"Conformité > 90%";;
"2018-05-16-EGMP-SEN-060";"2018-05-16_EGMP_116_357523";;;;;"Non";"Conformité > 90%";;
"2018-05-16-EGMP-SEN-060";"2018-05-16_EGMP_116_357530";;;;;"Non";"Conformité > 90%";;
"2018-05-16-EGMP-SEN-060";"2018-05-16_EGMP_116_357537";;;;;"Non";"Conformité > 90%";;
"2018-05-17-EGMP-SEN-011";"2018-05-17_EGMP_129_357547";;;;;"Non renseigné";;;
"2018-05-17-EGMP-SEN-027";"2018-05-17_EGMP_129_357553";;;;;"Non";"Conformité > 90%";;
"2018-05-28-EGMP-SEN-001";"2018-05-28_EGMP_132_357559";;;;;"Non";"Conformité > 90%";;
"2018-05-28-EGMP-SEN-011";"2018-05-28_EGMP_132_357565";;;;;"Non";"Conformité > 90%";;
"2018-05-28-EGMP-SEN-011";"2018-05-28_EGMP_132_357571";;;;;"Non";"Conformité > 90%";;
"2018-05-28-EGMP-SEN-011";"2018-05-28_EGMP_132_357577";;;;;"Oui";;;
"2018-05-28-EGMP-SEN-011";"2018-05-28_EGMP_132_357584";;;;;"Non renseigné";;;
"2018-05-28-EGMP-SEN-011";"2018-05-28_EGMP_132_357590";;;;;"Non";"Conformité > 90%";;
"2018-05-28-EGMP-SEN-011";"2018-05-28_EGMP_132_357596";;;;;"Non";"Conformité entre 50% et 90%";;
"2018-05-28-EGMP-SEN-011";"2018-05-28_EGMP_132_357602";;;;;"Non renseigné";;;
"2018-05-28-EGMP-SEN-011";"2018-05-28_EGMP_132_357609";;;;;"Non";"Conformité > 90%";;
"2018-05-28-EGMP-SEN-011";"2018-05-28_EGMP_132_357615";;;;;"Non";"Conformité > 90%";;
"2018-05-30-EGMP-SEN-005";"2018-05-30_EGMP_140_357622";;;;;"Non";"Conformité entre 50% et 90%";;
"2018-05-30-EGMP-SEN-020";"2018-05-30_EGMP_140_357630";;;;;"Non";"Conformité > 90%";;
"2018-05-30-EGMP-SEN-020";"2018-05-30_EGMP_140_357638";;;;;"Non";"Conformité > 90%";;
"2018-05-30-EGMP-SEN-020";"2018-05-30_EGMP_140_357644";;;;;"Non";"Conformité > 90%";;
"2018-05-30-EGMP-SEN-020";"2018-05-30_EGMP_140_357650";;;;;"Non";"Conformité entre 50% et 90%";;
"2018-05-30-EGMP-SEN-020";"2018-05-30_EGMP_140_357658";;;;;"Non";"Conformité entre 50% et 90%";;
"2018-06-12-EGMP-SEN-001";"2018-06-12_EGMP_102_357668";;;;;"Non";"Conformité entre 50% et 90%";;
"2018-06-12-EGMP-SEN-014";"2018-06-12_EGMP_102_357675";;;;;"Non";"Conformité entre 50% et 90%";;
"2018-06-12-EGMP-SEN-014";"2018-06-12_EGMP_102_357681";;;;;"Non";"Conformité < 50%";;
"2018-06-12-EGMP-SEN-014";"2018-06-12_EGMP_102_357688";;;;;"Non";"Conformité entre 50% et 90%";;
"2018-06-12-EGMP-SEN-014";"2018-06-12_EGMP_102_357694";;;;;"Non";"Conformité < 50%";;
"2018-06-12-EGMP-SEN-014";"2018-06-12_EGMP_102_357701";;;;;"Non";"Conformité < 50%";;
"2018-06-12-EGMP-SEN-014";"2018-06-12_EGMP_102_357707";;;;;"Non";"Conformité < 50%";;
"2018-06-12-EGMP-SEN-014";"2018-06-12_EGMP_102_357713";;;;;"Non";"Conformité entre 50% et 90%";;
"2018-06-12-EGMP-SEN-014";"2018-06-12_EGMP_102_357720";;;;;"Non";"Conformité < 50%";;
"2018-06-12-EGMP-SEN-014";"2018-06-12_EGMP_102_357726";;;;;"Non";"Conformité < 50%";;
"2018-06-12-EGMP-SEN-014";"2018-06-12_EGMP_102_357732";;;;;"Non";"Conformité < 50%";;
"2018-06-13-EGMP-SEN-021";"2018-06-13_EGMP_098_357739";;;;;"Non";"Conformité entre 50% et 90%";;
"2018-06-13-EGMP-SEN-060";"2018-06-13_EGMP_098_357745";;;;;"Non";"Conformité > 90%";;
"2018-06-13-EGMP-SEN-060";"2018-06-13_EGMP_098_357752";;;;;"Non";"Conformité entre 50% et 90%";;
"2018-07-02-BERR-SEN-004";"2018-07-02_BERR_02_357772";"10:00";120;120;3;"Non";;;;"Palourde croisée japonaise";3700.0;;;"Mesurée";3700.0;;;"Estimée";
"2018-06-13-EGMP-SEN-060";"2018-06-13_EGMP_098_357759";;;;;"Non";"Conformité > 90%";;
"2018-06-13-EGMP-SEN-060";"2018-06-13_EGMP_098_357765";;;;;"Non";"Conformité entre 50% et 90%";;
"2018-06-13-EGMP-SEN-060";"2018-06-13_EGMP_098_357771";;;;;"Non";"Conformité entre 50% et 90%";;
"2018-06-13-EGMP-SEN-060";"2018-06-13_EGMP_098_357778";;;;;"Non";"Conformité > 90%";;
"2018-06-13-EGMP-SEN-060";"2018-06-13_EGMP_098_357784";;;;;"Non";"Conformité entre 50% et 90%";;
"2018-06-13-EGMP-SEN-060";"2018-06-13_EGMP_098_357791";;;;;"Non";"Conformité entre 50% et 90%";;
"2018-06-13-EGMP-SEN-060";"2018-06-13_EGMP_098_357797";;;;;"Non";"Conformité entre 50% et 90%";;
"2018-06-14-EGMP-SEN-001";"2018-06-14_EGMP_116_357811";;;;;"Non";"Conformité > 90%";;
"2018-06-14-EGMP-SEN-055";"2018-06-14_EGMP_116_357817";;;;;"Non";"Conformité > 90%";;
"2018-06-14-EGMP-SEN-055";"2018-06-14_EGMP_116_357823";;;;;"Non";"Conformité > 90%";;
"2018-06-14-EGMP-SEN-055";"2018-06-14_EGMP_116_357829";;;;;"Oui";;;
"2018-06-14-EGMP-SEN-055";"2018-06-14_EGMP_116_357835";;;;;"Non";"Conformité > 90%";;
"2018-06-14-EGMP-SEN-055";"2018-06-14_EGMP_116_357841";;;;;"Non";"Conformité > 90%";;
"2018-06-14-EGMP-SEN-055";"2018-06-14_EGMP_116_357847";;;;;"Non";"Conformité > 90%";;
"2018-06-14-EGMP-SEN-055";"2018-06-14_EGMP_116_357854";;;;;"Non";"Conformité > 90%";;
"2018-06-14-EGMP-SEN-055";"2018-06-14_EGMP_116_357860";;;;;"Non";"Conformité > 90%";;
"2018-06-14-EGMP-SEN-055";"2018-06-14_EGMP_116_357866";;;;;"Non";"Conformité > 90%";;
"2018-06-14-EGMP-SEN-012";"2018-06-14_EGMP_116_357872";;;;;"Non";"Conformité > 90%";;
"2018-06-15-EGMP-SEN-001";"2018-06-15_EGMP_148_357878";;;;;"Non";"Conformité < 50%";;
"2018-06-15-EGMP-SEN-037";"2018-06-15_EGMP_148_357884";;;;;"Non";"Conformité entre 50% et 90%";;
"2018-06-15-EGMP-SEN-037";"2018-06-15_EGMP_148_357890";;;;;"Non";"Conformité entre 50% et 90%";;
"2018-06-15-EGMP-SEN-037";"2018-06-15_EGMP_148_357896";;;;;"Non";"Conformité > 90%";;
"2018-06-15-EGMP-SEN-037";"2018-06-15_EGMP_148_357902";;;;;"Non";"Conformité < 50%";;
"2018-06-15-EGMP-SEN-037";"2018-06-15_EGMP_148_357908";;;;;"Non";"Conformité < 50%";;
"2018-06-15-EGMP-SEN-037";"2018-06-15_EGMP_148_357914";;;;;"Non";"Conformité < 50%";;
"2018-06-15-EGMP-SEN-037";"2018-06-15_EGMP_148_357920";;;;;"Oui";;;
"2018-06-15-EGMP-SEN-037";"2018-06-15_EGMP_148_357926";;;;;"Non";"Conformité < 50%";;
