"Libellé Sortie";"Code Enquète";"Heure début récolte";"Temps passé récolte";"Temps total Peche";"Nb pêcheurs récolte";"Panier vide";"Conformité maille";" Conformité quantité";"Tri du panier";"Espece";"Poids récolte";"Nb individus";"Volume récolté";"Type évaluation";"Poids maille";"Nb maille";"Volume maille";"Type évaluation maille";"Taille échantillon"
"Bourcefranc/ Marennes_14/08/2014_SO_S01539";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_14/08/2014_SO_S01540";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_14/08/2014_SO_S01541";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_14/08/2014_SO_S01542";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_14/08/2014_SO_S01543";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_14/08/2014_SO_S01544";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_14/08/2014_SO_S01545";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_14/08/2014_SO_S01546";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_14/08/2014_SO_S01547";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_14/08/2014_CO_S01548";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_14/08/2014_CO_S01549";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_14/08/2014_CO_S01550";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_14/08/2014_CO_S01551";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_14/08/2014_CO_S01552";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_14/08/2014_CO_S01553";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_14/08/2014_CO_S01554";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_14/08/2014_CO_S01555";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_14/08/2014_CO_S01556";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_14/08/2014_CO_S01557";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_14/08/2014_CO_S01558";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_14/08/2014_CO_S01559";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_14/08/2014_CO_S01560";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_14/08/2014_CO_S01561";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_14/08/2014_CO_S01562";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_14/08/2014_CO_S01563";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_14/08/2014_CO_S01564";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_14/08/2014_CO_S01565";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_14/08/2014_CO_S01566";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_14/08/2014_CO_S01567";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_14/08/2014_CO_S01568";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_14/08/2014_CO_S01569";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_14/08/2014_CO_S01570";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_14/08/2014_CO_S01571";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_14/08/2014_CO_S01572";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_14/08/2014_CO_S01573";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_14/08/2014_CO_S01574";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_27/08/2014_JBB_S01575";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_27/08/2014_JBB_S01576";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_27/08/2014_JBB_S01577";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_27/08/2014_JBB_S01578";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_27/08/2014_JBB_S01579";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_27/08/2014_JBB_S01580";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_27/08/2014_JBB_S01581";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_27/08/2014_JBB_S01582";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_27/08/2014_JBB_S01583";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_27/08/2014_JBB_S01584";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_27/08/2014_JBB_S01585";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_27/08/2014_JBB_S01586";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_27/08/2014_JBB_S01587";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_27/08/2014_JBB_S01588";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_27/08/2014_JBB_S01589";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_27/08/2014_JBB_S01590";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_27/08/2014_JBB_S01591";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_27/08/2014_JBB_S01592";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_27/08/2014_JBB_S01593";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_27/08/2014_JBB_S01594";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_27/08/2014_JBB_S01595";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_27/08/2014_ML_S01596";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_27/08/2014_ML_S01597";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_27/08/2014_ML_S01598";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_27/08/2014_ML_S01599";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_27/08/2014_ML_S01600";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_27/08/2014_ML_S01601";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_27/08/2014_ML_S01602";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_27/08/2014_ML_S01603";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_27/08/2014_ML_S01604";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_27/08/2014_ML_S01605";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_27/08/2014_ML_S01606";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_27/08/2014_ML_S01607";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_27/08/2014_ML_S01608";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_27/08/2014_ML_S01609";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_27/08/2014_ML_S01610";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_27/08/2014_ML_S01611";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_27/08/2014_ML_S01612";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_27/08/2014_ML_S01613";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_02/07/2015_JS_S01628";;;;;;"Non";"Conformité entre 50% et 90%";;
"Bourcefranc/ Marennes_02/07/2015_JS_S01629";;;;;;"Non";"Conformité entre 50% et 90%";;
"Bourcefranc/ Marennes_02/07/2015_JS_S01630";;;;;;"Non";"Conformité < 50%";;
"Bourcefranc/ Marennes_02/07/2015_JS_S01631";;;;;;"Non";"Conformité entre 50% et 90%";;
"Bourcefranc/ Marennes_02/07/2015_JS_S01632";;;;;;"Non";"Conformité < 50%";;
"Bourcefranc/ Marennes_02/07/2015_JS_S01633";;;;;;"Non";"Conformité < 50%";;
"Bourcefranc/ Marennes_02/07/2015_JS_S01634";;;;;;"Non";"Conformité entre 50% et 90%";;
"Bourcefranc/ Marennes_02/07/2015_JS_S01635";;;;;;"Non";"Conformité < 50%";;
"Bourcefranc/ Marennes_02/07/2015_JS_S01636";;;;;;"Non";"Conformité < 50%";;
"Bourcefranc/ Marennes_02/07/2015_JS_S01637";;;;;;"Non";"Conformité entre 50% et 90%";;
"Bourcefranc/ Marennes_02/07/2015_JS_S01638";;;;;;"Non";"Conformité < 50%";;
"Bourcefranc/ Marennes_02/07/2015_JS_S01639";;;;;;"Non";"Conformité entre 50% et 90%";;
"Bourcefranc/ Marennes_02/07/2015_JS_S01640";;;;;;"Non";"Conformité entre 50% et 90%";;
"Bourcefranc/ Marennes_02/07/2015_JS_S01641";;;;;;"Non";"Conformité entre 50% et 90%";;
"Bourcefranc/ Marennes_02/07/2015_JS_S01642";;;;;;"Non";"Conformité > 90%";;
"Bourcefranc/ Marennes_02/07/2015_JS_S01643";;;;;;"Non";"Conformité > 90%";;
"Bourcefranc/ Marennes_02/07/2015_JS_S01644";;;;;;"Non";"Conformité entre 50% et 90%";;
"Bourcefranc/ Marennes_02/07/2015_JS_S01645";;;;;;"Non";"Conformité < 50%";;
"Bourcefranc/ Marennes_02/07/2015_LL_S01646";;;;;;"Non";"Conformité entre 50% et 90%";;
"Bourcefranc/ Marennes_02/07/2015_LL_S01647";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_02/07/2015_LL_S01648";;;;;;"Non";"Conformité entre 50% et 90%";;
"Bourcefranc/ Marennes_02/07/2015_LL_S01649";;;;;;"Non";"Conformité > 90%";;
"Bourcefranc/ Marennes_02/07/2015_LL_S01650";;;;;;"Non";"Conformité entre 50% et 90%";;
"Bourcefranc/ Marennes_02/07/2015_LL_S01651";;;;;;"Non";"Conformité < 50%";;
"Bourcefranc/ Marennes_02/07/2015_LL_S01652";;;;;;"Non";"Conformité entre 50% et 90%";;
"Bourcefranc/ Marennes_02/07/2015_LL_S01653";;;;;;"Non";"Conformité entre 50% et 90%";;
"Bourcefranc/ Marennes_02/07/2015_LL_S01654";;;;;;"Non";"Conformité > 90%";;
"Bourcefranc/ Marennes_02/07/2015_LL_S01655";;;;;;"Non";"Conformité entre 50% et 90%";;
"Bourcefranc/ Marennes_02/07/2015_LL_S01656";;;;;;"Non";"Conformité > 90%";;
"Bourcefranc/ Marennes_28/08/2015_JBB_S01657";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_21/08/2016_ZG_S01730";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_21/08/2016_ZG_S01731";;;;;;"Non";"Conformité < 50%";;
"Bourcefranc/ Marennes_21/08/2016_ZG_S01732";;;;;;"Non";"Conformité < 50%";;
"Bourcefranc/ Marennes_21/08/2016_ZG_S01733";;;;;;"Non";"Conformité entre 50% et 90%";;
"Bourcefranc/ Marennes_21/08/2016_ZG_S01734";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_21/08/2016_ZG_S01735";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_21/08/2016_ZG_S01736";;;;;;"Non";"Conformité > 90%";;
"Bourcefranc/ Marennes_21/08/2016_ZG_S01737";;;;;;"Non";"Conformité entre 50% et 90%";;
"Bourcefranc/ Marennes_21/08/2016_ZG_S01738";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_21/08/2016_ZG_S01739";;;;;;"Non";"Conformité entre 50% et 90%";;
"Bourcefranc/ Marennes_21/08/2016_ZG_S01740";;;;;;"Non";"Conformité entre 50% et 90%";;
"Bourcefranc/ Marennes_21/08/2016_ZG_S01741";;;;;;"Non";"Conformité entre 50% et 90%";;
"Bourcefranc/ Marennes_21/08/2016_ZG_S01742";;;;;;"Non";"Conformité < 50%";;
"Bourcefranc/ Marennes_21/08/2016_ZG_S01743";;;;;;"Non";"Conformité entre 50% et 90%";;
"Bourcefranc/ Marennes_21/08/2016_ZG_S01744";;;;;;"Non";"Conformité > 90%";;
"Bourcefranc/ Marennes_21/08/2016_ZG_S01745";;;;;;"Non";"Conformité > 90%";;
"Bourcefranc/ Marennes_21/08/2016_ZG_S01746";;;;;;"Non";"Conformité entre 50% et 90%";;
"Bourcefranc/ Marennes_21/08/2016_ZG_S01747";;;;;;"Non";"Conformité entre 50% et 90%";;
"Bourcefranc/ Marennes_21/08/2016_ZG_S01748";;;;;;"Non";"Conformité entre 50% et 90%";;
"Bourcefranc/ Marennes_21/08/2016_ZG_S01749";;;;;;"Non";"Conformité entre 50% et 90%";;
"Bourcefranc/ Marennes_21/08/2016_ZG_S01750";;;;;;"Non";"Conformité entre 50% et 90%";;
"Bourcefranc/ Marennes_21/08/2016_ZG_S01751";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_21/08/2016_ZG_S01752";;;;;;"Non";"Conformité entre 50% et 90%";;
"Bourcefranc/ Marennes_21/08/2016_ZG_S01753";;;;;;"Non";"Conformité entre 50% et 90%";;
"Bourcefranc/ Marennes_21/08/2016_ZG_S01754";;;;;;"Non";"Conformité entre 50% et 90%";;
"Bourcefranc/ Marennes_21/08/2016_ZG_S01755";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_25/07/2016_JBB_S01756";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_25/07/2016_JBB_S01757";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_25/07/2016_JBB_S01758";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_25/07/2016_JBB_S01759";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_25/07/2016_JBB_S01760";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_25/07/2016_JBB_S01761";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_25/07/2016_JBB_S01762";;;;;;"Non";"Conformité entre 50% et 90%";;
"Bourcefranc/ Marennes_25/07/2016_JBB_S01763";;;;;;"Non";"Conformité entre 50% et 90%";;
"Bourcefranc/ Marennes_25/07/2016_JBB_S01764";;;;;;"Non";"Conformité > 90%";;
"Bourcefranc/ Marennes_25/07/2016_JBB_S01765";;;;;;"Non";"Conformité > 90%";;
"Bourcefranc/ Marennes_25/07/2016_JBB_S01766";;;;;;"Non";"Conformité > 90%";;
"Bourcefranc/ Marennes_25/07/2016_JBB_S01767";;;;;;"Non";"Conformité entre 50% et 90%";;
"Bourcefranc/ Marennes_25/07/2016_JBB_S01768";;;;;;"Non";"Conformité entre 50% et 90%";;
"Bourcefranc/ Marennes_25/07/2016_JBB_S01769";;;;;;"Non";"Conformité > 90%";;
"Bourcefranc/ Marennes_25/07/2016_JBB_S01770";;;;;;"Non";"Conformité > 90%";;
"Bourcefranc/ Marennes_25/07/2016_JBB_S01771";;;;;;"Non";"Conformité > 90%";;
"Bourcefranc/ Marennes_25/07/2016_JBB_S01772";;;;;;"Non";"Conformité entre 50% et 90%";;
"Bourcefranc/ Marennes_25/07/2016_JBB_S01773";;;;;;"Non";"Conformité > 90%";;
"Bourcefranc/ Marennes_25/07/2016_JBB_S01774";;;;;;"Non";"Conformité > 90%";;
"Bourcefranc/ Marennes_25/07/2016_JBB_S01775";;;;;;"Non";"Conformité > 90%";;
"Bourcefranc/ Marennes_25/07/2016_JBB_S01776";;;;;;"Non";"Conformité > 90%";;
"Bourcefranc/ Marennes_25/07/2016_JBB_S01777";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_25/07/2016_JBB_S01778";;;;;;"Non";"Conformité entre 50% et 90%";;
"Bourcefranc/ Marennes_25/07/2016_JBB_S01779";;;;;;"Non";"Conformité > 90%";;
"Bourcefranc/ Marennes_25/07/2016_JBB_S01780";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_25/07/2016_HA_S01781";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_25/07/2016_HA_S01782";;;;;;"Non";"Conformité entre 50% et 90%";;
"Bourcefranc/ Marennes_25/07/2016_HA_S01783";;;;;;"Non";"Conformité > 90%";;
"Bourcefranc/ Marennes_25/07/2016_HA_S01784";;;;;;"Non";"Conformité entre 50% et 90%";;
"Bourcefranc/ Marennes_25/07/2016_HA_S01785";;;;;;"Non";"Conformité > 90%";;
"Bourcefranc/ Marennes_25/07/2016_HA_S01786";;;;;;"Non";"Conformité > 90%";;
"Bourcefranc/ Marennes_25/07/2016_HA_S01787";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_25/07/2016_HA_S01788";;;;;;"Non";"Conformité entre 50% et 90%";;
"Bourcefranc/ Marennes_25/07/2016_HA_S01789";;;;;;"Non";"Conformité entre 50% et 90%";;
"Bourcefranc/ Marennes_25/07/2016_HA_S01790";;;;;;"Non";"Conformité entre 50% et 90%";;
"Bourcefranc/ Marennes_25/07/2016_HA_S01791";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_25/07/2016_HA_S01792";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_21/08/2016_SO_S01793";;;;;;"Non";"Conformité > 90%";;
"Bourcefranc/ Marennes_21/08/2016_SO_S01794";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_21/08/2016_SO_S01795";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_21/08/2016_SO_S01796";;;;;;"Non";"Conformité entre 50% et 90%";;
"Bourcefranc/ Marennes_21/08/2016_SO_S01797";;;;;;"Non";"Conformité entre 50% et 90%";;
"Bourcefranc/ Marennes_21/08/2016_SO_S01798";;;;;;"Non";"Conformité entre 50% et 90%";;
"Bourcefranc/ Marennes_21/08/2016_SO_S01799";;;;;;"Non";"Conformité > 90%";;
"Bourcefranc/ Marennes_21/08/2016_SO_S01800";;;;;;"Non";"Conformité > 90%";;
"Bourcefranc/ Marennes_21/08/2016_SO_S01801";;;;;;"Non";"Conformité > 90%";;
"Bourcefranc/ Marennes_21/08/2016_SO_S01802";;;;;;"Non";"Conformité > 90%";;
"Bourcefranc/ Marennes_21/08/2016_SO_S01803";;;;;;"Non";"Conformité > 90%";;
"Bourcefranc/ Marennes_21/08/2016_SO_S01804";;;;;;"Non";"Conformité > 90%";;
"Bourcefranc/ Marennes_21/08/2016_SO_S01805";;;;;;"Non";"Conformité entre 50% et 90%";;
"Bourcefranc/ Marennes_21/08/2016_SO_S01806";;;;;;"Non";"Conformité entre 50% et 90%";;
"Bourcefranc/ Marennes_21/08/2016_SO_S01807";;;;;;"Non";"Conformité entre 50% et 90%";;
"Bourcefranc/ Marennes_21/08/2016_SO_S01808";;;;;;"Non renseigné";;;
"Bourcefranc/ Marennes_21/08/2016_SO_S01809";;;;;;"Non";"Conformité > 90%";;
"Bourcefranc/ Marennes_21/08/2016_SO_S01810";;;;;;"Non";"Conformité entre 50% et 90%";;
"Bourcefranc/ Marennes_21/08/2016_SO_S01811";;;;;;"Non";"Conformité > 90%";;
"Bourcefranc/ Marennes_21/08/2016_SO_S01812";;;;;;"Non";"Conformité > 90%";;
"Bourcefranc/ Marennes_21/08/2016_SO_S01813";;;;;;"Non";"Conformité > 90%";;
"Bourcefranc/ Marennes_21/08/2016_SO_S01814";;;;;;"Non";"Conformité > 90%";;
"Bourcefranc/ Marennes_21/08/2016_SO_S01815";;;;;;"Non";"Conformité > 90%";;
"Bourcefranc/ Marennes_21/08/2016_SO_S01816";;;;;;"Non";"Conformité entre 50% et 90%";;
"Bourcefranc/ Marennes_21/08/2016_SO_S01817";;;;;;"Non";"Conformité entre 50% et 90%";;
"Bourcefranc/ Marennes_21/08/2016_SO_S01818";;;;;;"Non";"Conformité > 90%";;
"Bourcefranc/ Marennes_21/08/2016_SO_S01819";;;;;;"Non";"Conformité entre 50% et 90%";;
"Bourcefranc/ Marennes_21/08/2016_SO_S01820";;;;;;"Non";"Conformité > 90%";;
"Bourcefranc/ Marennes_21/08/2016_SO_S01821";;;;;;"Non";"Conformité > 90%";;
"Bourcefranc/ Marennes_21/08/2016_SO_S01822";;;;;;"Non";"Conformité entre 50% et 90%";;
"Bourcefranc/ Marennes_21/08/2016_SO_S01823";;;;;;"Non";"Conformité > 90%";;
"Bourcefranc/ Marennes_21/08/2016_SO_S01824";;;;;;"Non";"Conformité > 90%";;
"Galon d_Or_14/08/2014_ML_S01882";;;;;;"Non renseigné";;;
"Galon d_Or_14/08/2014_ML_S01883";;;;;;"Non renseigné";;;
"Galon d_Or_14/08/2014_ML_S01884";;;;;;"Non renseigné";;;
"Galon d_Or_14/08/2014_ML_S01885";;;;;;"Non renseigné";;;
"Galon d_Or_14/08/2014_ML_S01886";;;;;;"Non renseigné";;;
"Galon d_Or_14/08/2014_ML_S01887";;;;;;"Non renseigné";;;
"Galon d_Or_14/08/2014_ML_S01888";;;;;;"Non renseigné";;;
"Galon d_Or_14/08/2014_ML_S01889";;;;;;"Non renseigné";;;
"Galon d_Or_14/08/2014_ML_S01890";;;;;;"Non renseigné";;;
"Galon d_Or_14/08/2014_ML_S01891";;;;;;"Non renseigné";;;
"Galon d_Or_14/08/2014_ML_S01892";;;;;;"Non renseigné";;;
"Galon d_Or_14/08/2014_ML_S01893";;;;;;"Non renseigné";;;
"Galon d_Or_14/08/2014_ML_S01894";;;;;;"Non renseigné";;;
"Galon d_Or_14/08/2014_ML_S01895";;;;;;"Non renseigné";;;
"Galon d_Or_14/08/2014_ML_S01896";;;;;;"Non renseigné";;;
"Galon d_Or_14/08/2014_ML_S01897";;;;;;"Non renseigné";;;
"Galon d_Or_14/08/2014_ML_S01898";;;;;;"Non renseigné";;;
"Galon d_Or_14/08/2014_ML_S01899";;;;;;"Non renseigné";;;
"Galon d_Or_14/08/2014_ML_S01900";;;;;;"Non renseigné";;;
"Galon d_Or_14/08/2014_ML_S01901";;;;;;"Non renseigné";;;
"Galon d_Or_14/08/2014_ML_S01902";;;;;;"Non renseigné";;;
"Galon d_Or_14/08/2014_ML_S01903";;;;;;"Non renseigné";;;
"Galon d_Or_14/08/2014_ML_S01904";;;;;;"Non renseigné";;;
"Galon d_Or_14/08/2014_ML_S01905";;;;;;"Non renseigné";;;
"Galon d_Or_14/08/2014_ML_S01906";;;;;;"Non renseigné";;;
"Galon d_Or_14/08/2014_ML_S01907";;;;;;"Non renseigné";;;
"Galon d_Or_14/08/2014_ML_S01908";;;;;;"Non renseigné";;;
"Galon d_Or_14/08/2014_AP_S01909";;;;;;"Non renseigné";;;
"Galon d_Or_14/08/2014_AP_S01910";;;;;;"Non renseigné";;;
"Galon d_Or_14/08/2014_AP_S01911";;;;;;"Non renseigné";;;
"Galon d_Or_14/08/2014_AP_S01912";;;;;;"Non renseigné";;;
"Galon d_Or_14/08/2014_AP_S01913";;;;;;"Non renseigné";;;
"Galon d_Or_14/08/2014_AP_S01914";;;;;;"Non renseigné";;;
"Galon d_Or_14/08/2014_AP_S01915";;;;;;"Non renseigné";;;
"Galon d_Or_14/08/2014_AP_S01916";;;;;;"Non renseigné";;;
"Galon d_Or_14/08/2014_AP_S01917";;;;;;"Non renseigné";;;
"Galon d_Or_14/08/2014_AP_S01918";;;;;;"Non renseigné";;;
"Galon d_Or_14/08/2014_AP_S01919";;;;;;"Non renseigné";;;
"Galon d_Or_14/08/2014_AP_S01920";;;;;;"Non renseigné";;;
"Galon d_Or_14/08/2014_AP_S01921";;;;;;"Non renseigné";;;
"Galon d_Or_14/08/2014_AP_S01922";;;;;;"Non renseigné";;;
"Galon d_Or_14/08/2014_AP_S01923";;;;;;"Non renseigné";;;
"Galon d_Or_14/08/2014_AP_S01924";;;;;;"Non renseigné";;;
"Galon d_Or_14/08/2014_AP_S01925";;;;;;"Non renseigné";;;
"Galon d_Or_14/08/2014_AP_S01926";;;;;;"Non renseigné";;;
"Galon d_Or_14/08/2014_AP_S01927";;;;;;"Non renseigné";;;
"Galon d_Or_14/08/2014_AP_S01928";;;;;;"Non renseigné";;;
"Galon d_Or_14/08/2014_AP_S01929";;;;;;"Non renseigné";;;
"Galon d_Or_14/08/2014_AP_S01930";;;;;;"Non renseigné";;;
"Galon d_Or_14/08/2014_AP_S01931";;;;;;"Non renseigné";;;
"Galon d_Or_14/08/2014_AP_S01932";;;;;;"Non renseigné";;;
"Galon d_Or_14/08/2014_AP_S01933";;;;;;"Non renseigné";;;
"Galon d_Or_14/08/2014_AP_S01934";;;;;;"Non renseigné";;;
"Galon d_Or_14/08/2014_AP_S01935";;;;;;"Non renseigné";;;
"Galon d_Or_20/07/2015_AP_S01937";;;;;;"Non";"Conformité entre 50% et 90%";;
"Galon d_Or_20/07/2015_AP_S01938";;;;;;"Non renseigné";;;
"Galon d_Or_20/07/2015_AP_S01939";;;;;;"Non";"Conformité entre 50% et 90%";;
"Galon d_Or_20/07/2015_AP_S01940";;;;;;"Non";"Conformité > 90%";;
"Galon d_Or_20/07/2015_AP_S01941";;;;;;"Non";"Conformité > 90%";;
"Galon d_Or_20/07/2015_AP_S01942";;;;;;"Non";"Conformité entre 50% et 90%";;
"Galon d_Or_20/07/2015_AP_S01943";;;;;;"Non";"Conformité entre 50% et 90%";;
"Galon d_Or_20/07/2015_AP_S01944";;;;;;"Non";"Conformité entre 50% et 90%";;
"Galon d_Or_20/07/2015_AP_S01945";;;;;;"Non";"Conformité > 90%";;
"Galon d_Or_20/07/2015_AP_S01946";;;;;;"Non";"Conformité < 50%";;
"Galon d_Or_20/07/2015_AP_S01947";;;;;;"Non renseigné";;;
"Galon d_Or_20/07/2015_AP_S01948";;;;;;"Non renseigné";;;
"Galon d_Or_20/07/2015_AP_S01949";;;;;;"Non";"Conformité entre 50% et 90%";;
"Galon d_Or_20/07/2015_AP_S01950";;;;;;"Non";"Conformité entre 50% et 90%";;
"Galon d_Or_20/07/2015_AP_S01951";;;;;;"Non renseigné";;;
"Galon d_Or_20/07/2015_AP_S01952";;;;;;"Non";"Conformité < 50%";;
"Galon d_Or_20/07/2015_AP_S01953";;;;;;"Non";"Conformité entre 50% et 90%";;
"Galon d_Or_20/07/2015_AP_S01954";;;;;;"Non renseigné";;;
"Galon d_Or_20/07/2015_AP_S01955";;;;;;"Non renseigné";;;
"Galon d_Or_20/07/2015_AP_S01956";;;;;;"Non renseigné";;;
"Galon d_Or_03/08/2015_JS_S01957";;;;;;"Non";"Conformité < 50%";;
"Galon d_Or_03/08/2015_JS_S01958";;;;;;"Non renseigné";;;
"Galon d_Or_03/08/2015_JS_S01959";;;;;;"Non";"Conformité entre 50% et 90%";;
"Galon d_Or_03/08/2015_JS_S01960";;;;;;"Non";"Conformité < 50%";;
"Galon d_Or_03/08/2015_JS_S01961";;;;;;"Non";"Conformité entre 50% et 90%";;
"Galon d_Or_03/08/2015_JS_S01962";;;;;;"Non";"Conformité < 50%";;
"Galon d_Or_03/08/2015_JS_S01963";;;;;;"Non renseigné";;;
"Galon d_Or_03/08/2015_JS_S01964";;;;;;"Non";"Conformité < 50%";;
"Galon d_Or_03/08/2015_JS_S01965";;;;;;"Non";"Conformité entre 50% et 90%";;
"Galon d_Or_03/08/2015_JS_S01966";;;;;;"Non";"Conformité entre 50% et 90%";;
"Galon d_Or_03/08/2015_JS_S01967";;;;;;"Non";"Conformité entre 50% et 90%";;
"Galon d_Or_03/08/2015_JS_S01968";;;;;;"Non renseigné";;;
"Galon d_Or_03/08/2015_JS_S01969";;;;;;"Non";"Conformité < 50%";;
"Galon d_Or_03/08/2015_JS_S01970";;;;;;"Non";"Conformité < 50%";;
"Galon d_Or_03/08/2015_JS_S01971";;;;;;"Non";"Conformité entre 50% et 90%";;
"Galon d_Or_03/08/2015_JS_S01972";;;;;;"Non";"Conformité entre 50% et 90%";;
"Galon d_Or_03/08/2015_JS_S01973";;;;;;"Non";"Conformité entre 50% et 90%";;
"Galon d_Or_03/08/2015_JS_S01974";;;;;;"Non";"Conformité entre 50% et 90%";;
"Galon d_Or_03/08/2015_JS_S01975";;;;;;"Non";"Conformité entre 50% et 90%";;
"Galon d_Or_03/08/2015_JS_S01976";;;;;;"Non";"Conformité entre 50% et 90%";;
"Galon d_Or_03/08/2015_JS_S01977";;;;;;"Non";"Conformité entre 50% et 90%";;
