"Libellé Sortie";"Code Enquète";"Heure début récolte";"Temps passé récolte";"Temps total Peche";"Nb pêcheurs récolte";"Panier vide";"Conformité maille";" Conformité quantité";"Tri du panier";"Espece";"Poids récolte";"Nb individus";"Volume récolté";"Type évaluation";"Poids maille";"Nb maille";"Volume maille";"Type évaluation maille";"Taille échantillon"
"2018-09-11-GONB-SEN-040";"2018-09-11_GONB_12A_368912";;30;90;1;;;;;"Praire";;19;;"Non renseignée";;18.0;;"Non renseignée";
"2018-09-21-GONB-SEN-001";"2018-09-21_GONB_01B_369225";;10;60;1;;;;;"Palourdes";;3;;"Non renseignée";;3.0;;"Non renseignée";
"2018-09-19-GONB-SEN-001";"2018-09-19_GONB_12A_369234";;35;60;1;;;;;"Vers";2540.0;;;"Non renseignée";;;;"Non renseignée";
"2018-09-19-GONB-SEN-003";"2018-09-19_GONB_12C_369247";;45;45;3;;;;;"Palourdes";;57;;"Non renseignée";;52.0;;"Non renseignée";
"2018-09-24-GONB-SEN-001";"2018-09-24_GONB_01A_369423";"15:20";45;45;2;"Non";;;;"Arénicoles";;;;"Non renseignée";;;;"Non renseignée";
"2018-09-24-GONB-SEN-008";"2018-09-24_GONB_01A_369431";"16:00";20;80;2;"Oui";;;
"2018-09-24-GONB-SEN-003";"2018-09-24_GONB_12A_369456";;15;45;2;;;;;"Vers";;20;;"Non renseignée";;;;"Non renseignée";
"2018-09-24-GONB-SEN-004";"2018-09-24_GONB_02F_369464";;30;60;1;"Non";;;;"Palourdes";;28;;"Non renseignée";;10.0;;"Non renseignée";
"2018-09-24-GONB-SEN-006";"2018-09-24_GONB_02F_369471";;90;90;1;"Non";;;;"Tourteau";;1;;"Non renseignée";;0.0;;"Non renseignée";
"2018-09-24-GONB-SEN-006";"2018-09-24_GONB_02F_369471";;90;90;1;"Non";;;;"Bigorneaux";;19;;"Non renseignée";;;;"Non renseignée";
"2018-09-24-GONB-SEN-006";"2018-09-24_GONB_02F_369471";;90;90;1;"Non";;;;"Etrille";;2;;"Non renseignée";;0.0;;"Non renseignée";
"2018-09-24-GONB-SEN-007";"2018-09-24_GONB_02F_369480";;45;75;1;;;;;"Palourdes";;47;;"Non renseignée";;21.0;;"Non renseignée";
"2018-09-24-GONB-SEN-008";"2018-09-24_GONB_02F_369493";;60;60;1;;;;;"Palourdes";;48;;"Non renseignée";;48.0;;"Non renseignée";
"2018-09-25-GONB-SEN-001";"2018-09-25_369510";;10;70;1;"Oui";;;
"2018-09-25-GONB-SEN-003";"2018-09-25_GONB_02C_369516";;90;90;1;;;;;"Palourdes";;37;;"Non renseignée";;31.0;;"Non renseignée";
"2018-09-25-GONB-SEN-004";"2018-09-25_GONB_02C_369523";;60;75;2;;;;;"Palourdes";1560.0;;;"Non renseignée";1560.0;;;"Non renseignée";
"2018-09-26-GONB-SEN-001";"2018-09-26_GONB_02B_369588";;20;65;1;;;;;"Palourdes";;3;;"Non renseignée";;3.0;;"Non renseignée";
"2018-09-26-GONB-SEN-001";"2018-09-26_GONB_02B_369588";;20;65;1;;;;;"Coques";;1;;"Non renseignée";;0.0;;"Non renseignée";
"2018-09-26-GONB-SEN-003";"2018-09-26_GONB_02C_369596";;30;45;1;;;;;"Palourdes";;23;;"Non renseignée";;18.0;;"Non renseignée";
"2018-09-26-GONB-SEN-003";"2018-09-26_GONB_02C_369596";;30;45;1;;;;;"Spisule, Mactre solide";;3;;"Non renseignée";;3.0;;"Non renseignée";
"2018-09-26-GONB-SEN-004";"2018-09-26_GONB_02C_369605";;30;30;1;;;;;"Palourdes";;6;;"Non renseignée";;6.0;;"Non renseignée";
"2018-09-26-GONB-SEN-005";"2018-09-26_GONB_02C_369626";;60;60;2;;;;;"Palourdes";;20;;"Non renseignée";;20.0;;"Non renseignée";
"2018-09-26-GONB-SEN-005";"2018-09-26_GONB_02C_369626";;60;60;2;;;;;"Praire";;2;;"Non renseignée";;1.0;;"Non renseignée";
"2018-09-26-GONB-SEN-006";"2018-09-26_GONB_02C_369669";;75;75;2;"Non";;;;"Palourdes";;69;;"Non renseignée";;69.0;;"Non renseignée";
"2018-09-26-GONB-SEN-006";"2018-09-26_GONB_02C_369669";;75;75;2;"Non";;;;"Coques";;4;;"Non renseignée";;2.0;;"Non renseignée";
"2018-09-27-GONB-SEN-001";"2018-09-27_GONB_02F_369731";;60;80;2;"Non";;;;"Palourdes";;47;;"Non renseignée";;35.0;;"Non renseignée";
"2018-09-27-GONB-SEN-003";"2018-09-27_GONB_02F_369739";;90;90;1;;;;;"Palourdes";;96;;"Non renseignée";;96.0;;"Non renseignée";
"2018-09-27-GONB-SEN-004";"2018-09-27_GONB_02F_369747";;45;45;1;;;;;"Palourdes";;;;"Non renseignée";;;;"Non renseignée";
"2018-09-27-GONB-SEN-005";"2018-09-27_GONB_02F_369754";;90;90;2;;;;;"Palourdes";2270.0;;;"Non renseignée";1950.0;;;"Non renseignée";
"2018-09-21-GONB-SEN-002";"2018-09-21_GONB_01A_370352";"10:40";60;90;2;"Non";;;;"Coques";3250.0;44;;"Mesurée";500.0;22.0;;"Mesurée";30.0
"2018-09-21-GONB-SEN-002";"2018-09-21_GONB_01A_370352";"10:40";60;90;2;"Non";;;;"Palourdes";3250.0;23;;"Mesurée";500.0;12.0;;"Mesurée";30.0
"2018-09-21-GONB-SEN-004";"2018-09-21_GONB_01A_370363";"10:15";60;120;2;"Non";;;;"Coques";1250.0;48;;"Mesurée";200.0;40.0;;"Estimée";20.0
"2018-09-21-GONB-SEN-005";"2018-09-21_GONB_01A_370372";"10:50";60;90;2;"Non";;;;"Coques";;11;;"Mesurée";;5.0;;"Mesurée";100.0
"2018-10-08-GONB-SEN-001";"2018-10-08_GONB_12C_371554";;90;120;1;;;;;"Palourdes";;44;;"Non renseignée";;44.0;;"Non renseignée";
"2018-10-08-GONB-SEN-007";"2018-10-08_GONB_02F_371650";;60;180;1;"Non";;;;"Spisule, Mactre solide";;11;;"Non renseignée";;11.0;;"Non renseignée";
"2018-10-08-GONB-SEN-007";"2018-10-08_GONB_02F_371650";;60;180;1;"Non";;;;"Huitres";;3;;"Non renseignée";;3.0;;"Non renseignée";
"2018-10-08-GONB-SEN-007";"2018-10-08_GONB_02F_371650";;60;180;1;"Non";;;;"Palourdes";;6;;"Non renseignée";;6.0;;"Non renseignée";
"2018-10-08-GONB-SEN-008";"2018-10-08_GONB_02F_371681";;60;90;1;;;;;"Spisule, Mactre solide";;20;;"Non renseignée";;20.0;;"Non renseignée";
"2018-10-08-GONB-SEN-008";"2018-10-08_GONB_02F_371681";;60;90;1;;;;;"Praire";;1;;"Non renseignée";;1.0;;"Non renseignée";
"2018-10-08-GONB-SEN-008";"2018-10-08_GONB_02F_371681";;60;90;1;;;;;"Palourdes";;20;;"Non renseignée";;16.0;;"Non renseignée";
"2018-10-08-GONB-SEN-009";"2018-10-08_GONB_02F_371700";;0;60;1;"Oui";;;
"2018-10-08-GONB-SEN-010";"2018-10-08_GONB_02F_371714";;120;120;1;;;;;"Spisule, Mactre solide";;34;;"Non renseignée";;34.0;;"Non renseignée";
"2018-10-08-GONB-SEN-010";"2018-10-08_GONB_02F_371714";;120;120;1;;;;;"Praire";;3;;"Non renseignée";;1.0;;"Non renseignée";
"2018-10-08-GONB-SEN-010";"2018-10-08_GONB_02F_371714";;120;120;1;;;;;"Palourdes";;19;;"Non renseignée";;17.0;;"Non renseignée";
"2018-10-08-GONB-SEN-011";"2018-10-08_GONB_02F_372107";;30;90;1;;;;;"Coquille Saint-Jacques";;3;;"Non renseignée";;2.0;;"Non renseignée";
"2018-10-08-GONB-SEN-011";"2018-10-08_GONB_02F_372107";;30;90;1;;;;;"Etrille";;2;;"Non renseignée";;2.0;;"Non renseignée";
"2018-10-08-GONB-SEN-012";"2018-10-08_GONB_02F_372120";;105;135;1;"Non";;;
"2018-10-08-GONB-SEN-013";"2018-10-08_GONB_02F_372133";;10;130;1;;;;;"Tellines";;;;"Non renseignée";;;;"Non renseignée";
"2018-10-08-GONB-SEN-013";"2018-10-08_GONB_02F_372133";;10;130;1;;;;;"Coques";;;;"Non renseignée";;;;"Non renseignée";
"2018-10-08-GONB-SEN-013";"2018-10-08_GONB_02F_372133";;10;130;1;;;;;"Palourdes";;;;"Non renseignée";;;;"Non renseignée";
"2018-10-08-GONB-SEN-014";"2018-10-08_GONB_02F_372162";;45;45;1;;;;;"Palourdes";;;;"Non renseignée";;;;"Non renseignée";
"2018-10-08-GONB-SEN-015";"2018-10-08_GONB_02F_372173";;15;45;2;;;;;"Palourdes";;;;"Non renseignée";;;;"Non renseignée";
"2018-10-09-GONB-SEN-001";"2018-10-09_GONB_02F_372181";;50;80;1;"Non";;;;"Etrille";;4;;"Non renseignée";;4.0;;"Non renseignée";
"2018-10-09-GONB-SEN-003";"2018-10-09_GONB_02F_372188";;10;130;2;"Non";;;;"Bigorneaux";;3;;"Non renseignée";;;;"Non renseignée";
"2018-10-05-GONB-SEN-001";"2018-10-05_GONB_01A_372192";"10:00";60;90;1;"Non";;;;"Huitres";3500.0;50;;"Mesurée";3500.0;50.0;;"Mesurée";100.0
"2018-10-05-GONB-SEN-001";"2018-10-05_GONB_01A_372192";"10:00";60;90;1;"Non";;;;"Moules";3300.0;50;;"Mesurée";3300.0;50.0;;"Mesurée";100.0
"2018-10-09-GONB-SEN-004";"2018-10-09_GONB_02F_372198";;10;130;1;;;;;"Bouquet";;5;;"Non renseignée";;5.0;;"Non renseignée";
"2018-10-09-GONB-SEN-005";"2018-10-09_GONB_02F_372209";;30;150;1;"Non";;;;"Etrille";;1;;"Non renseignée";;1.0;;"Non renseignée";
"2018-10-05-GONB-SEN-004";"2018-10-05_GONB_01A_372219";"10:30";60;90;2;"Non";;;;"Coques";;50;;"Mesurée";;32.0;;"Mesurée";25.0
"2018-10-09-GONB-SEN-006";"2018-10-09_GONB_02F_372230";;60;90;2;;;;;"Etrille";;7;;"Non renseignée";;7.0;;"Non renseignée";
"2018-10-09-GONB-SEN-007";"2018-10-09_GONB_02F_372239";;15;30;2;"Oui";;;
"2018-10-05-GONB-SEN-004";"2018-10-05_GONB_01A_372250";"11:15";30;30;2;"Non";;;;"Arénicoles";;;;"Non renseignée";;;;"Non renseignée";
"2018-10-05-GONB-SEN-004";"2018-10-05_GONB_01A_372250";"11:15";30;30;2;"Non";;;;"Coques";;9;;"Mesurée";;6.0;;"Mesurée";100.0
"2018-10-09-GONB-SEN-008";"2018-10-09_GONB_02F_372248";;20;35;1;;;;;"Etrille";;5;;"Non renseignée";;;;"Non renseignée";
"2018-10-09-GONB-SEN-009";"2018-10-09_GONB_02F_372264";;20;50;1;;;;;"Etrille";;3;;"Non renseignée";;;;"Non renseignée";
"2018-10-09-GONB-SEN-010";"2018-10-09_GONB_02F_372271";;45;60;1;;;;;"Etrille";;2;;"Non renseignée";;2.0;;"Non renseignée";
"2018-10-09-GONB-SEN-010";"2018-10-09_GONB_02F_372271";;45;60;1;;;;;"Crevettes";;20;;"Non renseignée";;;;"Non renseignée";
"2018-10-09-GONB-SEN-011";"2018-10-09_GONB_02F_372279";;45;45;1;;;;;"Praire";;1;;"Non renseignée";;;;"Non renseignée";
"2018-10-09-GONB-SEN-011";"2018-10-09_GONB_02F_372279";;45;45;1;;;;;"Etrille";;7;;"Non renseignée";;;;"Non renseignée";
"2018-10-09-GONB-SEN-012";"2018-10-09_GONB_02F_372287";;0;120;1;"Non";;;;"Huitres";;1;;"Non renseignée";;;;"Non renseignée";
"2018-10-09-GONB-SEN-013";"2018-10-09_GONB_02F_372294";;35;50;1;;;;
"2018-10-09-GONB-SEN-014";"2018-10-09_GONB_02F_372300";;60;90;1;"Non";;;;"Etrille";;18;;"Non renseignée";;15.0;;"Non renseignée";
"2018-10-09-GONB-SEN-014";"2018-10-09_GONB_02F_372300";;60;90;1;"Non";;;;"Homard";;1;;"Non renseignée";;0.0;;"Non renseignée";
"2018-10-09-GONB-SEN-014";"2018-10-09_GONB_02F_372300";;60;90;1;"Non";;;;"Tourteau";;2;;"Non renseignée";;2.0;;"Non renseignée";
"2018-10-09-GONB-SEN-015";"2018-10-09_GONB_02F_372310";;90;120;1;;;;;"Homard";;1;;"Non renseignée";;0.0;;"Non renseignée";
"2018-10-09-GONB-SEN-015";"2018-10-09_GONB_02F_372310";;90;120;1;;;;;"Etrille";;12;;"Non renseignée";;12.0;;"Non renseignée";
"2018-10-09-GONB-SEN-016";"2018-10-09_GONB_02F_372318";;120;120;2;;;;;"Ormeaux";;10;;"Non renseignée";;7.0;;"Non renseignée";
"2018-10-09-GONB-SEN-016";"2018-10-09_GONB_02F_372318";;120;120;2;;;;;"Etrille";;7;;"Non renseignée";;7.0;;"Non renseignée";
"2018-10-09-GONB-SEN-017";"2018-10-09_GONB_02F_372327";;15;75;1;"Oui";;;
"2018-10-09-GONB-SEN-018";"2018-10-09_GONB_02F_372333";;10;70;1;;;;;"Etrille";;6;;"Non renseignée";;5.0;;"Non renseignée";
"2018-10-09-GONB-SEN-019";"2018-10-09_GONB_02F_372340";;30;60;1;"Non";;;
"2018-10-09-GONB-SEN-020";"2018-10-09_GONB_02F_372346";;30;60;2;;;;;"Etrille";;2;;"Non renseignée";;0.0;;"Non renseignée";
"2018-10-11-GONB-SEN-001";"2018-10-11_GONB_02C_372546";;70;70;2;"Non";;;
"2018-10-11-GONB-SEN-003";"2018-10-11_GONB_02C_372553";;5;20;1;;;;;"Couteaux";;7;;"Non renseignée";;7.0;;"Non renseignée";
"2018-10-11-GONB-SEN-004";"2018-10-11_GONB_02C_372560";;35;60;1;;;;;"Amande de mer";;1;;"Non renseignée";;1.0;;"Non renseignée";
"2018-10-11-GONB-SEN-004";"2018-10-11_GONB_02C_372560";;35;60;1;;;;;"Spisule, Mactre solide";;13;;"Non renseignée";;13.0;;"Non renseignée";
"2018-10-11-GONB-SEN-004";"2018-10-11_GONB_02C_372560";;35;60;1;;;;;"Praire";;1;;"Non renseignée";;1.0;;"Non renseignée";
"2018-10-11-GONB-SEN-005";"2018-10-11_GONB_02C_372569";;10;10;2;;;;;"Couteaux";;;;"Non renseignée";;;;"Non renseignée";
"2018-10-11-GONB-SEN-006";"2018-10-11_GONB_02C_372577";;15;45;1;;;;;"Spisule, Mactre solide";;4;;"Non renseignée";;4.0;;"Non renseignée";
"2018-10-11-GONB-SEN-006";"2018-10-11_GONB_02C_372577";;15;45;1;;;;;"Couteaux";;1;;"Non renseignée";;1.0;;"Non renseignée";
"2018-06-22-GUER-SEN-001";"2018-06-22_GUER_3A_372585";"17:30";80;80;2;"Non";;;
"2018-10-10-GONB-SEN-001";"2018-10-10_GONB_02B_372587";;120;135;1;;;;;"Tourteau";;1;;"Non renseignée";;;;"Non renseignée";
"2018-10-10-GONB-SEN-001";"2018-10-10_GONB_02B_372587";;120;135;1;;;;;"Etrille";;15;;"Non renseignée";;;;"Non renseignée";
"2018-10-10-GONB-SEN-001";"2018-10-10_GONB_02B_372587";;120;135;1;;;;;"Bigorneaux";;20;;"Non renseignée";;;;"Non renseignée";
"2018-10-10-GONB-SEN-003";"2018-10-10_GONB_02B_372603";;30;30;1;;;;
"2018-10-10-GONB-SEN-004";"2018-10-10_GONB_02B_372615";;10;90;1;"Oui";;;
"2018-10-10-GONB-SEN-005";"2018-10-10_GONB_02B_372623";;30;120;1;;;;;"Spisule, Mactre solide";;8;;"Non renseignée";;8.0;;"Non renseignée";
"2018-10-10-GONB-SEN-005";"2018-10-10_GONB_02B_372623";;30;120;1;;;;;"Amande de mer";;2;;"Non renseignée";;2.0;;"Non renseignée";
"2018-10-10-GONB-SEN-005";"2018-10-10_GONB_02B_372623";;30;120;1;;;;;"Patelles";;1;;"Non renseignée";;;;"Non renseignée";
"2018-10-10-GONB-SEN-006";"2018-10-10_GONB_02B_372632";;45;60;1;;;;;"Praire";;1;;"Non renseignée";;1.0;;"Non renseignée";
"2018-10-10-GONB-SEN-007";"2018-10-10_GONB_02B_372640";;60;180;3;;;;;"Amande de mer";;1;;"Non renseignée";;1.0;;"Non renseignée";
"2018-10-10-GONB-SEN-007";"2018-10-10_GONB_02B_372640";;60;180;3;;;;;"Spisule, Mactre solide";;4;;"Non renseignée";;4.0;;"Non renseignée";
"2018-10-10-GONB-SEN-008";"2018-10-10_GONB_02B_372648";;30;90;2;;;;;"Praire";;2;;"Non renseignée";;0.0;;"Non renseignée";
"2018-10-10-GONB-SEN-008";"2018-10-10_GONB_02B_372648";;30;90;2;;;;;"Spisule, Mactre solide";;2;;"Non renseignée";;2.0;;"Non renseignée";
"2018-10-10-GONB-SEN-009";"2018-10-10_GONB_02B_372656";;60;120;2;;;;
"2018-10-10-GONB-SEN-010";"2018-10-10_GONB_02B_372662";;60;120;1;;;;;"Etrille";;4;;"Non renseignée";;4.0;;"Non renseignée";
"2018-10-10-GONB-SEN-011";"2018-10-10_GONB_02B_372669";;90;120;2;"Non";;;;"Bouquet";;20;;"Non renseignée";;20.0;;"Non renseignée";
"2018-10-10-GONB-SEN-012";"2018-10-10_GONB_02B_372676";;90;120;1;"Non";;;;"Etrille";;5;;"Non renseignée";;5.0;;"Non renseignée";
"2018-10-10-GONB-SEN-013";"2018-10-10_GONB_02B_372683";;40;60;1;;;;;"Spisule, Mactre solide";;6;;"Non renseignée";;6.0;;"Non renseignée";
"2018-10-10-GONB-SEN-014";"2018-10-10_GONB_02B_372690";;0;60;4;"Oui";;;
"2018-10-10-GONB-SEN-015";"2018-10-10_GONB_02B_372696";;60;75;1;"Oui";;;
"2018-10-10-GONB-SEN-016";"2018-10-10_GONB_02B_372703";;45;105;1;"Non";;;;"Bouquet";;50;;"Non renseignée";;;;"Non renseignée";
"2018-10-10-GONB-SEN-016";"2018-10-10_GONB_02B_372703";;45;105;1;"Non";;;;"Etrille";;2;;"Non renseignée";;2.0;;"Non renseignée";
"2018-10-10-GONB-SEN-017";"2018-10-10_GONB_02B_372711";;140;150;1;"Non";;;;"Spisule, Mactre solide";2000.0;;;"Non renseignée";2000.0;;;"Non renseignée";
"2018-10-10-GONB-SEN-018";"2018-10-10_GONB_02B_372718";;10;110;2;"Oui";;;
"2018-10-10-GONB-SEN-019";"2018-10-10_GONB_02B_372725";;15;115;1;"Oui";;;
"2018-10-10-GONB-SEN-020";"2018-10-10_GONB_02B_372731";;20;110;2;"Oui";;;
"2018-10-10-GONB-SEN-021";"2018-10-10_GONB_02B_372737";;60;90;2;;;;;"Praire";;1;;"Non renseignée";;;;"Non renseignée";
"2018-10-10-GONB-SEN-021";"2018-10-10_GONB_02B_372737";;60;90;2;;;;;"Crevettes";;35;;"Non renseignée";;;;"Non renseignée";
"2018-06-22-GUER-SEN-003";"2018-06-22_GUER_3A_372748";;120;120;2;"Non";;;
"2018-06-22-GUER-SEN-004";"2018-06-22_GUER_3A_372754";;120;120;2;"Non";;;;"Ver à tube";;;;"Non renseignée";;;;"Non renseignée";
"2018-06-27-GUER-SEN-002";"2018-06-27_GUER_3A_372775";;130;130;2;"Non";;;
"2018-06-27-GUER-SEN-003";"2018-06-27_GUER_3A_372787";;100;100;2;"Non";;;
"2018-06-27-GUER-SEN-004";"2018-06-27_GUER_3A_392148";;45;45;1;"Non";;;;"Palourdes croisées";;;;"Non renseignée";;;;"Non renseignée";
"2018-06-27-GUER-SEN-004";"2018-06-27_GUER_3A_392148";;45;45;1;"Non";;;;"Coque commune";;;;"Non renseignée";;;;"Mesurée";
"2018-07-11-GUER-SEN-034";"2018-07-11_GUER_3A_372829";;90;90;1;"Non";;;
"2018-10-12-GONB-SEN-001";"2018-10-12_GONB_02B_372837";;75;90;2;;;;;"Spisule, Mactre solide";;10;;"Non renseignée";;5.0;;"Non renseignée";
"2018-10-12-GONB-SEN-001";"2018-10-12_GONB_02B_372837";;75;90;2;;;;;"Praire";;13;;"Non renseignée";;11.0;;"Non renseignée";
"2018-07-11-GUER-SEN-036";"2018-07-11_GUER_3A_372851";;150;150;1;"Non";;;
"2018-10-12-GONB-SEN-003";"2018-10-12_GONB_02B_372850";;120;120;2;;;;;"Etrille";;3;;"Non renseignée";;2.0;;"Non renseignée";
"2018-10-12-GONB-SEN-003";"2018-10-12_GONB_02B_372850";;120;120;2;;;;;"Tourteau";;1;;"Non renseignée";;0.0;;"Non renseignée";
"2018-10-12-GONB-SEN-003";"2018-10-12_GONB_02B_372850";;120;120;2;;;;;"Bouquet";;10;;"Non renseignée";;5.0;;"Non renseignée";
"2018-10-12-GONB-SEN-003";"2018-10-12_GONB_02B_372850";;120;120;2;;;;;"Praire";;5;;"Non renseignée";;5.0;;"Non renseignée";
"2018-07-11-GUER-SEN-037";"2018-07-11_GUER_3A_372867";;120;120;1;"Non";;;
"2018-10-08-GONB-SEN-015";"2018-10-08_GONB_12A_372874";;120;120;1;;;;;"Coquille Saint-Jacques";;19;;"Non renseignée";;19.0;;"Non renseignée";
"2018-10-08-GONB-SEN-015";"2018-10-08_GONB_12A_372874";;120;120;1;;;;;"Huitres";;4;;"Non renseignée";;4.0;;"Non renseignée";
"2018-10-08-GONB-SEN-017";"2018-10-08_GONB_12A_372883";;60;60;1;;;;;"Praire";;30;;"Non renseignée";;30.0;;"Non renseignée";
"2018-10-08-GONB-SEN-018";"2018-10-08_GONB_12A_372891";;60;70;1;;;;;"Praire";;;;"Non renseignée";;;;"Non renseignée";
"2018-10-08-GONB-SEN-018";"2018-10-08_GONB_12A_372891";;60;70;1;;;;;"Palourdes";;;;"Non renseignée";;;;"Non renseignée";
"2018-07-11-GUER-SEN-038";"2018-07-11_GUER_3A_372939";;90;90;2;"Non";;;;"Coque commune";;;;"Non renseignée";;;;"Non renseignée";
"2018-06-05-GUER-SEN-001";"2018-06-05_GUER_3B_372971";"14:50";60;60;2;"Non";;;;"Coque commune";;;;"Non renseignée";;;;"Non renseignée";
"2018-06-05-GUER-SEN-001";"2018-06-05_GUER_3B_372971";"14:50";60;60;2;"Non";;;;"Palourdes";;;;"Non renseignée";;;;"Non renseignée";
"2018-06-13-GUER-SEN-060";"2018-06-13_GUER_3B_372985";;120;120;1;"Non renseigné";;;
"2018-10-11-GONB-SEN-006";"2018-10-11_GONB_01A_381183";"15:15";90;90;2;"Oui";;;
"2018-10-08-GONB-SEN-019";"2018-10-08_GONB_12A_381196";;60;75;1;;;;;"Palourdes";;23;;"Non renseignée";;20.0;;"Non renseignée";
"2018-10-08-GONB-SEN-019";"2018-10-08_GONB_12A_381196";;60;75;1;;;;;"Praire";;18;;"Non renseignée";;10.0;;"Non renseignée";
"2018-10-08-GONB-SEN-021";"2018-10-08_GONB_12A_381206";;150;150;1;;;;;"Palourdes";;64;;"Non renseignée";;;;"Non renseignée";
"2018-10-08-GONB-SEN-022";"2018-10-08_GONB_12A_381218";;120;120;2;"Non";;;;"Coquille Saint-Jacques";;47;;"Non renseignée";;47.0;;"Non renseignée";
"2018-10-08-GONB-SEN-023";"2018-10-08_GONB_12A_381229";;0;0;2;;;;;"Coquille Saint-Jacques";;7;;"Non renseignée";;5.0;;"Non renseignée";
"2018-10-08-GONB-SEN-023";"2018-10-08_GONB_12A_381229";;0;0;2;;;;;"Praire";;41;;"Non renseignée";;34.0;;"Non renseignée";
"2018-10-19-GONB-SEN-001";"2018-10-19_GONB_01A_381242";"10:00";10;60;2;"Oui";;;
"2018-10-08-GONB-SEN-024";"2018-10-08_GONB_12A_381244";;90;120;2;;;;;"Praire";;14;;"Non renseignée";;14.0;;"Non renseignée";
"2018-10-08-GONB-SEN-024";"2018-10-08_GONB_12A_381244";;90;120;2;;;;;"Palourdes";;76;;"Non renseignée";;76.0;;"Non renseignée";
"2018-10-08-GONB-SEN-025";"2018-10-08_GONB_12A_381258";;0;0;1;;;;;"Praire";;10;;"Non renseignée";;10.0;;"Non renseignée";
"2018-10-08-GONB-SEN-025";"2018-10-08_GONB_12A_381258";;0;0;1;;;;;"Coquille Saint-Jacques";;17;;"Non renseignée";;15.0;;"Non renseignée";
"2018-10-19-GONB-SEN-002";"2018-10-19_GONB_01A_381260";"10:20";0;90;1;"Oui";;;
"2018-10-09-GONB-SEN-021";"2018-10-09_GONB_12A_381271";;90;110;1;;;;;"Praire";;17;;"Non renseignée";;14.0;;"Non renseignée";
"2018-10-09-GONB-SEN-021";"2018-10-09_GONB_12A_381271";;90;110;1;;;;;"Palourdes";;1;;"Non renseignée";;0.0;;"Non renseignée";
"2018-10-09-GONB-SEN-021";"2018-10-09_GONB_12A_381271";;90;110;1;;;;;"Huitres";;16;;"Non renseignée";;16.0;;"Non renseignée";
"2018-10-09-GONB-SEN-022";"2018-10-09_GONB_12A_381282";;90;150;1;;;;;"Coques";;15;;"Non renseignée";;15.0;;"Non renseignée";
"2018-10-09-GONB-SEN-022";"2018-10-09_GONB_12A_381282";;90;150;1;;;;;"Palourdes";;15;;"Non renseignée";;15.0;;"Non renseignée";
"2018-10-09-GONB-SEN-022";"2018-10-09_GONB_12A_381282";;90;150;1;;;;;"Praire";;10;;"Non renseignée";;10.0;;"Non renseignée";
"2018-10-19-GONB-SEN-003";"2018-10-19_GONB_01A_381285";"10:00";10;60;1;"Non";;;;"Arénicoles";;;1.0;"Non renseignée";;;;"Non renseignée";
"2018-10-19-GONB-SEN-004";"2018-10-19_GONB_01A_381294";"10:00";20;70;1;"Non";;;;"Arénicoles";;15;;"Mesurée";;;;"Non renseignée";100.0
"2018-10-19-GONB-SEN-005";"2018-10-19_GONB_01A_381302";"10:25";15;30;1;"Non";;;;"Arénicoles";;20;;"Mesurée";;20.0;;"Mesurée";100.0
"2018-10-09-GONB-SEN-023";"2018-10-09_GONB_12A_381322";;30;90;1;"Non";;;;"Praire";;6;;"Non renseignée";;6.0;;"Non renseignée";
"2018-10-09-GONB-SEN-023";"2018-10-09_GONB_12A_381322";;30;90;1;"Non";;;;"Pétoncles";;1;;"Non renseignée";;1.0;;"Non renseignée";
"2018-10-09-GONB-SEN-024";"2018-10-09_GONB_12A_381330";;90;110;1;"Non";;;;"Praire";;14;;"Non renseignée";;14.0;;"Non renseignée";
"2018-10-09-GONB-SEN-025";"2018-10-09_GONB_12A_381337";;120;120;2;;;;;"Palourdes";;30;;"Non renseignée";;30.0;;"Non renseignée";
"2018-10-09-GONB-SEN-025";"2018-10-09_GONB_12A_381337";;120;120;2;;;;;"Coques";;20;;"Non renseignée";;20.0;;"Non renseignée";
"2018-10-09-GONB-SEN-025";"2018-10-09_GONB_12A_381337";;120;120;2;;;;;"Praire";;10;;"Non renseignée";;10.0;;"Non renseignée";
"2018-10-09-GONB-SEN-026";"2018-10-09_GONB_12A_381347";;120;135;1;;;;;"Praire";;10;;"Non renseignée";;6.0;;"Non renseignée";
"2018-10-09-GONB-SEN-026";"2018-10-09_GONB_12A_381347";;120;135;1;;;;;"Coquille Saint-Jacques";;3;;"Non renseignée";;2.0;;"Non renseignée";
"2018-10-09-GONB-SEN-026";"2018-10-09_GONB_12A_381347";;120;135;1;;;;;"Clam";;2;;"Non renseignée";;2.0;;"Non renseignée";
"2018-10-09-GONB-SEN-027";"2018-10-09_GONB_12A_381356";;45;100;1;"Oui";;;
"2018-10-09-GONB-SEN-028";"2018-10-09_GONB_12A_381362";;60;75;1;"Non";;;;"Praire";;7;;"Non renseignée";;7.0;;"Non renseignée";
"2018-10-25-GONB-SEN-001";"2018-10-25_GONB_01A_383966";"14:30";40;40;1;"Non";;;;"Moules";2750.0;;;"Mesurée";2500.0;;;"Mesurée";100.0
"2018-10-25-GONB-SEN-001";"2018-10-25_GONB_01A_383966";"14:30";40;40;1;"Non";;;;"Coques";;2;;"Mesurée";;2.0;;"Mesurée";100.0
"2018-10-25-GONB-SEN-003";"2018-10-25_GONB_01A_383977";"14:00";90;120;1;"Non";;;;"Palourdes";;9;;"Mesurée";;9.0;;"Mesurée";100.0
