"Libellé Sortie";"Code Enquète";"Membre Association";"Nom Association";"Espéce maille";"declaration Connaissance";"Taille déclarée";"connaissance réglementation";"Utilisation outil";"Source outil";"Type d'outil";"Outil Conforme";"Espèce quantité";"Connaissance quota";"Quantité déclarée";"Unite";"Reglementation Quantité";"Espèce période";"Connaissance Période";"Périodes Déclarées";"Connaissance Règlementation Période";"Informé Législation";"Source information législation";"Conseils consommation"
"2018-04-16-EGMP-SEN-004";"2018-04-16_EGMP_116_355807";;;;;;;"Non";"Aucun outil";"Aucun outil";;;;;;;;;;;;"";
"2018-05-18-GONB-SEN-001";"2018-05-18_GONB_01A_355858";"Non";;"Palourdes";"Oui";40;"Réponse correcte";"Non";;;"Non";"Coques";"Oui";150;"Nb";"Réponse inférieure";"Coques";"Pas de période";;"Réponse correcte";"Oui";"Panneau d'information/affichage";"Oui"
"2018-05-18-GONB-SEN-002";"2018-05-18_GONB_01A_355864";"Non";;"Coques";"Oui";30;"Réponse ancienne valeur";"Oui";"Artisanal";"Artisanal";"Non";"Coques";"Oui";3;"kg";"Réponse correcte";"Coques";"Pas de période";;"Réponse correcte";"Oui";"Annuaire des marées | Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";"Oui"
"2018-05-18-GONB-SEN-003";"2018-05-18_GONB_01A_355870";"Non";;"Coques";"Oui";30;"Réponse ancienne valeur";"Non";;;"Non";"Coques";"Oui";3;"kg";"Réponse correcte";"Coques";"Pas de période";;"Réponse correcte";"Oui";"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";"Oui"
"2018-05-18-GONB-SEN-004";"2018-05-18_GONB_01A_356589";"Non";;"Bivalves fouisseurs";"Oui";20;"Réponse incorrecte ou NSP";"Non";;;"Non";"Bivalves fouisseurs";"Pas de quota";;;"Réponse correcte";"Bivalves fouisseurs";"Pas de période";;"Réponse correcte";;"Culture locale / habitude";"Oui"
"2018-05-30-GONB-SEN-001";"2018-05-30_GONB_01A_356607";"Non";;"Coques";"Oui";;"Réponse incorrecte ou NSP";"Non";;;"Non";"Coques";"Oui";;;"Réponse incorrecte ou NSP";;"Ne sait pas";;"Réponse incorrecte";"Non";"Panneau d'information/affichage | Autre source";"Oui"
"2018-05-30-GONB-SEN-002";"2018-05-30_GONB_01A_356627";"Non";;"Palourdes";"Ne sait pas";;;"Non";;;"Non";"Coques";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Bivalves fouisseurs";"Ne sait pas";;"Réponse correcte";"Non renseigné";"Aucune";"Non"
"2018-05-30-GONB-SEN-003";"2018-05-30_GONB_01A_356633";"Non";;"Coques";"Oui";30;"Réponse ancienne valeur";"Non";;;"Non";"Coques";"Oui";3;"kg";"Réponse correcte";"Coques";"Pas de période";;"Réponse correcte";"Oui";"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …) | Médias (journaux, radios, tv)";"Oui"
"2018-05-30-GONB-SEN-004";"2018-05-30_GONB_01A_356640";"Non";;"Coques";"Oui";30;"Réponse ancienne valeur";"Non";;;;"Coques";"Oui";;;"Réponse incorrecte ou NSP";"Coques";"Ne sait pas";;"Réponse incorrecte";"Oui";"Campagne de sensibilisation | Professionnels du tourisme";"Oui"
"2018-06-13-GONB-SEN-015";"2018-06-13_GONB_01A_356649";"Non renseigné";;"Coques";"Oui";;"Réponse incorrecte ou NSP";"Oui";"Autre type de réglette";"Pied à coulisse FNPPSF";"Oui";"Coques";"Oui";3;"kg";"Réponse correcte";"Coques";"Pas de période";;"Réponse correcte";"Oui";"Campagne de sensibilisation";"Non renseigné"
"2018-06-13-GONB-SEN-016";"2018-06-13_GONB_01A_356659";"Non";;"Palourdes";"Oui";40;"Réponse correcte";"Oui mais pas aujourd'hui";"Artisanal";;"Non renseigné";"Palourdes";"Oui";100;"Nb";"Réponse inférieure";"Palourdes";"Pas de période";;"Réponse correcte";"Oui";"Internet / Applications mobiles";"Oui"
"2018-06-13-GONB-SEN-017";"2018-06-13_GONB_01A_356717";"Non";;"Coques";"Oui";40;"Réponse supérieure";"Non";;;;"Coques";"Oui";2;"kg";"Réponse incorrecte ou NSP";"Coques";"Ne sait pas";;"Ne sait pas";"Non renseigné";"Aucune";"Non"
"2018-06-13-GONB-SEN-018";"2018-06-13_GONB_01A_356730";"Non";;"Palourdes";"Oui";40;"Réponse correcte";"Oui";"Campagne de sensibilisation";"Réglette à trou (type IODDE)";"Oui";"Palourdes";"Oui";3;"kg";"Réponse correcte";"Palourdes";"Pas de période";;"Réponse correcte";;"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";"Non"
"2018-06-13-GONB-SEN-019";"2018-06-13_GONB_01A_357079";"Non";;"Coques";"Oui";30;"Réponse ancienne valeur";"Non";"Aucun outil";;"Non";"Coques";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Coques";"Pas de période";;"Réponse correcte";"Non renseigné";"Aucune";"Non renseigné"
"2018-06-13-GONB-SEN-020";"2018-06-13_GONB_01A_357094";"Non";;"Coques";"Oui";27;"Réponse correcte";"Non";;;"Non";"Coques";"Oui";300;"Nb";"Réponse correcte";"Coques";"Pas de période";;"Réponse correcte";"Non renseigné";"Aucune";"Oui"
"2018-06-29-GONB-SEN-002";"2018-06-29_GONB_01A_357110";"Oui";"Saint Cast";"Coques";"Ne sait pas";;;"Non";;;;"Coques";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Coques";"Ne sait pas";;"Ne sait pas";"Non renseigné";"Aucune";"Non"
"2018-06-29-GONB-SEN-003";"2018-06-29_GONB_01A_357121";"Non";;"Coques";"Oui";27;"Réponse correcte";"Non";;;;"Coques";"Oui";3;"kg";"Réponse correcte";"Coques";"Oui";;"Réponse incorrecte";"Oui";"Annuaire des marées | Autre source";"Oui"
"2018-07-11-LEGD-SEN-001";"2018-07-11_LEGD_00_358467";"Non";;"Crevettes";"Ne sait pas";;;"Non";;;;"Crevettes";"Ne sait pas";;;"Réponse correcte";"Crevettes";"Ne sait pas";;"Ne sait pas";"Non";"Aucune";"Non concerné"
"2018-04-19-GUER-SEN-001";"2018-04-19_GUER_3B_360008";"Non";;"Coque commune";"Oui";;"Réponse incorrecte ou NSP";"Oui";"Anatomique (phalange, largeur de paume, pouce…)";"Anatomique (phalange, largeur de paume, pouce…)";"Non renseigné";"Coque commune";"Oui";4;"kg";"Réponse correcte";;"Pas de période";;"Réponse correcte";"Oui";"Ne sait plus";"Oui"
"2018-04-19-GUER-SEN-003";"2018-04-19_GUER_3B_360032";"Non";;"Couteaux";"Ne sait pas";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;"Couteaux";"Ne sait pas";;;"Réponse incorrecte ou NSP";;"Ne sait pas";;"Ne sait pas";"Non";"Aucune";"Non renseigné"
"2018-07-16-LEGD-SEN-022";"2018-07-16_LEGD_00_360392";"Non";;"Coques";"Oui";30;"Réponse ancienne valeur";"Non";;;;"Coques";"Oui";3;"kg";"Réponse correcte";"Coques";"Pas de période";;"Réponse correcte";"Oui";"Culture locale / habitude | Médias (journaux, radios, tv)";"Oui"
"2018-07-16-LEGD-SEN-024";"2018-07-16_LEGD_00_360399";"Non";;"Coques";"Oui";;"Réponse incorrecte ou NSP";"Non";;;"Non renseigné";"Coques";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Coques";"Ne sait pas";;"Ne sait pas";;"Aucune";"Oui"
"2018-07-16-LEGD-SEN-025";"2018-07-16_LEGD_00_360412";"Non";;"Coques";"Oui";;"Réponse incorrecte ou NSP";"Non";;;"Non renseigné";"Coques";"Oui";;;"Réponse incorrecte ou NSP";"Coques";"Pas de période";;"Réponse correcte";"Oui";"Internet / Applications mobiles";"Oui"
"2018-07-16-LEGD-SEN-026";"2018-07-16_LEGD_00_360440";"Non";;"Coques";"Oui";30;"Réponse ancienne valeur";"Non";;;;"Coques";"Oui";;;"Réponse incorrecte ou NSP";"Coques";"Ne sait pas";;"Ne sait pas";"Oui";"Médias (journaux, radios, tv)";"Oui"
"2018-07-16-LEGD-SEN-027";"2018-07-16_LEGD_00_360448";"Non";;"Coques";"Oui";25;"Réponse inférieure";"Oui mais pas aujourd'hui";"Campagne de sensibilisation";;"Non renseigné";"Coques";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Coques";"Pas de période";;"Réponse correcte";"Oui";"Campagne de sensibilisation | Annuaire des marées";"Oui"
"2018-07-16-LEGD-SEN-028";"2018-07-16_LEGD_00_360455";"Non";;"Coques";"espèce sans maille";;"Réponse incorrecte ou NSP";"Non";;;;"Coques";"Pas de quota";;;"Réponse incorrecte ou NSP";"Coques";"Ne sait pas";;"Ne sait pas";"Oui";"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";"Oui"
"2018-04-19-GUER-SEN-004";"2018-04-19_GUER_3B_360464";"Non";;"Palourdes";"Ne sait pas";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";"Non renseigné";"Palourdes";"Ne sait pas";;;"Réponse incorrecte ou NSP";;"Ne sait pas";;"Ne sait pas";"Non renseigné";"Aucune";"Non renseigné"
"2018-04-19-GUER-SEN-006";"2018-04-19_GUER_3B_360477";"Oui";;"Palourdes";"Oui";40;"Réponse ancienne valeur";"Oui";"Campagne de sensibilisation";"Campagne de sensibilisation";"Oui";"Palourdes";"Oui";3;"kg";"Réponse correcte";"Palourdes";"Pas de période";;"Réponse correcte";"Oui";"Internet / Applications mobiles";"Oui"
"2018-04-19-GUER-SEN-006";"2018-04-19_GUER_3B_360491";"Non renseigné";;"Palourdes";"Oui";35;"Réponse correcte";"Oui";"Campagne de sensibilisation";"Campagne de sensibilisation";"Oui";"Coques";"Oui";3;"kg";"Réponse correcte";"Palourdes";"Ne sait pas";;"Ne sait pas";"Oui";"Capitainerie / Club Nautique / Préfecture / Affaires maritimes / Mairies  | Professionnels du tourisme";"Non renseigné"
"2018-04-19-GUER-SEN-010";"2018-04-19_GUER_3B_360563";;;"Coques";"Oui";25;"Réponse inférieure";"Oui";"Anatomique (phalange, largeur de paume, pouce…)";"Anatomique (phalange, largeur de paume, pouce…)";"Non";"Coques";"Oui";5;"kg";"Réponse supérieure";"Coques";"Pas de période";;"Réponse correcte";"Oui";"Internet / Applications mobiles";"Non renseigné"
"2018-06-06-GUER-SEN-002";"2018-06-06_GUER_3B_360583";"Non renseigné";;"Palourdes";"Ne sait pas";;"Réponse incorrecte ou NSP";"Oui";"Campagne de sensibilisation";"Campagne de sensibilisation";"Oui";"Coques";"Oui";4;"kg";"Réponse correcte";"Coques";"Oui";;"Ne sait pas";"Oui";"Professionnels du tourisme | Médias (journaux, radios, tv)";"Non renseigné"
"2018-07-16-GONB-SEN-044";"2018-07-16_GONB_01A_361325";"Non renseigné";;"Coque commune";"Oui";3;"Réponse ancienne valeur";"Non";;;;"Coque commune";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Coque commune";"Pas de période";;"Réponse correcte";"Non";"Aucune";"Oui"
"2018-07-16-GONB-SEN-045";"2018-07-16_GONB_01A_361333";"Non renseigné";;"Coque commune";"Ne sait pas";;"Réponse incorrecte ou NSP";"Non";;;;"Coque commune";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Coque commune";"Ne sait pas";;"Ne sait pas";"Non renseigné";"Aucune";"Non"
"2018-06-13-GUER-SEN-044";"2018-06-13_GUER_3B_361406";"Non renseigné";;"Coques";"Oui";30;"Réponse correcte";"Non";"Aucun outil";"Aucun outil";;"Coques";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Coques";"Ne sait pas";;"Ne sait pas";"Oui";"Médias (journaux, radios, tv) | Internet / Applications mobiles";"Non renseigné"
"2018-06-13-GUER-SEN-045";"2018-06-13_GUER_3B_361397";"Non renseigné";;"Palourdes";"Oui";35;"Réponse correcte";"Oui";"Artisanal";"Artisanal";"Non renseigné";"Palourdes";"Oui";5;"kg";"Réponse supérieure";"Palourdes";"Oui";;"Ne sait pas";"Oui";"Panneau d'information/affichage | Internet / Applications mobiles";"Non renseigné"
"2018-06-13-GUER-SEN-045";"2018-06-13_GUER_3B_361420";"Non renseigné";;"Coques";"Oui";30;"Réponse correcte";"Non";"Aucun outil";"Aucun outil";;"Coques";"Oui";4;"kg";"Réponse correcte";"Coques";"Ne sait pas";;"Ne sait pas";"Oui";"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";"Non renseigné"
"2018-06-13-GUER-SEN-046";"2018-06-13_GUER_3B_361428";"Non renseigné";;"Coques";"Oui";30;"Réponse correcte";"Oui";"Campagne de sensibilisation";"Campagne de sensibilisation";"Oui";"Coques";"Oui";4;"kg";"Réponse correcte";"Coques";"Oui";" Fermeture en été";"Réponse correcte";"Oui";"Professionnels du tourisme";"Non renseigné"
"2018-07-13-GONB-SEN-029";"2018-07-13_GONB_01A_361991";"Non";;"Palourdes";"Oui";40;"Réponse correcte";"Oui";"Autre type de réglette";"Autre type de réglette";"Non";"Palourdes";"Oui";100;"Nb";"Réponse incorrecte ou NSP";"Palourdes";"Oui";"autorisé l'été";"Réponse incorrecte";"Non";"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";"Oui"
"2018-07-13-GONB-SEN-032";"2018-07-13_GONB_01A_362161";"Non";;"Coques";"Oui";;"Réponse incorrecte ou NSP";"Non";;;"Non";"Coques";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Coques";"Ne sait pas";;"Réponse incorrecte";"Non";"Aucune";"Oui"
"2018-07-13-GONB-SEN-032";"2018-07-13_GONB_01A_362243";"Non";;"Coques";"Oui";;"Réponse incorrecte ou NSP";"Non";;;"Non";"Coques";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Coques";"Ne sait pas";;"Réponse incorrecte";"Non renseigné";"Aucune | Ne sait plus";"Oui"
"2018-08-13-GONB-SEN-063";"2018-08-13_GONB_01B_362932";;;"Couteaux";"Oui";10;"Réponse correcte";"Oui";"Anatomique (phalange, largeur de paume, pouce…)";;"Non";"Couteaux";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Couteaux";"Ne sait pas";;"Ne sait pas";"Oui";"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";
"2018-08-13-GONB-SEN-066";"2018-08-13_GONB_01B_362940";;;"Bouquet";"Oui";50;"Réponse correcte";"Oui";"Campagne de sensibilisation";"Reglette LIFE";"Oui";"Bouquet";"Ne sait pas";;;"Réponse correcte";"Bouquet";"Pas de période";;"Réponse correcte";;"Annuaire des marées | Internet / Applications mobiles";
"2018-08-13-GONB-SEN-066";"2018-08-13_GONB_01B_362949";;;"Couteaux";"Ne sait pas";;;"Non";;;;"Couteaux";"Ne sait pas";;;"Réponse incorrecte ou NSP";;"Ne sait pas";;"Ne sait pas";;"Annuaire des marées";
"2018-08-10-GONB-SEN-042";"2018-08-10_GONB_01B_362959";;;"Coque commune";"espèce sans maille";;"Réponse incorrecte ou NSP";"Non";;;;"Coque commune";"Ne sait pas";;;"Réponse correcte";"Coque commune";"Ne sait pas";;"Ne sait pas";;"Aucune";
"2018-08-10-GONB-SEN-043";"2018-08-10_GONB_01B_362972";;;"Coque commune";"Oui";38;"Réponse correcte";"Oui";"Autre type de réglette";"Mesure graduée (pied à coulisse ou réglet)";"Oui";"Palourdes";"Oui";2;"kg";"Réponse inférieure";;"Ne sait pas";;"Ne sait pas";;"Panneau d'information/affichage";
"2018-08-10-GONB-SEN-044";"2018-08-10_GONB_01B_362980";;;"Palourdes";"Oui";4;"Réponse correcte";"Non";;;;"Palourdes croisées";"Oui";3;"kg";"Réponse correcte";;"Ne sait pas";;"Ne sait pas";;"Aucune";
"2018-07-30-GONB-SEN-002";"2018-07-30_GONB_01B_362989";;;"Palourdes";"Oui";;;"Non renseigné";;;;"Palourdes";"Ne sait pas";;;"Réponse incorrecte ou NSP";;"Ne sait pas";;"Ne sait pas";;"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";
"2018-07-30-GONB-SEN-003";"2018-07-30_GONB_01B_362997";;;"Couteaux";"Oui";100;"Réponse correcte";"Oui";"Anatomique (phalange, largeur de paume, pouce…)";"Anatomique (phalange, largeur de paume, pouce…)";"Non renseigné";"Couteaux";"Ne sait pas";;;"Réponse correcte";"Couteaux";"Ne sait pas";;"Ne sait pas";;"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";
"2018-07-24-GONB-SEN-002";"2018-07-24_GONB_01B_363004";;;"Palourdes";"Oui";4;;"Non";"Anatomique (phalange, largeur de paume, pouce…)";"Anatomique (phalange, largeur de paume, pouce…)";"Non";"Palourdes";"Oui";50;"Nb";"Réponse incorrecte ou NSP";"Palourdes";"Ne sait pas";;"Ne sait pas";;"Panneau d'information/affichage | Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";
"2018-07-24-GONB-SEN-004";"2018-07-24_GONB_01B_363011";;;"Coque commune";"Oui";30;"Réponse ancienne valeur";"Oui";"Anatomique (phalange, largeur de paume, pouce…)";"Anatomique (phalange, largeur de paume, pouce…)";"Non";"Coque commune";"Ne sait pas";;;"Réponse inférieure";"Coque commune";"Ne sait pas";;"Ne sait pas";;"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";
"2018-07-30-GONB-SEN-003";"2018-07-30_GONB_01A_363013";"Non";;"Coques";"Oui";30;"Réponse ancienne valeur";"Non";;;"Non";"Coques";"Oui";20;"kg";"Réponse incorrecte ou NSP";"Coques";"Pas de période";;"Réponse correcte";"Non renseigné";"Autre source";"Oui"
"2018-07-30-GONB-SEN-004";"2018-07-30_GONB_01A_363028";"Non";;"Coques";"Oui";20;"Réponse incorrecte ou NSP";"Oui";"Artisanal";"Artisanal";"Oui";"Palourdes";"Oui";3;"kg";"Réponse correcte";;"Pas de période";;"Réponse correcte";"Non renseigné";"Ne sait plus";"Oui"
"2018-07-30-GONB-SEN-005";"2018-07-30_GONB_01A_363044";"Non";;"Coques";"Oui";;"Réponse incorrecte ou NSP";"Non";;;;"Coques";"Oui";2;"kg";"Réponse incorrecte ou NSP";"Coques";"Pas de période";;"Réponse correcte";;"Panneau d'information/affichage | Internet / Applications mobiles";"Oui"
"2018-08-14-GONB-SEN-050";"2018-08-14_GONB_01B_363163";;;"Couteaux";"Ne sait pas";;;;;;;"Couteaux";"Ne sait pas";;;"Réponse correcte";"Couteaux";"Ne sait pas";;"Ne sait pas";;"Aucune";
"2018-08-14-GONB-SEN-051";"2018-08-14_GONB_01B_363191";;;"Couteaux";"Ne sait pas";;;"Non";;;"Non renseigné";"Couteaux";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Couteaux";"Ne sait pas";;"Ne sait pas";;"Aucune";
"2018-07-13-GONB-SEN-033";"2018-07-13_GONB_01B_363200";;;"Palourdes";"Oui";40;;"Oui";"Anatomique (phalange, largeur de paume, pouce…)";"Anatomique (phalange, largeur de paume, pouce…)";"Oui";"Palourdes";"Oui";;;"Réponse correcte";"Palourdes";"Pas de période";;"Réponse correcte";;"Panneau d'information/affichage";
"2018-07-13-GONB-SEN-034";"2018-07-13_GONB_01B_363206";;;"Palourdes";"Oui";40;"Réponse correcte";"Oui";"Artisanal";"Piges, toiseurs, gabarits";"Oui";"Palourdes";"Oui";150;"Nb";"Réponse correcte";"Palourdes";"Pas de période";;"Réponse correcte";;"Panneau d'information/affichage | Annuaire des marées";
"2018-07-13-GONB-SEN-035";"2018-07-13_GONB_01B_363219";;;"Palourdes";"Oui";40;"Réponse correcte";"Oui";"Campagne de sensibilisation";"Mesure graduée (pied à coulisse ou réglet)";"Oui";"Palourdes";"Oui";150;"Nb";"Réponse correcte";"Palourdes";"Pas de période";;"Réponse correcte";;"Médias (journaux, radios, tv) | Internet / Applications mobiles";
"2018-07-13-GONB-SEN-036";"2018-07-13_GONB_01B_363229";;;"Palourdes";"Oui";50;"Réponse supérieure";"Non";;;;"Palourdes";"Ne sait pas";;;"Réponse incorrecte ou NSP";;"Ne sait pas";;"Ne sait pas";;"Annuaire des marées";
"2018-07-13-GONB-SEN-037";"2018-07-13_GONB_01B_363236";;;"Palourdes";"Oui";;;"Oui";;"Mesure graduée (pied à coulisse ou réglet)";;"Palourdes";"Ne sait pas";;;"Réponse correcte";"Palourdes";"Ne sait pas";;"Ne sait pas";;"Annuaire des marées";
"2018-07-13-GONB-SEN-038";"2018-07-13_GONB_01B_363245";;;"Bivalves fouisseurs";"Ne sait pas";;;;;;;"Bivalves fouisseurs";"Ne sait pas";;;"Réponse correcte";"Bivalves fouisseurs";"Ne sait pas";;"Ne sait pas";;"Aucune";
"2018-07-13-GONB-SEN-039";"2018-07-13_GONB_01B_363252";;;"Bivalves fouisseurs";"Ne sait pas";;;"Non";;;"Oui";"Bivalves fouisseurs";"Oui";;;"Réponse correcte";;;;"Ne sait pas";;"Aucune";
"2018-07-13-GONB-SEN-040";"2018-07-13_GONB_01B_363259";;;"Palourdes";"Oui";40;"Réponse correcte";"Non";;;;"Palourdes";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Palourdes";"Pas de période";;"Réponse correcte";;"Internet / Applications mobiles";
"2018-07-13-GONB-SEN-041";"2018-07-13_GONB_01B_363266";;;"Palourdes";"Ne sait pas";;;"Non renseigné";;;;"Palourdes";"Ne sait pas";;;"Réponse incorrecte ou NSP";;;;"Ne sait pas";;"Aucune";
"2018-07-13-GONB-SEN-042";"2018-07-13_GONB_01B_363273";;;"Bivalves fouisseurs";"Ne sait pas";;;;;;;"Bivalves fouisseurs";"Ne sait pas";;;"Réponse incorrecte ou NSP";;;;"Ne sait pas";;"Aucune";
"2018-07-13-GONB-SEN-043";"2018-07-13_GONB_01B_363280";;;"Coques";"Oui";30;"Réponse ancienne valeur";"Oui";;"Mesure graduée (pied à coulisse ou réglet)";"Oui";"Coques";"Oui";150;"Nb";"Réponse inférieure";;"Pas de période";;"Réponse correcte";;"Campagne de sensibilisation";
"2018-07-13-GONB-SEN-044";"2018-07-13_GONB_01B_363288";"Non renseigné";;"Palourdes";"Oui";40;"Réponse correcte";"Oui";"Anatomique (phalange, largeur de paume, pouce…)";"Anatomique (phalange, largeur de paume, pouce…)";"Non renseigné";"Palourdes";"Oui";80;"Nb";"Réponse inférieure";"Palourdes";"Ne sait pas";;"Ne sait pas";;"Culture locale / habitude";
"2018-07-13-GONB-SEN-045";"2018-07-13_GONB_01B_363296";;;"Palourdes";"Oui";40;"Réponse correcte";"Oui";;"Reglette LIFE";;"Palourdes";"Ne sait pas";;;"Réponse correcte";"Palourdes";"Pas de période";;"Réponse correcte";"Oui";"Campagne de sensibilisation";
"2018-07-13-GONB-SEN-046";"2018-07-13_GONB_01B_363310";;;"Palourdes";"Oui";40;"Réponse correcte";;;;;"Palourdes";"Oui";150;"Nb";"Réponse correcte";"Palourdes";"Pas de période";;"Réponse correcte";"Oui";"Campagne de sensibilisation";
"2018-07-13-GONB-SEN-047";"2018-07-13_GONB_01B_363333";;;"Couteaux";"Ne sait pas";;"Réponse incorrecte ou NSP";"Non";;;"Non renseigné";"Couteaux";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Couteaux";"Ne sait pas";;"Ne sait pas";"Oui";"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …) | Internet / Applications mobiles";
"2018-07-13-GONB-SEN-048";"2018-07-13_GONB_01B_363352";;;"Palourdes";"Oui";40;;"Non";;;;"Palourdes";"Pas de quota";;;"Réponse incorrecte ou NSP";"Palourdes";"Ne sait pas";;"Ne sait pas";;"Ne sait plus";
"2018-07-13-GONB-SEN-049";"2018-07-13_GONB_01B_363370";"Oui";;"Coques";"Oui";30;"Réponse ancienne valeur";"Non";;;;"Coques";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Coques";"Ne sait pas";;"Ne sait pas";;"Campagne de sensibilisation";
"2018-06-14-GONB-SEN-036";"2018-06-14_GONB_01B_363387";;;"Coques";"Oui";;;"Non";;;;"Coques";"Oui";3;"kg";"Réponse correcte";"Coques";"Ne sait pas";;"Ne sait pas";"Non";"Aucune";
"2018-06-14-GONB-SEN-037";"2018-06-14_GONB_01B_363399";;;"Palourdes";"Oui";;;"Non";;;;"Palourdes";"Oui";;;"Réponse incorrecte ou NSP";"Palourdes";"Ne sait pas";;"Ne sait pas";;"Ne sait plus";
"2018-06-14-GONB-SEN-038";"2018-06-14_GONB_01B_363411";;;"Coques";"espèce sans maille";;"Réponse incorrecte ou NSP";"Non";;;"Non renseigné";"Coques";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Coques";"Ne sait pas";;"Ne sait pas";"Non";"Aucune";
"2018-05-25-GONB-SEN-002";"2018-05-25_GONB_01B_363427";;;"Coques";"Oui";30;"Réponse ancienne valeur";"Oui mais pas aujourd'hui";;;;"Coques";"Oui";3;"kg";"Réponse correcte";"Coques";"Pas de période";;"Réponse correcte";;"Aucune";
"2018-05-25-GONB-SEN-003";"2018-05-25_GONB_01B_363442";;;"Palourdes";"Oui";;;"Non";;;;"Palourdes";"Ne sait pas";;;"Réponse incorrecte ou NSP";;"Ne sait pas";;"Ne sait pas";;"Aucune";
"2018-05-25-GONB-SEN-004";"2018-05-25_GONB_01B_363450";;;"Palourdes";"Oui";;;"Non";;;;"Palourdes";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Palourdes";"Ne sait pas";;"Ne sait pas";"Oui";"Annuaire des marées";
"2018-05-25-GONB-SEN-005";"2018-05-25_GONB_01B_363492";;;"Palourdes";"Oui";40;"Réponse correcte";"Oui";"Artisanal";"Piges, toiseurs, gabarits";"Non renseigné";"Palourdes";"Ne sait pas";;;"Réponse correcte";"Palourdes";"Ne sait pas";;"Ne sait pas";"Oui";"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …) | Professionnels du tourisme";
"2018-04-18-GONB-SEN-015";"2018-04-18_GONB_01B_363500";;;"Coquille Saint-Jacques";"Oui";11;"Réponse correcte";"Oui";"Anatomique (phalange, largeur de paume, pouce…)";"Anatomique (phalange, largeur de paume, pouce…)";"Non";"Coquille Saint-Jacques";"Oui";30;"Nb";"Réponse correcte";"Coquille Saint-Jacques";"Oui";"Octobre à mi mai";"Réponse correcte";"Oui";"Association de plaisanciers | Culture locale / habitude";
"2018-04-18-GONB-SEN-016";"2018-04-18_GONB_01B_363507";;;"Coquille Saint-Jacques";"Oui";11;"Réponse correcte";"Non";;;;"Coquille Saint-Jacques";"Oui";30;"Nb";"Réponse correcte";"Coquille Saint-Jacques";"Oui";"Octobre à mi mai";"Réponse correcte";"Non renseigné";"Aucune";
"2018-04-18-GONB-SEN-017";"2018-04-18_GONB_01B_363514";;;"Amande de mer";"Ne sait pas";;;"Non";;;;"Amande de mer";"Oui";1;"kg";"Réponse incorrecte ou NSP";"Amande de mer";"Ne sait pas";;"Ne sait pas";"Non";"Aucune";
"2018-05-16-GONB-SEN-051";"2018-05-16_GONB_01B_363521";;;"Coquille Saint-Jacques";"Oui";11;"Réponse correcte";"Oui";"Anatomique (phalange, largeur de paume, pouce…)";"Anatomique (phalange, largeur de paume, pouce…)";"Non renseigné";"Coquille Saint-Jacques";"Oui";30;"Nb";"Réponse correcte";"Coquille Saint-Jacques";"Ne sait pas";;"Ne sait pas";"Non";"Aucune";
"2018-05-16-GONB-SEN-052";"2018-05-16_GONB_01B_363546";;;"Bouquet commun";"Ne sait pas";;;"Non";;;;"Bouquet commun";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Bouquet commun";"Ne sait pas";;"Réponse incorrecte";;"Panneau d'information/affichage";
"2018-05-16-GONB-SEN-053";"2018-05-16_GONB_01B_363554";;;"Couteaux";"Oui";10;"Réponse correcte";"Non";;;;"Couteaux";"Pas de quota";;;"Réponse incorrecte ou NSP";"Couteaux";"Pas de période";;"Réponse correcte";"Non";"Aucune";
