"Libellé Sortie";"Code Enquète";"Membre Association";"Nom Association";"Espéce maille";"declaration Connaissance";"Taille déclarée";"connaissance réglementation";"Utilisation outil";"Source outil";"Type d'outil";"Outil Conforme";"Espèce quantité";"Connaissance quota";"Quantité déclarée";"Unite";"Reglementation Quantité";"Espèce période";"Connaissance Période";"Périodes Déclarées";"Connaissance Règlementation Période";"Informé Législation";"Source information législation";"Conseils consommation"
"2019-03-23-ARMO-SEN-064";"2019-03-23_ARMO_053_422077";;;"Moules";"Ne sait pas";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;"Moules";"Oui";300;"Nb";"Réponse correcte";"Moules";"Ne sait pas";;"Ne sait pas";"Oui";"Culture locale / habitude";"Non concerné"
"2019-03-23-ARMO-SEN-065";"2019-03-23_ARMO_053_422086";;;"Coquille Saint-Jacques";"Oui";115;"Réponse supérieure";"Oui";"Campagne de sensibilisation";"Reglette LIFE";"Oui";"Coquille Saint-Jacques";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Coquille Saint-Jacques";"Oui";"interdit de mai à septembre-octobre";"Réponse correcte";"Oui";"Panneau d'information/affichage | Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";"Non concerné"
"2019-03-23-ARMO-SEN-066";"2019-03-23_ARMO_053_422092";;;"Bigorneau";"Ne sait pas";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;"Bigorneau";"Ne sait pas";;;;"Bigorneaux";"Pas de période";;"Réponse correcte";"Oui";"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";"Non concerné"
"2019-03-23-ARMO-SEN-067";"2019-03-23_ARMO_053_422102";;;"Moules";"Oui";40;"Réponse correcte";"Oui";"Commerce";"Pied à coulisse FNPPSF";"Oui";"Moules";"Oui";3;"kg";"Réponse correcte";"Moules";"Pas de période";;"Réponse correcte";"Oui";"Culture locale / habitude";"Non concerné"
"2019-03-23-ARMO-SEN-068";"2019-03-23_ARMO_053_422113";;;"Palourdes";"Oui";40;"Réponse correcte";"Oui";"Campagne de sensibilisation";"Reglette LIFE";"Oui";"Palourdes";"Oui";150;"Nb";"Réponse correcte";"Palourdes";"Pas de période";;"Réponse correcte";"Oui";"Campagne de sensibilisation | Association de plaisanciers";"Non concerné"
"2019-03-23-ARMO-SEN-069";"2019-03-23_ARMO_053_422122";;;"Moules";"Ne sait pas";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;"Moules";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Moules";"Ne sait pas";;"Ne sait pas";;"Aucune";"Non concerné"
"2019-03-23-ARMO-SEN-070";"2019-03-23_ARMO_053_422132";;;"Moules";"Oui";30;"Réponse inférieure";"Non";"Aucun outil";"Aucun outil";;"Moules";"Oui";400;"Nb";"Réponse supérieure";"Moules";"Pas de période";;"Réponse correcte";"Oui";"Panneau d'information/affichage";"Non concerné"
"2019-03-23-ARMO-SEN-071";"2019-03-23_ARMO_053_422144";;;"Moules";"Ne sait pas";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;"Moules";"Oui";3;"kg";"Réponse correcte";"Moules";"Ne sait pas";;"Ne sait pas";"Non";"Aucune";"Non concerné"
"2019-03-23-ARMO-SEN-072";"2019-03-23_ARMO_053_422153";;;"Bigorneau";"Ne sait pas";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;"Bigorneau";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Bigorneau";"Pas de période";;"Réponse correcte";"Oui";"Culture locale / habitude";"Non concerné"
"2019-03-23-ARMO-SEN-073";"2019-03-23_ARMO_053_422160";;;"Coquille Saint-Jacques";"Oui";110;"Réponse correcte";"Oui";"Campagne de sensibilisation";"Reglette LIFE";"Oui";"Coquille Saint-Jacques";"Oui";30;"Nb";"Réponse correcte";"Coquille Saint-Jacques";"Oui";"interdiction de mai à octobre";"Réponse correcte";"Oui";"Internet / Applications mobiles";"Non concerné"
"2019-03-23-ARMO-SEN-074";"2019-03-23_ARMO_053_422166";;;"Coquille Saint-Jacques";"Oui";110;"Réponse correcte";"Oui";"Commerce";"Mesure graduée (pied à coulisse ou réglet)";"Oui";"Coquille Saint-Jacques";"Ne sait pas";;;"Réponse incorrecte ou NSP";;"Ne sait pas";;"Ne sait pas";"Oui";"Médias (journaux, radios, tv)";"Non concerné"
"2019-03-23-ARMO-SEN-075";"2019-03-23_ARMO_053_422173";;;"Palourdes";"Oui";40;"Réponse correcte";"Oui";"Campagne de sensibilisation";"Reglette LIFE";"Oui";"Palourdes";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Palourdes";"Ne sait pas";;"Ne sait pas";"Oui";"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";"Non concerné"
"2019-03-23-ARMO-SEN-076";"2019-03-23_ARMO_053_422179";;;"Bigorneau";"Ne sait pas";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;"Bigorneau";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Bigorneau";"Ne sait pas";;"Ne sait pas";"Non";"Aucune";"Non concerné"
"2019-03-23-ARMO-SEN-077";"2019-03-23_ARMO_053_422188";;;"Moules";"Oui";40;"Réponse correcte";"Non";"Aucun outil";"Aucun outil";;"Moules";"Oui";300;"Nb";"Réponse correcte";"Moules";"Ne sait pas";;"Ne sait pas";"Oui";"Internet / Applications mobiles";"Non concerné"
"2019-03-23-ARMO-SEN-078";"2019-03-23_ARMO_053_422196";;;"Moules";"Oui";40;"Réponse correcte";"Oui";"Campagne de sensibilisation";"Reglette LIFE";"Oui";"Moules";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Moules";"Pas de période";;"Réponse correcte";"Non renseigné";"";"Non concerné"
"2019-03-23-ARMO-SEN-079";"2019-03-23_ARMO_053_422206";;;"Coques";"Oui";30;"Réponse ancienne valeur";"Non";"Aucun outil";"Aucun outil";;"Coques";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Coques";"Ne sait pas";;"Ne sait pas";"Non renseigné";"";"Non renseigné"
"2019-03-23-ARMO-SEN-080";"2019-03-23_ARMO_053_422214";;;"Etrille";"Oui";65;"Réponse correcte";"Oui";"Artisanal";"Piges, toiseurs, gabarits";"Non";"Etrille";"Oui";6;"Nb";"Réponse incorrecte ou NSP";"Etrille";"Pas de période";;"Réponse correcte";"Non renseigné";"";"Non concerné"
"2019-03-23-ARMO-SEN-081";"2019-03-23_ARMO_053_422221";;;"Moules";"Oui";40;"Réponse correcte";"Non";"Aucun outil";"Aucun outil";;"Moules";"Oui";3;"kg";"Réponse correcte";"Moules";"Pas de période";;"Réponse correcte";"Non renseigné";"";"Non concerné"
"2019-03-23-ARMO-SEN-082";"2019-03-23_ARMO_053_422231";;;"Coques";"Oui";30;"Réponse ancienne valeur";"Non";"Aucun outil";"Aucun outil";;"Coques";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Coques";"Pas de période";;"Réponse correcte";"Oui";"Internet / Applications mobiles";"Non renseigné"
"2019-03-23-ARMO-SEN-083";"2019-03-23_ARMO_053_422240";;;"Huître creuse";"Oui";50;"Réponse correcte";"Oui";"Campagne de sensibilisation";"Reglette LIFE";"Oui";"Huître creuse";"Oui";60;"Nb";"Réponse correcte";"Huître creuse";"Ne sait pas";;"Ne sait pas";"Oui";"Campagne de sensibilisation | Internet / Applications mobiles";"Non concerné"
"2019-03-23-ARMO-SEN-084";"2019-03-23_ARMO_053_422248";;;"Huître creuse";"Ne sait pas";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;"Huître creuse";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Huître creuse";"Oui";"les mois en ""r""";"Réponse incorrecte";"Oui";"Guides du commerce / Livres / Revues";"Non concerné"
"2019-03-23-ARMO-SEN-085";"2019-03-23_ARMO_053_422259";;;"Moules";"Oui";40;"Réponse correcte";"Oui";"Commerce";"Pied à coulisse FNPPSF";"Oui";"Moules";"Oui";300;"Nb";"Réponse correcte";"Moules";"Pas de période";;"Réponse correcte";"Oui";"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …) | Culture locale / habitude";"Non concerné"
"2019-03-23-ARMO-SEN-086";"2019-03-23_ARMO_053_422269";;;"Moules";"Ne sait pas";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;"Moules";"Oui";1;"kg";"Réponse inférieure";"Moules";"Pas de période";;"Réponse correcte";"Oui";"Culture locale / habitude";"Non concerné"
"2019-03-23-ARMO-SEN-087";"2019-03-23_ARMO_053_422280";;;"Palourdes";"Oui";40;"Réponse correcte";"Oui";"Commerce";"Pied à coulisse FNPPSF";"Oui";"Palourdes";"Ne sait pas";;"Nb";"Réponse incorrecte ou NSP";"Palourdes";"Pas de période";;"Réponse correcte";"Oui";"Guides du commerce / Livres / Revues";"Non concerné"
"2019-03-23-ARMO-SEN-088";"2019-03-23_ARMO_053_422294";;;"Palourdes";"Ne sait pas";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;"Palourdes";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Palourdes";"Ne sait pas";;"Ne sait pas";"Non";"Aucune";"Non concerné"
"2019-03-23-ARMO-SEN-089";"2019-03-23_ARMO_053_422315";;;"Praire";"Ne sait pas";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;"Praire";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Praire";"Ne sait pas";;"Ne sait pas";"Oui";"Panneau d'information/affichage";"Non concerné"
"2019-04-21-ARMO-SEN-014";"2019-04-21_ARMO_053_422345";;;;"Non renseigné";;"Non renseigné";"Non";"Aucun outil";"Aucun outil";"Non renseigné";;"Non renseigné";;;"Non renseigné";;"Non renseigné";;"Non renseigné";"Non renseigné";"";"Non concerné"
"2019-04-21-ARMO-SEN-015";"2019-04-21_ARMO_053_422353";;;"Couteaux";"Ne sait pas";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;"Couteaux";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Couteaux";"Pas de période";;"Réponse correcte";"Oui";"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";"Non concerné"
"2019-04-21-ARMO-SEN-016";"2019-04-21_ARMO_053_422368";;;"Moules";"Ne sait pas";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;"Moules";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Moules";"Ne sait pas";;"Ne sait pas";"Non";"Aucune";"Non concerné"
"2019-04-21-ARMO-SEN-017";"2019-04-21_ARMO_053_422379";;;"Moules";"Ne sait pas";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;"Moules";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Moules";"Pas de période";;"Réponse correcte";"Non";"Aucune";"Non concerné"
"2019-04-21-ARMO-SEN-018";"2019-04-21_ARMO_053_422391";;;"Palourdes";"Oui";40;"Réponse correcte";"Oui";"Commerce";"Pied à coulisse FNPPSF";"Oui";"Palourdes";"Non renseigné";;;"Non renseigné";"Palourdes";"Pas de période";;"Réponse correcte";"Oui";"Annuaire des marées";"Non concerné"
"2019-04-21-ARMO-SEN-019";"2019-04-21_ARMO_053_422404";;;"Moules";"Ne sait pas";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;"Moules";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Moules";"Ne sait pas";;"Ne sait pas";"Non";"Aucune";"Non concerné"
"2019-04-21-ARMO-SEN-020";"2019-04-21_ARMO_053_422423";;;"Palourdes";"Ne sait pas";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;"Palourdes";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Palourdes";"Pas de période";;"Réponse correcte";"Non";"Aucune";"Non concerné"
"2019-04-21-ARMO-SEN-021";"2019-04-21_ARMO_053_422439";;;"Moules";"Ne sait pas";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;"Moules";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Moules";"Pas de période";;"Réponse correcte";"Non";"Aucune";"Non concerné"
"2019-04-21-ARMO-SEN-022";"2019-04-21_ARMO_053_422450";;;"Moules";"Ne sait pas";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;"Moules";"Non renseigné";;;"Non renseigné";"Moules";"Non renseigné";;"Non renseigné";"Non renseigné";"";"Non concerné"
"2019-04-21-ARMO-SEN-023";"2019-04-21_ARMO_053_422462";;;"Moules";"espèce sans maille";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;"Moules";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Moules";"Ne sait pas";;"Ne sait pas";"Oui";"Culture locale / habitude";"Non concerné"
"2019-04-21-ARMO-SEN-024";"2019-04-21_ARMO_053_422473";;;"Moules";"Oui";40;"Réponse correcte";"Oui";"Campagne de sensibilisation";"Reglette LIFE";"Oui";"Moules";"Oui";3;"kg";"Réponse correcte";"Moules";"Pas de période";;"Réponse correcte";"Oui";"Campagne de sensibilisation | Panneau d'information/affichage";"Non concerné"
"2019-04-21-ARMO-SEN-025";"2019-04-21_ARMO_053_422490";;;"Moules";"Oui";40;"Réponse correcte";"Oui mais pas aujourd'hui";"Campagne de sensibilisation";"Reglette LIFE";"Oui";"Moules";;3;"kg";"Réponse correcte";"Moules";"Ne sait pas";;"Ne sait pas";"Oui";"Professionnels du tourisme";"Non concerné"
"2019-04-21-ARMO-SEN-026";"2019-04-21_ARMO_053_422504";;;"Huître creuse";"Oui";60;"Réponse supérieure";"Oui";"Artisanal";"Piges, toiseurs, gabarits";"Oui";"Huître creuse";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Huître creuse";"Pas de période";;"Réponse correcte";"Oui";"Internet / Applications mobiles";"Non concerné"
"2019-04-21-ARMO-SEN-027";"2019-04-21_ARMO_053_422518";;;"Bouquet";"Ne sait pas";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;"Bouquet";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Bouquet";"Ne sait pas";;"Ne sait pas";"Oui";"Culture locale / habitude";"Non concerné"
"2019-03-22-ARMO-SEN-055";"2019-03-22_ARMO_059_422538";;;"Coquille Saint-Jacques";"Oui";110;"Réponse correcte";"Oui";"Campagne de sensibilisation";"Reglette LIFE";"Oui";"Coquille Saint-Jacques";"Oui";30;"Nb";"Réponse correcte";"Coquille Saint-Jacques";"Oui";"1er aout au 1er mai";"Réponse incorrecte";"Oui";"Capitainerie / Club Nautique / Préfecture / Affaires maritimes / Mairies  | Professionnels du tourisme";"Non concerné"
"2019-03-22-ARMO-SEN-056";"2019-03-22_ARMO_059_422550";;;"Amande de mer";"Oui";35;"Réponse incorrecte ou NSP";"Oui";"Artisanal";"Marque engin de pêche";"Oui";"Amande de mer";"Oui";3;"Nb";"Réponse correcte";"Amande de mer";"Non renseigné";;"Non renseigné";"Non renseigné";"";"Non concerné"
"2019-03-22-ARMO-SEN-057";"2019-03-22_ARMO_059_422563";;;"Homard";"Ne sait pas";;"Réponse incorrecte ou NSP";"Oui";"Campagne de sensibilisation";"Reglette LIFE";"Oui";"Homard";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Homard";"Pas de période";;"Réponse correcte";"Oui";"Campagne de sensibilisation | Panneau d'information/affichage";"Non concerné"
"2019-03-22-ARMO-SEN-058";"2019-03-22_ARMO_059_422575";;;"Coquille Saint-Jacques";"Ne sait pas";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;"Coquille Saint-Jacques";"Oui";30;"Nb";"Réponse correcte";"Coquille Saint-Jacques";"Oui";"Jusqu'au 14 mai";"Réponse correcte";"Oui";"Culture locale / habitude";"Non concerné"
"2019-03-22-ARMO-SEN-059";"2019-03-22_ARMO_059_422582";;;"Coquille Saint-Jacques";"Oui";110;"Réponse correcte";"Oui";"Artisanal";"Marque engin de pêche";"Oui";"Coquille Saint-Jacques";"Oui";30;"Nb";"Réponse correcte";"Coquille Saint-Jacques";"Oui";"jusqu'au 30 mars";"Réponse incorrecte";"Non renseigné";"";
"2019-03-22-ARMO-SEN-060";"2019-03-22_ARMO_059_422589";;;"Coquille Saint-Jacques";"Oui";110;"Réponse correcte";"Oui mais pas aujourd'hui";"Campagne de sensibilisation";"Reglette LIFE";"Oui";"Coquille Saint-Jacques";"Oui";30;"Nb";"Réponse correcte";"Coquille Saint-Jacques";"Oui";"printemps";"Réponse incorrecte";"Oui";"Culture locale / habitude | Médias (journaux, radios, tv)";"Non concerné"
"2019-03-22-ARMO-SEN-061";"2019-03-22_ARMO_059_422596";;;"Coquille Saint-Jacques";"Oui";115;"Réponse supérieure";"Non";"Aucun outil";"Aucun outil";;"Coquille Saint-Jacques";"Oui";30;"Nb";;"Coquille Saint-Jacques";"Oui";"jusqu'en avril puis octobre";"Réponse correcte";"Non renseigné";"";"Non concerné"
"2019-03-22-ARMO-SEN-062";"2019-03-22_ARMO_059_422607";;;"Coquille Saint-Jacques";"Oui";110;"Réponse correcte";"Oui";"Campagne de sensibilisation";"Reglette LIFE";"Oui";"Coquille Saint-Jacques";"Oui";30;"Nb";"Réponse correcte";"Coquille Saint-Jacques";"Oui";"avril-mai à octobre-novembre";"Réponse correcte";"Oui";"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";"Non concerné"
"2019-03-22-ARMO-SEN-063";"2019-03-22_ARMO_059_422615";;;"Couteaux";"Oui";100;"Réponse correcte";"Non";"Aucun outil";"Aucun outil";;"Couteaux";"Oui";60;"Nb";"Réponse correcte";"Couteaux";"Ne sait pas";;"Ne sait pas";"Oui";"Panneau d'information/affichage | Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";"Non concerné"
"2019-03-22-ARMO-SEN-064";"2019-03-22_ARMO_059_422624";;;"Coquille Saint-Jacques";"Oui";120;"Réponse supérieure";"Oui mais pas aujourd'hui";"Campagne de sensibilisation";"Reglette LIFE";"Oui";"Coquille Saint-Jacques";"Oui";2;"kg";"Réponse incorrecte ou NSP";"Coquille Saint-Jacques";"Oui";"du 1/10 au 30/04";"Réponse incorrecte";"Oui";"Internet / Applications mobiles";"Non concerné"
"2019-03-22-ARMO-SEN-065";"2019-03-22_ARMO_059_422635";;;"Coquille Saint-Jacques";"Oui";110;"Réponse correcte";"Non";"Aucun outil";"Aucun outil";;"Coquille Saint-Jacques";"Oui";30;"Nb";"Réponse correcte";"Coquille Saint-Jacques";"Oui";"fin avril";"Réponse incorrecte";"Oui";"Internet / Applications mobiles";"Non concerné"
"2019-03-22-ARMO-SEN-066";"2019-03-22_ARMO_059_422647";;;"Huître creuse";"Oui";75;"Réponse supérieure";"Non";"Aucun outil";"Aucun outil";;"Huître creuse";"Oui";30;"Nb";"Réponse inférieure";"Huître creuse";"Pas de période";;"Réponse correcte";"Oui";"Médias (journaux, radios, tv)";"Non concerné"
"2019-03-22-ARMO-SEN-067";"2019-03-22_ARMO_059_422654";;;"Palourdes";"Ne sait pas";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;"Palourdes";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Palourdes";"Ne sait pas";;"Ne sait pas";"Non";"Aucune";"Non concerné"
"2019-03-22-ARMO-SEN-068";"2019-03-22_ARMO_059_422661";;;"Coquille Saint-Jacques";"Oui";110;"Réponse correcte";"Oui";"Campagne de sensibilisation";"Reglette LIFE";"Oui";"Coquille Saint-Jacques";"Oui";30;"Nb";"Réponse correcte";"Coquille Saint-Jacques";"Oui";"confusion avec pêche en apnée";"Réponse incorrecte";"Oui";"Campagne de sensibilisation | Médias (journaux, radios, tv)";"Non concerné"
"2019-03-22-ARMO-SEN-069";"2019-03-22_ARMO_059_422670";;;"Coquille Saint-Jacques";"Oui";110;"Réponse correcte";"Oui";"Commerce";"Mesure graduée (pied à coulisse ou réglet)";"Oui";"Coquille Saint-Jacques";"Oui";30;"Nb";"Réponse correcte";"Coquille Saint-Jacques";"Oui";"jusqu'en mai";"Réponse correcte";"Oui";"Culture locale / habitude";"Non concerné"
"2019-03-22-ARMO-SEN-070";"2019-03-22_ARMO_059_422678";;;"Coquille Saint-Jacques";"Oui";110;"Réponse correcte";"Oui";"Artisanal";"Marque engin de pêche";"Oui";"Coquille Saint-Jacques";"Oui";30;"Nb";"Réponse correcte";;"Oui";"ouverture administrative annuelle";"Réponse incorrecte";"Oui";"Médias (journaux, radios, tv)";"Non concerné"
"2019-03-22-ARMO-SEN-071";"2019-03-22_ARMO_059_422685";;;"Coquille Saint-Jacques";"Oui";110;"Réponse correcte";"Oui";"Artisanal";"Marque engin de pêche";"Non renseigné";"Coquille Saint-Jacques";"Oui";30;"Nb";"Réponse correcte";"Coquille Saint-Jacques";"Oui";"octobre à mars";"Réponse incorrecte";"Oui";"Panneau d'information/affichage";"Non concerné"
"2019-03-22-ARMO-SEN-072";"2019-03-22_ARMO_059_422691";;;"Coquille Saint-Jacques";"Oui";110;"Réponse correcte";"Oui";"Commerce";"Mesure graduée (pied à coulisse ou réglet)";"Oui";"Coquille Saint-Jacques";"Oui";30;"Nb";"Réponse correcte";"Coquille Saint-Jacques";"Oui";"comme les pros";"Réponse incorrecte";"Oui";"Annuaire des marées | Capitainerie / Club Nautique / Préfecture / Affaires maritimes / Mairies ";"Non concerné"
"2019-03-22-ARMO-SEN-073";"2019-03-22_ARMO_059_422740";;;"Coquille Saint-Jacques";"Oui";105;"Réponse inférieure";"Non";"Aucun outil";"Aucun outil";;"Coquille Saint-Jacques";"Oui";20;"Nb";"Réponse inférieure";"Coquille Saint-Jacques";"Oui";"comme les pros";"Réponse incorrecte";"Oui";"Capitainerie / Club Nautique / Préfecture / Affaires maritimes / Mairies ";"Non concerné"
"2019-03-22-ARMO-SEN-074";"2019-03-22_ARMO_059_422755";;;"Coquille Saint-Jacques";"Oui";110;"Réponse correcte";"Non";"Aucun outil";"Aucun outil";;"Coquille Saint-Jacques";"Oui";30;"Nb";"Réponse correcte";"Coquille Saint-Jacques";"Oui";"comme les pros";"Réponse incorrecte";"Oui";"Médias (journaux, radios, tv)";"Non concerné"
"2019-03-22-ARMO-SEN-075";"2019-03-22_ARMO_059_422764";;;"Coquille Saint-Jacques";"Oui";130;"Réponse supérieure";"Non";"Aucun outil";"Aucun outil";;"Coquille Saint-Jacques";"Oui";30;"Nb";"Réponse correcte";"Coquille Saint-Jacques";"Ne sait pas";;"Ne sait pas";"Oui";"Internet / Applications mobiles";"Non concerné"
"2019-03-22-ARMO-SEN-076";"2019-03-22_ARMO_059_422777";;;"Coquille Saint-Jacques";;110;"Réponse correcte";"Oui";"Campagne de sensibilisation";"Reglette LIFE";"Oui";"Coquille Saint-Jacques";"Oui";30;"Nb";"Réponse correcte";"Coquille Saint-Jacques";"Oui";"octobre à mai";"Réponse correcte";"Oui";"Internet / Applications mobiles";"Non concerné"
"2019-03-22-ARMO-SEN-077";"2019-03-22_ARMO_059_422789";;;"Coquille Saint-Jacques";"Oui";110;"Réponse correcte";"Oui";"Campagne de sensibilisation";"Reglette LIFE";"Oui";"Coquille Saint-Jacques";"Oui";30;"Nb";"Réponse correcte";"Coquille Saint-Jacques";"Oui";"fin avril";"Réponse incorrecte";"Oui";"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";"Non concerné"
"2019-03-22-ARMO-SEN-078";"2019-03-22_ARMO_059_422797";;;"Coquille Saint-Jacques";"Oui";110;"Réponse correcte";"Oui";"Artisanal";"Marque engin de pêche";"Oui";"Coquille Saint-Jacques";"Oui";30;"Nb";"Réponse correcte";"Coquille Saint-Jacques";"Ne sait pas";;"Ne sait pas";"Oui";"Médias (journaux, radios, tv)";"Non concerné"
"2019-03-22-ARMO-SEN-079";"2019-03-22_ARMO_059_422804";;;"Bigorneau";"Ne sait pas";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;"Bigorneau";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Bigorneau";"Ne sait pas";;"Ne sait pas";"Oui";"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";"Non concerné"
"2019-03-22-ARMO-SEN-080";"2019-03-22_ARMO_059_422812";;;"Couteaux";"Oui";100;"Réponse correcte";"Non";"Aucun outil";"Aucun outil";;"Couteaux";"Oui";60;"Nb";"Réponse correcte";"Couteaux";"Ne sait pas";;"Ne sait pas";"Oui";"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";"Non concerné"
"2019-03-22-ARMO-SEN-082";"2019-03-22_ARMO_059_422824";;;"Bouquet";"Oui";50;"Réponse correcte";"Non";"Aucun outil";"Aucun outil";;"Bouquet";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Bouquet";"Ne sait pas";;"Ne sait pas";"Oui";"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";"Non concerné"
"2019-03-22-ARMO-SEN-083";"2019-03-22_ARMO_059_422831";;;"Palourdes";"Ne sait pas";;"Réponse incorrecte ou NSP";"Oui";"Campagne de sensibilisation";"Reglette LIFE";"Oui";"Palourdes";"Oui";3;"kg";"Réponse correcte";"Palourdes";"Ne sait pas";;"Ne sait pas";"Oui";"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";"Non concerné"
"2019-03-22-ARMO-SEN-084";"2019-03-22_ARMO_059_422837";;;"Coquille Saint-Jacques";"Oui";110;"Réponse correcte";"Non";"Aucun outil";"Aucun outil";;"Coquille Saint-Jacques";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Coquille Saint-Jacques";"Ne sait pas";;"Ne sait pas";"Oui";"Internet / Applications mobiles";"Non concerné"
"2019-03-22-ARMO-SEN-085";"2019-03-22_ARMO_059_422844";;;"Coquille Saint-Jacques";"Oui";110;"Réponse correcte";"Oui";"Campagne de sensibilisation";"Reglette LIFE";"Oui";"Coquille Saint-Jacques";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Coquille Saint-Jacques";"Ne sait pas";;"Ne sait pas";"Oui";"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";"Non concerné"
"2019-03-22-ARMO-SEN-086";"2019-03-22_ARMO_059_422853";;;"Mactre glauque";"Oui";40;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;"Mactre glauque";"Oui";100;"Nb";"Réponse correcte";"Mactre glauque";"Ne sait pas";;"Ne sait pas";"Oui";"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";"Non renseigné"
"2019-03-22-ARMO-SEN-087";"2019-03-22_ARMO_059_422860";;;"Coquille Saint-Jacques";"Oui";110;"Réponse correcte";"Non";"Aucun outil";"Aucun outil";;"Coquille Saint-Jacques";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Coquille Saint-Jacques";"Oui";"juin à août";"Réponse incorrecte";"Oui";"Internet / Applications mobiles";"Non concerné"
"2019-03-22-ARMO-SEN-088";"2019-03-22_ARMO_059_422868";;;"Mactre glauque";"Ne sait pas";;"Réponse incorrecte ou NSP";"Non";"Aucun outil";"Aucun outil";;"Mactre glauque";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Mactre glauque";"Pas de période";;"Réponse correcte";"Oui";"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";"Non renseigné"
