"Libellé Sortie";"Code Enquète";"Commune résidence";"Département";"Pays";"De passage";"Commune séjour";"Durée séjour";"Hebergement";"Premier Séjour";"Fréquence Visites";"Influence Destination";"Influence Date";"Sexe - Pécheur";"Annee Naissance - Pécheur";"CSP - Pécheur";"Sexe - Autre membre";"Annee Naissance - Autre membre";"CSP - Autre membre";"Tri récolte";"Accueil";"Sensibilisation";"Remarques pécheur";"Précisions remarques"
"2019-08-04-ARMO-SEN-020";"2019-08-04_ARMO_053_420322";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation | Ressource/Environnement | Etat sanitaire";
"2019-08-04-ARMO-SEN-021";"2019-08-04_ARMO_053_420329";;;;;;;;;;;;;;;;;;;"Bon";;"Ressource/Environnement";
"2019-08-04-ARMO-SEN-022";"2019-08-04_ARMO_053_420355";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2019-08-04-ARMO-SEN-023";"2019-08-04_ARMO_053_420362";;;;;;;;;;;;;;;;;;;"Bon";;"";"Promenade familiale."
"2019-08-04-ARMO-SEN-024";"2019-08-04_ARMO_053_420368";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-08-04-ARMO-SEN-025";"2019-08-04_ARMO_053_420374";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-08-04-ARMO-SEN-026";"2019-08-04_ARMO_053_420380";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-08-04-ARMO-SEN-027";"2019-08-04_ARMO_053_420386";;;;;;;;;;;;;;;;;;;"Bon";;"";"Promenade ludique. Coquilles vides."
"2019-08-04-ARMO-SEN-028";"2019-08-04_ARMO_053_420392";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-08-04-ARMO-SEN-029";"2019-08-04_ARMO_053_420398";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-08-04-ARMO-SEN-030";"2019-08-04_ARMO_053_420404";;;;;;;;;;;;;;;;;;;"Bon";;"Etat sanitaire";
"2019-08-04-ARMO-SEN-031";"2019-08-04_ARMO_053_420412";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-08-04-ARMO-SEN-032";"2019-08-04_ARMO_053_420420";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation | Ressource/Environnement";
"2019-08-04-ARMO-SEN-033";"2019-08-04_ARMO_053_420426";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-08-04-ARMO-SEN-034";"2019-08-04_ARMO_053_420434";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2019-08-04-ARMO-SEN-035";"2019-08-04_ARMO_053_420440";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2019-08-04-ARMO-SEN-036";"2019-08-04_ARMO_053_420446";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2019-08-04-ARMO-SEN-037";"2019-08-04_ARMO_053_420452";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation | Ressource/Environnement";
"2019-08-04-ARMO-SEN-038";"2019-08-04_ARMO_053_420458";;;;;;;;;;;;;;;;;;;"Refus";;"";
"2019-08-04-ARMO-SEN-039";"2019-08-04_ARMO_053_420461";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2019-08-31-ARMO-SEN-119";"2019-08-31_ARMO_053_420476";;;;;;;;;;;;;;;;;;;"Bon";;"";"râteau de plus de 35 cm de large"
"2019-08-31-ARMO-SEN-120";"2019-08-31_ARMO_053_420486";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation | Ressource/Environnement";""
"2019-08-31-ARMO-SEN-121";"2019-08-31_ARMO_053_420562";;;;;;;;;;;;;;;;;;;"Bon";;"";"Ancienne Réglette.
"
"2019-08-31-ARMO-SEN-123";"2019-08-31_ARMO_053_420568";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-08-31-ARMO-SEN-124";"2019-08-31_ARMO_053_420574";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-08-31-ARMO-SEN-125";"2019-08-31_ARMO_053_420579";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-08-31-ARMO-SEN-126";"2019-08-31_ARMO_053_420584";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-08-31-ARMO-SEN-127";"2019-08-31_ARMO_053_420589";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-08-31-ARMO-SEN-128";"2019-08-31_ARMO_053_420594";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-08-31-ARMO-SEN-129";"2019-08-31_ARMO_053_420599";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-08-31-ARMO-SEN-130";"2019-08-31_ARMO_053_420605";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-08-31-ARMO-SEN-131";"2019-08-31_ARMO_053_420611";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2019-08-31-ARMO-SEN-132";"2019-08-31_ARMO_053_420617";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-08-31-ARMO-SEN-133";"2019-08-31_ARMO_053_420623";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-08-31-ARMO-SEN-134";"2019-08-31_ARMO_053_420629";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-08-31-ARMO-SEN-135";"2019-08-31_ARMO_053_420635";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-08-31-ARMO-SEN-136";"2019-08-31_ARMO_053_420641";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-08-31-ARMO-SEN-137";"2019-08-31_ARMO_053_420647";;;;;;;;;;;;;;;;;;;"Bon";;"";"Personnes novices."
"2019-08-31-ARMO-SEN-138";"2019-08-31_ARMO_053_420652";;;;;;;;;;;;;;;;;;;"Bon";;"Ressource/Environnement";
"2019-08-31-ARMO-SEN-139";"2019-08-31_ARMO_053_420658";;;;;;;;;;;;;;;;;;;"Bon";;"Ressource/Environnement";
"2019-08-31-ARMO-SEN-140";"2019-08-31_ARMO_053_420664";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation | Ressource/Environnement | Etat sanitaire";
"2019-08-31-ARMO-SEN-141";"2019-08-31_ARMO_053_420670";;;;;;;;;;;;;;;;;;;"Bon";;"Ressource/Environnement | Etat sanitaire";
"2019-08-31-ARMO-SEN-142";"2019-08-31_ARMO_053_420676";;;;;;;;;;;;;;;;;;;"Bon";;"Ressource/Environnement";
"2019-08-31-ARMO-SEN-143";"2019-08-31_ARMO_053_420682";;;;;;;;;;;;;;;;;;;"Bon";;"Ressource/Environnement";
"2019-08-31-ARMO-SEN-144";"2019-08-31_ARMO_053_420688";;;;;;;;;;;;;;;;;;;"Bon";;"Ressource/Environnement";
"2019-08-31-ARMO-SEN-145";"2019-08-31_ARMO_053_420694";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-08-31-ARMO-SEN-146";"2019-08-31_ARMO_053_420700";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-08-31-ARMO-SEN-147";"2019-08-31_ARMO_053_420706";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-08-31-ARMO-SEN-148";"2019-08-31_ARMO_053_420712";;;;;;;;;;;;;;;;;;;"Bon";;"Ressource/Environnement";
"2019-08-31-ARMO-SEN-149";"2019-08-31_ARMO_053_420718";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2019-08-31-ARMO-SEN-150";"2019-08-31_ARMO_053_420724";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-08-31-ARMO-SEN-151";"2019-08-31_ARMO_053_420730";;;;;;;;;;;;;;;;;;;"Bon";;"Ressource/Environnement | Etat sanitaire";
"2019-08-31-ARMO-SEN-152";"2019-08-31_ARMO_053_420736";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2019-08-31-ARMO-SEN-153";"2019-08-31_ARMO_053_420742";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation | Ressource/Environnement | Etat sanitaire";
"2019-08-31-ARMO-SEN-154";"2019-08-31_ARMO_053_420748";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-08-31-ARMO-SEN-155";"2019-08-31_ARMO_053_420754";;;;;;;;;;;;;;;;;;;"Bon";;"Ressource/Environnement";
"2019-08-31-ARMO-SEN-156";"2019-08-31_ARMO_053_420760";;;;;;;;;;;;;;;;;;;"Bon";;"Conflits d'usage";
"2019-08-31-ARMO-SEN-157";"2019-08-31_ARMO_053_420766";;;;;;;;;;;;;;;;;;;"Bon";;"Ressource/Environnement | Conflits d'usage";
"2019-08-31-ARMO-SEN-158";"2019-08-31_ARMO_053_420772";;;;;;;;;;;;;;;;;;;"Bon";;"Conflits d'usage";
"2019-08-31-ARMO-SEN-159";"2019-08-31_ARMO_053_420778";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-08-31-ARMO-SEN-160";"2019-08-31_ARMO_053_420784";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation | Ressource/Environnement";"Fourche supérieure à 20 cm."
"2019-08-31-ARMO-SEN-161";"2019-08-31_ARMO_053_420790";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-08-31-ARMO-SEN-162";"2019-08-31_ARMO_053_420796";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-10-28-ARMO-SEN-025";"2019-10-28_ARMO_059_420803";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-10-28-ARMO-SEN-027";"2019-10-28_ARMO_059_420809";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation";"Epuisette supérieure à 40cm."
"2019-10-28-ARMO-SEN-028";"2019-10-28_ARMO_059_420815";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-10-28-ARMO-SEN-029";"2019-10-28_ARMO_059_420821";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-10-28-ARMO-SEN-030";"2019-10-28_ARMO_059_420827";;;;;;;;;;;;;;;;;;;"Bon";;"Ressource/Environnement";"Fourche supérieure à 20cm."
"2019-10-28-ARMO-SEN-031";"2019-10-28_ARMO_059_420833";;;;;;;;;;;;;;;;;;;"Bon";;"Ressource/Environnement";
"2019-10-28-ARMO-SEN-032";"2019-10-28_ARMO_059_420839";;;;;;;;;;;;;;;;;;;"Refus";;"";
"2019-10-28-ARMO-SEN-033";"2019-10-28_ARMO_059_420845";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-10-28-ARMO-SEN-034";"2019-10-28_ARMO_059_420851";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-10-28-ARMO-SEN-035";"2019-10-28_ARMO_059_420857";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation | Ressource/Environnement";"Confusion étrille/crabe vert et bigorneaux/gibbule."
"2019-10-28-ARMO-SEN-036";"2019-10-28_ARMO_059_420863";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation | Ressource/Environnement";
"2019-10-28-ARMO-SEN-037";"2019-10-28_ARMO_059_420869";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-10-28-ARMO-SEN-038";"2019-10-28_ARMO_059_420875";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2019-10-28-ARMO-SEN-039";"2019-10-28_ARMO_059_420881";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2019-10-28-ARMO-SEN-040";"2019-10-28_ARMO_059_420887";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-10-28-ARMO-SEN-041";"2019-10-28_ARMO_059_420893";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2019-10-28-ARMO-SEN-042";"2019-10-28_ARMO_059_420899";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-10-28-ARMO-SEN-043";"2019-10-28_ARMO_059_420905";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2019-10-28-ARMO-SEN-044";"2019-10-28_ARMO_059_420911";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-10-28-ARMO-SEN-045";"2019-10-28_ARMO_059_420917";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-10-28-ARMO-SEN-046";"2019-10-28_ARMO_059_420923";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-10-28-ARMO-SEN-047";"2019-10-28_ARMO_059_420929";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2019-10-28-ARMO-SEN-048";"2019-10-28_ARMO_059_420935";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2019-10-28-ARMO-SEN-049";"2019-10-28_ARMO_059_420941";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-10-28-ARMO-SEN-050";"2019-10-28_ARMO_059_420947";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-10-28-ARMO-SEN-051";"2019-10-28_ARMO_059_420953";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-10-28-ARMO-SEN-052";"2019-10-28_ARMO_059_420959";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation | Ressource/Environnement";
"2019-10-28-ARMO-SEN-053";"2019-10-28_ARMO_059_420965";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2019-10-28-ARMO-SEN-054";"2019-10-28_ARMO_059_420971";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2019-07-04-ARMO-SEN-041";"2019-07-04_ARMO_059_420977";;;;;;;;;;;;;;;;;;;"Bon";;"";"Pêche découverte d'une mamie avec sa petite-fille.
"
"2019-07-04-ARMO-SEN-043";"2019-07-04_ARMO_059_420983";;;;;;;;;;;;;;;;;;;"Bon";;"";"Famille venue à notre rencontre."
"2019-07-04-ARMO-SEN-044";"2019-07-04_ARMO_059_420988";;;;;;;;;;;;;;;;;;;"Bon";;"Ressource/Environnement";
"2019-07-04-ARMO-SEN-045";"2019-07-04_ARMO_059_420994";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-07-04-ARMO-SEN-046";"2019-07-04_ARMO_059_421000";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-07-04-ARMO-SEN-047";"2019-07-04_ARMO_059_421006";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-08-02-ARMO-SEN-126";"2019-08-02_ARMO_059_421013";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation | Etat sanitaire";"Famille en vacances."
"2019-08-02-ARMO-SEN-128";"2019-08-02_ARMO_059_421019";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation | Etat sanitaire";
"2019-08-02-ARMO-SEN-129";"2019-08-02_ARMO_059_421025";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation | Etat sanitaire";
"2019-08-02-ARMO-SEN-130";"2019-08-02_ARMO_059_421031";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-08-02-ARMO-SEN-131";"2019-08-02_ARMO_059_421037";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation | Etat sanitaire";
"2019-08-02-ARMO-SEN-132";"2019-08-02_ARMO_059_421043";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation | Etat sanitaire";
"2019-08-02-ARMO-SEN-133";"2019-08-02_ARMO_059_421049";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation | Ressource/Environnement";
"2019-08-02-ARMO-SEN-134";"2019-08-02_ARMO_059_421055";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-08-02-ARMO-SEN-135";"2019-08-02_ARMO_059_421061";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-08-02-ARMO-SEN-136";"2019-08-02_ARMO_059_421067";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation | Ressource/Environnement";
"2019-08-02-ARMO-SEN-137";"2019-08-02_ARMO_059_421073";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation | Ressource/Environnement";
"2019-08-02-ARMO-SEN-138";"2019-08-02_ARMO_059_421079";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation | Ressource/Environnement | Etat sanitaire";
"2019-08-02-ARMO-SEN-139";"2019-08-02_ARMO_059_421085";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation | Ressource/Environnement";
"2019-08-02-ARMO-SEN-140";"2019-08-02_ARMO_059_421091";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation | Ressource/Environnement";
"2019-08-02-ARMO-SEN-141";"2019-08-02_ARMO_059_421097";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-08-02-ARMO-SEN-142";"2019-08-02_ARMO_059_421103";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation | Etat sanitaire";
"2019-08-02-ARMO-SEN-143";"2019-08-02_ARMO_059_421109";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation | Ressource/Environnement";
"2019-08-02-ARMO-SEN-144";"2019-08-02_ARMO_059_421115";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2019-08-02-ARMO-SEN-145";"2019-08-02_ARMO_059_421121";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-08-02-ARMO-SEN-146";"2019-08-02_ARMO_059_421127";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation | Etat sanitaire";
"2019-08-02-ARMO-SEN-147";"2019-08-02_ARMO_059_421133";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-08-02-ARMO-SEN-149";"2019-08-02_ARMO_059_421176";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation";"Remarques : sécurité"
"2019-08-02-ARMO-SEN-150";"2019-08-02_ARMO_059_421182";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-09-28-ARMO-SEN-078";"2019-09-28_ARMO_059_421188";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-09-28-ARMO-SEN-080";"2019-09-28_ARMO_059_421194";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-09-28-ARMO-SEN-081";"2019-09-28_ARMO_059_421202";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-09-28-ARMO-SEN-082";"2019-09-28_ARMO_059_421208";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-09-28-ARMO-SEN-083";"2019-09-28_ARMO_059_421214";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-09-28-ARMO-SEN-084";"2019-09-28_ARMO_059_421220";;;;;;;;;;;;;;;;;;;"Bon";;"Ressource/Environnement | Conflits d'usage";"Pollution plastique. Baisse de la ressource à cause des ""parigots"""
"2019-09-28-ARMO-SEN-085";"2019-09-28_ARMO_059_421226";"PLERIN";;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-09-28-ARMO-SEN-086";"2019-09-28_ARMO_059_421232";;;;;;;;;;;;;;;;;;;"Bon";;"Ressource/Environnement";"Bonne prévention"
"2019-09-28-ARMO-SEN-087";"2019-09-28_ARMO_059_421238";;;;;;;;;;;;;;;;;;;"Bon";;"";"C'est bien ce que vous faites."
"2019-09-28-ARMO-SEN-088";"2019-09-28_ARMO_059_421244";;;;;;;;;;;;;;;;;;;"Bon";;"";"La pêche à pied c'est agréable"
"2019-09-28-ARMO-SEN-089";"2019-09-28_ARMO_059_421250";;"50 - Manche";;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"Ressource/Environnement";"Y a de la verdure"
"2019-09-28-ARMO-SEN-090";"2019-09-28_ARMO_059_421256";"AIX EN PROVENCE";;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"";
"2019-09-28-ARMO-SEN-091";"2019-09-28_ARMO_059_421262";;;;;;;;;;;;;;;;;;;"Bon";;"Ressource/Environnement";"Ramasse aussi les déchets plastiques"
"2019-09-28-ARMO-SEN-092";"2019-09-28_ARMO_059_421268";;;;;;;;;;;;;;;;;;;"Bon";;"Ressource/Environnement";"Algues vertes"
"2019-09-28-ARMO-SEN-093";"2019-09-28_ARMO_059_421274";;;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"";"1ère fois qu'on vient"
"2019-09-28-ARMO-SEN-094";"2019-09-28_ARMO_059_421280";"PALAISEAU";;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"";"Activité ludique"
"2019-09-28-ARMO-SEN-095";"2019-09-28_ARMO_059_421286";"BENODET";;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"";"C'est gentil de nous donner des réglettes"
"2019-09-28-ARMO-SEN-096";"2019-09-28_ARMO_059_421292";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-09-28-ARMO-SEN-097";"2019-09-28_ARMO_059_421298";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-09-28-ARMO-SEN-098";"2019-09-28_ARMO_059_421304";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-09-01-ARMO-SEN-024";"2019-09-01_ARMO_059_421310";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2019-09-01-ARMO-SEN-026";"2019-09-01_ARMO_059_421316";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2019-09-01-ARMO-SEN-027";"2019-09-01_ARMO_059_421322";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-09-01-ARMO-SEN-028";"2019-09-01_ARMO_059_421328";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-09-01-ARMO-SEN-029";"2019-09-01_ARMO_059_421334";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-09-01-ARMO-SEN-030";"2019-09-01_ARMO_059_421340";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-09-01-ARMO-SEN-031";"2019-09-01_ARMO_059_421346";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-09-01-ARMO-SEN-032";"2019-09-01_ARMO_059_421352";;;;;;;;;;;;;;;;;;;"Bon";;"";"Panier équipé d'une réglette à trou et de graduations pour les quantités prélevées"
"2019-09-01-ARMO-SEN-033";"2019-09-01_ARMO_059_421358";;;;;;;;;;;;;;;;;;;"Bon";;"Ressource/Environnement";"Bidon avec marques correspondant aux mailles des principales espèces pêchées à pied (photo prise par Franck)."
"2019-09-01-ARMO-SEN-034";"2019-09-01_ARMO_059_421364";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-09-01-ARMO-SEN-035";"2019-09-01_ARMO_059_421370";;;;;;;;;;;;;;;;;;;"Bon";;"Ressource/Environnement";
"2019-09-01-ARMO-SEN-036";"2019-09-01_ARMO_059_421376";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-09-01-ARMO-SEN-037";"2019-09-01_ARMO_059_421382";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-09-01-ARMO-SEN-038";"2019-09-01_ARMO_059_421388";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-09-01-ARMO-SEN-039";"2019-09-01_ARMO_059_421394";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-09-01-ARMO-SEN-040";"2019-09-01_ARMO_059_421400";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-09-01-ARMO-SEN-041";"2019-09-01_ARMO_059_421406";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-09-01-ARMO-SEN-042";"2019-09-01_ARMO_059_421412";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-09-01-ARMO-SEN-043";"2019-09-01_ARMO_059_421418";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-09-01-ARMO-SEN-044";"2019-09-01_ARMO_059_421424";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-09-01-ARMO-SEN-045";"2019-09-01_ARMO_059_421430";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation";"Râteau grillagé prêté par un ami. Reviendra avec un outil réglementaire la prochaine fois."
"2019-09-01-ARMO-SEN-046";"2019-09-01_ARMO_059_421436";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation | Ressource/Environnement";
"2019-09-01-ARMO-SEN-047";"2019-09-01_ARMO_059_421442";;;;;;;;;;;;;;;;;;;"Bon";;"Ressource/Environnement";
"2019-09-01-ARMO-SEN-048";"2019-09-01_ARMO_059_421448";;;;;;;;;;;;;;;;;;;"Bon";;"Ressource/Environnement";
"2019-09-02-ARMO-SEN-112";"2019-09-02_ARMO_105_421454";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-09-02-ARMO-SEN-114";"2019-09-02_ARMO_105_421460";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-09-02-ARMO-SEN-115";"2019-09-02_ARMO_105_421466";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-09-02-ARMO-SEN-116";"2019-09-02_ARMO_105_421472";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation | Etat sanitaire";
"2019-09-02-ARMO-SEN-117";"2019-09-02_ARMO_103_421478";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-09-02-ARMO-SEN-118";"2019-09-02_ARMO_103_421484";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-09-02-ARMO-SEN-119";"2019-09-02_ARMO_103_421490";;;;;;;;;;;;;;;;;;;"Bon";;"Ressource/Environnement";
"2019-09-02-ARMO-SEN-120";"2019-09-02_ARMO_106_421496";;;;;;;;;;;;;;;;;;;"Bon";;"Ressource/Environnement | Conflits d'usage";
"2019-09-02-ARMO-SEN-121";"2019-09-02_ARMO_106_421502";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation | Ressource/Environnement | Conflits d'usage";
"2019-09-02-ARMO-SEN-122";"2019-09-02_ARMO_106_421508";;;;;;;;;;;;;;;;;;;"Bon";;"Ressource/Environnement";
"2019-09-02-ARMO-SEN-123";"2019-09-02_ARMO_106_421514";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-09-02-ARMO-SEN-124";"2019-09-02_ARMO_103_421522";;;;;;;;;;;;;;;;;;;"Bon";;"Ressource/Environnement";
"2019-09-02-ARMO-SEN-125";"2019-09-02_ARMO_104_421528";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-09-02-ARMO-SEN-126";"2019-09-02_ARMO_104_421534";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-09-02-ARMO-SEN-127";"2019-09-02_ARMO_104_421540";;;;;;;;;;;;;;;;;;;"Bon";;"";
"2019-09-02-ARMO-SEN-128";"2019-09-02_ARMO_104_421546";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2019-09-02-ARMO-SEN-129";"2019-09-02_ARMO_105_421552";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation | Ressource/Environnement";
"2019-09-02-ARMO-SEN-130";"2019-09-02_ARMO_103_421558";;;;;;;;;;;;;;;;;;;"Bon";;"Ressource/Environnement";
"2019-09-02-ARMO-SEN-131";"2019-09-02_ARMO_103_421564";;;;;;;;;;;;;;;;;;;"Bon";;"Ressource/Environnement";
"2019-09-02-ARMO-SEN-132";"2019-09-02_ARMO_103_421570";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation";
"2019-09-02-ARMO-SEN-133";"2019-09-02_ARMO_105_421576";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation | Ressource/Environnement";
"2019-09-02-ARMO-SEN-134";"2019-09-02_ARMO_105_421582";;;;;;;;;;;;;;;;;;;"Bon";;"Réglementation | Etat sanitaire";
"2019-09-02-ARMO-SEN-135";"2019-09-02_ARMO_105_421588";;;;;;;;;;;;;;;;;;;"Bon";;"Ressource/Environnement";
"2019-09-30-ARMO-SEN-099";"2019-09-30_ARMO_105_421594";;;;;;;;;;;;;;;;;;;"Bon";;"Ressource/Environnement";
"2019-09-30-ARMO-SEN-100";"2019-09-30_ARMO_105_421600";;;;;;;;;;;;;;;;;;;"Moyen";;"Ressource/Environnement";
"2019-09-30-ARMO-SEN-101";"2019-09-30_ARMO_105_421606";"BERGERAC";;;"en séjour sur une commune";;;;;;;;;;;;;;;"Bon";;"";
