"Libellé Sortie";"Code Enquète";"Commune résidence";"Département";"Pays";"De passage";"Commune séjour";"Durée séjour";"Hebergement";"Premier Séjour";"Fréquence Visites";"Influence Destination";"Influence Date";"Sexe - Pécheur";"Annee Naissance - Pécheur";"CSP - Pécheur";"Sexe - Autre membre";"Annee Naissance - Autre membre";"CSP - Autre membre";"Tri récolte";"Accueil";"Sensibilisation";"Remarques pécheur";"Précisions remarques"
"2018-09-11_GONB_12A_368898";"2018-09-11-GONB-SEN-038";"ST PERE";;;"en séjour sur une commune";;;;;;;;"M";1979;"3_Cadres et professions intellectuelles supérieures";"M";1977;"3_Cadres et professions intellectuelles supérieures";"Tri complet";"Bon";"Oui";"";
"2018-09-11_GONB_12A_368898";"2018-09-11-GONB-SEN-038";"ST PERE";;;"en séjour sur une commune";;;;;;;;"M";1979;"3_Cadres et professions intellectuelles supérieures";"F";1981;"5_Employés";"Tri complet";"Bon";"Oui";"";
"2018-09-11-GONB-SEN-040";"2018-09-11_GONB_12A_368912";"ST MALO";;;"en séjour sur une commune";;;;;;;;"F";1958;"7_Retraités";;;;"Tri complet";"Bon";"Oui";"";
"2018-09-21-GONB-SEN-001";"2018-09-21_GONB_01B_369225";"ST CAST LE GUILDO";;;"en séjour sur une commune";;;;;;;;"M";1947;"7_Retraités";;;;"Récolte conforme";"Bon";"Oui";"";
"2018-09-19_GONB_12A_369234";"2018-09-19-GONB-SEN-001";"COMBOURG";;;"en séjour sur une commune";;;;;;;;"M";1990;"6_Ouvriers";"M";1983;"3_Cadres et professions intellectuelles supérieures";"Récolte conforme";"Moyen";"Oui";"";
"2018-09-19_GONB_12C_369247";"2018-09-19-GONB-SEN-003";"ST PERE";;;"en séjour sur une commune";;;;;;;;"F";1990;"5_Employés";"F";2014;"8-82-84_Elèves, étudiants";"Tri complet";"Bon";"Oui";"";
"2018-09-19_GONB_12C_369247";"2018-09-19-GONB-SEN-003";"ST PERE";;;"en séjour sur une commune";;;;;;;;"F";1990;"5_Employés";"M";1987;"5_Employés";"Tri complet";"Bon";"Oui";"";
"2018-09-24_GONB_01A_369423";"2018-09-24-GONB-SEN-001";"ST PERDON";;;"pour la journée";;;;"Non";0.3;;;"M";1940;"7_Retraités";"M";1957;"7_Retraités";"Non Triée";"Bon";"Oui";"";
"2018-09-24_GONB_01A_369431";"2018-09-24-GONB-SEN-008";"MONTARGIS";;;"en séjour sur une commune";"FREHEL";30;"Camping car";"Non";2.0;"Oui, en partie";"Non, secondaire";"M";1946;"0_Non Renseigné";"F";1944;"7-76-78_Anciens ouvriers";"Panier vide";"Bon";"Oui";"";"anciens ouvriers tous les deux"
"2018-09-24_GONB_12A_369456";"2018-09-24-GONB-SEN-003";"PLERGUER";;;"en séjour sur une commune";;;;;;;;"M";1974;"6_Ouvriers";"M";1970;;"Récolte conforme";"Moyen";"Non";"";"Trop de réglementation et de ""flicage"" sur la Rance "
"2018-09-24-GONB-SEN-004";"2018-09-24_GONB_02F_369464";"ST MALO";;;"en séjour sur une commune";;;;;;;;"M";1953;"7_Retraités";;;;"Tri partiel";"Moyen";"Moyen";"";
"2018-09-24-GONB-SEN-006";"2018-09-24_GONB_02F_369471";"ST MALO";;;"en séjour sur une commune";;;;;;;;"M";1952;"7_Retraités";;;;"Tri partiel";"Bon";"Oui";"";"Trop de règles et pas assez d'infos
Trop de touristes"
"2018-09-24-GONB-SEN-007";"2018-09-24_GONB_02F_369480";"ST PERE";;;"en séjour sur une commune";;;;;;;;"F";1959;"8_Autres personnes sans activité professionnelle";;;;"Tri complet";"Bon";"Oui";"";
"2018-09-24_GONB_02F_369493";"2018-09-24-GONB-SEN-008";"DINARD";;;"en séjour sur une commune";;;;;;;;"M";1943;"7_Retraités";"F";1941;"7_Retraités";"Récolte conforme";"Bon";"Oui";"";
"2018-09-25-GONB-SEN-001";"2018-09-25_369510";"ST LUNAIRE";;;"en séjour sur une commune";;;;;;;;"M";1958;"7_Retraités";;;;"Panier vide";"Bon";"Oui";"";"Pêche dans les herbiers sans savoir ce que c'est, et ne connait donc pas la réglementation associée"
"2018-09-25-GONB-SEN-003";"2018-09-25_GONB_02C_369516";"DINARD";;;"en séjour sur une commune";;;;;;;;"F";1947;"7_Retraités";;;;"Tri complet";"Bon";"Oui";"";
"2018-09-25-GONB-SEN-004";"2018-09-25_GONB_02C_369523";"PLERGUER";;;"en séjour sur une commune";;;;;;;;"F";1974;"7_Retraités";;;;"Récolte conforme";"Bon";"Oui";"";
"2018-09-26-GONB-SEN-001";"2018-09-26_GONB_02B_369588";"PLEURTUIT";;;"en séjour sur une commune";;;;;;;;"F";1967;"2-22_Commerçants et assimilés";;;;"Tri complet";"Bon";"Oui";"";
"2018-09-26_GONB_02C_369596";"2018-09-26-GONB-SEN-003";"ST MALO";;;"en séjour sur une commune";;;;;;;;"M";1937;"7_Retraités";"M";1946;"7_Retraités";"Tri complet";"Bon";"Oui";"";
"2018-09-26-GONB-SEN-004";"2018-09-26_GONB_02C_369605";"ST NAZAIRE";;;"en séjour sur une commune";;;;;;;;"M";1958;"7_Retraités";;;;"Tri complet";"Bon";"Oui";"";
"2018-09-26_GONB_02C_369626";"2018-09-26-GONB-SEN-005";"STRASBOURG";;;"pour la journée";;;;;;;;"F";1966;"3_Cadres et professions intellectuelles supérieures";"M";1964;"6_Ouvriers";"Tri complet";"Bon";"Oui";"";
"2018-09-26_GONB_02C_369669";"2018-09-26-GONB-SEN-006";"MAYENNE";;;"en séjour sur une commune";"PLEURTUIT";7;;;;;;"F";1992;"3_Cadres et professions intellectuelles supérieures";"M";1991;"5_Employés";"Tri complet";"Bon";"Oui";"";"Matériel de pêche et outils de sensibilisation mis à disposition par le gîte"
"2018-09-26_GONB_02C_369669";"2018-09-26-GONB-SEN-006";"MAYENNE";;;"en séjour sur une commune";"PLEURTUIT";7;;;;;;"F";1992;"3_Cadres et professions intellectuelles supérieures";"F";2015;"8-82-84_Elèves, étudiants";"Tri complet";"Bon";"Oui";"";"Matériel de pêche et outils de sensibilisation mis à disposition par le gîte"
"2018-09-27_GONB_02F_369731";"2018-09-27-GONB-SEN-001";"LE HAVRE";;;"en séjour sur une commune";"ST MALO";;;;;;;"F";1961;"4_Professions Intermédiaires";"M";1959;"7_Retraités";"Tri complet";"Bon";"Oui";"";
"2018-09-27_GONB_02F_369739";"2018-09-27-GONB-SEN-003";"ST MALO";;;"en séjour sur une commune";;;;;;;;"M";1981;"4_Professions Intermédiaires";"M";1954;"7_Retraités";"Récolte conforme";"Bon";"Oui";"";
"2018-09-27-GONB-SEN-004";"2018-09-27_GONB_02F_369747";"ST BENOIT DES ONDES";;;"en séjour sur une commune";;;;;;;;"M";1939;"7_Retraités";;;;"Non Triée";"Moyen";"Non";"";
"2018-09-27_GONB_02F_369754";"2018-09-27-GONB-SEN-005";"TADEN";;;"en séjour sur une commune";;;;;;;;"M";1955;"7_Retraités";"F";1955;"7_Retraités";"Non Triée";"Bon";"Oui";"";
"2018-09-21_GONB_01A_370352";"2018-09-21-GONB-SEN-002";"MAYENNE";;;"en séjour sur une commune";"ERQUY";180;"Camping car";"Non";1.0;"Non, secondaire";"Non, secondaire";"M";1953;"0_Non Renseigné";"M";1954;"7-76-78_Anciens ouvriers";"Tri partiel";"Bon";"Oui";"";"deux ouvriers retraités "
"2018-09-21_GONB_01A_370363";"2018-09-21-GONB-SEN-004";"DIEPPE";;;"en séjour sur une commune";"MATIGNON";7;"Camping car";"Non";0.2;"Oui, en partie";"Non, secondaire";"M";1963;"0_Non Renseigné";"F";1963;"4_Professions Intermédiaires";"Tri partiel";"Bon";"Oui";"";"couple technicien sup et fonctionnaire"
"2018-09-21_GONB_01A_370372";"2018-09-21-GONB-SEN-005";"MEYNES";;;"en séjour sur une commune";"MATIGNON";15;"Camping car";"Non";1.0;"Non, secondaire";"Non, secondaire";"M";1959;"0_Non Renseigné";"F";1964;"8_Autres personnes sans activité professionnelle";"Tri complet";"Bon";"Oui";"";"un ouvrier et une invalide"
"2018-10-08-GONB-SEN-001";"2018-10-08_GONB_12C_371554";"PLOUER SUR RANCE";;;"en séjour sur une commune";;;;;;;;"M";1954;"7_Retraités";;;;"Récolte conforme";"Bon";"Oui";"";"Réglementation sur la Rance pas toujours très claire, tp de vase"
"2018-10-08_GONB_02F_371650";"2018-10-08-GONB-SEN-007";"RENNES";;;"pour la journée";;;;;;;;"M";1947;"7_Retraités";"F";1946;"7_Retraités";"Tri complet";"Bon";"Oui";"";
"2018-10-08-GONB-SEN-008";"2018-10-08_GONB_02F_371681";"ST MALO";;;"en séjour sur une commune";;;;;;;;"F";1953;"7_Retraités";;;;"Non Triée";"Moyen";"Oui";"";
"2018-10-08-GONB-SEN-009";"2018-10-08_GONB_02F_371700";"ST MALO";;;"en séjour sur une commune";;;;;;;;"F";1945;"7_Retraités";;;;"Panier vide";"Bon";"Oui";"";
"2018-10-08-GONB-SEN-010";"2018-10-08_GONB_02F_371714";"ST MALO";;;"en séjour sur une commune";;;;;;;;"F";1951;"7_Retraités";;;;"Tri complet";"Bon";"Oui";"";
"2018-10-08-GONB-SEN-011";"2018-10-08_GONB_02F_372107";"ST MALO";;;"en séjour sur une commune";;;;;;;;"M";1947;"7_Retraités";;;;"Tri complet";"Bon";"Oui";"";
"2018-10-08-GONB-SEN-012";"2018-10-08_GONB_02F_372120";"ST MALO";;;"en séjour sur une commune";;;;;;;;"M";1953;"7_Retraités";;;;"Récolte non vérifiée";"Bon";"Oui";"";
"2018-10-08_GONB_02F_372133";"2018-10-08-GONB-SEN-013";"LES CLAYES SOUS BOIS";;;"en séjour sur une commune";"ST MALO";;;;;;;"M";1945;"7_Retraités";"F";1945;"7_Retraités";"Récolte conforme";"Bon";"Non";"";
"2018-10-08_GONB_02F_372162";"2018-10-08-GONB-SEN-014";"ST JACQUES DE LA LANDE";;;"en séjour sur une commune";"ST MALO";;;;;;;"M";1943;"7_Retraités";"F";1938;"7_Retraités";"Récolte conforme";"Bon";"Oui";"";
"2018-10-08_GONB_02F_372173";"2018-10-08-GONB-SEN-015";"MONTFORT SUR MEU";;;"en séjour sur une commune";;;;;;;;"M";1960;"3_Cadres et professions intellectuelles supérieures";"F";1964;"8_Autres personnes sans activité professionnelle";"Récolte non vérifiée";"Bon";"Oui";"";
"2018-10-09-GONB-SEN-001";"2018-10-09_GONB_02F_372181";"DINGE";;;"en séjour sur une commune";;;;;;;;"M";1962;"4_Professions Intermédiaires";;;;"Non Triée";"Bon";"Oui";"";
"2018-10-09-GONB-SEN-003";"2018-10-09_GONB_02F_372188";"ST MALO";;;"en séjour sur une commune";;;;;;;;"M";1943;"7-73-75_Anciennes professions intermédiaires";;;;"Panier vide";;;"";
"2018-10-05-GONB-SEN-001";"2018-10-05_GONB_01A_372192";"BLAINVILLE SUR L EAU";;;"en séjour sur une commune";"ST CAST LE GUILDO";20;"Camping car";"Non";3.0;"Non, secondaire";"Non, secondaire";"M";1938;"0_Non Renseigné";;;;"Tri complet";"Bon";"Oui";"";
"2018-10-09-GONB-SEN-004";"2018-10-09_GONB_02F_372198";"DINARD";;;"en séjour sur une commune";;;;;;;;"F";1939;"7_Retraités";;;;;;;"";
"2018-10-09-GONB-SEN-005";"2018-10-09_GONB_02F_372209";"ST MALO";;;"en séjour sur une commune";;;;;;;;"F";1946;"7_Retraités";;;;;;;"";
"2018-10-05_GONB_01A_372219";"2018-10-05-GONB-SEN-004";"COMBOURG";;;"pour la journée";;;;"Non";7.0;;;"M";1946;"7_Retraités";"F";1947;"7_Retraités";"Tri partiel";"Bon";"Oui";"";
"2018-10-09-GONB-SEN-006";"2018-10-09_GONB_02F_372230";"ST MALO";;;"en séjour sur une commune";;;;;;;;"F";1944;"7_Retraités";;;;;;;"";
"2018-10-09_GONB_02F_372239";"2018-10-09-GONB-SEN-007";"ALENCON";;;"pour la journée";;;;;;;;"M";1965;"1_Agriculteurs exploitants";"F";1969;"4_Professions Intermédiaires";;;;"";
"2018-10-05_GONB_01A_372250";"2018-10-05-GONB-SEN-004";"ST JUDOCE";;;"en séjour sur une commune";"ST CAST LE GUILDO";2;"Camping car";"Non";;"Non, secondaire";"Non, secondaire";"M";1959;"0_Non Renseigné";"F";1952;"7_Retraités";"Tri partiel";"Bon";"Oui";"";"retraité chauffeur routier"
"2018-10-09-GONB-SEN-008";"2018-10-09_GONB_02F_372248";"ST MALO";;;"en séjour sur une commune";;;;;;;;"F";1948;"7_Retraités";;;;"Non Triée";"Bon";"Non";"";
"2018-10-09-GONB-SEN-009";"2018-10-09_GONB_02F_372264";"ST MALO";;;"en séjour sur une commune";;;;;;;;"F";1935;"7_Retraités";;;;"Récolte conforme";"Bon";"Oui";"";
"2018-10-09-GONB-SEN-010";"2018-10-09_GONB_02F_372271";"ST MALO";;;"en séjour sur une commune";;;;;;;;"F";1950;"7_Retraités";;;;"Récolte non vérifiée";"Bon";"Moyen";"";
"2018-10-09-GONB-SEN-011";"2018-10-09_GONB_02F_372279";"COMBOURG";;;"en séjour sur une commune";;;;;;;;"F";1972;"6_Ouvriers";;;;;;;"";
"2018-10-09-GONB-SEN-012";"2018-10-09_GONB_02F_372287";"ST MALO";;;"en séjour sur une commune";;;;;;;;"F";1956;"5_Employés";;;;"Récolte conforme";"Bon";"Oui";"";
"2018-10-09-GONB-SEN-013";"2018-10-09_GONB_02F_372294";"ST MALO";;;"en séjour sur une commune";;;;;;;;"M";1943;"7_Retraités";;;;"Récolte conforme";"Bon";"Oui";"";
"2018-10-09_GONB_02F_372300";"2018-10-09-GONB-SEN-014";"ST MALO";;;"en séjour sur une commune";;;;;;;;"F";1943;"7_Retraités";"M";1944;"7_Retraités";;;;"";
"2018-10-09-GONB-SEN-015";"2018-10-09_GONB_02F_372310";"ST MALO";;;"en séjour sur une commune";;;;;;;;"M";1945;"7_Retraités";;;;;;;"";
"2018-10-09_GONB_02F_372318";"2018-10-09-GONB-SEN-016";"ST MALO";;;"en séjour sur une commune";;;;;;;;"M";1964;"3_Cadres et professions intellectuelles supérieures";"M";1962;"3_Cadres et professions intellectuelles supérieures";"Non Triée";"Moyen";"Moyen";"";
"2018-10-09-GONB-SEN-017";"2018-10-09_GONB_02F_372327";"ST MALO";;;"en séjour sur une commune";;;;;;;;"M";1954;"7_Retraités";;;;;;;"";
"2018-10-09-GONB-SEN-018";"2018-10-09_GONB_02F_372333";"ST COULOMB";;;"en séjour sur une commune";;;;;;;;"F";1962;"7_Retraités";;;;;;;"";
"2018-10-09-GONB-SEN-019";"2018-10-09_GONB_02F_372340";"ST MALO";;;"en séjour sur une commune";;;;;;;;"M";1943;"7_Retraités";;;;"Récolte non vérifiée";"Mauvais";"Non";"";
"2018-10-09_GONB_02F_372346";"2018-10-09-GONB-SEN-020";"ST MALO";;;"en séjour sur une commune";;;;;;;;"F";1956;"7_Retraités";"F";1960;"8_Autres personnes sans activité professionnelle";;;;"";
"2018-10-11_GONB_02C_372546";"2018-10-11-GONB-SEN-001";"MELESSE";;;"en séjour sur une commune";;;;;;;;"M";1953;"7_Retraités";"M";1954;"7_Retraités";"Récolte non vérifiée";"Moyen";"Moyen";"";
"2018-10-11-GONB-SEN-003";"2018-10-11_GONB_02C_372553";"DINARD";;;"en séjour sur une commune";;;;;;;;"M";1962;"2-22_Commerçants et assimilés";;;;"Récolte conforme";"Bon";"Oui";"";
"2018-10-11-GONB-SEN-004";"2018-10-11_GONB_02C_372560";"DINARD";;;"en séjour sur une commune";;;;;;;;"F";1944;"7_Retraités";;;;"Récolte conforme";"Bon";"Oui";"";
"2018-10-11_GONB_02C_372569";"2018-10-11-GONB-SEN-005";"PLEURTUIT";;;"en séjour sur une commune";;;;;;;;"M";1987;"8_Autres personnes sans activité professionnelle";"M";1947;"7_Retraités";;;;"";
"2018-10-11-GONB-SEN-006";"2018-10-11_GONB_02C_372577";"DINARD";;;"en séjour sur une commune";;;;;;;;"M";1949;"7_Retraités";;;;"Récolte conforme";"Moyen";"Moyen";"";
"2018-06-22_GUER_3A_372585";"2018-06-22-GUER-SEN-001";"LE MARIN";;;"en séjour sur une commune";;;;;;;;"M";1955;"7_Retraités";"F";1956;"4_Professions Intermédiaires";;;;"";
"2018-10-10-GONB-SEN-001";"2018-10-10_GONB_02B_372587";"DINAN";;;"en séjour sur une commune";;;;;;;;"F";1959;"7_Retraités";;;;"Non Triée";"Bon";"Non";"";
"2018-10-10-GONB-SEN-003";"2018-10-10_GONB_02B_372603";"LA FRESNAIS";;;"en séjour sur une commune";;;;;;;;"F";1963;"4_Professions Intermédiaires";;;;"Tri complet";"Bon";"Oui";"";
"2018-10-10-GONB-SEN-004";"2018-10-10_GONB_02B_372615";"ST LUNAIRE";;;"en séjour sur une commune";;;;;;;;"M";1952;"7_Retraités";;;;"Panier vide";"Bon";"Oui";"";
"2018-10-10-GONB-SEN-005";"2018-10-10_GONB_02B_372623";"COMBOURTILLE";;;"en séjour sur une commune";"ST LUNAIRE";;;;;;;"F";1991;"5_Employés";;;;"Non Triée";"Bon";"Oui";"";
"2018-10-10_GONB_02B_372632";"2018-10-10-GONB-SEN-006";"REIMS";;;"en séjour sur une commune";"LA FRESNAIS";;;;;;;"M";1936;"7_Retraités";"F";1936;"7_Retraités";"Récolte conforme";"Bon";"Oui";"";
"2018-10-10-GONB-SEN-007";"2018-10-10_GONB_02B_372640";"FOUGERES";;;"en séjour sur une commune";"ST LUNAIRE";1;;;;;;"M";1992;"8_Autres personnes sans activité professionnelle";;;;;;;"";
"2018-10-10-GONB-SEN-008";"2018-10-10_GONB_02B_372648";"PAIMPOL";;;"pour la journée";;;;;;;;"F";1963;"4_Professions Intermédiaires";;;;;;;"";
"2018-10-10-GONB-SEN-009";"2018-10-10_GONB_02B_372656";"ST BRIEUC";;;"en séjour sur une commune";;;;;;;;"M";1960;"7_Retraités";;;;;;;"";
"2018-10-10-GONB-SEN-010";"2018-10-10_GONB_02B_372662";"ST LUNAIRE";;;"en séjour sur une commune";;;;;;;;"M";1953;"7_Retraités";;;;;;;"";
"2018-10-10-GONB-SEN-011";"2018-10-10_GONB_02B_372669";"ST LUNAIRE";;;"en séjour sur une commune";;;;;;;;"M";1939;"7_Retraités";;;;;;;"";
"2018-10-10-GONB-SEN-012";"2018-10-10_GONB_02B_372676";"ST LUNAIRE";;;"en séjour sur une commune";;;;;;;;"M";1939;"7_Retraités";;;;;;;"";
"2018-10-10-GONB-SEN-013";"2018-10-10_GONB_02B_372683";"ST LUNAIRE";;;"en séjour sur une commune";;;;;;;;"M";1957;"6_Ouvriers";;;;"Récolte conforme";"Bon";"Oui";"";
"2018-10-10-GONB-SEN-014";"2018-10-10_GONB_02B_372690";"PARIS 15";;;"en séjour sur une commune";;;;;;;;"F";1946;"7_Retraités";;;;"Panier vide";"Bon";"Oui";"";
"2018-10-10_GONB_02B_372696";"2018-10-10-GONB-SEN-015";"LA FRESNAIS";;;"en séjour sur une commune";;;;;;;;"M";1963;"2_Artisans, commerçants et chefs d'entreprise";"F";1963;"2-23_Chefs d'entreprise de 10 salariés ou plus";"Panier vide";"Bon";"Oui";"";
"2018-10-10-GONB-SEN-016";"2018-10-10_GONB_02B_372703";"SAUMUR";;;"en séjour sur une commune";;;;;;;;"M";1967;"8_Autres personnes sans activité professionnelle";;;;"Récolte non vérifiée";"Bon";"Oui";"";
"2018-10-10-GONB-SEN-017";"2018-10-10_GONB_02B_372711";"ST LUNAIRE";;;"en séjour sur une commune";;;;;;;;"M";1946;"7_Retraités";;;;"Récolte conforme";"Bon";"Oui";"";
"2018-10-10_GONB_02B_372718";"2018-10-10-GONB-SEN-018";"RENNES";;;"en séjour sur une commune";;;;;;;;"F";1945;"7_Retraités";"F";1941;"7_Retraités";;;;"";
"2018-10-10-GONB-SEN-019";"2018-10-10_GONB_02B_372725";"DINARD";;;"en séjour sur une commune";;;;;;;;"M";1947;"7-73-75_Anciennes professions intermédiaires";;;;;;;"";
"2018-10-10-GONB-SEN-020";"2018-10-10_GONB_02B_372731";"DINARD";;;"en séjour sur une commune";;;;;;;;"M";1952;"2-23_Chefs d'entreprise de 10 salariés ou plus";;;;;;;"";
"2018-10-10_GONB_02B_372737";"2018-10-10-GONB-SEN-021";"ST LUNAIRE";;;"en séjour sur une commune";;;;;;;;"F";1949;"7_Retraités";"M";2011;"8-82-84_Elèves, étudiants";;;;"";
"2018-06-22_GUER_3A_372748";"2018-06-22-GUER-SEN-003";"SACHE";;;"en séjour sur une commune";;15;;"Non renseigné";;;;"M";1956;"7-76-77_Anciens employés";"F";1952;"0_Non Renseigné";;;;"";
"2018-06-22_GUER_3A_372754";"2018-06-22-GUER-SEN-004";"ST NAZAIRE";;;"en séjour sur une commune";;;;;;;;"M";1985;"2-22_Commerçants et assimilés";"M";1975;;;;;"";
"2018-06-27_GUER_3A_372775";"2018-06-27-GUER-SEN-002";"COGNAC";;;"en séjour sur une commune";;;;;;;;"M";1953;"7_Retraités";"F";1955;"7_Retraités";"Non Triée";"Bon";"Moyen";"";
"2018-06-27-GUER-SEN-003";"2018-06-27_GUER_3A_372787";"COUERON";;;"pour la journée";;;;;;;;"F";1947;"7-76-77_Anciens employés";;;;"Non Triée";"Moyen";"Non";"";
"2018-06-27-GUER-SEN-004";"2018-06-27_GUER_3A_392148";"COUERON";;;"en séjour sur une commune";;;;;;;;"F";1977;"7_Retraités";;;;"Non Triée";"Bon";"Oui";"";
"2018-07-11-GUER-SEN-034";"2018-07-11_GUER_3A_372829";"RENNES";;;"en séjour sur une commune";;;;;;;;"M";1949;"7_Retraités";;;;"Non Triée";"Bon";"Oui";"";
"2018-10-12_GONB_02B_372837";"2018-10-12-GONB-SEN-001";"ST LUNAIRE";;;"en séjour sur une commune";;;;;;;;"F";1957;"7_Retraités";"M";1957;"7_Retraités";"Tri partiel";"Bon";"Oui";"";
"2018-07-11-GUER-SEN-036";"2018-07-11_GUER_3A_372851";"ST NAZAIRE";;;"en séjour sur une commune";;;;;;;;"M";1974;"2_Artisans, commerçants et chefs d'entreprise";;;;"Récolte conforme";"Bon";"Oui";"";
"2018-10-12_GONB_02B_372850";"2018-10-12-GONB-SEN-003";"PLEURTUIT";;;"en séjour sur une commune";;;;;;;;"M";1959;"7_Retraités";"M";2012;"8-82-84_Elèves, étudiants";"Tri complet";"Bon";"Oui";"";
"2018-10-12_GONB_02B_372850";"2018-10-12-GONB-SEN-003";"PLEURTUIT";;;"en séjour sur une commune";;;;;;;;"M";1959;"7_Retraités";"F";1962;"7_Retraités";"Tri complet";"Bon";"Oui";"";
"2018-07-11-GUER-SEN-037";"2018-07-11_GUER_3A_372867";"MAUVES SUR LOIRE";;;"en séjour sur une commune";"LA TURBALLE";;;;;;;"M";1952;"7-76-78_Anciens ouvriers";;;;;;;"";
"2018-10-08-GONB-SEN-015";"2018-10-08_GONB_12A_372874";"DINAN";;;"en séjour sur une commune";;;;;;;;"M";1973;"6_Ouvriers";;;;;;;"";
"2018-10-08_GONB_12A_372883";"2018-10-08-GONB-SEN-017";"PLANCOET";;;"en séjour sur une commune";;;;;;;;"F";1957;"7_Retraités";"F";1960;"8_Autres personnes sans activité professionnelle";;;;"";
"2018-10-08_GONB_12A_372891";"2018-10-08-GONB-SEN-018";"QUEVERT";;;"en séjour sur une commune";;;;;;;;"F";1978;"4_Professions Intermédiaires";"M";;"0_Non Renseigné";"Récolte non vérifiée";"Moyen";"Non";"";
"2018-10-08_GONB_12A_372891";"2018-10-08-GONB-SEN-018";"QUEVERT";;;"en séjour sur une commune";;;;;;;;"F";1978;"4_Professions Intermédiaires";"M";1977;"0_Non Renseigné";"Récolte non vérifiée";"Moyen";"Non";"";
"2018-07-11_GUER_3A_372939";"2018-07-11-GUER-SEN-038";"NANCY";;;"en séjour sur une commune";;15;;;;;;"M";1970;"5_Employés";"F";1965;"5_Employés";"Récolte non vérifiée";"Bon";"Moyen";"";
"2018-06-05_GUER_3B_372971";"2018-06-05-GUER-SEN-001";"REZE";;;"pour la journée";;;;;;;;"M";1965;"5_Employés";"F";1964;"0_Non Renseigné";"Récolte non vérifiée";"Bon";"Moyen";"";
"2018-06-13-GUER-SEN-060";"2018-06-13_GUER_3B_372985";"GUERANDE";;;"en séjour sur une commune";;;;;;;;"M";1955;"7_Retraités";;;;"Récolte non vérifiée";"Bon";"Moyen";"";
"2018-10-11_GONB_01A_381183";"2018-10-11-GONB-SEN-006";"PLENEUF VAL ANDRE";;;"en séjour sur une commune";;;;;;;;"M";1981;"8_Autres personnes sans activité professionnelle";"F";1980;"5_Employés";"Panier vide";"Bon";"Oui";"";
"2018-10-08_GONB_12A_381196";"2018-10-08-GONB-SEN-019";"ST BENOIT DES ONDES";;;"en séjour sur une commune";;;;;;;;"F";1955;"7_Retraités";"F";1954;"7_Retraités";;;;"";
"2018-10-08_GONB_12A_381206";"2018-10-08-GONB-SEN-021";"ST SULIAC";;;"en séjour sur une commune";;;;;;;;"M";1944;"7_Retraités";"M";1956;"7_Retraités";;;;"";
"2018-10-08_GONB_12A_381206";"2018-10-08-GONB-SEN-021";"ST SULIAC";;;"en séjour sur une commune";;;;;;;;"M";1944;"7_Retraités";"M";1958;"7_Retraités";;;;"";
"2018-10-08_GONB_12A_381218";"2018-10-08-GONB-SEN-022";"CESSON SEVIGNE";;;"pour la journée";;;;;;;;"F";1940;"7_Retraités";"M";1944;"7_Retraités";;;;"";
"2018-10-08_GONB_12A_381229";"2018-10-08-GONB-SEN-023";"COMBOURG";;;"pour la journée";;;;;;;;"F";1967;"5_Employés";"M";1981;"6_Ouvriers";;;;"";
"2018-10-08_GONB_12A_381229";"2018-10-08-GONB-SEN-023";"COMBOURG";;;"pour la journée";;;;;;;;"F";1967;"5_Employés";"F";1981;"3_Cadres et professions intellectuelles supérieures";;;;"";
"2018-10-08_GONB_12A_381229";"2018-10-08-GONB-SEN-023";"COMBOURG";;;"pour la journée";;;;;;;;"F";1967;"5_Employés";"M";1959;"7_Retraités";;;;"";
"2018-10-19-GONB-SEN-001";"2018-10-19_GONB_01A_381242";"ST CAST LE GUILDO";;;"en séjour sur une commune";;;;;;;;"F";1948;"7-73-74_Anciens cadres";;;;"Panier vide";"Bon";"Moyen";"";"ils ont l’œil pour les tailles et c'est suffisant"
"2018-10-08_GONB_12A_381244";"2018-10-08-GONB-SEN-024";"DOL DE BRETAGNE";;;"en séjour sur une commune";;;;;;;;"M";1956;"7_Retraités";"F";1954;"7_Retraités";;;;"";
"2018-10-08-GONB-SEN-025";"2018-10-08_GONB_12A_381258";"DRAGEY RONTHON";;;"en séjour sur une commune";;;;;;;;"M";1984;"5_Employés";;;;;;;"";
"2018-10-19-GONB-SEN-002";"2018-10-19_GONB_01A_381260";"LE MANS";;;"en séjour sur une commune";"ST CAST LE GUILDO";5;"Camping car";"Non";3.0;"Oui, en partie";"Oui, en partie";"F";1955;"0_Non Renseigné";;;;"Panier vide";"Bon";"Oui";"";"retraitée de l’Éducation Nationale"
"2018-10-09-GONB-SEN-021";"2018-10-09_GONB_12A_381271";"ST SULIAC";;;"en séjour sur une commune";;;;;;;;"F";1950;"7_Retraités";;;;;;;"";
"2018-10-09-GONB-SEN-022";"2018-10-09_GONB_12A_381282";"TADEN";;;"en séjour sur une commune";;;;;;;;"M";1945;"7_Retraités";;;;;;;"";
"2018-10-19-GONB-SEN-003";"2018-10-19_GONB_01A_381285";"LAVAL";;;"en séjour sur une commune";"MATIGNON";2;"Camping car";"Non";25.0;"Non, secondaire";"Non, secondaire";"M";1976;"0_Non Renseigné";;;;"Récolte conforme";"Bon";"Oui";"";"la prise d'arénicoles est-elle interdite en zone d'interdiction sanitaire, cadre informaticien"
