"Libellé Sortie";"Code Enquète";"Milieu(x)";"Espéces";"Outils ou techniques";"Conformité outil(s)";"Estimation Reglement";"Connaissance Reglement";"Premiere Peche";"Annee Premiere Peche";"Peche Chaque Annee";"Frequence Declaree Peche";"Mois de peche";"Nb Peches Annuelles";"Péche du jour";"Frequence Indiquee";"Espéces prélevées";"Prélèvement annuel poids";"Prélèvement annuel nombre";"Choix des marées";"Coefficient Maree Mini";"Coefficient Maree NSP";"Autre Sites fréquentés";"Départements";"Nom sites";"Motivation(s)";"Autres types de peche"
"2018-07-13-GONB-SEN-032";"2018-07-13_GONB_01A_362243";"Sables vaseux";"Coques";"Pas d'engin";"";"Oui";"Oui";"Non";"1990";"Oui";"";"Juin | Juil | Aou";"1";"Seule pratique";"";"Coques";"";"";"Uniquement en week-end/vacances";"";"Ne Sait pas";"Oui";"Ille-et-Vilaine | Loire-Atlantique";"";"Paysage et bon air | Convivialité";"Aucune autre pêche"
"2018-08-13-GONB-SEN-063";"2018-08-13_GONB_01B_362932";"";"Couteaux";"Au sel";"";"Ne Sait Pas";"Non";"Non";"";"Oui";"";"";"3";"";"";"";"";"";"Uniquement aux grandes marées";"90";"";"Non Renseigné";"";"";"Passer le temps, s'occuper";"Eaux douces"
"2018-08-13-GONB-SEN-066";"2018-08-13_GONB_01B_362940";"";"Bouquet";"Haveneau";"";"Oui";"Oui";"";"";"Oui";"";"";"6";"";"";"";"";"";"Uniquement aux grandes marées";"100";"";"";"";"";"Qualité des produits | Paysage et bon air";"En bateau : Ligne"
"2018-08-13-GONB-SEN-066";"2018-08-13_GONB_01B_362949";"";"Bivalves fouisseurs | Couteaux";"Au sel";"";"Oui";"Oui";"";"";"Oui";"";"";"20";"";"";"";"";"";"Uniquement en week-end/vacances | Uniquement aux grandes marées";"90";"";"";"";"";"Plaisir : aspect ludique | Passer le temps, s'occuper";"Aucune autre pêche"
"2018-08-10-GONB-SEN-042";"2018-08-10_GONB_01B_362959";"";"Palourdes | Coques";"Rateau (générique)";"";"Non";"Non";"Non";"";"Oui";"";"";"2";"";"";"";"";"";"Uniquement aux grandes marées";"90";"";"";"";"";"Plaisir : aspect ludique | Passer le temps, s'occuper";"Aucune autre pêche"
"2018-08-10-GONB-SEN-043";"2018-08-10_GONB_01B_362972";"";"Coques | Amande de mer";"Rateau   | Couteau";"";"Oui";"Oui";"Non";"";"Oui";"";"";"5";"";"";"";"";"";"Uniquement en week-end/vacances";"90";"";"";"";"";"Qualité des produits | Passer le temps, s'occuper";"En bateau : Ligne"
"2018-08-10-GONB-SEN-044";"2018-08-10_GONB_01B_362980";"";"Palourdes | Coques";"Rateau (générique)";"";"Non";"Non";"";"";"Oui";"";"";"6";"";"";"";"";"";"N'importe quel jour de la semaine | Uniquement aux grandes marées";"85";"";"";"";"";"Gratuité des produits | Paysage et bon air";"Aucune autre pêche"
"2018-07-30-GONB-SEN-002";"2018-07-30_GONB_01B_362989";"";"Palourdes | Coques";"Rateau   | Couteau";"";"Ne Sait Pas";"Non";"";"";"Oui";"";"";"2";"";"";"";"";"";"Uniquement en week-end/vacances | Uniquement aux grandes marées";"75";"";"";"";"";"Plaisir : aspect ludique | Habitude/Tradition";"Aucune autre pêche"
"2018-07-30-GONB-SEN-003";"2018-07-30_GONB_01B_362997";"";"Couteaux";"Au sel";"";"Oui";"Oui";"Non Renseigné";"";"Oui";"";"";"3";"";"";"";"";"";"Uniquement en week-end/vacances";"";"Ne Sait pas";"";"";"";"Plaisir : aspect ludique | Recherche/gratuité d'appâts";"En bateau : Ligne"
"2018-07-24-GONB-SEN-002";"2018-07-24_GONB_01B_363004";"";"Bivalves fouisseurs | Palourdes";"Rateau   | Griffe (générique)";"";"Oui";"Oui";"";"";"Non";"";"";"3";"";"";"";"";"";"N'importe quel jour de la semaine | Uniquement en week-end/vacances";"50";"";"";"";"";"Paysage et bon air | Plaisir : aspect ludique";"Aucune autre pêche"
"2018-07-24-GONB-SEN-004";"2018-07-24_GONB_01B_363011";"";"Palourdes | Coques";"Rateau  ";"";"Ne Sait Pas";"Non";"";"";"Non";"";"";"";"";"";"";"";"";"Uniquement en week-end/vacances";"";"Ne Sait pas";"";"";"";"Paysage et bon air | Plaisir : aspect ludique";"Eaux douces"
"2018-07-30-GONB-SEN-003";"2018-07-30_GONB_01A_363013";"Sables vaseux";"Coques";"Pas d'engin";"";"Oui";"Oui";"Non";"1958";"Oui";"";"Juil | Aou";"2";"Occasionnelle (>5%)";"";"Coques | Couteaux | Moules | Ormeaux | Lançon anguille";"";"";"Uniquement aux grandes marées";"";"Ne Sait pas";"Oui";"Côtes-d'Armor";"Saint Cast (selon ressources recherchées)";"Paysage et bon air | Plaisir : aspect ludique";"En bateau : Ligne | En bateau : Chasse sous-marine | Du  bord : Ligne | Du  bord : Chasse sous-marine"
"2018-07-30-GONB-SEN-004";"2018-07-30_GONB_01A_363028";"Sables vaseux";"Coques";"Rateau à coques | Griffe (générique)";"";"Oui";"Oui";"Non";"1960";"Oui";"";"Jan | Fev | Mar | Avr | Mai | Juin | Juil | Aou | Sep | Oct | Nov | Dec";"20";"Principale (>60%)";"";"";"";"";"N'importe quel jour de la semaine";"";"Ne Sait pas";"Oui";"Côtes-d'Armor | Ille-et-Vilaine";"St Jacut; Cap Fréhel et Lancieux";"Qualité des produits | Plaisir : aspect ludique";"En bateau : Ligne | En bateau : Engins dormants | Du  bord : Ligne"
"2018-07-30-GONB-SEN-005";"2018-07-30_GONB_01A_363044";"Sables vaseux";"Palourdes | Coques | Vers annélides";"Rateau (générique) | Pelle et bêche (générique)";"";"Oui";"Oui";"Non";"1975";"Oui";"";"Avr | Mai | Juin | Juil | Aou | Sep | Oct";"10";"Principale (>60%)";"";"Poissons";"";"";"Uniquement en week-end/vacances";"";"Ne Sait pas";"Oui";"Côtes-d'Armor";"Baie de Lancieux";"Gratuité des produits | Paysage et bon air";"Du  bord : Ligne"
"2018-08-14-GONB-SEN-050";"2018-08-14_GONB_01B_363163";"";"Couteaux";"Au sel";"";"Ne Sait Pas";"";"Oui";"";"Non";"1.0";"";"";"Première fois";"";"";"";"";"Lorsque la météo favorable";"";"Ne Sait pas";"";"";"";"Plaisir : aspect ludique | Passer le temps, s'occuper";"Aucune autre pêche"
"2018-08-14-GONB-SEN-051";"2018-08-14_GONB_01B_363191";"";"Couteaux";"Au sel";"";"Ne Sait Pas";"Non";"";"";"Oui";"4.0";"";"";"";"";"Couteaux";"";"";"Lorsque la météo favorable";"90";"";"";"";"";"Paysage et bon air | Plaisir : aspect ludique";"Aucune autre pêche"
"2018-07-13-GONB-SEN-033";"2018-07-13_GONB_01B_363200";"";"Bivalves fouisseurs";"";"";"";"";"";"";"Non";"";"";"";"";"";"";"";"";"N'importe quel jour de la semaine";"75";"";"";"";"";"Paysage et bon air | Habitude/Tradition";"Aucune autre pêche"
"2018-07-13-GONB-SEN-034";"2018-07-13_GONB_01B_363206";"";"Palourdes";"Rateau  ";"";"Oui";"Oui";"Non";"";"";"";"";"5";"";"";"";"";"";"Uniquement en week-end/vacances";"70";"";"";"";"";"Paysage et bon air";"Aucune autre pêche"
"2018-07-13-GONB-SEN-035";"2018-07-13_GONB_01B_363219";"";"Bivalves fouisseurs";"Rateau  ";"";"Ne Sait Pas";"Non";"Non";"";"Oui";"";"";"2";"";"";"";"";"";"N'importe quel jour de la semaine";"40";"";"";"";"";"Paysage et bon air";"Aucune autre pêche"
"2018-07-13-GONB-SEN-036";"2018-07-13_GONB_01B_363229";"";"Bivalves fouisseurs";"Pas d'engin";"";"";"";"";"";"Oui";"";"";"10";"";"";"";"";"";"Uniquement aux grandes marées";"80";"";"";"";"";"Paysage et bon air | Passer le temps, s'occuper";"Aucune autre pêche"
"2018-07-13-GONB-SEN-037";"2018-07-13_GONB_01B_363236";"";"Bivalves fouisseurs";"Rateau (générique) | Rateau  ";"";"Oui";"Oui";"";"";"Oui";"";"";"5";"";"";"";"";"";"Uniquement aux grandes marées";"90";"";"";"";"";"Paysage et bon air | Passer le temps, s'occuper";"Aucune autre pêche"
"2018-07-13-GONB-SEN-038";"2018-07-13_GONB_01B_363245";"";"Bivalves fouisseurs";"";"";"";"";"";"";"Non";"";"";"";"";"";"";"";"";"Uniquement en week-end/vacances";"";"Ne Sait pas";"";"";"";"Plaisir : aspect ludique";"Aucune autre pêche"
"2018-07-13-GONB-SEN-039";"2018-07-13_GONB_01B_363252";"";"Bivalves fouisseurs";"Rateau  ";"";"Oui";"Oui";"Non";"";"Oui";"";"";"12";"";"";"";"";"";"Uniquement aux grandes marées";"75";"";"";"";"";"Paysage et bon air | Passer le temps, s'occuper";"En bateau : Ligne | Du  bord : Ligne"
"2018-07-13-GONB-SEN-040";"2018-07-13_GONB_01B_363259";"";"Palourdes";"Rateau  ";"";"";"";"";"";"Oui";"";"";"";"";"";"";"";"";"Uniquement en week-end/vacances";"100";"";"";"";"";"Paysage et bon air | Plaisir : aspect ludique";"Aucune autre pêche"
"2018-07-13-GONB-SEN-041";"2018-07-13_GONB_01B_363266";"";"Palourdes";"Rateau  ";"";"Oui";"Oui";"Non";"";"Oui";"";"";"20";"";"";"";"";"";"N'importe quel jour de la semaine";"80";"";"";"";"";"Paysage et bon air";"Aucune autre pêche"
"2018-07-13-GONB-SEN-042";"2018-07-13_GONB_01B_363273";"";"Palourdes";"Griffe à dents";"";"Oui";"Oui";"";"";"Non";"";"";"";"";"";"";"";"";"Lorsque la météo favorable";"90";"";"";"";"";"Paysage et bon air";"Aucune autre pêche"
"2018-07-13-GONB-SEN-043";"2018-07-13_GONB_01B_363280";"";"Bivalves fouisseurs";"Rateau  ";"";"Oui";"Oui";"";"";"Oui";"";"";"";"";"";"";"";"";"N'importe quel jour de la semaine";"80";"";"";"";"";"Gratuité des produits | Plaisir : aspect ludique";"Aucune autre pêche"
"2018-07-13-GONB-SEN-044";"2018-07-13_GONB_01B_363288";"";"Palourdes | Coques";"Rateau   | Crochet/croc";"";"Oui";"Oui";"Non";"";"Oui";"";"";"10";"";"";"";"";"";"N'importe quel jour de la semaine | Lorsque la météo favorable";"80";"";"";"";"";"Plaisir : aspect ludique | Convivialité";"Aucune autre pêche"
"2018-07-13-GONB-SEN-045";"2018-07-13_GONB_01B_363296";"";"Palourdes | Coques";"Cuillère";"";"Ne Sait Pas";"Non";"";"";"Oui";"";"";"4";"";"";"";"";"";"Uniquement en week-end/vacances | Lorsque la météo favorable";"90";"";"";"";"";"Plaisir : aspect ludique | Convivialité";"En bateau : Ligne"
"2018-07-13-GONB-SEN-046";"2018-07-13_GONB_01B_363310";"";"Palourdes";"Rateau  ";"";"Oui";"Oui";"";"";"Oui";"";"";"6";"";"";"";"";"";"Uniquement en week-end/vacances | Uniquement aux grandes marées";"80";"";"";"";"";"Plaisir : aspect ludique | Passer le temps, s'occuper";"Eaux douces"
"2018-07-13-GONB-SEN-047";"2018-07-13_GONB_01B_363333";"";"Couteaux";"Au sel";"";"Oui";"";"";"";"Oui";"";"";"30";"";"";"";"";"";"Lorsque la météo favorable";"21";"";"";"";"";"Gratuité des produits | Convivialité | Recherche/gratuité d'appâts";"En bateau : Engins dormants | Du  bord : Ligne"
"2018-07-13-GONB-SEN-048";"2018-07-13_GONB_01B_363352";"";"Palourdes";"Rateau   | Au doigt";"";"";"";"";"";"Oui";"";"";"2";"";"";"";"";"";"Uniquement en week-end/vacances";"100";"";"";"";"";"Plaisir : aspect ludique | Convivialité";"Aucune autre pêche"
"2018-07-13-GONB-SEN-049";"2018-07-13_GONB_01B_363370";"";"Palourdes | Couteaux";"Rateau   | Au sel";"";"";"";"";"";"Oui";"";"";"3";"";"";"";"";"";"Uniquement en week-end/vacances";"";"Ne Sait pas";"";"";"";"Plaisir : aspect ludique | Convivialité";"Aucune autre pêche"
"2018-06-14-GONB-SEN-036";"2018-06-14_GONB_01B_363387";"";"Palourdes | Coques";"Rateau  ";"";"Non";"Non";"";"";"Oui";"";"";"10";"";"";"";"";"";"Uniquement aux grandes marées";"90";"";"";"";"";"Qualité des produits | Activité physique";"En bateau : Ligne | En bateau : Engins dormants"
"2018-06-14-GONB-SEN-037";"2018-06-14_GONB_01B_363399";"";"Palourdes | Coques";"Rateau  ";"";"Ne Sait Pas";"Non";"";"";"Oui";"";"";"2";"";"";"";"";"";"Uniquement aux grandes marées";"100";"";"";"";"";"Qualité des produits | Paysage et bon air";"Aucune autre pêche"
"2018-06-14-GONB-SEN-038";"2018-06-14_GONB_01B_363411";"";"Coques";"Rateau  ";"";"";"";"";"";"Oui";"";"";"10";"";"";"";"";"";"N'importe quel jour de la semaine";"95";"";"";"";"";"Qualité des produits | Passer le temps, s'occuper";"Du  bord : Ligne"
"2018-05-25-GONB-SEN-002";"2018-05-25_GONB_01B_363427";"";"Palourdes | Coques";"Griffe à dents";"";"Oui";"Oui";"";"";"Oui";"";"";"2";"";"";"";"";"";"N'importe quel jour de la semaine | Lorsque la météo favorable";"70";"";"";"";"";"Qualité des produits | Passer le temps, s'occuper";"Du  bord : Ligne"
"2018-05-25-GONB-SEN-003";"2018-05-25_GONB_01B_363442";"";"Palourdes | Coques";"Couteau";"";"Oui";"Oui";"";"";"Oui";"";"";"20";"";"";"";"";"";"N'importe quel jour de la semaine";"";"Ne Sait pas";"";"";"";"Paysage et bon air | Plaisir : aspect ludique";"Aucune autre pêche"
"2018-05-25-GONB-SEN-004";"2018-05-25_GONB_01B_363450";"";"Palourdes | Coques";"Rateau  ";"";"Oui";"Oui";"";"";"Oui";"";"";"10";"";"";"";"";"";"N'importe quel jour de la semaine";"50";"";"";"";"";"Paysage et bon air | Plaisir : aspect ludique | Convivialité | Activité physique";"Aucune autre pêche"
"2018-05-25-GONB-SEN-005";"2018-05-25_GONB_01B_363492";"";"Palourdes | Coques";"Rateau à coques";"";"Oui";"Oui";"";"";"Oui";"";"";"4";"";"";"";"";"";"N'importe quel jour de la semaine";"";"Ne Sait pas";"";"";"";"Paysage et bon air | Plaisir : aspect ludique";"Aucune autre pêche"
"2018-04-18-GONB-SEN-015";"2018-04-18_GONB_01B_363500";"";"Palourdes | Coquille Saint-Jacques";"Pas d'engin";"";"Oui";"Non Renseigné";"";"";"Oui";"";"";"40";"";"";"";"";"";"N'importe quel jour de la semaine";"40";"";"";"";"";"Paysage et bon air | Activité physique";"Aucune autre pêche"
"2018-04-18-GONB-SEN-016";"2018-04-18_GONB_01B_363507";"";"Palourdes | Coquille Saint-Jacques";"Epuisette (générique)";"";"Oui";"Oui";"";"";"Oui";"";"";"30";"";"";"";"";"";"Uniquement aux grandes marées";"95";"";"";"";"";"Paysage et bon air | Plaisir : aspect ludique";"Aucune autre pêche"
"2018-04-18-GONB-SEN-017";"2018-04-18_GONB_01B_363514";"";"Palourdes | Amande de mer";"Pas d'engin";"";"Oui";"Oui";"";"";"Oui";"";"";"3";"";"";"";"";"";"Uniquement aux grandes marées";"100";"";"";"";"";"Paysage et bon air | Activité physique";"Aucune autre pêche"
"2018-05-16-GONB-SEN-051";"2018-05-16_GONB_01B_363521";"";"Coquille Saint-Jacques | Autres poissons divers";"Pas d'engin";"";"Oui";"Oui";"";"";"Oui";"";"";"10";"";"";"";"";"";"Uniquement aux grandes marées";"100";"";"";"";"";"Gratuité des produits | Activité physique | Recherche/gratuité d'appâts";"En bateau : Ligne"
"2018-05-16-GONB-SEN-052";"2018-05-16_GONB_01B_363546";"";"Bouquet";"Haveneau";"";"Ne Sait Pas";"Non";"Non";"";"Oui";"";"";"4";"Première fois";"";"";"";"";"Lorsque la météo favorable";"100";"";"";"";"";"Plaisir : aspect ludique";"Aucune autre pêche"
"2018-05-16-GONB-SEN-053";"2018-05-16_GONB_01B_363554";"";"Couteaux";"Au sel";"";"Oui";"Oui";"";"";"Oui";"";"";"6";"";"";"";"";"";"Uniquement aux grandes marées";"90";"";"";"";"";"Paysage et bon air | Convivialité";"Aucune autre pêche"
"2018-05-16-GONB-SEN-054";"2018-05-16_GONB_01B_363562";"";"Couteaux";"Au sel";"";"Oui";"Oui";"";"";"Non";"";"";"";"";"";"";"";"";"Uniquement en week-end/vacances | Lorsque la météo favorable";"";"Ne Sait pas";"";"";"";"Plaisir : aspect ludique | Convivialité";"Aucune autre pêche"
"2018-08-21-GONB-SEN-001";"2018-08-21_GONB_02B_363572";"";"Etrille | Tourteau";"Crochet/croc";"";"Ne Sait Pas";"Non";"";"";"Oui";"";"";"7";"";"";"";"";"";"N'importe quel jour de la semaine | Lorsque la météo favorable";"30";"";"";"";"";"Plaisir : aspect ludique | Passer le temps, s'occuper";"Eaux douces"
"2018-08-13-GONB-SEN-067";"2018-08-13_GONB_02B_363579";"";"Couteaux";"Au sel";"";"Oui";"Oui";"";"";"Oui";"";"";"1";"";"";"";"";"";"Uniquement aux grandes marées";"100";"";"";"";"";"Qualité des produits | Paysage et bon air | Plaisir : aspect ludique | Convivialité | Habitude/Tradition";"Aucune autre pêche"
"2018-08-13-GONB-SEN-068";"2018-08-13_GONB_02B_363589";"";"Palourdes | Praire | Spisule, Mactre solide";"";"";"";"";"";"";"Oui";"";"";"1";"";"";"";"";"";"Uniquement aux grandes marées";"105";"";"";"";"";"Qualité des produits | Plaisir : aspect ludique";"Aucune autre pêche"
"2018-08-13-GONB-SEN-069";"2018-08-13_GONB_02B_363599";"";"Palourdes | Praire";"Rateau  ";"";"";"";"";"";"Oui";"";"";"2";"";"";"";"";"";"Uniquement aux grandes marées";"90";"";"";"";"";"Qualité des produits | Plaisir : aspect ludique";"Aucune autre pêche"
"2018-08-13-GONB-SEN-070";"2018-08-13_GONB_02B_363607";"";"Palourdes | Praire";"Rateau (générique) | Rateau  ";"";"";"";"";"";"Oui";"";"";"1";"";"";"";"";"";"Uniquement aux grandes marées";"95";"";"";"";"";"Gratuité des produits | Plaisir : aspect ludique";"En bateau : Ligne | En bateau : Engins dormants"
"2018-06-14-GONB-SEN-038";"2018-06-14_GONB_02B_363668";"";"Araignée de mer";"Crochet/croc";"";"Ne Sait Pas";"Non";"";"";"Oui";"";"";"3";"";"";"";"";"";"Uniquement aux grandes marées";"90";"";"";"";"";"Plaisir : aspect ludique";"En bateau : Ligne | En bateau : Chasse sous-marine"
"2018-06-14-GONB-SEN-040";"2018-06-14_GONB_02B_363675";"";"Bouquet";"Epuisette (générique)";"";"Oui";"Oui";"";"";"Oui";"";"";"10";"";"";"";"";"";"Uniquement aux grandes marées";"85";"";"";"";"";"Paysage et bon air | Plaisir : aspect ludique";"Aucune autre pêche"
"2018-06-13-GONB-SEN-050";"2018-06-13_GONB_02B_363682";"";"Etrille | Crevettes";"Epuisette (générique) | Crochet/croc";"";"Oui";"Oui";"";"";"Non";"2.0";"";"";"";"";"";"";"";"Uniquement aux grandes marées";"95";"";"";"";"";"Plaisir : aspect ludique | Convivialité";"Aucune autre pêche"
"2018-06-13-GONB-SEN-051";"2018-06-13_GONB_02B_363689";"";"Etrille";"Crochet/croc";"";"Oui";"Oui";"";"";"Oui";"";"";"3";"";"";"";"";"";"Uniquement aux grandes marées";"100";"";"";"";"";"Paysage et bon air";"En bateau : Chasse sous-marine"
"2018-04-18-GONB-SEN-018";"2018-04-18_GONB_02B_363697";"";"Praire | Amande de mer | Moules";"Grattoir";"";"Oui";"Oui";"";"";"Oui";"";"";"2";"";"";"";"";"";"Uniquement en week-end/vacances";"90";"";"";"";"";"Convivialité";"En bateau : Ligne"
"2018-04-18-GONB-SEN-019";"2018-04-18_GONB_02B_363704";"";"Homard | Etrille | Tourteau | Crevettes";"Epuisette (générique)";"";"Oui";"Oui";"";"";"Oui";"";"";"4";"";"";"";"";"";"Uniquement en week-end/vacances";"90";"";"";"";"";"Habitude/Tradition | Passer le temps, s'occuper";"En bateau : Ligne | Du  bord : Ligne | Eaux douces"
"2018-04-27-GONB-SEN-002";"2018-04-27_GONB_02B_363712";"";"Crépidule | Arénicoles";"Fourche | Bêche | Au sel";"";"Oui";"Non";"";"";"Oui";"";"";"1";"";"";"";"";"";"Uniquement aux grandes marées | Lorsque la météo favorable";"75";"";"";"";"";"Paysage et bon air | Convivialité";"En bateau : Ligne | Du  bord : Ligne"
"2018-08-16-GONB-SEN-029";"2018-08-16_GONB_02B_363719";"";"Couteaux | Amande de mer";"Au sel";"";"Oui";"Oui";"";"";"Oui";"";"";"3";"";"";"";"";"";"Uniquement aux grandes marées | Lorsque la météo favorable";"90";"";"";"";"";"Plaisir : aspect ludique";"Aucune autre pêche"
"2018-08-16-GONB-SEN-030";"2018-08-16_GONB_02B_363728";"";"Praire";"Rateau  ";"";"Oui";"Oui";"";"";"Oui";"";"";"6";"";"";"";"";"";"Uniquement aux grandes marées";"100";"";"";"";"";"Paysage et bon air";"En bateau : Ligne"
"2018-07-02-GONB-SEN-004";"2018-07-02_GONB_02C_363736";"";"Autres crabes (appâts uniquement et découverte) | Crevettes";"Epuisette (générique)";"";"Ne Sait Pas";"Non";"";"";"Oui";"";"";"10";"";"";"";"";"";"Uniquement en week-end/vacances";"70";"";"";"";"";"Convivialité";"Aucune autre pêche"
"2018-06-14-GONB-SEN-041";"2018-06-14_GONB_02C_363745";"";"Palourdes";"Rateau (générique)";"";"Ne Sait Pas";"Non";"";"";"Oui";"";"";"4";"";"";"";"";"";"Uniquement aux grandes marées";"95";"";"";"";"";"Plaisir : aspect ludique | Convivialité";"Aucune autre pêche"
"2018-06-13-GONB-SEN-052";"2018-06-13_GONB_02C_363753";"";"Crustacés | Crabes et araignées";"Griffe à dents";"";"Oui";"Oui";"";"";"Oui";"";"";"2";"";"";"";"";"";"N'importe quel jour de la semaine";"95";"";"";"";"";"Plaisir : aspect ludique | Passer le temps, s'occuper";"En bateau : Ligne"
"2018-06-13-GONB-SEN-053";"2018-06-13_GONB_02C_363763";"";"Crevettes";"Epuisette (générique)";"";"Oui";"Oui";"";"";"Oui";"";"";"20";"";"";"";"";"";"Uniquement aux grandes marées";"90";"";"";"";"";"Passer le temps, s'occuper";"En bateau : Ligne"
"2018-08-16-GONB-SEN-031";"2018-08-16_GONB_02C_363769";"";"Couteaux";"Bêche";"";"Oui";"Non";"";"";"Oui";"";"";"4";"";"";"";"";"";"Uniquement aux grandes marées";"100";"";"";"";"";"Plaisir : aspect ludique";"Aucune autre pêche"
"2018-05-16-GONB-SEN-055";"2018-05-16_GONB_02C_363776";"";"Palourdes | Amande de mer";"Rateau  ";"";"Ne Sait Pas";"Non";"";"";"Oui";"";"";"3";"";"";"";"";"";"Uniquement aux grandes marées";"100";"";"";"";"";"Qualité des produits | Plaisir : aspect ludique";"Aucune autre pêche"
"2018-08-14-GONB-SEN-052";"2018-08-14_GONB_02C_363783";"";"Crevettes";"Epuisette (générique)";"";"Oui";"Oui";"";"";"Oui";"";"";"20";"";"";"";"";"";"Uniquement aux grandes marées";"90";"";"";"";"";"Plaisir : aspect ludique";"Aucune autre pêche"
"2018-08-10-GONB-SEN-045";"2018-08-10_GONB_02F_363793";"";"Palourdes | Praire | Coques";"Rateau  ";"";"Ne Sait Pas";"Non Renseigné";"";"";"Oui";"";"";"5";"";"";"";"";"";"N'importe quel jour de la semaine";"80";"";"";"";"";"Plaisir : aspect ludique | Habitude/Tradition";"Aucune autre pêche"
"2018-08-10-GONB-SEN-048";"2018-08-10_GONB_02F_363823";"";"Palourdes | Coques";"Griffe à dents";"";"Oui";"Oui";"";"";"Oui";"";"";"10";"";"";"";"";"";"Uniquement en week-end/vacances | Uniquement aux grandes marées";"75";"";"";"";"";"Qualité des produits | Paysage et bon air | Plaisir : aspect ludique";"Aucune autre pêche"
"2018-07-16-GONB-SEN-047";"2018-07-16_GONB_02F_363831";"";"Praire | Coques";"Grattoir";"";"Oui";"Oui";"";"";"Oui";"";"";"3";"";"";"";"";"";"Uniquement en week-end/vacances | Uniquement aux grandes marées";"90";"";"";"";"";"Qualité des produits | Convivialité";"Aucune autre pêche"
"2018-07-16-GONB-SEN-048";"2018-07-16_GONB_02F_363840";"";"Spisule, Mactre solide | Vers";"Grattoir | Bêche à ver";"";"Oui";"Oui";"";"";"Oui";"";"";"4";"";"";"";"";"";"N'importe quel jour de la semaine | Uniquement aux grandes marées";"100";"";"";"";"";"Qualité des produits";"Du  bord : Ligne | Eaux douces"
"2018-07-16-GONB-SEN-049";"2018-07-16_GONB_02F_363851";"";"Palourdes | Praire | Tellines";"Grattoir";"";"";"";"";"";"Oui";"";"";"10";"";"";"";"";"";"Uniquement aux grandes marées";"80";"";"";"";"";"Qualité des produits | Paysage et bon air";"Aucune autre pêche"
"2018-07-16-GONB-SEN-050";"2018-07-16_GONB_02F_363863";"";"Couteaux";"Au sel";"";"Oui";"Oui";"";"";"Oui";"";"";"2";"";"";"";"";"";"N'importe quel jour de la semaine | Uniquement aux grandes marées";"100";"";"";"";"";"Habitude/Tradition";"Aucune autre pêche"
"2018-07-16-GONB-SEN-051";"2018-07-16_GONB_02F_363870";"";"Praire | Amande de mer";"Pas d'engin";"";"Oui";"Oui";"";"";"Oui";"10.0";"";"";"";"";"";"";"";"N'importe quel jour de la semaine | Uniquement aux grandes marées";"95";"";"";"";"";"Paysage et bon air";"Aucune autre pêche"
"2018-07-16-GONB-SEN-052";"2018-07-16_GONB_02F_363881";"";"Coques | Couteaux";"Fourche | Au sel";"";"Oui";"";"";"";"Oui";"";"";"5";"";"";"";"";"";"Uniquement en week-end/vacances";"90";"";"";"";"";"Plaisir : aspect ludique | Recherche/gratuité d'appâts";"Du  bord : Ligne"
"2018-07-16-GONB-SEN-053";"2018-07-16_GONB_02F_363896";"";"Palourdes";"Griffe (générique)";"";"Oui";"Non Renseigné";"Non";"";"Oui";"";"";"1";"";"";"";"";"";"Uniquement aux grandes marées";"80";"";"";"";"";"Plaisir : aspect ludique";"Aucune autre pêche"
"2018-07-16-GONB-SEN-054";"2018-07-16_GONB_02F_363904";"";"Palourdes";"Rateau   | Griffe (générique)";"";"Oui";"Oui";"";"";"Oui";"";"";"3";"";"";"";"";"";"Uniquement aux grandes marées";"90";"";"";"";"";"Plaisir : aspect ludique";"Aucune autre pêche"
"2018-07-13-GONB-SEN-050";"2018-07-13_GONB_02F_363913";"";"Palourdes | Tourteau";"Haveneau | Crochet/croc";"";"Oui";"Oui";"";"";"Oui";"";"";"";"";"";"";"";"";"Uniquement aux grandes marées";"";"Ne Sait pas";"";"";"";"Paysage et bon air | Habitude/Tradition";"Du  bord : Ligne"
"2018-07-13-GONB-SEN-051";"2018-07-13_GONB_02F_363919";"";"Crabes comestibles | Etrille | Crevettes";"Epuisette (générique) | Crochet/croc";"";"Oui";"Non Renseigné";"";"";"Oui";"";"";"2";"";"";"";"";"";"Uniquement aux grandes marées";"100";"";"";"";"";"Paysage et bon air | Plaisir : aspect ludique";"Aucune autre pêche"
"2018-07-13-GONB-SEN-052";"2018-07-13_GONB_02F_363928";"";"Coques | Couteaux";"Pelle";"";"Oui";"Non";"";"";"Oui";"";"";"";"";"";"";"";"";"Uniquement aux grandes marées";"100";"";"";"";"";"Paysage et bon air | Plaisir : aspect ludique";"Du  bord : Ligne"
"2018-07-13-GONB-SEN-053";"2018-07-13_GONB_02F_363938";"";"Palourdes | Praire | Coques";"Rateau  ";"";"Oui";"Oui";"";"";"Oui";"";"";"10";"";"";"";"";"";"Uniquement aux grandes marées";"70";"";"";"";"";"Qualité des produits | Paysage et bon air";"En bateau : Chasse sous-marine"
"2018-07-13-GONB-SEN-054";"2018-07-13_GONB_02F_363947";"";"Palourdes | Coques";"Rateau  ";"";"";"";"";"";"Oui";"";"";"1";"";"";"";"";"";"Uniquement aux grandes marées";"100";"";"";"";"";"Qualité des produits | Paysage et bon air";"Aucune autre pêche"
