"Libellé Sortie";"Code Enquète";"Milieu(x)";"Espéces";"Outils ou techniques";"Conformité outil(s)";"Estimation Reglement";"Connaissance Reglement";"Premiere Peche";"Annee Premiere Peche";"Peche Chaque Annee";"Frequence Declaree Peche";"Mois de peche";"Nb Peches Annuelles";"Péche du jour";"Frequence Indiquee";"Espéces prélevées";"Prélèvement annuel poids";"Prélèvement annuel nombre";"Choix des marées";"Coefficient Maree Mini";"Coefficient Maree NSP";"Autre Sites fréquentés";"Départements";"Nom sites";"Motivation(s)";"Autres types de peche"
"2018-09-25-GONB-SEN-001";"2018-09-25_369510";"";"Palourdes | Praire | Coques";"Rateau (générique)";"";"Ne Sait Pas";"";"";"";"Oui";"";"";"10";"";"";"";"";"";"Uniquement aux grandes marées | Lorsque la météo favorable";"80";"";"";"";"";"Paysage et bon air | Convivialité";"Aucune autre pêche"
"2018-09-25-GONB-SEN-003";"2018-09-25_GONB_02C_369516";"";"Palourdes";"Rateau  ";"";"Oui";"";"";"";"Oui";"";"";"10";"";"";"";"";"";"N'importe quel jour de la semaine";"70";"";"";"";"";"Plaisir : aspect ludique | Habitude/Tradition";"Aucune autre pêche"
"2018-09-25-GONB-SEN-004";"2018-09-25_GONB_02C_369523";"";"Palourdes";"Rateau  ";"";"Ne Sait Pas";"";"";"";"Oui";"";"";"6";"";"";"";"";"";"Uniquement aux grandes marées | Lorsque la météo favorable";"75";"";"";"";"";"Paysage et bon air | Plaisir : aspect ludique";"Eaux douces"
"2018-09-26-GONB-SEN-001";"2018-09-26_GONB_02B_369588";"";"Palourdes | Coques";"Grapette à main";"";"Oui";"";"";"";"Oui";"";"";"8";"";"";"";"";"";"Uniquement aux grandes marées | Lorsque la météo favorable";"90";"";"";"";"";"Qualité des produits | Paysage et bon air";"Aucune autre pêche"
"2018-09-26-GONB-SEN-003";"2018-09-26_GONB_02C_369596";"";"Palourdes | Praire";"Griffe à dents";"";"Ne Sait Pas";"";"";"";"Oui";"";"";"10";"";"";"";"";"";"Uniquement aux grandes marées";"90";"";"";"";"";"Paysage et bon air";"Du  bord : Chasse sous-marine"
"2018-09-26-GONB-SEN-004";"2018-09-26_GONB_02C_369605";"";"Palourdes";"Pas d'engin";"";"Oui";"";"";"";"Non";"";"";"1";"";"";"";"";"";"Lorsque la météo favorable";"";"Ne Sait pas";"";"";"";"Qualité des produits | Paysage et bon air";"Aucune autre pêche"
"2018-09-26-GONB-SEN-005";"2018-09-26_GONB_02C_369626";"";"Bivalves fouisseurs";"Rateau à coques";"";"";"";"";"";"Non";"1.0";"";"";"";"";"";"";"";"Uniquement aux grandes marées | Lorsque la météo favorable";"80";"";"";"";"";"Paysage et bon air | Plaisir : aspect ludique";"Eaux douces"
"2018-09-26-GONB-SEN-006";"2018-09-26_GONB_02C_369669";"";"Palourdes";"Rateau  ";"";"Oui";"";"";"";"Oui";"";"";"3";"";"";"";"";"";"Uniquement en week-end/vacances | Lorsque la météo favorable";"90";"";"";"";"";"Paysage et bon air | Plaisir : aspect ludique";"Aucune autre pêche"
"2018-09-27-GONB-SEN-001";"2018-09-27_GONB_02F_369731";"";"Palourdes";"Griffe à dents";"";"Oui";"";"";"";"Non";"";"";"";"";"";"";"";"";"Uniquement aux grandes marées";"90";"";"";"";"";"Paysage et bon air | Passer le temps, s'occuper";"Aucune autre pêche"
"2018-09-27-GONB-SEN-003";"2018-09-27_GONB_02F_369739";"";"Palourdes";"Rateau (générique)";"";"Ne Sait Pas";"";"";"";"Oui";"";"";"7";"";"";"";"";"";"Lorsque la météo favorable";"85";"";"";"";"";"Paysage et bon air | Plaisir : aspect ludique";"Du  bord : Ligne"
"2018-09-27-GONB-SEN-004";"2018-09-27_GONB_02F_369747";"";"Palourdes | Coques";"Grattoir";"";"Ne Sait Pas";"";"";"";"Oui";"";"";"15";"";"";"";"";"";"Uniquement aux grandes marées | Lorsque la météo favorable";"90";"";"";"";"";"Paysage et bon air | Passer le temps, s'occuper";"Aucune autre pêche"
"2018-09-27-GONB-SEN-005";"2018-09-27_GONB_02F_369754";"";"Palourdes";"Griffe à dents";"";"Ne Sait Pas";"";"";"";"Oui";"";"";"10";"";"";"";"";"";"Uniquement aux grandes marées | Lorsque la météo favorable";"95";"";"";"";"";"Qualité des produits | Convivialité";"Aucune autre pêche"
"2018-09-21-GONB-SEN-002";"2018-09-21_GONB_01A_370352";"Sables vaseux";"Palourdes | Coques";"Griffe (générique)";"";"Oui";"Oui";"Non";"1980";"Oui";"";"Avr | Mai | Juin | Juil | Aou | Sep | Nov";"20";"Occasionnelle (>5%)";"";"Coques | Palourdes | Crustacés | Poissons";"";"";"N'importe quel jour de la semaine | Lorsque la météo favorable";"50";"";"Oui";"Côtes-d'Armor";"port d'Erquy et Heussaye";"Qualité des produits | Plaisir : aspect ludique";"En bateau : Ligne | Du  bord : Ligne"
"2018-09-21-GONB-SEN-004";"2018-09-21_GONB_01A_370363";"Sables vaseux";"Coques";"Autres outils à main";"";"Ne Sait Pas";"Oui";"Non";"1975";"Oui";"";"Mai | Juin | Sep | Oct";"5";"Régulière (>25%)";"";"Moules";"";"";"Uniquement en week-end/vacances";"80";"";"Oui";"Seine-Maritime";"moulières dieppoises";"Paysage et bon air | Plaisir : aspect ludique";"En bateau : Ligne | Du  bord : Ligne"
"2018-09-21-GONB-SEN-005";"2018-09-21_GONB_01A_370372";"Sables vaseux";"Coques";"Pas d'engin";"";"Oui";"Oui";"Non";"1970";"Oui";"";"";"1";"Seule pratique";"";"Coques";"";"";"Uniquement en week-end/vacances";"";"Ne Sait pas";"Non";"";"";"Paysage et bon air | Habitude/Tradition";"Aucune autre pêche"
"2018-10-08-GONB-SEN-001";"2018-10-08_GONB_12C_371554";"";"Palourdes";"Rateau  ";"";"Oui";"";"";"";"Oui";"";"";"3";"";"";"";"";"";"N'importe quel jour de la semaine | Uniquement en week-end/vacances";"";"Ne Sait pas";"";"";"";"Paysage et bon air | Plaisir : aspect ludique";"Eaux douces"
"2018-10-08-GONB-SEN-007";"2018-10-08_GONB_02F_371650";"";"Palourdes | Spisule, Mactre solide";"Rateau à coques | Griffe à dents";"";"Oui";"Oui";"";"";"Oui";"";"";"6";"";"";"";"";"";"Lorsque la météo favorable";"100";"";"";"";"";"Plaisir : aspect ludique | Passer le temps, s'occuper";"Aucune autre pêche"
"2018-10-08-GONB-SEN-008";"2018-10-08_GONB_02F_371681";"";"Palourdes | Praire";"Griffe à dents";"";"Ne Sait Pas";"";"Non Renseigné";"";"Oui";"";"";"6";"Première fois";"";"";"";"";"N'importe quel jour de la semaine | Uniquement aux grandes marées";"";"Ne Sait pas";"";"";"";"Gratuité des produits | Plaisir : aspect ludique";"Aucune autre pêche"
"2018-10-08-GONB-SEN-009";"2018-10-08_GONB_02F_371700";"";"Praire | Amande de mer";"Rateau à coques";"";"Oui";"";"";"";"Oui";"5.0";"";"";"";"";"";"";"";"Uniquement aux grandes marées | Lorsque la météo favorable";"95";"";"";"";"";"Plaisir : aspect ludique";"Aucune autre pêche"
"2018-10-08-GONB-SEN-010";"2018-10-08_GONB_02F_371714";"";"Palourdes | Praire";"Rateau (générique)";"";"Oui";"";"";"";"Oui";"";"";"7";"";"";"";"";"";"Uniquement aux grandes marées | Lorsque la météo favorable";"103";"";"";"";"";"Paysage et bon air | Plaisir : aspect ludique";"Aucune autre pêche"
"2018-10-08-GONB-SEN-011";"2018-10-08_GONB_02F_372107";"";"Coquille Saint-Jacques | Etrille";"Rateau (générique)";"";"Ne Sait Pas";"";"";"";"Oui";"";"";"";"";"";"";"";"";"Uniquement aux grandes marées | Lorsque la météo favorable";"106";"";"";"";"";"Gratuité des produits | Passer le temps, s'occuper";"Aucune autre pêche"
"2018-10-08-GONB-SEN-012";"2018-10-08_GONB_02F_372120";"";"Palourdes | Praire";"Rateau (générique)";"";"";"";"";"";"Non Renseigné";"";"";"";"";"";"";"";"";"Uniquement aux grandes marées";"";"Ne Sait pas";"";"";"";"Gratuité des produits | Plaisir : aspect ludique | Passer le temps, s'occuper";"Aucune autre pêche"
"2018-10-08-GONB-SEN-013";"2018-10-08_GONB_02F_372133";"";"Palourdes";"Rateau (générique)";"";"";"";"";"";"Oui";"";"";"";"";"";"";"";"";"Uniquement aux grandes marées";"";"Ne Sait pas";"";"";"";"Gratuité des produits | Convivialité | Passer le temps, s'occuper";"Aucune autre pêche"
"2018-10-08-GONB-SEN-014";"2018-10-08_GONB_02F_372162";"";"Palourdes | Praire";"Rateau (générique)";"";"";"";"";"";"Oui";"";"";"3";"";"";"";"";"";"N'importe quel jour de la semaine | Lorsque la météo favorable";"";"Ne Sait pas";"";"";"";"Gratuité des produits | Paysage et bon air | Plaisir : aspect ludique";"En bateau : Ligne"
"2018-10-08-GONB-SEN-015";"2018-10-08_GONB_02F_372173";"";"Palourdes";"Griffe (générique)";"";"Oui";"";"";"";"Oui";"";"";"";"";"";"";"";"";"Uniquement aux grandes marées";"100";"";"";"";"";"Paysage et bon air | Plaisir : aspect ludique | Convivialité";"Aucune autre pêche"
"2018-10-09-GONB-SEN-001";"2018-10-09_GONB_02F_372181";"";"Etrille";"Retournement";"";"";"";"";"";"Non";"";"";"";"";"";"";"";"";"N'importe quel jour de la semaine | Uniquement en week-end/vacances | Lorsque la météo favorable";"";"Ne Sait pas";"";"";"";"Paysage et bon air | Passer le temps, s'occuper";"Aucune autre pêche"
"2018-10-09-GONB-SEN-003";"2018-10-09_GONB_02F_372188";"";"Ormeaux | Etrille";"Pas d'engin";"";"";"";"";"";"Oui";"";"";"6";"";"";"";"";"";"Uniquement aux grandes marées";"100";"";"";"";"";"Qualité des produits | Paysage et bon air";"En bateau : Ligne | Du  bord : Ligne"
"2018-10-05-GONB-SEN-001";"2018-10-05_GONB_01A_372192";"Moulières | Gisement d'huitres";"Moules | Huître creuse";"Griffe à dents";"";"Ne Sait Pas";"Oui";"Non";"2008";"Oui";"";"Mai | Sep | Oct";"9";"Régulière (>25%)";"";"Coques | Palourdes";"";"";"N'importe quel jour de la semaine";"";"Ne Sait pas";"Non";"";"";"Plaisir : aspect ludique | Convivialité";"Eaux douces"
"2018-10-09-GONB-SEN-004";"2018-10-09_GONB_02F_372198";"";"Etrille | Bouquet";"Epuisette (générique)";"";"Oui";"";"";"";"Oui";"";"";"15";"";"";"";"";"";"Uniquement aux grandes marées";"100";"";"";"";"";"Plaisir : aspect ludique | Convivialité";"Aucune autre pêche"
"2018-10-09-GONB-SEN-005";"2018-10-09_GONB_02F_372209";"";"Etrille";"Griffe (générique)";"";"Oui";"";"";"";"Oui";"";"";"2";"";"";"";"";"";"Uniquement aux grandes marées | Lorsque la météo favorable";"90";"";"";"";"";"Paysage et bon air | Plaisir : aspect ludique";"Aucune autre pêche"
"2018-10-05-GONB-SEN-004";"2018-10-05_GONB_01A_372219";"Sables vaseux";"Coques";"Rateau (générique) | Griffe (générique)";"";"Oui";"Oui";"Non";"1980";"Oui";"";"Juin | Juil | Aou | Sep | Oct";"7";"Principale (>60%)";"";"";"";"";"N'importe quel jour de la semaine | Lorsque la météo favorable";"";"Ne Sait pas";"Oui";"Ille-et-Vilaine";"Dinard et Cancale";"Paysage et bon air | Passer le temps, s'occuper";"Aucune autre pêche"
"2018-10-09-GONB-SEN-006";"2018-10-09_GONB_02F_372230";"";"Etrille";"Espiotte";"";"Oui";"";"";"";"Oui";"";"";"4";"";"";"";"";"";"Uniquement aux grandes marées";"100";"";"";"";"";"Qualité des produits | Paysage et bon air";"Aucune autre pêche"
"2018-10-09-GONB-SEN-007";"2018-10-09_GONB_02F_372239";"";"Bivalves fouisseurs | Bivalves non-fouisseurs | Crustacés";"Pas d'engin";"";"";"";"";"";"Non";"";"";"";"";"";"";"";"";"Uniquement aux grandes marées";"95";"";"";"";"";"Paysage et bon air";"Aucune autre pêche"
"2018-10-05-GONB-SEN-004";"2018-10-05_GONB_01A_372250";"Sables vaseux";"Arénicoles";"Pelle et bêche (générique)";"";"Oui";"Oui";"Non";"1970";"Oui";"";"Avr | Mai | Juin | Juil | Aou | Sep | Oct | Nov";"12";"Principale (>60%)";"";"Arénicoles";"";"";"Uniquement en week-end/vacances";"74";"";"Oui";"Finistère | Manche";"50 Granville, Carolle
29 Benodet";"Paysage et bon air | Convivialité";"Du  bord : Ligne"
"2018-10-09-GONB-SEN-008";"2018-10-09_GONB_02F_372248";"";"Etrille";"Rateau  ";"";"Ne Sait Pas";"";"";"";"Oui";"";"";"3";"";"";"";"";"";"Lorsque la météo favorable";"";"Ne Sait pas";"";"";"";"Plaisir : aspect ludique | Habitude/Tradition";"Aucune autre pêche"
"2018-10-09-GONB-SEN-009";"2018-10-09_GONB_02F_372264";"";"Etrille";"Pas d'engin";"";"";"";"";"";"Oui";"";"";"12";"";"";"";"";"";"Uniquement aux grandes marées";"98";"";"";"";"";"Plaisir : aspect ludique";"Aucune autre pêche"
"2018-10-09-GONB-SEN-010";"2018-10-09_GONB_02F_372271";"";"Etrille | Bouquet";"Rateau et assimilé | Epuisette (générique)";"";"Ne Sait Pas";"";"";"";"Oui";"";"";"2";"";"";"";"";"";"Uniquement aux grandes marées";"100";"";"";"";"";"Plaisir : aspect ludique";"Aucune autre pêche"
"2018-10-09-GONB-SEN-011";"2018-10-09_GONB_02F_372279";"";"Etrille";"Retournement";"";"";"";"";"";"Oui";"";"";"1";"";"";"";"";"";"N'importe quel jour de la semaine";"100";"";"";"";"";"Plaisir : aspect ludique";"En bateau : Ligne | Du  bord : Ligne"
"2018-10-09-GONB-SEN-012";"2018-10-09_GONB_02F_372287";"";"Praire";"Rateau (générique)";"";"";"";"";"";"Oui";"";"";"2";"";"";"";"";"";"Uniquement aux grandes marées";"108";"";"";"";"";"Paysage et bon air | Convivialité";"Aucune autre pêche"
"2018-10-09-GONB-SEN-013";"2018-10-09_GONB_02F_372294";"";"Etrille";"";"";"";"";"";"";"Oui";"";"";"";"";"";"";"";"";"Uniquement aux grandes marées | Lorsque la météo favorable";"110";"";"";"";"";"Qualité des produits | Gratuité des produits";"Aucune autre pêche"
"2018-10-09-GONB-SEN-014";"2018-10-09_GONB_02F_372300";"";"Etrille";"Espiotte";"";"";"";"";"";"Oui";"";"";"6";"";"";"";"";"";"Uniquement aux grandes marées | Lorsque la météo favorable";"100";"";"";"";"";"Gratuité des produits | Paysage et bon air";"Aucune autre pêche"
"2018-10-09-GONB-SEN-015";"2018-10-09_GONB_02F_372310";"";"Crustacés";"Gaffe";"";"Oui";"Oui";"";"";"Oui";"";"";"15";"";"";"";"";"";"Uniquement aux grandes marées";"";"Ne Sait pas";"";"";"";"Plaisir : aspect ludique";"En bateau : Ligne"
"2018-10-09-GONB-SEN-016";"2018-10-09_GONB_02F_372318";"";"Ormeaux | Etrille";"Crochet/croc";"";"Oui";"";"";"";"Oui";"";"";"10";"";"";"";"";"";"Uniquement aux grandes marées";"105";"";"";"";"";"Paysage et bon air | Habitude/Tradition";"Aucune autre pêche"
"2018-10-09-GONB-SEN-017";"2018-10-09_GONB_02F_372327";"";"Etrille";"Crochet/croc";"";"";"";"";"";"Oui";"";"";"4";"";"";"";"";"";"Uniquement aux grandes marées | Lorsque la météo favorable";"108";"";"";"";"";"Paysage et bon air";"En bateau : Ligne"
"2018-10-09-GONB-SEN-018";"2018-10-09_GONB_02F_372333";"";"Etrille | Tourteau";"Retournement";"";"";"";"";"";"Oui";"";"";"10";"";"";"";"";"";"N'importe quel jour de la semaine | Uniquement aux grandes marées";"100";"";"";"";"";"Paysage et bon air";"Aucune autre pêche"
"2018-10-09-GONB-SEN-019";"2018-10-09_GONB_02F_372340";"";"Crabes | Crevettes";"Epuisette (générique)";"";"Ne Sait Pas";"";"";"";"Oui";"";"";"3";"";"";"";"";"";"Lorsque la météo favorable";"90";"";"";"";"";"Paysage et bon air | Plaisir : aspect ludique";"Aucune autre pêche"
"2018-10-09-GONB-SEN-020";"2018-10-09_GONB_02F_372346";"";"Etrille";"Grapette à main";"";"";"";"Oui";"";"Non";"";"";"";"Première fois";"";"";"";"";"N'importe quel jour de la semaine";"";"Ne Sait pas";"";"";"";"Gratuité des produits | Plaisir : aspect ludique";"Aucune autre pêche"
"2018-10-11-GONB-SEN-001";"2018-10-11_GONB_02C_372546";"";"Palourdes";"Rateau  ";"";"Oui";"";"";"";"Oui";"";"";"5";"";"";"";"";"";"Uniquement aux grandes marées";"100";"";"";"";"";"Paysage et bon air";"En bateau : Ligne | Du  bord : Ligne"
"2018-10-11-GONB-SEN-003";"2018-10-11_GONB_02C_372553";"";"Couteaux";"Fourche";"";"Ne Sait Pas";"Non";"";"";"Oui";"";"";"2";"";"";"";"";"";"Uniquement aux grandes marées";"90";"";"";"";"";"Paysage et bon air | Recherche/gratuité d'appâts";"Du  bord : Ligne"
"2018-10-11-GONB-SEN-004";"2018-10-11_GONB_02C_372560";"";"Palourdes";"Rateau  ";"";"Oui";"";"";"";"Oui";"";"";"";"";"";"";"";"";"Uniquement aux grandes marées";"100";"";"";"";"";"Paysage et bon air | Plaisir : aspect ludique";"Aucune autre pêche"
"2018-10-11-GONB-SEN-005";"2018-10-11_GONB_02C_372569";"";"Couteaux";"Au sel";"";"";"";"";"";"Oui";"";"";"";"";"";"";"";"";"N'importe quel jour de la semaine";"";"Ne Sait pas";"";"";"";"Recherche/gratuité d'appâts";"En bateau : Ligne | Du  bord : Ligne | Eaux douces"
"2018-10-11-GONB-SEN-006";"2018-10-11_GONB_02C_372577";"";"Praire";"Picot";"";"";"";"";"";"Oui";"12.0";"";"";"";"";"";"";"";"Uniquement aux grandes marées";"100";"";"";"";"";"Qualité des produits | Plaisir : aspect ludique";"En bateau : Ligne"
"2018-06-22-GUER-SEN-001";"2018-06-22_GUER_3A_372585";"Flaques rocheuses | Sables vaseux";"Bivalves fouisseurs";"Rateau et assimilé | Couteau et assimilé";"";"Ne Sait Pas";"Non Renseigné";"";"";"Oui";"";"";"12";"";"";"";"";"";"N'importe quel jour de la semaine";"75";"";"";"";"";"Paysage et bon air | Plaisir : aspect ludique";"Du  bord : Ligne"
"2018-10-10-GONB-SEN-001";"2018-10-10_GONB_02B_372587";"";"Etrille";"Gaffe";"";"";"";"";"";"Oui";"";"";"4";"";"";"";"";"";"N'importe quel jour de la semaine | Uniquement aux grandes marées";"100";"";"";"";"";"Gratuité des produits";"Aucune autre pêche"
"2018-10-10-GONB-SEN-003";"2018-10-10_GONB_02B_372603";"";"Bivalves fouisseurs | Bivalves non-fouisseurs | Gastéropodes | Crustacés";"Rateau à coques";"";"";"";"";"";"Oui";"";"";"12";"";"";"";"";"";"Uniquement aux grandes marées";"100";"";"";"";"";"Paysage et bon air | Plaisir : aspect ludique";"En bateau : Ligne"
"2018-10-10-GONB-SEN-004";"2018-10-10_GONB_02B_372615";"";"Praire";"Picot";"";"";"";"";"";"Oui";"";"";"12";"";"";"";"";"";"N'importe quel jour de la semaine | Uniquement en week-end/vacances";"90";"";"";"";"";"Plaisir : aspect ludique | Passer le temps, s'occuper";"En bateau : Ligne"
"2018-10-10-GONB-SEN-005";"2018-10-10_GONB_02B_372623";"";"Spisule, Mactre solide | Couteaux";"Au sel";"";"";"";"";"";"Oui";"";"";"6";"";"";"";"";"";"Uniquement en week-end/vacances";"90";"";"";"";"";"Plaisir : aspect ludique | Convivialité";"Aucune autre pêche"
"2018-10-10-GONB-SEN-006";"2018-10-10_GONB_02B_372632";"";"Palourdes";"Rateau  ";"";"Oui";"";"";"";"Oui";"";"";"1";"";"";"";"";"";"Uniquement aux grandes marées";"";"Ne Sait pas";"";"";"";"Paysage et bon air";"Eaux douces"
"2018-10-10-GONB-SEN-007";"2018-10-10_GONB_02B_372640";"";"Couteaux";"Au sel";"";"";"";"Oui";"";"Non";"";"";"";"Première fois";"";"";"";"";"N'importe quel jour de la semaine";"";"Ne Sait pas";"";"";"";"Paysage et bon air | Plaisir : aspect ludique";"Aucune autre pêche"
"2018-10-10-GONB-SEN-008";"2018-10-10_GONB_02B_372648";"";"Bivalves fouisseurs | Crevettes";"Grattoir | Epuisette (générique)";"";"";"";"";"";"Oui";"";"";"15";"";"";"";"";"";"Uniquement aux grandes marées";"100";"";"";"";"";"Plaisir : aspect ludique";"En bateau : Ligne"
"2018-10-10-GONB-SEN-009";"2018-10-10_GONB_02B_372656";"";"Crustacés";"Griffe à dents | Epuisette (générique) | Crochet/croc";"";"Oui";"";"";"";"Oui";"";"";"10";"";"";"";"";"";"Uniquement aux grandes marées";"105";"";"";"";"";"Qualité des produits | Gratuité des produits | Plaisir : aspect ludique";"Aucune autre pêche"
"2018-10-10-GONB-SEN-010";"2018-10-10_GONB_02B_372662";"";"Etrille";"Crochet/croc";"";"Oui";"";"";"";"Oui";"";"";"15";"";"";"";"";"";"N'importe quel jour de la semaine";"105";"";"";"";"";"Paysage et bon air | Plaisir : aspect ludique";"En bateau : Ligne"
"2018-10-10-GONB-SEN-011";"2018-10-10_GONB_02B_372669";"";"Huitres | Bouquet";"Epuisette (générique)";"";"Oui";"";"";"";"Oui";"4.0";"";"";"";"";"";"";"";"Uniquement aux grandes marées";"105";"";"";"";"";"Paysage et bon air | Plaisir : aspect ludique";"En bateau : Ligne"
"2018-10-10-GONB-SEN-012";"2018-10-10_GONB_02B_372676";"";"Etrille";"Retournement";"";"Oui";"";"";"";"Oui";"";"";"15";"";"";"";"";"";"Uniquement aux grandes marées";"80";"";"";"";"";"Qualité des produits";"Aucune autre pêche"
"2018-10-10-GONB-SEN-013";"2018-10-10_GONB_02B_372683";"";"Palourdes";"Cuillère";"";"Ne Sait Pas";"";"";"";"Oui";"";"";"";"";"";"";"";"";"N'importe quel jour de la semaine";"90";"";"";"";"";"Paysage et bon air";"Du  bord : Ligne"
"2018-10-10-GONB-SEN-014";"2018-10-10_GONB_02B_372690";"";"Bouquet";"Epuisette (générique)";"";"";"";"";"";"Oui";"";"";"";"";"";"";"";"";"Uniquement aux grandes marées";"";"Ne Sait pas";"";"";"";"Paysage et bon air | Plaisir : aspect ludique";"Aucune autre pêche"
"2018-10-10-GONB-SEN-015";"2018-10-10_GONB_02B_372696";"";"Etrille";"Pas d'engin";"";"";"";"";"";"Oui";"";"";"";"";"";"";"";"";"Uniquement en week-end/vacances";"100";"";"";"";"";"Paysage et bon air | Plaisir : aspect ludique";"En bateau : Ligne"
"2018-10-10-GONB-SEN-016";"2018-10-10_GONB_02B_372703";"";"Etrille | Bouquet";"Epuisette (générique)";"";"";"";"";"";"Oui";"";"";"2";"";"";"";"";"";"N'importe quel jour de la semaine";"95";"";"";"";"";"Qualité des produits | Plaisir : aspect ludique";"Du  bord : Ligne"
"2018-10-10-GONB-SEN-017";"2018-10-10_GONB_02B_372711";"";"Spisule, Mactre solide";"Griffe à dents";"";"";"";"";"";"Oui";"";"";"6";"";"";"";"";"";"Uniquement aux grandes marées";"100";"";"";"";"";"Plaisir : aspect ludique | Passer le temps, s'occuper";"En bateau : Ligne"
"2018-10-10-GONB-SEN-018";"2018-10-10_GONB_02B_372718";"";"Praire | Etrille";"Griffe à dents";"";"Oui";"";"";"";"Oui";"";"";"12";"";"";"";"";"";"N'importe quel jour de la semaine | Uniquement aux grandes marées | Lorsque la météo favorable";"100";"";"";"";"";"Paysage et bon air | Convivialité";"Aucune autre pêche"
"2018-10-10-GONB-SEN-019";"2018-10-10_GONB_02B_372725";"";"Palourdes | Praire | Couteaux";"Griffe (générique)";"";"";"";"";"";"Oui";"";"";"10";"";"";"";"";"";"N'importe quel jour de la semaine";"80";"";"";"";"";"Paysage et bon air | Convivialité";"Aucune autre pêche"
"2018-10-10-GONB-SEN-020";"2018-10-10_GONB_02B_372731";"";"Etrille | Crevettes";"Epuisette (générique) | Crochet/croc";"";"";"";"";"";"Oui";"";"";"6";"";"";"";"";"";"Uniquement aux grandes marées";"100";"";"";"";"";"Paysage et bon air | Convivialité";"Aucune autre pêche"
"2018-10-10-GONB-SEN-021";"2018-10-10_GONB_02B_372737";"";"Praire | Crevettes";"Epuisette (générique)";"";"";"";"";"";"Oui";"";"";"";"";"";"";"";"";"N'importe quel jour de la semaine | Uniquement aux grandes marées";"100";"";"";"";"";"Convivialité | Passer le temps, s'occuper";"Aucune autre pêche"
"2018-06-22-GUER-SEN-003";"2018-06-22_GUER_3A_372748";"Flaques rocheuses | Sables vaseux";"Bivalves fouisseurs | Palourdes";"Rateau et assimilé";"";"Oui";"Non Renseigné";"";"";"Oui";"";"";"15";"";"";"";"";"";"N'importe quel jour de la semaine";"50";"";"";"";"";"Plaisir : aspect ludique";"Du  bord : Ligne"
"2018-06-22-GUER-SEN-004";"2018-06-22_GUER_3A_372754";"Sables vaseux";"Vers | Vers annélides | Vers tubes";"Pelle, fourche et assimilé | Pelle et bêche (générique) | Bêche";"";"Oui";"Non Renseigné";"";"";"Oui";"";"";"6";"";"";"";"";"";"N'importe quel jour de la semaine";"90";"";"Non Renseigné";"";"";"Recherche/gratuité d'appâts";"Du  bord : Ligne"
"2018-06-27-GUER-SEN-002";"2018-06-27_GUER_3A_372775";"Flaques rocheuses | Sables vaseux";"Bivalves fouisseurs | Veneridae | Palourdes | Coques | Coque commune";"Griffe à dents";"";"Oui";"Oui";"";"";"Oui";"";"";"175";"";"";"";"";"";"N'importe quel jour de la semaine";"70";"";"";"";"";"Paysage et bon air | Plaisir : aspect ludique";"Eaux douces"
"2018-06-27-GUER-SEN-003";"2018-06-27_GUER_3A_372787";"Flaques rocheuses | Sables vaseux";"Palourdes";"Griffe à dents";"";"Ne Sait Pas";"Non";"Non Renseigné";"";"Oui";"";"";"6";"Première fois";"";"";"";"";"N'importe quel jour de la semaine";"";"Ne Sait pas";"Non Renseigné";"";"";"Habitude/Tradition";"Aucune autre pêche"
"2018-06-27-GUER-SEN-004";"2018-06-27_GUER_3A_392148";"Sables vaseux";"Palourdes croisées | Coque commune";"Griffe (générique)";"";"Oui";"Non Renseigné";"Non Renseigné";"";"Oui";"";"";"1";"";"";"";"";"";"N'importe quel jour de la semaine";"";"Ne Sait pas";"";"";"";"Paysage et bon air | Plaisir : aspect ludique";"Aucune autre pêche"
"2018-07-11-GUER-SEN-034";"2018-07-11_GUER_3A_372829";"Sables vaseux";"Palourdes";"Couteau";"";"Oui";"Oui";"";"";"Oui";"";"";"24";"";"";"";"";"";"N'importe quel jour de la semaine";"80";"";"";"";"";"Plaisir : aspect ludique";"Du  bord : Ligne"
"2018-10-12-GONB-SEN-001";"2018-10-12_GONB_02B_372837";"";"Praire | Spisule, Mactre solide";"Rateau à coques";"";"Ne Sait Pas";"Non";"";"";"Oui";"";"";"4";"";"";"";"";"";"Uniquement aux grandes marées | Lorsque la météo favorable";"100";"";"";"";"";"Gratuité des produits | Plaisir : aspect ludique";"Aucune autre pêche"
"2018-07-11-GUER-SEN-036";"2018-07-11_GUER_3A_372851";"Sables vaseux";"Palourdes | Coque commune";"Griffe à dents";"";"Oui";"Oui";"";"";"Oui";"";"Juil | Aou";"3";"";"";"";"";"";"N'importe quel jour de la semaine";"80";"";"";"";"";"Gratuité des produits";"Du  bord : Ligne"
"2018-10-12-GONB-SEN-003";"2018-10-12_GONB_02B_372850";"";"Praire | Etrille | Bouquet";"Grattoir | Epuisette (générique)";"";"Ne Sait Pas";"Non";"";"";"Oui";"";"";"5";"";"";"";"";"";"N'importe quel jour de la semaine | Lorsque la météo favorable";"90";"";"";"";"";"Paysage et bon air | Plaisir : aspect ludique";"En bateau : Ligne | Du  bord : Ligne"
"2018-07-11-GUER-SEN-037";"2018-07-11_GUER_3A_372867";"Sables vaseux";"Vers annélides";"Bêche";"";"Oui";"Non Renseigné";"";"";"Oui";"";"Juil | Aou";"15";"";"";"";"";"";"N'importe quel jour de la semaine";"70";"";"";"";"";"Habitude/Tradition | Recherche/gratuité d'appâts";"En bateau : Ligne"
