"Libellé Sortie";"Code Enquète";"Milieu(x)";"Espéces";"Outils ou techniques";"Conformité outil(s)";"Estimation Reglement";"Connaissance Reglement";"Premiere Peche";"Annee Premiere Peche";"Peche Chaque Annee";"Frequence Declaree Peche";"Mois de peche";"Nb Peches Annuelles";"Péche du jour";"Frequence Indiquee";"Espéces prélevées";"Prélèvement annuel poids";"Prélèvement annuel nombre";"Choix des marées";"Coefficient Maree Mini";"Coefficient Maree NSP";"Autre Sites fréquentés";"Départements";"Nom sites";"Motivation(s)";"Autres types de peche"
"Galon d_Or_21/03/2016_SO_2";"";"Sables vaseux";"";"Pas d'engin";"";"Oui";"Oui";"Non";"1990";"Oui";"";"";"3";"";"";"";"";"";"";"";"";"Non";"";"";"";"Aucune autre pêche"
"Galon d_Or_21/03/2016_SO_3";"";"Sables vaseux";"";"Pas d'engin";"";"Oui";"Oui";"Non";"2004";"Oui";"";"";"6";"";"";"";"";"";"";"";"";"Non";"";"";"";"Aucune autre pêche"
"Galon d_Or_22/04/2016_AA_1";"";"Sables vaseux";"Coque commune";"Grattoir";"";"Oui";"Oui";"Non";"2002";"Oui";"";"Mai | Juin | Sep | Oct";"6";"Principale (>60%)";"";"Palourdes croisées";"";"";"N'importe quel jour de la semaine";"80";"";"Oui";"Charente-Maritime";"Marennes";"Qualité des produits | Paysage et bon air";"Du  bord : Ligne"
"Galon d_Or_22/04/2016_AA_2";"";"Sables vaseux";"Coque commune";"Pas d'engin";"";"Oui";"Oui";"Non";"2006";"Oui";"";"Mar | Avr | Mai | Juin | Juil | Aou | Sep | Oct";"4";"Occasionnelle (>5%)";"";"Couteau gaine";"";"";"Uniquement aux grandes marées";"20";"";"Oui";"Charente-Maritime";"Chassiron. Marennes";"Convivialité";"En bateau : Ligne | Du  bord : Ligne"
"Galon d_Or_22/04/2016_AA_3";"";"Sables vaseux";"Palourdes croisées | Coque commune";"Rateau  ";"";"Oui";"Non";"Non";"2001";"Oui";"";"Juin | Juil | Aou";"10";"Occasionnelle (>5%)";"";"Palourdes croisées | Coque commune";"";"";"N'importe quel jour de la semaine";"20";"";"Oui";"Charente-Maritime";"Bourcefranc-Le-Chapus. Marennes. Gatseau. Boyardville";"Qualité des produits | Gratuité des produits | Paysage et bon air | Convivialité";"Aucune autre pêche"
"Galon d_Or_22/04/2016_AA_4";"";"Sables vaseux";"Palourdes croisées";"Pelle";"";"Oui";"Non";"Non";"2010";"Oui";"";"Avr | Mai | Sep | Oct";"6";"Principale (>60%)";"";"Coque commune | Bigorneau";"";"";"N'importe quel jour de la semaine";"65";"";"Oui";"Charente-Maritime | Finistère";"Bretagne (Rade de Brest). Saint-Trojan-les-Bains. Le Douhet";"Paysage et bon air | Plaisir : aspect ludique";"Aucune autre pêche"
"Galon d_Or_22/04/2016_AA_5";"";"Sables vaseux";"Palourdes croisées | Coque commune";"Pas d'engin";"";"Oui";"Oui";"Non";"2009";"Oui";"";"Avr | Aou";"2";"Principale (>60%)";"";"Crevettes";"";"";"N'importe quel jour de la semaine | Uniquement en week-end/vacances";"20";"";"Oui";"Charente-Maritime | Finistère | Manche | Seine-Maritime";"Bretagne. Hauteville sur Mer. Ile d'oléron";"Paysage et bon air | Convivialité";"Aucune autre pêche"
"Galon d_Or_22/04/2016_AP_1";"";"Sables vaseux";"Palourdes croisées";"Couteau à palourdes";"";"Oui";"Oui";"Non";"1956";"Oui";"";"Juin | Juil | Aou | Sep | Oct";"6";"Seule pratique";"";"Couteau gaine";"";"";"N'importe quel jour de la semaine | Lorsque la météo favorable";"20";"";"Oui";"Finistère";"Bretagne (Morbihan)";"Paysage et bon air";"Aucune autre pêche"
"Galon d_Or_22/04/2016_AP_2";"";"Sables vaseux";"Ver à tube";"Bêche";"";"Oui";"Oui";"Non";"1969";"Oui";"";"Avr | Mai | Juin | Sep | Oct";"8";"Seule pratique";"";"Palourdes croisées | Coque commune";"";"";"N'importe quel jour de la semaine | Lorsque la météo favorable";"50";"";"Oui";"Charente-Maritime";"La Cèpe";"Qualité des produits | Plaisir : aspect ludique";"En bateau : Ligne | Du  bord : Ligne"
"Galon d_Or_22/04/2016_AP_3";"";"Sables vaseux";"Palourdes croisées | Coque commune | Couteau gaine";"Autres outils à main";"";"Oui";"Non";"Non";"1975";"Oui";"";"Jan | Fev | Mar | Avr | Mai | Juin | Juil | Aou | Sep | Oct | Nov | Dec";"10";"Régulière (>25%)";"";"Coque commune | Couteau gaine | Huître creuse";"";"";"Uniquement en week-end/vacances | Uniquement aux grandes marées";"20";"";"Oui";"Charente-Maritime";"Ile d'Oléron sud (Le Château d'Ile d'Oléron et Saint Trojan)";"Paysage et bon air | Plaisir : aspect ludique";"En bateau : Ligne | Du  bord : Ligne | Eaux douces"
"Galon d_Or_22/04/2016_AP_4";"";"Sables vaseux";"Palourdes croisées";"Griffe à dents";"";"Oui";"Oui";"Non";"2013";"Oui";"";"Avr | Mai | Juin | Juil | Aou";"1";"Régulière (>25%)";"";"Coque commune | Moule";"";"";"Uniquement en week-end/vacances";"20";"";"Oui";"Charente-Maritime";"Gatseau";"Plaisir : aspect ludique | Convivialité";"Aucune autre pêche"
"Galon d_Or_22/04/2016_AP_5";"";"Sables vaseux";"Coque commune | Couteau gaine";"Griffe à dents";"";"Oui";"Oui";"Non";"2012";"Oui";"";"Avr | Mai | Juin | Juil";"4";"Seule pratique";"";"Pétoncles";"";"";"N'importe quel jour de la semaine | Lorsque la météo favorable";"80";"";"Oui";"Charente-Maritime";"Aytré. Bonnemort";"Qualité des produits | Convivialité";"Aucune autre pêche"
"Galon d_Or_22/04/2016_AP_6";"";"Sables vaseux";"Palourdes croisées | Coque commune | Huître creuse";"Couteau";"";"Ne Sait Pas";"Non";"Non";"1990";"Oui";"";"Avr | Mai | Juil | Aou";"2";"Seule pratique";"";"Palourdes croisées | Coque commune | Moule";"";"";"Uniquement en week-end/vacances | Lorsque la météo favorable";"20";"";"Oui";"Charente-Maritime";"Marennes. Le Château d'Oléron";"Paysage et bon air | Convivialité";"Eaux douces"
"Galon d_Or_22/04/2016_AP_7";"";"Sables vaseux";"Patelles";"Pas d'engin";"";"Oui";"Non";"Non";"1956";"Oui";"";"Mar | Avr | Mai | Juin | Juil | Aou | Sep";"1";"Première fois";"";"Palourdes croisées | Coque commune | Couteau gaine";"";"";"Uniquement en week-end/vacances";"75";"";"Oui";"Charente-Maritime";"Ile de Ré";"Qualité des produits | Plaisir : aspect ludique";"Aucune autre pêche"
"Galon d_Or_27/08/2014_MLF_1";"";"Moulières";"Coque commune";"Griffe à dents";"";"Non";"Oui";"Non";"1971";"Oui";"";"Aou";"10";"Principale (>60%)";"";"Moule";"";"";"Uniquement en week-end/vacances";"20";"";"Oui";"Charente-Maritime";"Galon d'Or. La Palmyre";"Qualité des produits | Paysage et bon air | Habitude/Tradition";"Du  bord : Ligne"
"Galon d_Or_27/08/2014_MLF_10";"";"Cuvettes de sédiments | Gisement d'huitres";"Palourdes croisées | Huître creuse";"Pas d'engin";"";"";"Non Renseigné";"Non";"1942";"Oui";"";"Juil | Aou | Sep";"2";"Principale (>60%)";"";"Coque commune";"";"";"N'importe quel jour de la semaine";"20";"";"Oui";"Charente-Maritime";"Marennes";"Qualité des produits";"En bateau : Ligne"
"Galon d_Or_27/08/2014_MLF_2";"";"";"Coque commune";"Rateau  ";"";"Non";"Non";"Non";"2011";"Oui";"";"Juil | Aou | Sep";"3";"Principale (>60%)";"";"";"";"";"Uniquement aux grandes marées";"80";"";"Oui";"Charente-Maritime";"Marennes";"Paysage et bon air | Plaisir : aspect ludique | Convivialité";"Aucune autre pêche"
"Galon d_Or_27/08/2014_MLF_3";"";"";"Coque commune";"Griffe à dents";"";"Non";"Oui";"Non";"";"Oui";"";"Juil | Aou | Sep";"1";"Principale (>60%)";"";"";"";"";"Uniquement en week-end/vacances";"80";"";"Non";"";"";"Qualité des produits | Paysage et bon air";"Aucune autre pêche"
"Galon d_Or_27/08/2014_MLF_4";"";"";"Coque commune";"Griffe à dents";"";"Non";"Oui";"Non";"1994";"Oui";"";"Juil | Aou | Sep";"6";"Principale (>60%)";"";"";"";"";"Uniquement en week-end/vacances";"90";"";"Oui";"Charente-Maritime";"Port des Barques (Ile Madame)";"Qualité des produits | Paysage et bon air | Plaisir : aspect ludique | Convivialité";"Aucune autre pêche"
"Galon d_Or_27/08/2014_MLF_5";"";"Cuvettes de sédiments";"Palourdes croisées | Coque commune";"Pas d'engin";"";"";"Non Renseigné";"Non";"2012";"Oui";"";"Juil | Aou | Sep";"";"Principale (>60%)";"";"";"";"";"Uniquement en week-end/vacances";"20";"";"Non";"";"";"Paysage et bon air";"Aucune autre pêche"
"Galon d_Or_27/08/2014_MLF_6";"";"";"Coque commune";"Griffe à dents";"";"Non";"Oui";"Non";"1943";"Oui";"";"Juil | Aou | Sep";"3";"Principale (>60%)";"";"";"";"";"Uniquement aux grandes marées";"80";"";"Non";"";"";"Paysage et bon air";"Aucune autre pêche"
"Galon d_Or_27/08/2014_MLF_7";"";"";"Coque commune";"Griffe à dents";"";"Non";"Oui";"Non";"1954";"Oui";"";"Juil | Aou | Sep";"1";"Principale (>60%)";"";"";"";"";"N'importe quel jour de la semaine";"20";"";"Non";"";"";"Paysage et bon air | Convivialité";"Aucune autre pêche"
"Galon d_Or_27/08/2014_MLF_8";"";"";"Coque commune";"Griffe à dents";"";"Non";"Oui";"Non";"1956";"Oui";"";"Jan | Fev | Mar | Avr | Mai | Juin | Juil | Aou | Sep | Oct | Nov | Dec";"3";"Principale (>60%)";"";"";"";"";"N'importe quel jour de la semaine";"20";"";"Oui";"Finistère | Manche | Seine-Maritime";"Bretagne. Noirmoutier";"Paysage et bon air";"Aucune autre pêche"
"Galon d_Or_27/08/2014_MLF_9";"";"Cuvettes de sédiments";"Coque commune | Couteau gaine";"Griffe à dents";"";"Oui";"Oui";"Non";"1968";"Oui";"";"Fev | Mar | Avr | Mai | Juin | Juil | Aou | Sep | Oct | Nov";"40";"Principale (>60%)";"";"Palourdes croisées";"";"";"N'importe quel jour de la semaine";"80";"";"Oui";"Charente-Maritime";"Banc Barat";"Qualité des produits | Paysage et bon air | Plaisir : aspect ludique | Convivialité";"En bateau : Ligne"
"Galon d_Or_27/08/2014_SO_1";"";"Gisement d'huitres";"";"Pas d'engin";"";"";"Non Renseigné";"Non";"1964";"Oui";"";"Avr | Mai | Juin | Juil | Aou | Sep";"6";"Principale (>60%)";"";"Huître creuse";"";"";"N'importe quel jour de la semaine | Uniquement aux grandes marées | Lorsque la météo favorable";"20";"";"Oui";"Charente-Maritime";"Ile d'Oléron. Fouras. Galon d'Or";"Qualité des produits | Paysage et bon air";"Aucune autre pêche"
"Galon d_Or_27/08/2014_SO_10";"";"Cuvettes de sédiments";"Coque commune";"Grattoir | Autres outils à main";"";"Oui";"Oui";"Non";"2004";"Oui";"";"Juin | Juil | Aou | Sep";"20";"Principale (>60%)";"";"Palourdes croisées";"";"";"N'importe quel jour de la semaine";"20";"";"Non";"";"";"Plaisir : aspect ludique";"Aucune autre pêche"
"Galon d_Or_27/08/2014_SO_11";"";"";"Coque commune";"Griffe à dents";"";"Oui";"Oui";"Non";"1964";"Oui";"";"Juil | Aou | Sep";"1";"Seule pratique";"";"";"";"";"Uniquement en week-end/vacances";"80";"";"Non";"";"";"Convivialité";"Aucune autre pêche"
"Galon d_Or_27/08/2014_SO_2";"";"Roche nue | Flaques rocheuses | Cuvettes de sédiments";"Coque commune";"Griffe à dents | Grattoir";"";"Oui";"Oui";"Non";"1964";"Oui";"";"Avr | Mai | Juin | Juil | Aou | Sep";"4";"Régulière (>25%)";"";"Palourdes croisées | Patelles | Crevettes";"";"";"N'importe quel jour de la semaine | Uniquement aux grandes marées";"20";"";"Non";"";"";"Qualité des produits | Plaisir : aspect ludique";"En bateau : Engins dormants"
"Galon d_Or_27/08/2014_SO_3";"";"Cuvettes de sédiments";"Coque commune";"Griffe à dents";"";"Oui";"Oui";"Oui";"2014";"Non Renseigné";"";"";"";"";"";"Palourdes croisées";"";"";"";"80";"";"Non";"";"";"Plaisir : aspect ludique";"Du  bord : Ligne | Eaux douces"
"Galon d_Or_27/08/2014_SO_4";"";"Cuvettes de sédiments";"Coque commune";"Pas d'engin";"";"";"Non Renseigné";"Non";"1984";"Oui";"";"Juil | Aou | Sep";"5";"Régulière (>25%)";"";"Palourdes croisées | Congre";"";"";"Uniquement aux grandes marées";"85";"";"Oui";"Charente-Maritime";"Ile de Ré. Port des Barques (Ile Madame)";"Convivialité";"Aucune autre pêche"
"Galon d_Or_27/08/2014_SO_5";"";"";"Coque commune";"Rateau  ";"";"Oui";"Non";"Non";"2010";"Oui";"";"Juil | Aou | Sep";"7";"Seule pratique";"";"";"";"";"N'importe quel jour de la semaine";"20";"";"Non";"";"";"Paysage et bon air";"Aucune autre pêche"
"Galon d_Or_27/08/2014_SO_6";"";"Cuvettes de sédiments";"Coque commune";"Griffe à dents";"";"Oui";"Oui";"Non";"1994";"Oui";"";"Aou";"5";"Régulière (>25%)";"";"Palourdes croisées";"";"";"N'importe quel jour de la semaine";"80";"";"Oui";"Charente-Maritime";"Marennes";"Qualité des produits | Paysage et bon air | Plaisir : aspect ludique";"Eaux douces"
"Galon d_Or_27/08/2014_SO_7";"";"";"Coque commune";"Piochon/piolet";"";"Oui";"Oui";"Non";"1969";"Oui";"";"Aou";"5";"Principale (>60%)";"";"";"";"";"N'importe quel jour de la semaine";"80";"";"Non";"";"";"Plaisir : aspect ludique";"Eaux douces"
"Galon d_Or_27/08/2014_SO_8";"";"";"Coque commune | Couteau gaine";"Griffe à dents | Au sel";"";"Oui";"Oui";"Non";"2012";"Oui";"";"Juin | Juil | Aou";"4";"Seule pratique";"";"";"";"";"N'importe quel jour de la semaine | Uniquement aux grandes marées";"80";"";"Non";"";"";"Qualité des produits | Plaisir : aspect ludique";"Aucune autre pêche"
"Galon d_Or_27/08/2014_SO_9";"";"Cuvettes de sédiments";"Coque commune";"Griffe à dents";"";"Oui";"Oui";"Non";"2008";"Oui";"";"Juil | Aou | Sep";"4";"Régulière (>25%)";"";"Palourdes croisées";"";"";"Uniquement aux grandes marées";"80";"";"Oui";"Charente-Maritime";"Marennes. Saint-Trojan";"Plaisir : aspect ludique | Convivialité";"Aucune autre pêche"
"Galon d_Or_28/05/2016_AP_1";"";"";"Coque commune";"Pas d'engin";"";"Oui";"Oui";"Non";"1968";"Oui";"";"Jan | Fev | Mar | Avr | Mai | Juin | Juil | Aou | Sep | Oct | Nov | Dec";"";"Principale (>60%)";"";"Palourdes croisées | Coque commune | Patelles | Bigorneau | Etrille";"";"";"Uniquement en week-end/vacances | Lorsque la météo favorable";"20";"";"Oui";"Charente-Maritime";"Ile d'Oléron. Bourcefranc-Le-Chapus";"Plaisir : aspect ludique | Convivialité";"Du  bord : Ligne | Du  bord : Chasse sous-marine"
"Galon d_Or_28/05/2016_AP_2";"";"";"Ver à tube";"Autres outils à main";"";"Oui";"Oui";"Oui";"2016";"Non Renseigné";"";"";"";"Première fois";"";"";"";"";"";"";"";"Non";"";"";"Gratuité des produits";"Du  bord : Ligne | Eaux douces"
"Galon d_Or_28/05/2016_SO_1";"";"Champs de blocs";"Palourdes croisées";"Couteau";"";"Non";"Non";"Non";"1966";"Non";"0.5";"Mar | Avr | Mai";"13";"Régulière (>25%)";"";"Palourdes croisées | Couteau gaine";"";"";"N'importe quel jour de la semaine";"70";"";"Oui";"Charente-Maritime";"Bonne Anse. Barat. Perquis";"Paysage et bon air";"En bateau : Ligne"
"Galon d_Or_28/07/2014_JS_1";"";"Cuvettes de sédiments";"Coque commune";"Grattoir";"";"Oui";"Oui";"Non";"1989";"Oui";"";"Mar | Avr | Mai | Juin | Juil | Aou | Sep | Oct";"3";"Principale (>60%)";"";"Palourdes croisées | Couteau gaine";"";"";"Uniquement en week-end/vacances | Uniquement aux grandes marées";"100";"";"Non";"";"";"Qualité des produits | Paysage et bon air | Habitude/Tradition";"Aucune autre pêche"
"Galon d_Or_28/07/2014_JS_2";"";"Cuvettes de sédiments";"Coque commune | Couteau gaine";"Grattoir";"";"Non";"Oui";"Non";"";"Oui";"";"Mar | Avr | Mai | Juin | Juil | Aou | Sep";"5";"Principale (>60%)";"";"Palourdes croisées";"";"";"Uniquement aux grandes marées | Lorsque la météo favorable";"95";"";"Oui";"Charente-Maritime";"Marennes. Sait Trojan. Les Bris";"Qualité des produits | Gratuité des produits | Paysage et bon air | Plaisir : aspect ludique | Convivialité | Habitude/Tradition";"En bateau : Ligne"
"Galon d_Or_28/07/2014_JS_3";"";"Roche nue | Cuvettes de sédiments";"Coque commune | Couteau gaine";"Grattoir";"";"Non";"Oui";"Non";"1975";"Oui";"";"Juil | Aou | Sep";"2";"Régulière (>25%)";"";"Palourdes croisées | Pétoncles";"";"";"Uniquement en week-end/vacances | Uniquement aux grandes marées";"80";"";"Oui";"Charente-Maritime";"Bonne Anse. Banc Barrat. Oléron";"Paysage et bon air | Plaisir : aspect ludique | Convivialité";"En bateau : Ligne"
"Galon d_Or_28/07/2014_JS_4";"";"Cuvettes de sédiments | Gisement d'huitres";"Palourdes croisées | Coque commune";"Grattoir";"";"Non";"Oui";"Non";"";"Oui";"";"Juil | Aou | Sep";"3";"Occasionnelle (>5%)";"";"Couteau gaine | Lavagnon, scrobiculaire | Huître creuse";"";"";"N'importe quel jour de la semaine | Lorsque la météo favorable";"70";"";"Oui";"Charente-Maritime";"Gatseau";"Qualité des produits | Paysage et bon air";"Du  bord : Ligne"
"Galon d_Or_28/07/2014_JS_5";"";"Cuvettes de sédiments";"Palourdes croisées | Coque commune";"Grattoir | Couteau à palourdes";"";"Non";"Oui";"Non";"2011";"Oui";"";"Juil | Aou | Sep";"3";"Occasionnelle (>5%)";"";"Couteau gaine";"";"";"Uniquement en week-end/vacances";"70";"";"Oui";"Charente-Maritime";"Aytré. Les Portes. Le Fiers d'Ars";"Paysage et bon air | Plaisir : aspect ludique";"En bateau : Engins dormants | Du  bord : Ligne"
"Galon d_Or_28/07/2014_JS_6";"";"";"Coque commune";"Pas d'engin";"";"";"Non Renseigné";"Non";"";"Oui";"";"Juil | Aou | Sep";"10";"Seule pratique";"";"";"";"";"Uniquement en week-end/vacances";"80";"";"Non";"";"";"Qualité des produits | Paysage et bon air | Convivialité";"Aucune autre pêche"
"Galon d_Or_28/07/2014_JS_7";"";"";"Coque commune | Couteau gaine";"Pas d'engin";"";"";"Non Renseigné";"Non";"";"Oui";"";"Juil | Aou | Sep";"3";"Seule pratique";"";"";"";"";"Uniquement en week-end/vacances | Lorsque la météo favorable";"80";"";"Oui";"Manche";"Normandie";"Qualité des produits | Plaisir : aspect ludique | Convivialité";"Aucune autre pêche"
"Galon d_Or_28/07/2014_MLF_1";"";"";"Coque commune";"Griffe à dents";"";"";"Oui";"Non";"2009";"Oui";"";"Juil | Aou | Sep";"3";"Seule pratique";"";"";"";"";"N'importe quel jour de la semaine";"20";"";"Non";"";"";"Qualité des produits | Paysage et bon air";"Aucune autre pêche"
"Galon d_Or_28/07/2014_MLF_10";"";"Flaques rocheuses | Cuvettes de sédiments";"Coque commune | Couteau gaine";"Pas d'engin";"";"";"Non Renseigné";"Non";"1960";"Oui";"";"Juil | Aou";"5";"";"";"Palourdes croisées | Crevettes";"";"";"N'importe quel jour de la semaine";"70";"";"Oui";"Charente-Maritime";"Châtelaillon-Plage . Marennes. Ile de Ré";"Qualité des produits | Paysage et bon air | Plaisir : aspect ludique";"Du  bord : Ligne"
"Galon d_Or_28/07/2014_MLF_2";"";"";"Coque commune";"Griffe à dents";"";"";"Oui";"Non";"1979";"Oui";"";"Juil | Aou";"1";"Seule pratique";"";"";"";"";"Uniquement aux grandes marées";"";"";"Non";"";"";"";"Aucune autre pêche"
"Galon d_Or_28/07/2014_MLF_3";"";"";"Coque commune";"Pas d'engin";"";"";"Non Renseigné";"Non";"1999";"Oui";"";"Juil | Aou";"1";"Seule pratique";"";"";"";"";"N'importe quel jour de la semaine";"";"";"Oui";"Charente-Maritime";"Ronce les Bains. Marennes";"";"Aucune autre pêche"
"Galon d_Or_28/07/2014_MLF_4";"";"Cuvettes de sédiments";"Coque commune";"Pas d'engin";"";"";"Non Renseigné";"Non";"1950";"Oui";"";"Juil | Aou | Sep";"6";"Principale (>60%)";"";"Palourdes croisées";"";"";"N'importe quel jour de la semaine";"80";"";"Non";"";"";"Qualité des produits | Paysage et bon air";"En bateau : Ligne"
"Galon d_Or_28/07/2014_MLF_5";"";"";"Coque commune";"Griffe à dents";"";"Non";"Oui";"Oui";"2014";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"Non";"";"";"Plaisir : aspect ludique";"Aucune autre pêche"
"Galon d_Or_28/07/2014_MLF_6";"";"Cuvettes de sédiments";"Palourdes croisées | Coque commune";"Griffe à dents";"";"Non";"Oui";"Non";"2012";"Oui";"";"Juil | Aou | Sep";"2";"Seule pratique";"";"";"";"";"N'importe quel jour de la semaine | Uniquement en week-end/vacances";"80";"";"Non";"";"";"Qualité des produits | Paysage et bon air | Plaisir : aspect ludique | Convivialité | Habitude/Tradition";"Aucune autre pêche"
"Galon d_Or_28/07/2014_MLF_7";"";"";"Ver à tube";"Bêche";"";"";"Oui";"Non";"2013";"Oui";"";"Juil | Aou | Sep";"5";"Principale (>60%)";"";"Coque commune";"";"";"Uniquement aux grandes marées";"80";"";"Oui";"Charente-Maritime";"La Tremblade (l'Embellie)";"Gratuité des produits | Paysage et bon air";"Du  bord : Ligne"
"Galon d_Or_28/07/2014_MLF_8";"";"";"Ver à tube";"Bêche";"";"Non";"Oui";"Non";"1960";"Oui";"";"Juil | Aou | Sep | Oct | Nov";"10";"Seule pratique";"";"";"";"";"N'importe quel jour de la semaine";"80";"";"Oui";"Charente-Maritime";"La Tremblade (l'Embellie)";"Gratuité des produits | Paysage et bon air";"Du  bord : Ligne"
"Galon d_Or_28/07/2014_MLF_9";"";"Sables battus | Cuvettes de sédiments";"Coque commune | Tellines";"Griffe à dents";"";"Non";"Oui";"Non";"1960";"Oui";"";"Juil | Aou";"3";"Principale (>60%)";"";"Palourdes croisées";"";"";"N'importe quel jour de la semaine";"";"";"Oui";"Charente-Maritime";"";"Qualité des produits | Paysage et bon air";"Aucune autre pêche"
"Galon d_Or_30/05/2014_SO_1";"";"Cuvettes de sédiments";"Coque commune";"Grattoir";"";"Oui";"Oui";"Non";"1964";"Oui";"";"Jan | Fev | Mar | Avr | Mai | Juin | Juil | Aou | Sep | Oct | Nov | Dec";"10";"Principale (>60%)";"";"Palourdes croisées | Couteau gaine";"";"";"N'importe quel jour de la semaine | Lorsque la météo favorable";"50";"";"Oui";"Finistère";"Bretagne";"Paysage et bon air | Plaisir : aspect ludique";"Eaux douces"
"Galon d_Or_30/05/2014_SO_2";"";"Roche nue";"Coque commune";"Grattoir";"";"Oui";"Oui";"Non";"1954";"Oui";"";"Juil | Aou";"30";"Régulière (>25%)";"";"Bigorneau";"";"";"Uniquement en week-end/vacances | Lorsque la météo favorable";"70";"";"Oui";"Charente-Maritime";"Royan";"Plaisir : aspect ludique";"Aucune autre pêche"
"Galon d_Or_30/05/2014_SO_3";"";"Cuvettes de sédiments";"Palourdes croisées";"Grattoir";"";"Oui";"Oui";"Non";"1961";"Oui";"";"Juil | Aou";"10";"Régulière (>25%)";"";"Coque commune";"";"";"N'importe quel jour de la semaine | Uniquement aux grandes marées | Lorsque la météo favorable";"75";"";"Non";"";"";"Plaisir : aspect ludique";"Aucune autre pêche"
"Galon d_Or_30/05/2014_SO_4";"";"Cuvettes de sédiments | Champs de blocs";"Palourdes croisées | Coque commune";"Rateau  ";"";"Oui";"Non";"Non";"1974";"Oui";"";"Juil | Aou | Sep";"10";"Occasionnelle (>5%)";"";"Etrille";"";"";"Uniquement en week-end/vacances";"80";"";"Oui";"Loire-Atlantique";"Loire Atlantique";"Qualité des produits | Plaisir : aspect ludique";"Aucune autre pêche"
"Galon d_Or_30/05/2014_SO_5";"";"Flaques rocheuses";"Coque commune";"Rateau  ";"";"Oui";"Non";"Non";"1974";"Oui";"";"Avr | Mai | Juin | Juil | Aou | Sep";"10";"Occasionnelle (>5%)";"";"Crevettes";"";"";"N'importe quel jour de la semaine | Lorsque la météo favorable";"80";"";"Oui";"Charente-Maritime";"Vaux-sur-mer";"Plaisir : aspect ludique";"Aucune autre pêche"
"Galon d_Or_30/05/2014_SO_6";"";"";"Coque commune";"Grattoir";"";"Oui";"Oui";"Non";"1984";"Non";"0.5";"Avr | Mai | Juin";"1";"Occasionnelle (>5%)";"";"";"";"";"N'importe quel jour de la semaine | Uniquement aux grandes marées";"80";"";"Oui";"Charente-Maritime";"Saint-Trojan-les-Bains";"Plaisir : aspect ludique";"Aucune autre pêche"
"Galon d_Or_30/05/2014_SO_7";"";"Sables grossiers et graviers";"Coque commune";"Rateau  ";"";"Oui";"Non";"Non";"2011";"Oui";"";"Mai | Juin";"1";"Occasionnelle (>5%)";"";"";"";"";"Uniquement en week-end/vacances | Lorsque la météo favorable";"20";"";"Non";"";"";"Plaisir : aspect ludique";"En bateau : Ligne"
"Galon d_Or_30/05/2014_SO_8";"";"Cuvettes de sédiments";"Palourdes croisées";"Grattoir";"";"Oui";"Oui";"Non";"1999";"Oui";"";"Avr | Mai | Juin | Oct | Nov | Dec";"20";"Régulière (>25%)";"";"Coque commune";"";"";"N'importe quel jour de la semaine | Lorsque la météo favorable";"20";"";"Non";"";"";"Plaisir : aspect ludique";"Aucune autre pêche"
"Galon d_Or_30/05/2014_TD_1";"";"Cuvettes de sédiments";"Palourdes croisées";"Couteau à palourdes";"";"Oui";"Oui";"Non";"1974";"Oui";"";"Mai | Juin";"6";"Régulière (>25%)";"";"Coque commune";"";"";"N'importe quel jour de la semaine | Lorsque la météo favorable";"70";"";"Non";"";"";"Qualité des produits | Plaisir : aspect ludique";"Aucune autre pêche"
"Galon d_Or_30/05/2014_TD_2";"";"Roche nue | Cuvettes de sédiments";"Palourdes croisées";"Grattoir";"";"Oui";"Oui";"Non";"1964";"Oui";"";"Avr | Mai | Juin";"2";"Occasionnelle (>5%)";"";"Pétoncles";"";"";"N'importe quel jour de la semaine | Lorsque la météo favorable";"80";"";"Oui";"Charente-Maritime";"Ile de Ré";"Qualité des produits";"Aucune autre pêche"
"Galon d_Or_30/05/2014_TD_3";"";"Cuvettes de sédiments | Gisement d'huitres";"Palourdes croisées | Coque commune";"Grattoir";"";"Oui";"Oui";"Non";"1994";"Oui";"";"Mai | Juin | Sep";"6";"Régulière (>25%)";"";"Huître creuse";"";"";"N'importe quel jour de la semaine | Lorsque la météo favorable";"80";"";"Oui";"Charente-Maritime";"Ile de Ré";"Paysage et bon air | Plaisir : aspect ludique";"Eaux douces"
"Galon d_Or_30/05/2014_TD_4";"";"Roche nue | Cuvettes de sédiments | Moulières | Gisement d'huitres";"Palourdes croisées";"Grattoir";"";"Oui";"Oui";"Non";"1994";"Oui";"";"Mar | Mai | Juin | Sep | Oct";"4";"Occasionnelle (>5%)";"";"Coque commune | Moule | Huître creuse | Bigorneau";"";"";"Uniquement en week-end/vacances | Lorsque la météo favorable";"50";"";"Oui";"Finistère";"Bretagne (Morbihan)";"Plaisir : aspect ludique";"Eaux douces"
"Galon d_Or_30/05/2014_TD_5";"";"Cuvettes de sédiments";"Palourdes croisées";"Grattoir";"";"Oui";"Oui";"Non";"1999";"Oui";"";"Mai | Juin";"4";"Occasionnelle (>5%)";"";"Coque commune";"";"";"N'importe quel jour de la semaine | Lorsque la météo favorable";"80";"";"Oui";"Charente-Maritime";"Marennes";"Plaisir : aspect ludique";"Aucune autre pêche"
